[00:00:00.649 --> 00:00:04.512]  We have reached the waypoint, the halfway point.
[00:00:18.120 --> 00:00:21.083]  Waypoint, the point of no return in this radio broadcast today.
[00:00:21.103 --> 00:00:24.687]  It is Monday, the 17th day of May, 2010.
[00:00:25.127 --> 00:00:27.249]  Max Keiser coming up in just a few minutes.
[00:00:27.590 --> 00:00:31.394]  He normally joins us once a month, but he was on last week because of all the market situations.
[00:00:31.834 --> 00:00:37.160]  Now a lot of other analysts agree with him that it was a market terrorism, market manipulation.
[00:00:37.880 --> 00:00:40.441]  With a thousand point drop, it's down over a hundred points right now.
[00:00:40.861 --> 00:00:42.261]  Open talk of the Euro imploding.
[00:00:42.521 --> 00:00:49.263]  We're going to discuss it all with Max Keiser and take your calls on the economy and other issues with Max coming up in this hour.
[00:00:49.444 --> 00:00:52.825]  And we are live at PrisonPlanet.tv, now simulcasting the second half.
[00:00:53.125 --> 00:00:56.186]  But Randy is calling in saying he works with the U.S.
[00:00:56.226 --> 00:00:59.607]  military in Germany and he was saying they're really waking up.
[00:00:59.627 --> 00:01:01.347]  We're hearing the military call in in mass.
[00:01:01.807 --> 00:01:04.008]  Talk about how they're listening to my show all over the bases.
[00:01:04.588 --> 00:01:12.055]  Now we've got troops coming out and going public up at Infowars.com with Oath Keepers about how there was a revolt in Katrina, refusing to confiscate guns.
[00:01:12.695 --> 00:01:14.677]  Tyranny comes to your door in a uniform.
[00:01:14.957 --> 00:01:18.901]  And if you can educate the people in uniform, the globalists won't be able to carry this out.
[00:01:18.921 --> 00:01:28.149]  And I've seen major news reports about how the NSA is mainly watching troops and FBI now, not just citizens like myself, because they know
[00:01:28.669 --> 00:01:29.690]  There's a huge awakening.
[00:01:30.150 --> 00:01:39.555]  Describe for us, Randy, the type of awakening going on over in Germany, in the military, in the government people over there, and other key points you said you wish you had time to cover.
[00:01:40.695 --> 00:01:42.076]  Well, there's a lot of different things.
[00:01:42.116 --> 00:01:44.877]  For example, I mean, I have bumper stickers, you know, in the Fed.
[00:01:45.758 --> 00:01:46.718]  I support Ron Paul.
[00:01:46.918 --> 00:01:48.039]  Bumper stickers, things like that.
[00:01:48.079 --> 00:01:51.861]  And a lot of people, they'll come up and ask me, what does that mean, in the Fed?
[00:01:52.381 --> 00:01:53.502]  And it blows my mind.
[00:01:53.542 --> 00:01:54.162]  It really does.
[00:01:54.682 --> 00:01:58.244]  These are, you know, majors, colonels, lieutenant colonels and stuff, have no idea.
[00:01:58.757 --> 00:02:09.741]  And I explain it to them, and I tell them, like, go to your websites, go to these in-the-Fed websites, check out Ron Paul's websites, read these books, read these tapes, and you'll wake up.
[00:02:10.141 --> 00:02:11.421]  Like, I had no idea.
