[00:00:04.450 --> 00:00:05.090]  Big Brother.
[00:00:05.750 --> 00:00:06.791]  Mainstream media.
[00:00:07.531 --> 00:00:08.651]  Government cover-ups.
[00:00:09.291 --> 00:00:10.112]  You want answers?
[00:00:10.872 --> 00:00:11.812]  Well, so does he.
[00:00:12.412 --> 00:00:16.053]  He's Alex Jones on the GCN Radio Network.
[00:00:16.613 --> 00:00:20.714]  And now, live from Austin, Texas, Alex Jones.
[00:00:21.495 --> 00:00:24.495]  We have reached the halfway point in this Friday edition.
[00:00:24.515 --> 00:00:26.696]  For the next 60 minutes, James Traficant.
[00:00:27.276 --> 00:00:41.902]  Here is our guest, the iconic, beam me up, Scotty, there's no intelligent life here, Congressman, who was absolutely railroaded into prison, there is no doubt about that, for exposing corruption and tyranny in this nation.
[00:00:42.682 --> 00:00:59.789]  And he's going to discuss the Tea Parties, he's running for the Congress again, we're going to get his take on the militarization of police, what really happened in Oklahoma City, he investigated that, what happened with the Pan Am flight, and a lot more, and we'll take some phone calls, because I did have the phones open earlier for military and police to call in.
[00:01:00.289 --> 00:01:08.032]  We have all these government documents where they're training the military for martial law in America, and it's building towards a crescendo.
[00:01:08.332 --> 00:01:10.073]  James Traficant, good to have you on with us, sir.
[00:01:10.433 --> 00:01:11.554]  Glad to be back, Alex.
[00:01:11.634 --> 00:01:18.760]  And I want to say after appearing on your show several months ago, I didn't realize how strong a show you have.
[00:01:18.780 --> 00:01:23.044]  And I want to commend you because you are educating millions of American people.
[00:01:23.585 --> 00:01:27.488]  I was surprised and I'm honored to be asked to come back on your show.
[00:01:27.668 --> 00:01:31.191]  Well, Congressman, we're honored to have you here because of your courage and your steadfastness.
[00:01:31.891 --> 00:01:33.393]  So much is happening, so much is going on.
[00:01:33.433 --> 00:01:46.663]  I've got questions and issues I want to pick your brain about, but out of the gates, the state of the union, the state of the taxing system, all the new VAT taxes they want, telling us austerity, taxes are going to go up, our benefits are going to go down.
[00:01:47.004 --> 00:01:48.605]  What does James Travacant say about that?
[00:01:48.965 --> 00:01:50.809]  Well, number one, I think the country is bankrupt.
[00:01:50.889 --> 00:01:51.590]  That's evident.
[00:01:51.991 --> 00:01:56.679]  And number two, I think all they're talking about doing is just going to further implode this nation.
[00:01:57.080 --> 00:01:59.464]  And I see us dismantling like the old Soviet Union.
[00:01:59.484 --> 00:02:00.205]  I really do, Alex.
[00:02:00.831 --> 00:02:08.196]  I think that you can't continue to have the income tax that penalizes work, subsidizes illegitimacy, and rewards dependency.
[00:02:08.236 --> 00:02:12.119]  It's time to throw it out, abolish the IRS, repeal the 16th Amendment.
[00:02:12.399 --> 00:02:17.923]  Now, you know, I support a flat, fair 25% consumption tax on final retail sales.
[00:02:18.303 --> 00:02:20.504]  Now, my opponents are saying that's going to hurt the poor.
[00:02:20.825 --> 00:02:27.589]  Quite frankly, Alex, Harvard did a study and said when you throw out the burdensome compliance of the IRS, he said the prices are going to drop.
[00:02:27.689 --> 00:02:29.871]  The prices will probably be similar to what we have now.
[00:02:30.291 --> 00:02:39.040]  But finally, for those naysayers, those people who are under the poverty level will simply take their pay stubs to the government, and there will be a system as there exists now.
[00:02:39.100 --> 00:02:44.766]  The only difference with the trafficking bill, Alex, is everybody must work who gets a government stipend.
[00:02:45.087 --> 00:02:49.051]  I don't care if they have 12 children that work at the daycare center with those children,
[00:02:49.551 --> 00:02:55.575]  You see, anybody that visits Broadway or visits Las Vegas from Germany and Japan did pay into our tax scheme.
[00:02:55.935 --> 00:02:58.637]  And finally, it's a trade reciprocity program.
[00:02:58.937 --> 00:03:01.939]  If a country has barriers against ours, we have barriers against them.
[00:03:02.359 --> 00:03:06.202]  We also quantify the standard we're living in each country and weigh that down.
[00:03:06.582 --> 00:03:08.083]  With tariffs as necessary.
[00:03:08.443 --> 00:03:11.725]  But it's a flat 25% final retail sales tax.
[00:03:12.165 --> 00:03:18.029]  No taxes on used materials, but just new retail sales and services.
[00:03:18.429 --> 00:03:23.932]  And Alex, if the country does not move to this scheme, America will implode like the Soviet Union.
[00:03:24.252 --> 00:03:26.594]  That's my prediction right here on the Alex Jones Show.
[00:03:26.914 --> 00:03:28.756]  Well, Congressman, I've seen the similar studies.
[00:03:28.816 --> 00:03:29.898]  I've talked to economists.
[00:03:30.298 --> 00:03:35.044]  It would be good if we only had one federal tax, other than the tariffs they could raise money with.
[00:03:35.925 --> 00:03:41.953]  The problem is, Obama and others, they want a VAT on every level, on top of the income tax.
[00:03:42.073 --> 00:03:43.054]  Yes, this is the problem.
[00:03:43.074 --> 00:03:44.716]  You've got to throw the income tax out.
[00:03:44.756 --> 00:03:48.520]  It was founded, and it's the predicate of the communist platform, of Karl Marx.
[00:03:48.880 --> 00:03:49.881]  And it's done just that.
[00:03:50.222 --> 00:03:52.284]  It's made a dependent society over here.
[00:03:52.644 --> 00:03:55.768]  It's penalized work, and that's the last thing that the founders wanted.
[00:03:56.108 --> 00:04:03.176]  The reason we have the 16th Amendment, Alex, is when we first started the income tax, which, by the way, was only supposed to be on the rich people.
[00:04:03.736 --> 00:04:07.840]  It was taken to the Supreme Court, and it was struck down as unconstitutional.
