# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:30.080 --> 00:00:30.960]  Infowars.
[00:00:31.280 --> 00:00:32.320]  Tomorrow's news.
[00:00:32.480 --> 00:00:33.119]  Today.
[00:00:34.399 --> 00:00:34.800]  All right.
[00:00:34.960 --> 00:00:43.520]  In the last 24 hours, I have talked to a lot of people in the media, in the government, in the White House.
[00:00:44.160 --> 00:00:53.600]  And the reason so many of them reached out to me, obviously, is the left using things I've said out of context to say that, you know, Trump's done and I'm done with him.
[00:00:54.240 --> 00:00:55.759]  That's just more of their deception.
[00:00:56.079 --> 00:01:04.560]  But the main reason I get all these calls is they keep saying from their sources, how do you actually, how did you know what was going on?
[00:01:05.120 --> 00:01:08.320]  Because they're just now discovering why Trump's gotten pissed off.
[00:01:08.400 --> 00:01:09.600]  And I go, what do you mean specifically?
[00:01:09.680 --> 00:01:15.200]  And they said, well, I mean, everybody, including right at the top, are saying, how the hell does he know all this?
[00:01:15.519 --> 00:01:17.680]  Well, I can reverse engineer it all.
[00:01:18.000 --> 00:01:22.960]  So now I know exactly what's going on and I can give you all the answers here today.
[00:01:23.519 --> 00:01:24.159]  And guess what?
[00:01:24.239 --> 00:01:25.359]  It exonerates Trump.
[00:01:25.600 --> 00:01:27.120]  I discover the facts are.
[00:01:27.439 --> 00:01:36.159]  But his behavior with this huge Treisan effect is what enraged me 13 or 11, 12, 13 days ago.
[00:01:36.400 --> 00:01:37.600]  So we're going to break it all down today.
[00:01:37.680 --> 00:01:38.480]  But hey, guess what?
[00:01:38.799 --> 00:01:42.560]  Colbert just lost his war on America.
[00:01:44.640 --> 00:01:45.760]  On info.
[00:01:46.640 --> 00:01:48.240]  Stop, just stop, just stop.
[00:01:48.400 --> 00:01:49.200]  God almighty.
[00:01:59.680 --> 00:02:03.280]  I love America, baby.
[00:02:04.880 --> 00:02:06.320]  We're going to come back and do that again.
[00:02:06.560 --> 00:02:08.080]  Because, man, I came in this morning.
[00:02:08.159 --> 00:02:09.439]  I said, I want that clip.
[00:02:09.680 --> 00:02:11.599]  I want this one thing.
[00:02:12.560 --> 00:02:13.280]  And it's okay.
[00:02:13.520 --> 00:02:14.319]  It's metaphysical.
[00:02:14.400 --> 00:02:15.360]  This crew is incredible.
[00:02:15.520 --> 00:02:20.400]  But if I say something's really important, it will not go off correctly.
[00:02:20.719 --> 00:02:24.560]  I need to come in and say, I do not want him saying I lost my war on info.
[00:02:24.878 --> 00:02:27.578]  I do not want that clip and I do not want it played.
[00:02:27.578 --> 00:02:28.638]  It would literally materialize.
[00:02:37.680 --> 00:02:40.000]  So the crew are troopers with all of this.
[00:02:40.319 --> 00:02:43.759]  I'm a little bit wound up today.
[00:02:45.200 --> 00:02:50.560]  And I'm going to try to not let the berserker goblin out.
[00:02:51.439 --> 00:02:53.520]  It's an ongoing struggle.
[00:02:55.120 --> 00:02:59.039]  And we just have such massive news on the economy.
[00:02:59.280 --> 00:03:28.879]  Jerome Powell, who flat out perjured himself to Congress, that's the private Federal Reserve head, saying there are no big giant rooftop gardens or golden toilets or private elevators and private suites in the new Versailles private Federal Reserve complex they're building on there in D.C. And of course now Congress has all the schematics and the workers and the witnesses.
[00:03:29.200 --> 00:03:34.800]  And this thing looks like it's the Sun King's Palace back in France or something.
[00:03:36.400 --> 00:03:39.520]  So, oh, you're not going to cut interest rates.
[00:03:40.480 --> 00:03:48.080]  But the exact same policy in the past with even higher inflation you have for Democrats.
[00:03:49.039 --> 00:03:55.680]  Okay, well, oh, and you're the private Federal Reserve, so we can't get rid of you without an act of Congress that created you, and Trump can't fire you.
[00:03:55.759 --> 00:03:56.800]  You're still in until next year.
[00:03:57.120 --> 00:03:58.960]  Okay, we'll just indict your ass.
[00:04:00.159 --> 00:04:03.520]  So the answer is arresting these people.
[00:04:04.800 --> 00:04:12.879]  And Luna files criminal referral against Fed share Powell over building testimony.
[00:04:13.200 --> 00:04:19.040]  I'm told two senators are set to do criminal referrals, but that's not why I said he's under investigation.
[00:04:19.199 --> 00:04:22.399]  I'm told he's already under criminal investigation for it.
[00:04:23.920 --> 00:04:29.199]  So that is certainly really, really, really, really, really good news.
[00:04:29.840 --> 00:04:32.079]  And I am extremely excited about that.
[00:04:32.240 --> 00:04:33.199]  We need a lot more of this.
[00:04:33.360 --> 00:04:36.079]  They fired the demon witch coming.
[00:04:37.360 --> 00:04:37.600]  Good.
[00:04:37.680 --> 00:04:39.600]  Now arrest her and her father.
[00:04:40.480 --> 00:04:43.920]  He's openly perjured himself to Congress, criminally leaked stuff.
