# Transcription model: large-v3-turbo, custom faster_whisper
[00:00:01.320 --> 00:00:03.700]  Other networks lie to you about what's happening now.
[00:00:04.120 --> 00:00:06.940]  Infowars tells you the truth about what's happening next.
[00:00:07.780 --> 00:00:12.699]  Visit Infowars.com forward slash show and support the Infowars.
[00:00:12.699 --> 00:00:24.380]  Ladies and gentlemen, it is Sunday, May 11th, 2025, Mother's Day, and I'm your host, Alex Jones.
[00:00:24.380 --> 00:00:26.700]  Wow.
[00:00:27.440 --> 00:00:30.140]  This is going to be an incredible transmission.
[00:00:30.640 --> 00:00:35.479]  This afternoon, Chase Geiser is coming in with incredible, massive news.
[00:00:35.640 --> 00:00:37.439]  He's going to be breaking and going over in great detail.
[00:00:38.020 --> 00:00:44.280]  But Trump got a major trade deal signed today in Geneva, Switzerland.
[00:00:44.679 --> 00:00:48.179]  Just got announced a few hours ago with the Communist Chinese.
[00:00:48.520 --> 00:00:50.460]  The details will be released tomorrow.
[00:00:50.759 --> 00:00:53.960]  The Communist Chinese are also saying, yes, the deal was reached.
[00:00:54.240 --> 00:00:56.320]  We will have the details by tomorrow.
[00:00:57.010 --> 00:01:01.509]  This is going to be so good for the U.S. economy, so good for our national security.
[00:01:02.109 --> 00:01:05.230]  China was just devastated by Trump's actions.
[00:01:05.230 --> 00:01:06.450]  It was completely one-sided.
[00:01:06.629 --> 00:01:07.670]  We had all the cards.
[00:01:07.849 --> 00:01:14.269]  That's why you see the U.K., India, Canada, all of them coming and saying, okay, we're doing deals or we've done deals.
[00:01:15.150 --> 00:01:19.569]  Everybody is getting on board with President Trump other than Russia.
[00:01:20.209 --> 00:01:34.170]  Russia has said that the world putting all these Sanctions and tariffs on them has made them become self-sufficient, and Russia's doing better than it's ever done under the horrible communists, that's easy, or under the oligarchs, or before that, under the czars.
[00:01:34.650 --> 00:01:37.090]  It is simply an incredible time.
[00:01:37.250 --> 00:01:56.569]  But the first thing I wanted to get to when we come back from break was a special report I shot right before we went live tonight, where, fresh off a visit with Zelensky to the front lines, and still in Ukraine, Riding around on a train for a cringeworthy pro-war event.
[00:01:57.150 --> 00:02:00.430]  Keira Starmer of the UK, MERS, and of course Macron.
[00:02:01.810 --> 00:02:04.349]  Have the media come in while they're in their car.
[00:02:04.810 --> 00:02:08.250]  They're on the train, and they start grabbing things off the table and acting very paranoid.
[00:02:08.409 --> 00:02:09.550]  People blew up the video.
[00:02:09.789 --> 00:02:15.310]  We'll show it to you coming up, and it looks like a cocaine spoon, a little paper package of cocaine.
[00:02:15.409 --> 00:02:16.669]  And all three of them look...
[00:02:16.670 --> 00:02:18.010]  Very, very high.
[00:02:18.139 --> 00:02:21.800]  Very, very amped up like they're plugged into the wall like a Christmas tree.
[00:02:22.560 --> 00:02:28.280]  But it was the corporate media's response to it that was the most revealing.
[00:02:28.539 --> 00:02:34.780]  And Reuters, famous for disinformation and widespread deception operations, swooping in and first saying it didn't even exist.
[00:02:34.780 --> 00:02:35.479]  The video was fake.
[00:02:35.580 --> 00:02:37.719]  And I'm like, oh, well, it's a real video, but you're misinterpreting it.
[00:02:37.960 --> 00:02:39.139]  That is coming up.
[00:02:39.259 --> 00:02:41.719]  It really gets people's attention in a huge way.
[00:02:43.000 --> 00:02:51.580]  Also, We are going to get into a lot of the other domestic operations and the left turning up the heat with violence ahead of this summer.
[00:02:51.800 --> 00:02:54.919]  More and more Democrats trying to storm ICE facilities, getting arrested.
[00:02:55.919 --> 00:03:00.139]  This is going to be a very, very special transmission tonight.
[00:03:00.599 --> 00:03:10.719]  Also, continuing on the economic front, Trump is winning, has cut national debt growth by 92% in just 112 days.
[00:03:10.719 --> 00:03:12.560]  So in reality, we are winning.
[00:03:12.919 --> 00:03:14.219]  America had all the cards.
[00:03:14.379 --> 00:03:15.879]  We've been sold out by design.
[00:03:16.240 --> 00:03:24.419]  And now it's being reversed so quickly because of the fact that we have a president that actually understands what is going on.
[00:03:24.520 --> 00:03:29.900]  And then on top of that, geopolitically, I broke this a month ago from people that were directly there and watched it happen.
[00:03:30.319 --> 00:03:31.819]  Trump said, I'm done with Netanyahu.
[00:03:31.960 --> 00:03:32.900]  I'm done with all his lies.
[00:03:33.020 --> 00:03:34.740]  I know he's spying on my operation.
[00:03:34.960 --> 00:03:36.860]  He's spying on my administration.
[00:03:37.139 --> 00:03:41.379]  You know, that whole Hegseth thing and the Signal deal I was targeting.
[00:03:42.830 --> 00:03:48.669]  Trump, and he knows that Netanyahu's trying to drag us into a potential World War III scenario with Iran.
[00:03:48.889 --> 00:03:57.289]  And so Trump's just completely cut off ties, isn't even talking to Israel now, and is directly going in and making deals with the Middle East.
