# Transcription model: large-v3-turbo, custom faster_whisper
[00:00:00.680 --> 00:00:02.120]  What if only black people voted?
[00:00:02.439 --> 00:00:03.259]  Well, everywhere would be Democrat.
[00:00:03.580 --> 00:00:04.620]  What if only Jewish people voted?
[00:00:04.860 --> 00:00:05.540]  Everywhere would be Democrat.
[00:00:05.860 --> 00:00:07.120]  What if only Hispanic people voted?
[00:00:07.400 --> 00:00:08.140]  Everywhere would be Democrat.
[00:00:08.500 --> 00:00:09.859]  What if only Asian people voted?
[00:00:10.039 --> 00:00:10.880]  Everywhere would be Democrat.
[00:00:11.179 --> 00:00:12.199]  What if only women voted?
[00:00:12.439 --> 00:00:13.220]  Everywhere would be Democrat.
[00:00:13.560 --> 00:00:14.380]  What if only men voted?
[00:00:14.580 --> 00:00:15.220]  Everywhere is red.
[00:00:15.660 --> 00:00:16.679]  Everywhere is Republican.
[00:00:17.179 --> 00:00:18.579]  What if only white people voted?
[00:00:18.839 --> 00:00:19.620]  Everywhere is Republican.
[00:00:20.039 --> 00:00:49.789]  There's a racial aspect to this that they recognize, that they understand that the only group concerned about limiting government power They have the American people, and specifically white people, so kowtowed and beaten down that they can literally look you in the eye and go, we're replacing you.
[00:00:50.229 --> 00:00:52.890]  We hate you and your race because you stand up to us.
[00:00:53.270 --> 00:00:56.390]  And we're dismantling you and replacing you with people that are...
[00:00:56.570 --> 00:00:58.630]  More amenable to our exploitation.
[00:00:58.969 --> 00:01:02.250]  More willing to allow us a free hand in governance.
[00:01:03.109 --> 00:01:06.409]  Don't give a damn about this country or its founding principles.
[00:01:07.109 --> 00:01:09.549]  White people sitting there going, I love diversity though.
[00:01:09.989 --> 00:01:11.209]  No, but I'm not a bad one.
[00:01:11.310 --> 00:01:12.189]  I'm one of the good whites.
[00:01:12.290 --> 00:01:13.069]  Will you be nice to me?
[00:01:13.170 --> 00:01:13.890]  And they're just like, no.
[00:01:14.430 --> 00:01:16.090]  We don't care if you're good or not.
[00:01:17.069 --> 00:01:18.810]  We see your kindness as weakness.
[00:01:19.109 --> 00:01:21.189]  And the more you give us, the more we want.
[00:01:21.390 --> 00:01:23.489]  The more you try to help us, the more demands we make.
[00:01:23.790 --> 00:01:24.829]  This is never going to end.
[00:01:25.010 --> 00:01:25.650]  Never going to end.
[00:01:26.030 --> 00:01:26.969]  We realize this.
[00:01:27.430 --> 00:01:36.590]  Can we recognize basic, obvious patterns that repeat like a fractal pattern day over day, week over week, year over year, decade over decade, century over century?
[00:01:36.750 --> 00:01:38.150]  It's the same thing over and over.
[00:01:38.650 --> 00:01:39.950]  When are we going to break the cycle?
[00:01:40.370 --> 00:01:44.609]  Again, things would be different if we had, you know, an APAC guide they could go to.
[00:01:44.870 --> 00:01:45.909]  Again, this is the irony.
[00:01:46.230 --> 00:01:47.349]  They're supposed to be our guide.
[00:01:47.569 --> 00:01:50.250]  They're supposed to be the ones that represent our interests.
[00:01:50.430 --> 00:01:55.030]  Instead, they represent their own interests, their own profit, their own power.
[00:01:55.319 --> 00:02:07.019]  And part of that process of self-aggrandizement is receiving funds and support from organizations like APAC, who they do actually do things for because they're rewarded with wealth and power and influence.
[00:02:07.359 --> 00:02:12.319]  We Americans don't have any wealth or power or influence to offer them, so they ignore us.
[00:02:12.479 --> 00:02:15.780]  It just represents how utterly broken our entire system is.
[00:02:15.960 --> 00:02:22.229]  The idea is that their power of being in this position, of being a congressman or a senator, is derived directly from us.
[00:02:22.430 --> 00:02:27.569]  We give them that power, we hold it over them, and if they don't do what we want, we can take that power away.
[00:02:27.710 --> 00:02:32.270]  They're supposed to be looking after our interests because that is supposed to be the source of their power.
[00:02:32.509 --> 00:02:36.870]  There is no incentive for them to actually care about us at all.
[00:02:37.069 --> 00:02:42.550]  It's a perverse incentive structure that completely inverts the construct of our government.
[00:02:42.860 --> 00:02:47.139]  All right, ladies and gentlemen, I am Chase Geiser, your host this evening of The Alex Jones Show.
[00:02:47.139 --> 00:02:49.300]  We've got an amazing broadcast lined up for you.
[00:02:49.379 --> 00:03:03.280]  We're going to go into all sorts of details, like the fact that Jen Psaki's mind is exploding, Warren Buffett is retiring, and the globalist cabal of the world is totally collapsing in the face of this nationalist populist uprising worldwide.
[00:03:03.500 --> 00:03:08.960]  It's why they're coming after Donald Trump over depopulation, rather, de-immigration.
[00:03:10.819 --> 00:03:14.259]  Anti-illegal migration, anti-the invasion of our country.
[00:03:14.439 --> 00:03:20.759]  It's why, just like Harrison Smith beautifully outlined in that short clip in the beginning of this segment, they're coming after whiteness.
[00:03:20.840 --> 00:03:22.060]  And I've said it before, I'll say it again.
[00:03:22.139 --> 00:03:25.020]  They're not coming after whiteness because of whiteness per se.
[00:03:25.180 --> 00:03:27.759]  They're coming after Western values, which they have.
[00:03:28.080 --> 00:03:43.599]  Psychologically merged with whiteness and then they can just attack the race without having to attack the principles because the principles on their own stand up very nicely against this globalist cabal which seeks to subjugate all of humanity and conglomerate all political power into one world government.
[00:03:43.819 --> 00:03:48.419]  We've got some breaking news about Putin, about Trump, about Steve Bannon.
[00:03:49.339 --> 00:03:50.759]  And so much more to cover.
[00:03:50.879 --> 00:03:54.620]  Don't forget to go to thealexjonesstore.com and be the reason that we're still on the air.
[00:03:54.740 --> 00:03:56.120]  We need your support more now than ever.
[00:03:56.479 --> 00:03:58.580]  Methylene blue is absolutely astounding.
[00:03:59.580 --> 00:04:02.000]  The most powerful substance I've ever consumed in my life.
[00:04:02.139 --> 00:04:04.439]  We've gone through, I think, here at the studio.
[00:04:05.380 --> 00:04:13.180]  24 bottles of it between giving it away to Roseanne and Kirk Elliott and others who have visited, and the crew just using it to stay on fire.
[00:04:13.180 --> 00:04:21.519]  We've gone through it, so the Bigly boys are sending us more so we can stay operational, and we need you to get more to keep us operational at thealexjonesstore.com.
[00:04:21.620 --> 00:04:32.420]  So stay tuned for more on the other side of this one minute break and be the reason that Alex Jones will always be on the air.
[00:04:32.430 --> 00:04:39.209]  To the Alex Jones Show, ladies and gentlemen, I am Chase Geiser, your host this evening for the next two hours, followed by a two-hour interview with Roseanne Barr.
[00:04:40.550 --> 00:04:47.110]  If you haven't seen it yet, you're going to be amazed to see what they uncover, Alex and Roseanne, in the following two hours.
[00:04:47.269 --> 00:04:47.930]  Let's get right into it.
