# Transcription model: nvidia/parakeet-tdt-0.6b-v2, and large-v3-turbo
[00:00:00.160 --> 00:00:02.560]  They see Infowars like capture the flag.
[00:00:02.879 --> 00:00:08.560]  They see it like a Roman standard that if they can just get that, it's going to demoralize everybody.
[00:00:08.720 --> 00:00:09.359]  We're going to give up.
[00:00:09.519 --> 00:00:11.200]  No, my crew has never been stronger.
[00:00:11.359 --> 00:00:12.720]  My family's never been stronger.
[00:00:12.960 --> 00:00:14.000]  We're not giving up.
[00:00:14.320 --> 00:00:15.359]  We're not backing down.
[00:00:15.679 --> 00:00:26.080]  And if they think harassing me and demonizing me and all this stuff is going to deter me, in the words of John Paul Jones, the founder of the U.S. Navy, I have not yet begun to fight.
[00:00:26.480 --> 00:00:34.320]  And I just really appreciate you, Mr. Bannon, for caring about this and realizing how important it is because if they can get me, they can try to pick us off one at a time.
[00:00:34.640 --> 00:00:37.359]  Alex, I want to tell people right now where they can go.
[00:00:37.520 --> 00:00:39.600]  They want to make sure they're seeing your content now.
[00:00:39.679 --> 00:00:42.960]  And if you shift over, they'll do the shift.
[00:00:43.039 --> 00:00:45.439]  But where did they go right now for your content, sir?
[00:00:46.399 --> 00:00:47.200]  You made a great point.
[00:00:47.359 --> 00:00:49.120]  Sometimes I miss the forest for the trees.
[00:00:49.280 --> 00:00:52.719]  I've not even been talking about where to go because they could come even sooner.
[00:00:53.359 --> 00:00:54.800]  The judge was saying two days ago.
[00:00:55.120 --> 00:01:01.840]  We're still at Infowars.com, Infowars.com forward slash show, where you can find my broadcast of the broadcast we do.
[00:01:02.160 --> 00:01:04.320]  And again, all of this information belongs to everybody.
[00:01:04.719 --> 00:01:06.320]  It's a trademark, copyright free.
[00:01:06.560 --> 00:01:08.719]  You've asked before, hey, can we hear this from your show or that?
[00:01:09.040 --> 00:01:10.960]  Anything I've ever done, it belongs to you, Steve.
[00:01:11.040 --> 00:01:11.920]  It belongs to the people.
[00:01:12.320 --> 00:01:13.200]  That's always how it's been.
[00:01:13.359 --> 00:01:17.519]  They even want to say they own my past catalog of news so they can try to take that off the web.
[00:01:17.840 --> 00:01:19.200]  They are scared of this information.
[00:01:19.359 --> 00:01:20.560]  They're scared of what you're doing.
[00:01:20.799 --> 00:01:21.920]  They're scared of General Flynn.
[00:01:22.000 --> 00:01:23.280]  They're scared of President Trump.
[00:01:23.519 --> 00:01:28.320]  They're scared of Stephen Miller and whoever they're scared of, folks, is over the target.
[00:01:28.400 --> 00:01:29.359]  And that's who you've got to promote.
[00:01:29.439 --> 00:01:33.439]  I know your audience is the most informed, understands that, but you're the Paul Revere's.
[00:01:33.680 --> 00:01:35.439]  You are the answer to 1984.
[00:01:35.600 --> 00:01:36.719]  You are 1776.
[00:01:36.879 --> 00:01:41.040]  So yes, my broadcast is 11 a.m. to 3 p.m., but it restreams.
[00:01:41.200 --> 00:01:42.079]  It belongs to everybody.
[00:01:42.240 --> 00:01:45.519]  You can find our own streams at Infowars.com forward slash show.
[00:01:45.760 --> 00:01:50.560]  And of course, on Rumble and over on X. And those are the only platforms that allow us to be there.
[00:01:50.719 --> 00:01:52.320]  But thank you so much, Steve.
[00:01:52.640 --> 00:02:00.000]  And thank you for standing with InfoWars because as Trump always says, they've got to get through Trump and Steve Bannon and Alex Jones to get to the people.
[00:02:00.319 --> 00:02:02.559]  And the more the people understand that, the more we win.
[00:02:07.969 --> 00:02:14.989]  Every guest we've interviewed in studio, I've given our ultramethylene blue to, and they've all been blown away.
[00:02:15.439 --> 00:02:17.920]  Ladies and gentlemen, this isn't hype.
[00:02:18.240 --> 00:02:27.280]  All our supplements are great and have amazing health effects, but this one hits 99% of people within 30 minutes, and the long-term effects are even more amazing.
[00:02:27.599 --> 00:02:39.599]  So secure your ultramethylene blue now, the most powerful you can get on the market at thealexhostore.com and fund the tip of the spear in the fight for liberty and supercharge your own personal life.
[00:02:39.920 --> 00:02:45.840]  Believe me, if you don't take action and get it, you will never know how amazing it is.
[00:02:46.159 --> 00:02:50.479]  Over 99% of people have had incredible effects.
[00:02:50.800 --> 00:02:56.819]  You owe it to yourself right now to try ultramethylene blue, exclusively available at thealexjonesstore.com.
[00:03:07.510 --> 00:03:11.710]  Another great warrior, maybe our greatest warrior, Alex Jones joins us.
[00:03:11.759 --> 00:03:13.759]  So, Alex, you help the audience out here.
[00:03:13.840 --> 00:03:20.159]  I'm hearing tons of confusing information every time you talk about InfoWars and the deep state coming for your assets.
[00:03:20.319 --> 00:03:23.680]  Can you get our audience up to speed on exactly what's happening, sir?
[00:03:24.560 --> 00:03:34.560]  When I was on with you last time, and this is basically what everybody's been getting from it, you're like, hey, great surviving Bloomberg and his gun control group.
[00:03:34.879 --> 00:03:37.840]  It's now come out with the Justice Department, starting with Obama.
[00:03:38.159 --> 00:03:41.200]  And then even when Trump was in, rogue elements of the Justice Department.
[00:03:41.280 --> 00:03:51.599]  And then under Biden, running all this law affair against myself, something you obviously have experienced at an even greater level, Trump and then Flynn and Bannon and myself down the line.
[00:03:51.680 --> 00:03:58.640]  So I've not been as targeted as you, but I've certainly been targeted by it massively.
[00:03:58.960 --> 00:04:06.719]  And the PR firms, the law firms, the debanking, the lawsuits, the rig courts where you're found guilty by these Democrat activist judges.
[00:04:07.360 --> 00:04:12.960]  And then I went into bankruptcy and they said, oh, we're going to catch you with all this hidden money and stuff.
[00:04:13.120 --> 00:04:14.159]  And that wasn't true.
[00:04:14.480 --> 00:04:23.120]  Then they had the U.S. trustee last year and the CRO who were assigned to it by the Justice Department try to close the building without a court order.
[00:04:23.360 --> 00:04:25.199]  We went and challenged that, stopped them there.
[00:04:25.519 --> 00:04:27.040]  I had to literally stop armed security.
[00:04:27.199 --> 00:04:28.800]  They sent with no court order and said, no, you're not.
[00:04:28.879 --> 00:04:29.600]  I'm calling the police.
[00:04:29.920 --> 00:04:30.879]  They said, well, that makes sense.
[00:04:31.040 --> 00:04:31.680]  We don't have a court order.
[00:04:31.759 --> 00:04:32.639]  This is crazy.
[00:04:32.959 --> 00:04:36.959]  And then they said, but we've got a lawyer from the Justice Department saying, you know, I'm ordering you to do this.
[00:04:37.280 --> 00:04:39.680]  And that was back on May 31st of last year.
[00:04:39.920 --> 00:04:43.759]  Then the judge said, sell it on an online auction.
[00:04:44.079 --> 00:04:51.759]  And we had buyers that had already done the first bids because you do bids before the online auction that was more than triple what the other side had done.
[00:04:52.079 --> 00:05:00.079]  And so they just pulled the auction the day before, said they got a secret auction and gave it to the Everytown group that is financing the Onion.
[00:05:00.159 --> 00:05:06.800]  And that Everytown group is 97% owned and run by Michael Bloomberg, who we know was financing some of the suits going back years ago.
[00:05:07.120 --> 00:05:08.879]  And so we said, no, we're not leaving.
