# Transcription model: large-v3-turbo
[00:00:00.000 --> 00:00:03.879]  As most of you know, there's major changes happening across the planet.
[00:00:04.019 --> 00:00:06.700]  There's a major pro-human revolution happening.
[00:00:06.940 --> 00:00:17.019]  And one of the biggest reasons that's happening is people broke the spell from the big corporate woke system, from the BlackRock UN brainwashing system.
[00:00:17.320 --> 00:00:19.600]  The neoliberal world order is dead.
[00:00:20.089 --> 00:00:24.550]  And that's because humanity started calling them on their blood and saying, you're not the moral authority.
[00:00:24.649 --> 00:00:25.789]  You don't tell us how to think.
[00:00:25.910 --> 00:00:26.730]  You don't tell us what to do.
[00:00:27.190 --> 00:00:28.809]  You've got it out for us on record.
[00:00:28.949 --> 00:00:32.189]  You want to make us a bunch of slaves and cut the carbon and make us eat bugs.
[00:00:32.890 --> 00:00:43.350]  And their biggest tool in the past 50 years in the West is attacking companies with wokeism, with political correctness, and boycotting them and shutting them down and going after individuals.
[00:00:43.350 --> 00:00:47.350]  And then the last eight, nine years, deplatforming and debanking and lawfare.
[00:00:47.570 --> 00:00:51.729]  But despite all that, humanity awoken and said, fuck you.
[00:00:52.109 --> 00:00:53.189]  Well, that's why.
[00:00:53.729 --> 00:00:58.270]  Their fight to take down Tesla, to try to take down Elon Musk, Trump's biggest supporter.
[00:00:58.539 --> 00:01:08.540]  And supporting freedom all over the world and the pro-populist peaceful revolution taking place in Latin America, Asia, Europe, Africa, all over the place, Eastern Europe.
[00:01:09.040 --> 00:01:13.620]  That's why we have to rally behind Elon Musk because he's fighting for us.
[00:01:13.780 --> 00:01:21.120]  When we stand up for the champions who are powerful and smart and strong fighting for us, we stand up for ourselves.
[00:01:21.319 --> 00:01:23.719]  And I know when you hear me say that, you go, well, of course everybody knows that.
[00:01:24.099 --> 00:01:26.840]  Yeah, but do you really act on that?
[00:01:27.040 --> 00:01:29.700]  Do you understand that it's not a little side issue?
[00:01:29.879 --> 00:01:30.859]  It's everything.
[00:01:31.359 --> 00:01:45.420]  The left, with their big corporate money and all their stolen trillions of our taxpayer money in America alone, the doze has proven way worse than we even thought, and I thought it was bad and knew it was bad, is absolutely falling apart right now.
