[00:00:00.000 --> 00:00:04.139]  It's now called CBP Home, and it officially launched today.
[00:00:04.459 --> 00:00:15.199]  The app allows illegal aliens in the U.S. to register to self-deport by inputting their biographical information, including their nationality, and to which country they plan to deport.
[00:00:15.419 --> 00:00:26.679]  They upload photos of themselves to confirm identity and submit it all to CBP. Remember back during the VP debate between Tampon Tim Walls and...
[00:00:27.470 --> 00:00:33.090]  J.D. Vance, he said, you're lying to J.D. There's no app that lets people come into the country.
[00:00:33.229 --> 00:00:35.329]  Yeah, they signed up and said they were asylum seekers.
[00:00:35.469 --> 00:00:37.770]  They said, well, you say you're an asylum seeker.
[00:00:37.850 --> 00:00:40.490]  We're no longer going to check and see if that's the case.
[00:00:40.490 --> 00:00:41.429]  We're just going to bring you in.
[00:00:41.829 --> 00:00:48.670]  Well, the good news is they're now taking it, as you just saw, and repurposed it so people can self-deport.
[00:00:48.770 --> 00:00:53.950]  And that's the majority leaving or self-deporting because the money's being cut off by Doge.
[00:00:54.350 --> 00:01:03.390]  The billions and billions and billions a month being spent to house illegal aliens in four-star hotels with three meals a day and laundry service and all the rest of it.
[00:01:03.469 --> 00:01:06.269]  You cut off the funds, they're going to self-deport.
[00:01:06.370 --> 00:01:11.230]  They're also deporting a lot of people and a lot of criminals, not just people that are here illegally, but people that have committed crimes.
[00:01:11.609 --> 00:01:13.269]  They're targeting the most violent first.
[00:01:13.430 --> 00:01:16.409]  Some people have been pissed off that the administration can't get more done quicker.
[00:01:17.489 --> 00:01:20.570]  Biden had gutted the immigration enforcement system.
[00:01:20.570 --> 00:01:21.019]  As J.D.
[00:01:21.019 --> 00:01:22.989]  Vance said last week, Rome wasn't built in a day.
[00:01:22.989 --> 00:01:26.149]  No, we're seeing real action from the Trump administration.
[00:01:26.149 --> 00:01:46.370]  And now the head of DHS, Governor Noem, has said they know the names and they are now getting ready to prosecute the people in DHS, they've already fired them, that have been leaking the information to these sanctuary cities that are protecting these violent gangs of human traffickers, drug smugglers, MS-13, you name it.
[00:01:46.700 --> 00:01:48.510]  And so many people are being killed.
[00:01:48.939 --> 00:02:01.340]  By these gangs, and the police are drawn off regular crime to fight the gangs and to fight their crime, and then other criminals know how to go wild, and that's why you see such an explosion of crime, the defunding of the police.
[00:02:01.519 --> 00:02:05.079]  It's all about destabilizing the country, and it affects so many people.
[00:02:05.200 --> 00:02:15.840]  And don't forget that when, just last week, Trump was at that great address to Congress, he talked about Lake and Riley being kidnapped and murdered, Democrats wouldn't stand up or applaud for a family.
[00:02:16.300 --> 00:02:23.120]  When they talked about the little young black boy that's been fighting brain cancer for five years and 13 surgeries, wouldn't applaud for him because they like it.
[00:02:23.240 --> 00:02:24.460]  They know what they're doing.
[00:02:24.599 --> 00:02:41.099]  There isn't anybody I know who hasn't been touched by the fentanyl deaths and by the crime and by the crime sprees of these Soros attorneys and these AGs and these district attorneys who are accomplices of these murders, including our own Jamie White.
[00:02:41.340 --> 00:02:42.520]  Long-time amazing...
[00:02:43.439 --> 00:02:54.580]  Ace reporter here, murdered last night, murdered outside of his apartment, and the police told us when we talked to him, they said, no, the crime's off the chart.
[00:02:54.699 --> 00:02:56.219]  We can't even respond.
[00:02:56.219 --> 00:02:57.379]  We can't really investigate.
[00:02:57.460 --> 00:03:00.180]  So the criminals know that, and so they're just running wild.
[00:03:00.300 --> 00:03:05.479]  And so one of our best reporters, they're all amazing, but he was the best writer we had.
[00:03:05.740 --> 00:03:06.479]  He's dead.
[00:03:07.060 --> 00:03:07.539]  Killed.
[00:03:08.020 --> 00:03:09.340]  Never going home to his family again.
[00:03:09.419 --> 00:03:09.620]  Gone.
[00:03:09.800 --> 00:03:10.360]  Great person.
[00:03:12.649 --> 00:03:15.229]  We were talking to his family, his father, his sister.
[00:03:15.330 --> 00:03:16.889]  They couldn't even believe it.
[00:03:17.969 --> 00:03:19.009]  They couldn't even believe it.
[00:03:19.150 --> 00:03:21.870]  So that's a microcosm of the rubber meat in the road.
[00:03:21.949 --> 00:03:27.590]  Don't have to go too far to have the repercussions of the Soros Crime Network affect you.
[00:03:28.169 --> 00:03:31.830]  Whether it was illegal or whether it was somebody who they've let out a bunch of times for crimes.
[00:03:31.990 --> 00:03:32.610]  That's what the cops said.
[00:03:32.669 --> 00:03:33.909]  They said, we catch them breaking in cars.
[00:03:33.909 --> 00:03:34.949]  We catch them arm robbing.
[00:03:35.050 --> 00:03:36.129]  We catch them assaulting.
[00:03:36.210 --> 00:03:38.090]  We catch them even attempted murders.
[00:03:38.090 --> 00:03:39.969]  And they're out in days in many cases.
[00:03:41.329 --> 00:03:44.830]  It is just beyond me, and that's what this is all about.
[00:03:45.030 --> 00:03:47.310]  So, deport these illegal aliens.
[00:03:47.409 --> 00:03:56.509]  They've dumped their prisons out on us, and then that way we'll have more law enforcement and more jails for the U.S. citizens that are pretty bad on average as well.
[00:03:56.590 --> 00:04:04.610]  But as Trump said, looking at the crime statistics, the criminals out of Venezuela and Colombia and everywhere else, the worst that are dumped out and told to come here, that's come out in the documents.
[00:04:04.750 --> 00:04:08.669]  Biden invited them here, told Venezuela, you release them, bring them here, or we'll put sanctions on you.
[00:04:08.930 --> 00:04:09.289]  Literally.
[00:04:09.610 --> 00:04:12.689]  Trying to get violent offenders to destabilize and wreak havoc.
[00:04:13.370 --> 00:04:16.709]  And that takes away the resources.
[00:04:16.970 --> 00:04:22.730]  And so Biden, Soros, the globalists, at the end of the day, they're all accomplices of these murders, these rapes, and these deaths.
[00:04:22.870 --> 00:04:24.550]  And we will never forget what you've done.
[00:04:24.589 --> 00:04:30.629]  And when we're finally done, legally and lawfully, you'll be lucky, globalists, to be inside a supermax prison.
[00:04:30.629 --> 00:04:31.589]  I promise you that.
[00:04:31.920 --> 00:04:42.779]  The Trump administration is taking a key pillar of former President Biden's immigration policy, the controversial CBP1 cell phone app, and repurposing it into a self-deportation app.
[00:04:42.860 --> 00:04:46.920]  It's now called CBP Home, and it officially launched today.
[00:04:47.199 --> 00:04:58.000]  The app allows illegal aliens in the U.S. to register to self-deport by inputting their biographical information, including their nationality, and to which country they plan to deport.
