[00:00:00.860 --> 00:00:08.060]  It's Thursday, March 6, 2025.
[00:00:08.060 --> 00:00:12.480]  This is a special evening emergency transmission.
[00:00:12.480 --> 00:00:16.449]  It's Thursday, March 6, 2025.
[00:00:16.460 --> 00:00:17.239]  InfoWars.
[00:00:17.420 --> 00:00:18.460]  Tomorrow's news.
[00:00:18.839 --> 00:00:19.019]  Today.
[00:00:20.980 --> 00:00:27.019]  InfoWars!
[00:00:27.019 --> 00:00:32.619]  Through the annals of time, beneath the clashing swords and roaring cannons, there raged another war.
[00:00:33.379 --> 00:00:35.539]  Unseen yet all-encompassing.
[00:00:36.060 --> 00:00:37.439]  The Info War.
[00:00:37.840 --> 00:00:45.380]  From the whispered conspiracies of ancient courts to the fiery proclamations of revolutions, it was there.
[00:00:46.659 --> 00:00:51.200]  When the flames of heresy consumed the thinkers of old, it was there.
[00:00:52.600 --> 00:01:00.460]  When tyrants rose on the lies of propaganda and empires crumbled beneath the truth they couldn't silence, it was there.
[00:01:01.579 --> 00:01:04.719]  The Infowar marched alongside the armies of men.
[00:01:05.439 --> 00:01:08.180]  The battle was not just for land or power.
[00:01:08.500 --> 00:01:16.739]  That these colonies are, and of a right ought to be, free and independent states.
[00:01:17.120 --> 00:01:21.000]  But for the hearts and minds and souls of those caught in its wake.
[00:01:21.900 --> 00:01:24.620]  More now than ever, the war rages on.
[00:01:25.120 --> 00:01:29.260]  Nations crumble, ideologies clash, and voices rise in defiance.
[00:01:29.640 --> 00:01:33.340]  For the battlefield of the Infowar is everywhere, and everyone is a soldier.
[00:01:34.239 --> 00:01:35.439]  Truth is your weapon.
[00:01:35.879 --> 00:01:41.359]  Through every conflict, every uprising, and every moment of human struggle, the Infowar was always there.
[00:01:42.000 --> 00:01:43.900]  Which side are you on?
[00:01:44.180 --> 00:01:45.760]  This is the fight for humanity.
[00:01:46.659 --> 00:01:48.617]  This is InfoWars.
[00:01:48.617 --> 00:02:08.028]  From the front lines of the Information War, it's Alex Jones.
[00:02:08.038 --> 00:02:17.307]  The InfoWars.
[00:02:17.319 --> 00:02:26.620]  It is Thursday, March 6, 2025. This is a special evening deep dive report.
[00:02:27.599 --> 00:02:32.560]  I saw part of it last night and watched the rest early this morning.
[00:02:32.719 --> 00:02:35.620]  Ian Carroll, great investigative journalist and talk show host, Anjo Rogan.
[00:02:35.939 --> 00:02:44.780]  His interview that he did a few days ago that dropped yesterday has gone super viral for a whole bunch of reasons, but a few particular clips where they spent like 10 minutes talking about Jeffrey Epstein.
[00:02:45.180 --> 00:02:47.599]  Being a known Mossad operative on record.
[00:02:48.219 --> 00:02:54.840]  And a lot of corporate media, other people totally flipped out and said, this is insane, this guy's anti-Semitic, all the rest of this.
[00:02:55.099 --> 00:03:01.879]  Ladies and gentlemen, I'm going to show you dozens of mainstream articles, news clips years ago saying that, because it's true.
[00:03:02.360 --> 00:03:13.960]  And not just Epstein, but his girlfriend, a partner in crime, Ghislaine Maxwell, and of course her father, the big MI6 slash Mossad operative.
[00:03:14.270 --> 00:03:18.289]  As well, that basically taught them the family business.
[00:03:18.889 --> 00:03:23.710]  But that itself is just one window into this world.
[00:03:23.930 --> 00:03:30.250]  I came in this morning, told the crew the different areas I wanted to look at, and still this only scratches the surface what we're about to hit.
[00:03:30.310 --> 00:03:31.189]  I want you to understand something.
[00:03:32.430 --> 00:03:36.229]  Almost no one else ever does the full-spectrum breakdown of this.
[00:03:36.610 --> 00:03:41.490]  And so if you think this is a deep dive, this is the deepest dive with all the information.
[00:03:41.930 --> 00:03:44.229]  You're going to see here commercial-free in the next hour and a half.
[00:03:44.550 --> 00:03:49.689]  And we could spend 10 hours just on one little section of this.
[00:03:49.830 --> 00:04:04.870]  But it's admitted in court documents and declassifications that the CIA, MI6, and Mossad are all basically the same thing at the top and that they use international pedophile rings and other horrible things to control people and recruit people into the cult.
[00:04:04.889 --> 00:04:08.330]  And most people doing it know they're joining and it's a rite of passage.
[00:04:08.449 --> 00:04:11.409]  It's like MS-13 does satanic rituals and tortures kids to death.
[00:04:11.719 --> 00:04:12.699]  To be in their cult.
[00:04:12.919 --> 00:04:14.599]  And cults have done this throughout history.
[00:04:15.080 --> 00:04:19.040]  Okay, and then we're going to get into how the whole transgender thing is an extension of this.
[00:04:19.120 --> 00:04:21.879]  But if you have to say, who are the OGs of this?
[00:04:22.000 --> 00:04:27.360]  In modern time, it is MI6. That doesn't take away from the CIA or Mossad or any of it.
[00:04:27.459 --> 00:04:34.040]  But it's just very, very important to understand this is a worldwide system.
[00:04:34.620 --> 00:04:39.259]  And so we're going to be looking at the UN, NATO, big corporations.
[00:04:40.369 --> 00:04:41.329]  Intelligence agencies.
[00:04:41.750 --> 00:04:49.509]  The royal family, because it's Prince Andrew that's the nexus point with CIA, MI6, and Mossad.
[00:04:49.709 --> 00:04:52.430]  And then I've got big FBI reports here.
[00:04:54.189 --> 00:05:00.029]  Freedom of Information Act on Robert Maxwell, the master pedophile controller who they later killed.
[00:05:00.529 --> 00:05:04.189]  There's a bunch of people they killed as well that we'll be getting into.
[00:05:04.269 --> 00:05:05.829]  But I just want to say this and we're going to launch right into it.
[00:05:06.509 --> 00:05:11.480]  When you hear release the Epstein files, That's not just files.
[00:05:11.699 --> 00:05:15.180]  That's all the truckloads of videos and all the rest of it.
[00:05:15.519 --> 00:05:16.699]  And hard drives.
[00:05:16.779 --> 00:05:20.279]  And people get focused just on Epstein, which they should focus on.
[00:05:20.540 --> 00:05:22.240]  And I've been on the first to talk about it.
[00:05:22.839 --> 00:05:28.620]  But also Wiener and the Clinton Foundation above it and that laptop with the police that they saw, snuff films.
[00:05:29.139 --> 00:05:30.680]  And then Schumer and all of it.
[00:05:30.800 --> 00:05:35.120]  So we can't let Epstein, which should all be released.
[00:05:35.360 --> 00:05:36.620]  Most of it's probably been hidden or destroyed.
[00:05:37.350 --> 00:05:40.170]  Be the only focus because that becomes a distraction.
[00:05:40.449 --> 00:05:45.209]  Like you're looking at something from an inch away instead of pulling back and seeing it from a 35,000-foot view to understand what it really is.
[00:05:45.529 --> 00:05:48.370]  So Ian Carroll, tell folks who may not know who you are a little bit about yourself.
[00:05:48.960 --> 00:05:52.860]  And then I don't want to spend much time on the controversy that you're being so evil saying this.
[00:05:52.980 --> 00:05:55.319]  And then we'll start launching into this.
[00:05:55.579 --> 00:05:55.839]  Absolutely.
[00:05:56.060 --> 00:06:01.800]  I mean, my name is Ian Carroll, and I'm just an online investigative journalist that's just a regular guy that started wanting to learn what was going on.
[00:06:01.879 --> 00:06:07.860]  And the more I dug, the more I realized that intelligence agencies and organized crime are at the heart of so many power systems these days.
