[00:00:01.433 --> 00:00:02.595]  Coast to coast.
[00:00:02.976 --> 00:00:04.320]  Direct from Austin.
[00:00:05.042 --> 00:00:08.250]  You're listening to the Alex Jones Broadcasting Network.
[00:00:14.813 --> 00:00:18.977]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:19.637 --> 00:00:20.438]  You want answers?
[00:00:21.219 --> 00:00:22.119]  Well, so does he.
[00:00:22.760 --> 00:00:26.423]  He's Alex Jones on the GCN Radio Network.
[00:00:26.963 --> 00:00:31.027]  And now, live from Austin, Texas, Alex Jones.
[00:00:50.543 --> 00:00:57.696]  Well, ladies and gentlemen, Obama is standing behind Shinseki on Veterans Administration scandal.
[00:00:58.557 --> 00:00:59.559]  And there's a reason for that.
[00:01:00.472 --> 00:01:07.694]  We're going to play the clip of Bill Gates coming up where he talks about death panels and how if you kill one old lady you can hire ten teachers.
[00:01:08.534 --> 00:01:13.715]  They're selling the idea that someone has to lose for you to gain.
[00:01:14.495 --> 00:01:28.219]  As they shrink the size of the pie, they sell the idea that a collapsing economy, a collapsing culture, collapsing choices, collapsing economic diversity, is what will deliver
[00:01:29.591 --> 00:01:36.734]  Funds and jobs and money to the bureaucratic clash as they slit their own throats.
[00:01:36.854 --> 00:01:41.636]  And this is, of course, diametrically opposed to real economic theorem.
[00:01:43.177 --> 00:01:44.398]  It's been proven to be accurate.
[00:01:44.418 --> 00:01:46.398]  We're going to be breaking that down coming up today.
[00:01:47.739 --> 00:01:54.062]  And we've got a lot of VA whistleblowers coming to us, a senior individual,
[00:01:55.663 --> 00:01:58.567]  At a major veterans hospital on the East Coast.
[00:01:59.288 --> 00:02:01.651]  That's all I can say because the person is so senior.
[00:02:03.914 --> 00:02:08.660]  Now that I think about it in hindsight, we probably should have just not even interviewed him via the phone.
[00:02:08.700 --> 00:02:09.681]  We should have done a transcript.
[00:02:11.183 --> 00:02:12.966]  And then said what hospital.
[00:02:15.481 --> 00:02:18.323]  Doesn't matter, we're a credible news organization, we don't make up sources.
[00:02:18.743 --> 00:02:26.248]  The trolls, probably government, probably Pentagon, are all over the story on Infowars.com and YouTube, saying, oh, we don't believe this, it's made up.
[00:02:26.328 --> 00:02:26.588]  Really?
[00:02:27.049 --> 00:02:45.061]  We've got a whole bunch of whistleblowers coming forward who are going to name names, and who are going to say who they are, and we've got veterans, and some of our own crew that are veterans have been going into the VA, and you're not going to believe what's been happening to them at the Austin VA that is listed as being involved in the death list.
[00:02:46.325 --> 00:02:46.985]  The death panels.
[00:02:49.427 --> 00:02:52.008]  And, by the way, we've got video everything, okay?
[00:02:52.548 --> 00:02:56.911]  We're just trying to absorb all the intel we've got with our small organization.
[00:02:58.532 --> 00:03:06.216]  There are death lists, and we've got members of the Democratic Party coming out, like Bill Press.
[00:03:06.236 --> 00:03:07.277]  We have video of that coming up.
[00:03:08.277 --> 00:03:13.560]  Disgustingly saying it's a Republican conspiracy theory, following the Hillary-Bill Clinton memo from 1995.
[00:03:17.904 --> 00:03:23.609]  I mean, Bill Clinton could be caught on top of Monica Lewinsky and he would say, it's a conspiracy theory.
[00:03:24.229 --> 00:03:28.012]  Well, Bill, I mean, you're actually involved in intercourse.
[00:03:29.534 --> 00:03:31.996]  Bill, we could film a porno movie right now with you and Monica.
[00:03:32.276 --> 00:03:33.597]  No, that's not what that is.
[00:03:34.057 --> 00:03:35.178]  I'm a gynecologist.
[00:03:36.179 --> 00:03:38.061]  And, you know, we could make jokes all day about this.
[00:03:38.101 --> 00:03:44.086]  This is incredibly serious because they just sit up there denying everything that's going on in plain view.
[00:03:46.522 --> 00:03:50.265]  It's a standard denial, but that video and audio is up on InfoWars.com.
[00:03:50.846 --> 00:03:55.330]  VA supervisor, older veterans should be shot in the head to save money.
[00:03:57.211 --> 00:04:10.223]  And then it gets into the whole death list, where this person has to sit there in administration, in these bioethics board meetings, where they're deciding to deny care to Korean War and Vietnam vets.
[00:04:11.533 --> 00:04:13.554]  And there is a disdain for them.
[00:04:14.174 --> 00:04:24.479]  You know, my dad's a physician, and he's told me about the attitude of some physicians, especially newer ones, that, you know, it's just time for old folks to die.
[00:04:25.239 --> 00:04:27.740]  They don't want to nurture and deal with old ladies or old men.
[00:04:28.080 --> 00:04:28.941]  It's like, just go die.
[00:04:30.404 --> 00:04:31.805]  And this is an anti-human attitude.
[00:04:31.825 --> 00:04:33.906]  We're going to kill babies, 53 million of them.
[00:04:33.926 --> 00:04:36.268]  We're going to say black people aren't humans.
[00:04:36.308 --> 00:04:39.110]  We're going to, on and on and on, we're going to say old people aren't humans.
[00:04:39.771 --> 00:04:42.152]  We're going to say babies aren't humans in the Journal of Bioethics.
[00:04:43.573 --> 00:04:44.394]  Remember that a few years ago?
[00:04:44.434 --> 00:04:46.115]  They said, kill babies up to age three.
[00:04:47.696 --> 00:04:53.400]  And Bill Gates sits there to a bunch of teachers going, if we don't give granny health care, we can hire 10 teachers.
[00:04:53.420 --> 00:04:56.302]  They're not going to give you more money, you idiot teachers.
[00:04:56.902 --> 00:04:58.644]  They're selling you on the idea of death.
[00:04:59.665 --> 00:05:01.886]  In Newsweek, the case for killing Granny.
[00:05:01.946 --> 00:05:02.746]  It's disgusting.
[00:05:03.767 --> 00:05:04.607]  That's coming up.
[00:05:06.488 --> 00:05:06.988]  And more.
[00:05:07.008 --> 00:05:08.349]  Stay with us.
[00:05:09.829 --> 00:05:14.391]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[00:05:14.531 --> 00:05:17.512]  Why do we have the highest cancer rates on the planet?
[00:05:17.672 --> 00:05:22.895]  The highest rates of diabetes, autism, and every other major disease.
[00:05:23.215 --> 00:05:24.875]  It all comes down to one thing.
[00:05:25.155 --> 00:05:26.396]  We are what we eat.
[00:05:26.776 --> 00:05:31.137]  Our food is devoid of nutrition and processed with poisons and additives.
[00:05:31.457 --> 00:05:35.419]  Our water is filled with toxic poisons and big pharma runoff.
[00:05:35.679 --> 00:05:37.999]  All of this has been engineered by design.
[00:05:38.219 --> 00:05:44.141]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[00:05:44.441 --> 00:05:47.183]  To learn more, visit InfoWarsHealth.com.
[00:05:47.423 --> 00:05:54.368]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[00:05:54.488 --> 00:06:00.312]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[00:06:00.552 --> 00:06:06.476]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[00:06:06.716 --> 00:06:09.198]  And get free shipping when you sign up for AutoShip.
[00:06:09.858 --> 00:06:16.941]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[00:06:17.021 --> 00:06:19.182]  But it's not just the air outside that's toxic.
[00:06:19.362 --> 00:06:24.465]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[00:06:24.645 --> 00:06:29.587]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[00:06:29.807 --> 00:06:32.870]  There are more than 42 million smokers in the United States.
[00:06:33.130 --> 00:06:36.994]  Well over a thousand types of mold and mildew linked to numerous conditions.
[00:06:37.214 --> 00:06:41.458]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[00:06:41.518 --> 00:06:51.568]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[00:06:51.768 --> 00:06:54.291]  Made with organic and wild cultivated herbs,
[00:06:54.471 --> 00:07:02.541]  And manufactured in the USA, the new InfoWars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[00:07:02.681 --> 00:07:06.646]  Now available exclusively at InfoWarsLife.com or by calling toll free 888-253-3139.
[00:07:09.645 --> 00:07:12.567]  This is Alex Jones for InfoWarsLife.com.
[00:07:12.707 --> 00:07:14.668]  The latest in preparedness is now here.
[00:07:14.868 --> 00:07:20.832]  An electrically stabilized colloidal silver solution that can be added to both your home cabinet and preparedness pack alike.
[00:07:21.053 --> 00:07:26.036]  Concentrated to 30 parts per million in what has been dubbed the survival silver solution.
[00:07:26.116 --> 00:07:30.839]  The new InfoWars Life silver bullet colloidal silver is the answer for you and your family.
[00:07:30.999 --> 00:07:35.546]  And it's entirely free of toxic artificial additives that are loaded into many products.
[00:07:35.826 --> 00:07:44.219]  The InfoWars Life Silver Bullet Silver is so powerful that it is concentrated into a 2-ounce bottle and is not recommended for extended continual use.
[00:07:44.419 --> 00:07:46.342]  This is not a low-grade formula.
[00:07:46.562 --> 00:07:57.669]  We are working with one of the top laboratory manufacturers in the United States to bring you the best form of colloidal silver using electrical processes within a base of deionized water.
[00:07:57.769 --> 00:08:09.037]  For your preparedness storage or your home kitchen, purchase your bottle of InfoWarsLife.com Silver Bullet Colloidal Silver today and find other amazing supplements at InfoWarsLife.com.
[00:08:22.650 --> 00:08:28.013]  If you are receiving this transmission, you are the resistance.
[00:08:28.093 --> 00:08:32.575]  Live from the InfoWars.com studios, it's Alex Jones.
[00:08:34.756 --> 00:08:45.422]  Every time that I look in the mirror All these lines in my face get clearer The past is past
[00:08:59.830 --> 00:09:02.231]  Isn't that the way?
[00:09:02.451 --> 00:09:06.753]  Everybody's got their dues in life to pay.
[00:09:06.833 --> 00:09:08.254]  Well, I know.
[00:09:08.915 --> 00:09:09.655]  Nobody knows.
[00:09:09.935 --> 00:09:10.956]  Well, I know.
[00:09:11.096 --> 00:09:12.837]  Nobody knows.
[00:09:12.997 --> 00:09:16.319]  Where it comes and where it goes.
[00:09:16.639 --> 00:09:17.159]  I know.
[00:09:17.439 --> 00:09:20.101]  It's everybody's sin.
[00:09:20.181 --> 00:09:23.043]  You've got to lose to know
[00:09:26.321 --> 00:09:31.465]  All right, ladies and gentlemen, it is already Wednesday, the 21st day of May, 2014.
[00:09:32.365 --> 00:09:34.747]  I am your host, Alex Jones.
[00:09:41.651 --> 00:09:42.572]  Where to begin?
[00:09:44.974 --> 00:09:47.235]  I've got to say, we have to begin with DrudgeReport.com.
[00:09:47.815 --> 00:09:50.377]  This video and audio is also up on InfoWars.com.
[00:09:56.792 --> 00:10:10.703]  Joe Garcia has come out publicly during a committee hearing and said that we've proven communism works.
[00:10:11.964 --> 00:10:17.288]  Ladies and gentlemen, communism from North Korea to China to Russia creates unmitigated hell.
[00:10:20.026 --> 00:10:24.547]  And we have been purposely maneuvered to go bankrupt and have a domesticated, sickly population.
[00:10:25.267 --> 00:10:33.488]  Every metric, from our IQs, to our education, to our income, shows we're going to hell in a handbasket.
[00:10:35.009 --> 00:10:38.829]  JFK in 1961 cut the main tax rate by 50%.
[00:10:39.229 --> 00:10:45.250]  The other major tax bracket by 33%, you can look that up.
[00:10:45.770 --> 00:10:48.411]  Federal tax receipts doubled the next year.
[00:10:49.810 --> 00:10:54.772]  Why then do they want to keep raising taxes when it lowers tax receipts when it stalls the economy?
[00:10:55.112 --> 00:10:59.874]  Because the globalists by and large are exempt from the taxes they foist on us.
[00:11:01.215 --> 00:11:02.635]  Communism doesn't exist.
[00:11:02.695 --> 00:11:18.142]  It's a political term to con the general public back into slavery and to make your labor controlled by central committees who live in giant palaces and who suppress the population with paramilitary police wearing black uniforms and ski masks.
[00:11:21.138 --> 00:11:31.908]  But I want to play the disgusting audio of this before we get into the bombshell VA news that's now broken at InfoWars.com and PrisonPlanet.com.
[00:11:32.748 --> 00:11:36.131]  Let's go ahead and go to this disgusting clip of Joe Garcia.
[00:11:36.171 --> 00:11:36.532]  Here it is.
[00:11:36.852 --> 00:11:37.192]  There we go.
[00:11:37.212 --> 00:11:38.713]  So a guy that's for communism wants open borders here.
[00:12:07.708 --> 00:12:10.291]  And then they give you a government job producing nothing.
[00:12:10.311 --> 00:12:11.712]  It doesn't matter.
[00:12:11.813 --> 00:12:14.295]  You can vote to control the whole country now under democracy.
[00:12:14.776 --> 00:12:16.538]  Two wolves and a sheep voting on what's for dinner.
[00:12:16.978 --> 00:12:17.459]  What's for dinner?
[00:12:17.499 --> 00:12:17.799]  The sheep.
[00:12:18.740 --> 00:12:20.562]  And those of us that produce are the sheep.
[00:12:20.622 --> 00:12:21.383]  We are disdained.
[00:12:22.084 --> 00:12:22.644]  We are hated.
[00:12:23.459 --> 00:12:24.259]  We are persecuted.
[00:12:25.300 --> 00:12:43.048]  And Misery Loves Company, the giant unwashed masses that have grown up now, multi-generations on welfare, don't care that Warren Buffett's tax exempt, don't care that Bill Gates' tax exempt, don't care that their trillions are washed through international banks, that they're above the law.
[00:12:43.928 --> 00:12:45.469]  Don't care they have jet copters.
[00:12:45.969 --> 00:12:46.509]  Don't care.
[00:12:46.970 --> 00:12:49.551]  Don't care if they have five kids when they're telling you not to have kids.
[00:12:50.489 --> 00:12:51.069]  They don't care.
[00:12:51.390 --> 00:12:54.432]  They hate the guy that lives in a nice house and has a nice car.
[00:12:56.674 --> 00:13:01.958]  And our journey into this abject slavery is getting really, really close, ladies and gentlemen.
