[00:00:01.111 --> 00:00:02.273]  Coast to Coast.
[00:00:02.654 --> 00:00:03.956]  Direct from Austin.
[00:00:04.717 --> 00:00:07.923]  You're listening to the Alex Jones Broadcasting Network.
[00:00:14.298 --> 00:00:18.482]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:19.142 --> 00:00:19.943]  You want answers?
[00:00:20.724 --> 00:00:21.624]  Well, so does he.
[00:00:22.265 --> 00:00:25.908]  He's Alex Jones on the GCN Radio Network.
[00:00:26.449 --> 00:00:30.512]  And now, live from Austin, Texas, Alex Jones.
[00:00:47.256 --> 00:00:52.123]  I tell you, I have absolutely got to be focused today and get to all the news.
[00:00:52.143 --> 00:00:56.890]  The science news, the technology news, the police state news.
[00:00:57.030 --> 00:01:00.716]  It is all just over the top important.
[00:01:02.861 --> 00:01:09.843]  We don't have any guests today, ladies and gentlemen, on this live Friday edition, so we will take a lot of your phone calls.
[00:01:10.483 --> 00:01:12.463]  I'll try to go to them as quickly as possible.
[00:01:13.004 --> 00:01:17.805]  Obviously, John Kerry has been subpoenaed finally on BenghaziGate with these new emails.
[00:01:18.545 --> 00:01:21.946]  I even saw a clip this morning on CNN on YouTube from last night.
[00:01:22.728 --> 00:01:37.897]  Where they were talking about the same clip that I'd seen where the press secretary, Carney, goes, oh, that part of the memo, the email, that says we need to all follow talking points, that doesn't deal with Benghazi, even though the memo deals with Benghazi.
[00:01:38.817 --> 00:01:43.900]  And the host of CNN, the reporter, says, that's like holding my hands up and saying these aren't my hands.
[00:01:45.221 --> 00:01:46.322]  Remember Gibbs, the former
[00:01:48.015 --> 00:01:49.597]  PR propaganda is for Obama.
[00:01:50.358 --> 00:02:00.550]  Famously, last year, went on MSNBC and made a joke and he said, look, there's a drone program that's public, killing people all over the world, and we're told to tell the press it doesn't exist.
[00:02:01.832 --> 00:02:04.115]  That's like saying the sun didn't come up this morning.
[00:02:05.919 --> 00:02:17.910]  But separately, even though one CNN host is telling the truth, I've got a CNN article and it's got an accompanying video report here where they say, is Benghazi important or is it a right-wing conspiracy theory?
[00:02:18.471 --> 00:02:27.899]  And that follows the old Clinton memo to tell mainstream media in the early 90s, anybody says we're corrupt on Cattlegate, Vince Foster, which was all true.
[00:02:30.225 --> 00:02:33.668]  All you do then is basically say they're a conspiracy theorist.
[00:02:33.728 --> 00:02:38.613]  So, some reporters want to still have ratings and still not be a complete joke.
[00:02:40.094 --> 00:02:44.418]  And no, it's not going to fly saying, oh, the Benghazi memo is not about Benghazi.
[00:02:46.019 --> 00:02:47.501]  That's not going to fly anywhere.
[00:02:48.632 --> 00:02:51.434]  But other reporters are basically saying that.
[00:02:51.534 --> 00:03:05.081]  So, it's just like when we published two days ago the article that had links to the Justice Department saying that, you know, banks don't have gun shops or things as customers because that's a high-risk, you know, thing.
[00:03:05.702 --> 00:03:10.084]  Outside of law, it's a sanction on gun dealers and the gun industry.
[00:03:12.025 --> 00:03:16.548]  They had their disinfo operatives running around like chickens with their heads cut off saying that it didn't exist.
[00:03:17.250 --> 00:03:21.173]  By the way, guys, before I forget about it, I heard 590 this morning covering it off the news.
[00:03:21.193 --> 00:03:22.714]  I didn't have a chance to search engine it.
[00:03:23.495 --> 00:03:32.662]  They've had some group that I would imagine is connected to Bloomberg saying, we're coming out with biometric guns and the NRA is threatening us and doesn't want us to sell them.
[00:03:33.562 --> 00:03:35.083]  What's wrong with biometric guns?
[00:03:35.103 --> 00:03:39.206]  Well, the problem is you're going to ban all our other guns and make us get biometric guns.
[00:03:39.527 --> 00:03:43.650]  And the Attorney General admits they're debating and discussing an executive order to do that.
[00:03:44.190 --> 00:03:46.392]  And even Senator
[00:03:48.294 --> 00:03:57.998]  Cornyn has come out two weeks ago and said the plan they're pushing, and he warned the President not to do it, is to sign an executive order.
[00:03:58.058 --> 00:04:00.860]  So, another example of how they play the part of the victim.
[00:04:01.820 --> 00:04:04.541]  Look, if you want to make a biometric gun and sell it, that's your business.
[00:04:04.901 --> 00:04:10.744]  The thing is, none of us are going to buy it, and we know it's a Trojan horse to go after our guns, admittedly.
[00:04:11.860 --> 00:04:14.562]  And so that's why people are so against biometric guns.
[00:04:14.923 --> 00:04:19.947]  I'm not against a personal biometric safe that isn't wired into a smart meter with my biometrics.
[00:04:20.047 --> 00:04:23.429]  I have biometric safes for long guns and handguns.
[00:04:23.890 --> 00:04:29.194]  Because you just put your thumb on it, boom, one of them's an index finger, and boom, the drawer pops open.
[00:04:30.115 --> 00:04:34.799]  And as long as you've got fresh batteries in it, you can get to the gun instantly, but my children can't.
[00:04:36.520 --> 00:04:41.384]  So I'm not against technology, I'm against the improper deployment of it.
[00:04:43.524 --> 00:04:44.805]  But that's not even the big news.
[00:04:45.025 --> 00:04:46.726]  I want to talk about payrolls in the U.S.
[00:04:46.826 --> 00:04:47.186]  rise.
[00:04:47.826 --> 00:04:49.047]  Most since 2012.
[00:04:49.147 --> 00:04:51.548]  Unemployment, they claim, has dropped massively.
[00:04:51.909 --> 00:04:58.512]  And if you believe that, you believe in Santa Claus and that he rides a magic carpet pulled by Easter bunnies.
[00:04:59.293 --> 00:05:01.514]  We've just got so much news coming up today.
[00:05:02.535 --> 00:05:03.155]  Stay with us.
[00:05:03.175 --> 00:05:04.916]  It's going to be a jam-packed transmission.
[00:05:05.296 --> 00:05:06.297]  InfoWars.com.
[00:05:09.289 --> 00:05:18.300]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[00:05:18.380 --> 00:05:26.530]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:05:26.770 --> 00:05:31.473]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:05:31.653 --> 00:05:38.377]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:05:38.457 --> 00:05:45.521]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:05:45.621 --> 00:05:52.485]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:05:52.645 --> 00:05:57.007]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:05:57.127 --> 00:06:00.389]  Available in original or with our immune support infusion blend.
[00:06:00.509 --> 00:06:06.633]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:06:06.813 --> 00:06:08.474]  Available at Infowarslife.com
[00:06:09.781 --> 00:06:17.644]  The globalists have controlled the mainstream media for a long time, but now they're expanding, making the weaponization even more vicious and deceptive.
[00:06:17.884 --> 00:06:19.965]  All the major networks are state-run.
[00:06:20.125 --> 00:06:22.747]  We are partnering this year with the NFL.
[00:06:22.807 --> 00:06:26.928]  The NFL has become a political weapon against the Second Amendment, and pushes Obamacare.
[00:06:27.249 --> 00:06:30.390]  MSNBC tells us that our children belong to the state.
[00:06:30.410 --> 00:06:37.693]  We have to break through our kind of private idea that kids belong to their parents, or kids belong to their families, and recognize that kids belong to whole communities.
[00:06:37.873 --> 00:06:42.035]  It is more important than ever to realize that we are not the alternative media.
[00:06:42.175 --> 00:06:43.876]  We are the true media.
[00:06:43.976 --> 00:06:46.558]  The establishment dinosaur press is dying.
[00:06:46.678 --> 00:06:50.320]  We are in an information war, and we are losing that war.
[00:06:50.440 --> 00:06:54.542]  Join us at InfoWarsNews.com and PrisonPlanet.tv.
[00:06:54.762 --> 00:06:57.644]  Members can share their memberships with up to 11 people.
[00:06:57.744 --> 00:07:02.106]  By subscribing, you will literally be buying war bonds in the info war
[00:07:02.386 --> 00:07:05.307]  To expand our operation in the face of the tyrants.
[00:07:05.587 --> 00:07:08.049]  Join us at PrisonPlanet.tv.
[00:07:09.529 --> 00:07:16.112]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine.
[00:07:16.432 --> 00:07:19.914]  A practice now banned in nations around the world.
[00:07:20.234 --> 00:07:22.075]  Guess what else is in the halogen family?
[00:07:22.275 --> 00:07:22.955]  Fluoride!
[00:07:23.155 --> 00:07:24.956]  Ladies and gentlemen, Alex Jones here.
[00:07:25.096 --> 00:07:31.399]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[00:07:31.659 --> 00:07:36.443]  It's the good halogen on the periodic table, and the results are on record.
[00:07:36.583 --> 00:07:42.668]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[00:07:42.888 --> 00:07:45.070]  Bottom line, iodine is important.
[00:07:45.310 --> 00:07:47.952]  Unbound, clean, in a glycerin base.
[00:07:48.252 --> 00:07:51.615]  Nascent iodine was the answer for myself and my family.
[00:07:51.755 --> 00:07:56.358]  You will find survival shield Nascent Iodine exclusively at Infowarslife.com.
[00:07:57.179 --> 00:08:01.985]  InfoWars Life Survival Shield Nascent Iodine isn't just for emergencies.
[00:08:02.286 --> 00:08:03.327]  I take it every day.
[00:08:03.487 --> 00:08:06.331]  That's InfoWarsLife.com or call toll free 888-253-3139.
[00:08:20.905 --> 00:08:27.188]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:08:34.532 --> 00:08:41.636]  Well, my friends, it's hard to believe that it's already the second day of May, 2014, on this worldwide Friday edition.
[00:08:46.698 --> 00:08:47.959]  I am your host Alex Jones.
[00:08:47.979 --> 00:08:54.622]  We're going to be here for the next three hours live, and I'll be back with an original Sunday transmission, 4 to 6 p.m.
[00:08:54.782 --> 00:08:56.623]  Central Standard Time as well.
[00:08:57.184 --> 00:09:00.065]  Again, thank you so much for joining us today.
[00:09:01.606 --> 00:09:02.286]  Where to begin?
[00:09:04.468 --> 00:09:05.168]  Where to start?
[00:09:06.689 --> 00:09:08.490]  Let me just mention some of the stacks here.
[00:09:08.910 --> 00:09:12.492]  House GOP, Obama withholding emails is criminal.
[00:09:13.332 --> 00:09:15.273]  Finally, we're getting some of the proper statements.
[00:09:16.735 --> 00:09:17.616]  Deal with reality.
[00:09:19.097 --> 00:09:21.599]  Finally, we're escalating up to the level of the globalist.
[00:09:23.440 --> 00:09:26.782]  Top General says we didn't even try to save American lives in Benghazi.
[00:09:27.123 --> 00:09:34.428]  That's because the plan was to kill those people there who had criticized giving missiles to Al-Qaeda, which we later learned about.
[00:09:38.291 --> 00:09:41.333]  Continuing, ladies and gentlemen, they have now subpoenaed
[00:09:44.312 --> 00:09:52.954]  The Secretary of State John Kerry, and I have those documents that we're going to be going over, dealing with that.
[00:09:54.595 --> 00:10:10.719]  But the response of people like Jay Carney, we're going to play that clip coming up, the White House Press Secretary is to say it is a right-wing conspiracy theory that basically Benghazi didn't even happen.
[00:10:13.473 --> 00:10:22.099]  Issa subpoenas Kerry to testify on Benghazi, and Carney responds saying it's quote, a conspiracy theory looking for a conspiracy theory.
[00:10:22.159 --> 00:10:28.863]  No, you got caught lying about the emails, you got caught ordering the stand down, and it's all coming out.
[00:10:29.543 --> 00:10:30.224]  Here's the headline.
[00:10:31.204 --> 00:10:35.347]  Carney on Benghazi is a conspiracy theory looking for a conspiracy theory.
[00:10:35.967 --> 00:10:39.950]  You would have to ask the State Department about how they responded to FOIA requests.
[00:10:41.388 --> 00:10:56.203]  So, they've been caught in their super Nixon moment, already on Fast and Furious, Solyndra, all the rest of the endless corruption, and now they're caught red-handed on this.
[00:10:56.223 --> 00:11:01.889]  I mean, Obamacare is a giant criminal boondoggle, but the Republican leadership comes out and says,
[00:11:03.078 --> 00:11:03.898]  It's a done deal.
[00:11:04.118 --> 00:11:04.818]  It's for good.
[00:11:05.218 --> 00:11:06.099]  Stop complaining.
[00:11:06.119 --> 00:11:11.220]  80% of you that don't like it, including most Democrats, you're going to accept it.
[00:11:11.560 --> 00:11:12.840]  It's, quote, here to stay.
[00:11:13.140 --> 00:11:14.420]  You will be assimilated.
[00:11:14.540 --> 00:11:15.001]  It's over.
[00:11:15.701 --> 00:11:17.101]  So that you just become helpless.
[00:11:17.801 --> 00:11:23.362]  If something is upwards of 80% or more negative, it's a total ripoff.
[00:11:23.502 --> 00:11:25.223]  All these big corporations are exempt.
[00:11:25.843 --> 00:11:27.443]  It's designed to screw everybody.
[00:11:27.763 --> 00:11:30.304]  Death panels, increasing prices, lowering care.
[00:11:31.184 --> 00:11:36.328]  On its face being challenged everywhere, and they say, it's here to stay, nothing you can do about it.
[00:11:36.589 --> 00:11:38.050]  Remember Baghdad Bob?
[00:11:38.090 --> 00:11:38.951]  That was his nickname.
[00:11:39.271 --> 00:11:41.012]  The Iraqi information minister.
[00:11:42.394 --> 00:11:46.697]  They ended up taking tapes of him and having best-selling DVDs sold online in 1993.
[00:11:46.737 --> 00:11:47.158]  I mean in 2003.
[00:11:51.681 --> 00:11:59.688]  I even bought one somewhere here around the office, where there's planes flying behind him, two miles behind him, explosions, the ground is shaking.
[00:12:00.108 --> 00:12:02.090]  The American pigs have been defeated!
[00:12:02.110 --> 00:12:04.992]  They have been driven out of Iraq completely!
[00:12:09.015 --> 00:12:11.457]  Missiles firing, explosions behind him.
[00:12:12.998 --> 00:12:13.759]  I mean, this is wild.
[00:12:15.421 --> 00:12:22.266]  This is the equivalent of walking in, and your wife's got a guy on top of her, in the bed, no covers, you see everything going on.
[00:12:23.367 --> 00:12:24.027]  It's your neighbor.
[00:12:24.388 --> 00:12:25.949]  He turns to you and says, hey Bob!
