[00:00:01.613 --> 00:00:02.776]  Coast to coast.
[00:00:03.157 --> 00:00:04.481]  Direct from Austin.
[00:00:05.223 --> 00:00:08.431]  You're listening to the Alex Jones Broadcasting Network.
[00:00:15.751 --> 00:00:16.372]  Big Brother.
[00:00:17.052 --> 00:00:18.073]  Mainstream media.
[00:00:18.814 --> 00:00:19.934]  Government cover-ups.
[00:00:20.575 --> 00:00:21.376]  You want answers?
[00:00:22.156 --> 00:00:23.077]  Well, so does he.
[00:00:23.718 --> 00:00:27.320]  He's Alex Jones on the GCN Radio Network.
[00:00:27.901 --> 00:00:32.004]  And now, live from Austin, Texas, Alex Jones.
[00:00:34.746 --> 00:00:36.848]  I'll tell you why I love DrugsReport.com.
[00:00:37.829 --> 00:00:38.930]  I'm shitting in here.
[00:00:39.881 --> 00:00:46.584]  With my writers and reporters that are in the US, and my writers in England, in a conference call, 10 minutes before the show.
[00:00:48.185 --> 00:00:56.148]  And I said, look at this Breitbart article on drudge, with the secret document confirmed, accurate, out of the US Border Patrol's secret committee.
[00:00:58.655 --> 00:01:04.998]  Leaked CBP report, the highest level of the Border Patrol, showing entire world exploiting open U.S.
[00:01:05.038 --> 00:01:05.358]  border.
[00:01:05.499 --> 00:01:12.502]  Buried in the report is dozens of people caught in the last month sneaking in from Ebola-stricken countries.
[00:01:13.803 --> 00:01:20.426]  I literally look at Kit Daniels, Adon Salazar, and this is normal to have in a newsroom.
[00:01:20.866 --> 00:01:22.007]  We have a newsroom here as well.
[00:01:23.268 --> 00:01:25.829]  And Kurt Nemo.
[00:01:27.880 --> 00:01:32.682]  And I said, here's a bunch of the important news and angles here that no one's reporting on.
[00:01:33.002 --> 00:01:34.443]  Who wants to go with A, B, and C?
[00:01:35.523 --> 00:01:44.467]  And Kent Daniels said, I want to go with scores of illegals from Ebola countries caught crossing border.
[00:01:45.916 --> 00:01:58.223]  Drudge refreshes in front of me as we go live and he changed the headline linking from Breitbart that said leaked CBC report shows entire world exploiting open U.S.
[00:01:58.263 --> 00:01:58.583]  border.
[00:01:59.084 --> 00:02:00.364]  What did I see in this article?
[00:02:00.404 --> 00:02:06.468]  What did Kit Daniels see in the Border Patrol report that I have in full right here?
[00:02:06.888 --> 00:02:10.030]  The secret report that came out last week that Drudge got, Breitbart got.
[00:02:11.599 --> 00:02:17.743]  I see the Ebola countries, Drudge sees the Ebola countries, and gives the Breitbart headline what it should be.
[00:02:18.584 --> 00:02:20.965]  And will now make their article go mega-viral, which it should.
[00:02:21.186 --> 00:02:25.308]  We need to expose the fact that the border's wide open while the police state's being used against us.
[00:02:26.809 --> 00:02:28.991]  But see, that's why I like the Drudge report.
[00:02:29.929 --> 00:02:34.710]  Because Drudge is probably twice as good as I am at understanding what's important.
[00:02:35.510 --> 00:02:38.671]  And I, after Drudge, I have to say, probably know more than most people.
[00:02:39.131 --> 00:02:43.792]  I mean, I can look at an article, see what's really important in it to me and my family, and then that's what I go with.
[00:02:44.673 --> 00:02:46.913]  My bias is justice.
[00:02:47.433 --> 00:02:48.814]  My bias is telling the truth.
[00:02:48.854 --> 00:02:53.855]  My bias is the borders are wide open and they've got people from Ebola countries able to get in.
[00:02:55.888 --> 00:02:59.349]  And so many times I see an article and buried in it is the big enchilada.
[00:03:00.030 --> 00:03:02.371]  Buried in it is the 64 million dollar answer.
[00:03:03.031 --> 00:03:05.092]  Buried in it is the bombshell info.
[00:03:06.913 --> 00:03:12.535]  I told Watson yesterday, big bombshell info, that he raised on air and I said, dude, that's the headline.
[00:03:13.996 --> 00:03:17.277]  And the story isn't up on InfoWars.com yet, but it will be.
[00:03:20.427 --> 00:03:23.428]  So by the end of the show today, we're going to have some big breaking news.
[00:03:23.968 --> 00:03:25.468]  I would announce a lot of this now.
[00:03:25.528 --> 00:03:26.849]  It's not that I even want to scoop.
[00:03:29.089 --> 00:03:37.232]  It's that if I give this info out now, disinfo operatives, even from the White House on record, will come out with spin.
[00:03:38.684 --> 00:03:44.566]  Ahead of what we're about to put out trying to stop us trying to save this country and secure our borders and secure our Republic.
[00:03:45.186 --> 00:03:48.047]  So we're going to launch major truth bombshells.
[00:03:48.447 --> 00:03:49.407]  We were going to launch that one.
[00:03:50.147 --> 00:04:04.271]  I said, look, give the Breitbart article credit, give the credit to the report, and then just rewrite it with our headline that we've got dozens and dozens and dozens of illegals crossing at the southern border from Ebola countries.
[00:04:04.591 --> 00:04:04.891]  Boom!
[00:04:06.032 --> 00:04:07.172]  Five minutes later, it pops up.
[00:04:08.326 --> 00:04:08.947]  What's the saying?
[00:04:09.027 --> 00:04:10.308]  Great minds think alike?
[00:04:10.328 --> 00:04:24.157]  I'm not saying I have some great mind, but boy, I tell you, compared to the average person, I guess I do, that's quite a scary thing to come to grips with when you realize when it comes to street savvy and news savvy and basic understanding that you know more than almost anybody.
[00:04:25.759 --> 00:04:35.926]  And, you know, in your field, it's a creepy feeling, and you want to teach others, and you want to see others excel past you and become greater than you are.
[00:04:37.142 --> 00:04:53.649]  It's like that line in Full Metal Jacket, which is based on real training in the 1960s in the Marine Corps, where it said, you know, in the final days of boot camp, our instructors were very happy to see that we were, you know, our youthful energy basically raging past them and even surpassing them.
[00:04:53.669 --> 00:04:56.230]  Because of course, they're 35, 40 years old.
[00:04:56.951 --> 00:04:58.511]  They're not as young and vicious anymore.
[00:04:58.912 --> 00:05:01.413]  And so now the instructors are in awe of what they've created.
[00:05:01.813 --> 00:05:02.693]  We'll be right back!
[00:05:02.793 --> 00:05:03.874]  That's what I'm looking for!
[00:05:04.972 --> 00:05:08.034]  That's true leadership that's creating another generation to promote liberty.
[00:05:08.054 --> 00:05:16.418]  General, what do you think about the FBI saying that there's a terror alert on Monday about a potential forfeiture situation?
[00:05:16.438 --> 00:05:19.760]  The police are shoving people, shoving Alex, shoving the crowd.
[00:05:19.780 --> 00:05:21.481]  Here we go, folks, I'm being assaulted!
[00:05:21.521 --> 00:05:27.805]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spears.
[00:05:27.885 --> 00:05:33.788]  Is this another false flag stage attack to take our civil liberties and promote homeless security by sticking our hands down on the streets?
[00:05:33.928 --> 00:05:37.691]  It's up to us to set brush fires in the minds of men and women everywhere.
[00:05:37.892 --> 00:05:40.774]  And that's what PrisonPlanet.TV is designed to do.
[00:05:40.954 --> 00:05:48.982]  You watch the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[00:05:49.242 --> 00:05:51.284]  What we see now is a war against reality.
[00:05:51.344 --> 00:05:52.405]  It's a war against the truth.
[00:05:52.745 --> 00:06:01.494]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.tv and share their membership with up to 11 friends and family.
[00:06:01.694 --> 00:06:04.137]  Visit InfoWarsNews.com today.
[00:06:04.357 --> 00:06:08.662]  Become a member, share your membership, and help take the info war to the next level.
[00:06:10.074 --> 00:06:11.976]  I've always believed in nutrition and herbs.
[00:06:12.297 --> 00:06:20.247]  Super Male Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:06:20.347 --> 00:06:27.396]  Sourced from powerful organic herbs harvested around the planet and then concentrated for maximum potency.
[00:06:27.876 --> 00:06:32.179]  I just received my male vitality about three days ago, and I must say, that is some good stuff.
[00:06:32.479 --> 00:06:42.645]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate, non-GMO, organic, super male vitality formula.
[00:06:43.105 --> 00:06:49.269]  Super male vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:06:49.609 --> 00:06:51.831]  I jump out of bed ready to fight these criminals every day.
[00:06:51.851 --> 00:06:55.813]  I look forward to waking up and taking my super male vitality and getting the day started.
[00:06:55.973 --> 00:06:57.574]  It's not just the super male vitality.
[00:06:57.934 --> 00:07:01.855]  All the products in InfoWarsLife.com are simply amazing.
[00:07:02.075 --> 00:07:09.057]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWarsLife.
[00:07:10.178 --> 00:07:16.120]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:07:16.340 --> 00:07:20.521]  Most people know that iodine deficiency has been a crisis around the world.
[00:07:20.901 --> 00:07:25.443]  Iodine is key to so many of the body's functions, especially the thyroid.
[00:07:25.863 --> 00:07:28.485]  I discovered a product being developed by Dr. Group.
[00:07:28.785 --> 00:07:33.967]  You now know it as Survival Shield True Nascent Iodine that your body can really absorb.
[00:07:34.228 --> 00:07:41.111]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[00:07:41.612 --> 00:07:45.394]  And the results that I personally have had have been life-changing.
[00:07:45.754 --> 00:07:50.536]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:07:50.876 --> 00:07:51.717]  This is innovating.
[00:07:51.997 --> 00:07:59.287]  And the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation promoting true libertarian ideas.
[00:07:59.467 --> 00:08:03.552]  For a limited time, experience the ancient power of Survival Shield X2.
[00:08:03.752 --> 00:08:08.959]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLive.com.
[00:08:10.216 --> 00:08:10.776]  We've got it.
[00:08:10.816 --> 00:08:17.281]  This transmission is coming to you.
[00:08:17.341 --> 00:08:19.423]  Waging war on corruption.
[00:08:21.744 --> 00:08:27.448]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:08:30.430 --> 00:08:33.533]  Ladies and gentlemen, it is unprecedented.
[00:08:34.486 --> 00:08:43.030]  For any major western government to openly take someone with something as deadly as Ebola into their country.
[00:08:43.771 --> 00:08:47.993]  Germany has now done it with Ebola patients, so has the United States.
[00:08:49.494 --> 00:08:56.157]  Ladies and gentlemen, this is a psy-op to create terror and to fear monger and to bring in a greater medical tyranny, bottom line.
[00:08:56.937 --> 00:09:03.581]  But the issue is, even old bio-weapons labs that were off the US coast, like Plum Island,
[00:09:04.520 --> 00:09:12.885]  infected the United States with weaponized, tick-borne syphilis that the public knows as Lyme's disease to the syphilis family on record.
[00:09:13.285 --> 00:09:17.727]  And that's where it came from, that zoological bioweapons lab.
[00:09:18.628 --> 00:09:20.469]  So the point is, this stuff can and will get out.
[00:09:21.649 --> 00:09:25.772]  But now, they're just bringing it directly to a hospital, and I looked the hospital up.
[00:09:26.292 --> 00:09:29.674]  It's got level 2 containment, where they have a special wing.
[00:09:31.420 --> 00:09:35.641]  Level 4 is what bioweapon hazards like Ebola are supposed to be in.
[00:09:35.741 --> 00:09:39.143]  Underground, with minefields around it, machine gun nests.
[00:09:39.223 --> 00:09:43.644]  If it gets out inside the facility, they hit a button and the place burns down.
[00:09:44.364 --> 00:09:49.546]  Huge canisters of natural gas are released, like torches, and everything is burned to the ground.
[00:09:50.286 --> 00:09:50.426]  Okay?
[00:09:50.446 --> 00:09:51.727]  It's supposed to be underground.
[00:09:52.839 --> 00:09:59.923]  Now, this is about a government and a political system that doesn't care about the people as well, that are flirting with disaster.
[00:09:59.963 --> 00:10:07.968]  You've all seen the headlines about a FedEx truck crashing and it had weaponized flu on it, that kills over 90% of people that come in contact with it seven years ago.
[00:10:10.149 --> 00:10:22.035]  See headlines where universities in the US and Europe release the ingredients list on how to produce airborne mousepox for humans that kills 97 to 98 percent of people.
[00:10:22.375 --> 00:10:24.956]  Even worse than Ebola that kills about 91 percent.
[00:10:25.716 --> 00:10:28.638]  So again, why are the elites suddenly just putting
[00:10:29.875 --> 00:10:32.700]  The designs for stuff like this out on the internet.
[00:10:33.321 --> 00:10:39.792]  They want plausible deniability down the road when the eugenicists, the globalists carry out a 12 monkeys type scenario.
[00:10:39.993 --> 00:10:40.654]  And they're on record.
[00:10:44.105 --> 00:10:49.109]  Austin talks about how they need airborne Ebola to kill 90% of the world's population to save the earth.
[00:10:49.489 --> 00:10:50.710]  So that's clearly what's happening.
[00:10:50.890 --> 00:10:54.252]  But regardless of why they're doing it, this is endangering the public.
[00:10:54.713 --> 00:11:00.076]  This is in precedent setting and they never acted like this or did this before.
[00:11:00.317 --> 00:11:02.278]  So you've got to ask yourself, why is that happening?
[00:11:02.458 --> 00:11:03.439]  Let's look at these headlines.
[00:11:03.879 --> 00:11:08.122]  Ebola patient walks into Atlanta hospital, CNN.
[00:11:09.343 --> 00:11:09.423]  Yes.
[00:11:25.049 --> 00:11:28.672]  And to basically lock you up in a prison.
[00:11:28.912 --> 00:11:32.655]  So they're using this to set the precedent for medical tyranny.
[00:11:32.695 --> 00:11:34.096]  That's one of the reasons.
[00:11:34.156 --> 00:11:34.617]  Here's another one.
[00:11:34.897 --> 00:11:39.220]  Possible evacuation of Americans infected with Ebola triggers fears in U.S.
[00:11:40.281 --> 00:11:40.661]  Okay?
[00:11:41.182 --> 00:11:43.404]  And that's breaking down our report.
[00:11:43.584 --> 00:11:48.428]  They mentioned InfoWars.com in this report posted on the Fox site.
[00:11:48.988 --> 00:11:52.291]  If Ebola hits U.S., even healthy Americans will be quarantined.
[00:11:53.450 --> 00:11:56.952]  Well, persons who do not show symptoms would be forcibly detained.
[00:11:57.412 --> 00:12:01.634]  Again, ladies and gentlemen, our southern border is wide open right now.
[00:12:02.114 --> 00:12:06.296]  But we're being told that that's okay, and they're releasing sick people.
[00:12:07.217 --> 00:12:11.519]  But the American people themselves can be secretly locked up and disappeared.
[00:12:11.919 --> 00:12:14.020]  This is all about a power grab, all about a
[00:12:14.660 --> 00:12:14.740]  Yes.
[00:12:32.892 --> 00:12:35.353]  Alright, I shot that Saturday afternoon.
[00:13:00.086 --> 00:13:02.947]  Then of course we had the syndicated Sunday broadcast.
[00:13:03.448 --> 00:13:12.152]  Yesterday we broke down the latest developments, but I thought it was important to play that four and a half minute breakdown before we got into the latest information.
[00:13:12.192 --> 00:13:17.955]  I wanted to give you some of the background on exactly what we are facing and dealing with.
[00:13:19.236 --> 00:13:22.957]  Now the report is up on InfoWars.com and PrisonPlanet.com.
[00:13:23.578 --> 00:13:27.760]  It's up on DrudgeReport.com as the top big super link.
[00:13:29.798 --> 00:13:31.099]  It's Breitbart that obtained it.
[00:13:31.479 --> 00:13:34.480]  It has been confirmed to be from the highest levels of the U.S.
[00:13:34.520 --> 00:13:42.763]  Border Patrol, Customs and Border Enforcement, Office of Intelligent and Investigative Liaison, Trafficking and Smuggling Branch.
