[00:00:01.590 --> 00:00:02.750]  Coast to Coast.
[00:00:03.131 --> 00:00:04.451]  Direct from Austin.
[00:00:05.192 --> 00:00:08.393]  You're listening to the Alex Jones Broadcasting Network.
[00:00:16.567 --> 00:00:17.207]  Big Brother.
[00:00:17.888 --> 00:00:18.908]  Mainstream media.
[00:00:19.649 --> 00:00:20.729]  Government cover-ups.
[00:00:21.410 --> 00:00:22.210]  You want answers?
[00:00:22.971 --> 00:00:23.911]  Well, so does he.
[00:00:24.532 --> 00:00:28.174]  He's Alex Jones on the GCN Radio Network.
[00:00:28.714 --> 00:00:32.817]  And now, live from Austin, Texas, Alex Jones.
[00:00:33.557 --> 00:00:37.799]  Thomas Eric Duncan was pronounced dead at 7.51 a.m.
[00:00:37.819 --> 00:00:41.802]  this morning at Texas Health Presbyterian Hospital in Dallas.
[00:00:46.678 --> 00:00:52.562]  He is the first confirmed Ebola death in the United States confirmed.
[00:00:53.243 --> 00:01:01.468]  That is the Associated Press and of course it's been reported that he knew he had Ebola and fled to the United States seeking treatment.
[00:01:02.349 --> 00:01:13.837]  And the UN numbers and their different metric computer models show 1.4 to 5 plus million that it's believed will end up contracting Ebola
[00:01:14.953 --> 00:01:20.199]  And all the other nations are either sealing their borders or putting in serious restrictions and banning flights.
[00:01:20.760 --> 00:01:21.521]  We are not.
[00:01:23.843 --> 00:01:30.230]  The United States is now a giant dumpster for the Ebola virus.
[00:01:31.584 --> 00:01:42.012]  Just like we're the dumpster for GMO crops, and the dumpster for vaccines, and the dumpster for everybody to have kids, and then they come here and get paid for, and the dumpster for anybody who's sick to come here and get paid for.
[00:01:42.313 --> 00:01:49.178]  Unless you're a citizen, black, white, Hispanic, doesn't matter, then you get put on a death panel, or you're a veteran, you don't get any health care, you get put on a secret death panel.
[00:01:49.799 --> 00:01:56.064]  Because they want to incentivize the third world flooding, unskilled, balkanized, Tower of Babel.
[00:01:57.298 --> 00:02:00.320]  Tower of Babel, so we can't communicate with each other.
[00:02:00.920 --> 00:02:01.780]  So that's coming up.
[00:02:02.701 --> 00:02:05.942]  Michael Savage is going to be on for a full hour via video feed.
[00:02:06.683 --> 00:02:10.945]  We're not just radio, we're slash TV, InfoWars.com forward slash show for the free feed.
[00:02:11.365 --> 00:02:12.466]  MichaelSavage.com.
[00:02:13.386 --> 00:02:18.269]  I heard about this book a few months ago, and I got to be honest with you, I never put out Obama Deception 2.
[00:02:18.329 --> 00:02:21.631]  I made the film three times, and then it's always old, and I never release it.
[00:02:22.231 --> 00:02:26.193]  I have this problem for four or five years, I just want to make a film so good, I never release it.
[00:02:29.122 --> 00:02:40.539]  This is the subtitle of the Obama Deception 2 that never came out, was basically the Obama Deception, the coming American Civil War.
[00:02:42.267 --> 00:02:44.988]  And it's not that I'm ripping off savages, he's ripping me off.
[00:02:45.308 --> 00:02:48.870]  We're both smart, of course you have to be smart now to see this, to have common sense.
[00:02:49.250 --> 00:02:51.211]  This country is cruising towards civil war.
[00:02:51.791 --> 00:02:57.513]  The collectivist, the progressives, and their controllers are going to push until there's nowhere else to run.
[00:02:57.593 --> 00:02:59.614]  We're not looking for a fight, they're just going to push it.
[00:03:00.814 --> 00:03:02.415]  Stop the coming civil war.
[00:03:03.836 --> 00:03:07.837]  My Savage Truth, Michael Savage, and I just can't put this book down.
[00:03:08.257 --> 00:03:11.759]  We just got it a couple days ago, and I think it may be his best ever.
[00:03:13.723 --> 00:03:17.605]  He's going to be joining us coming up for a full hour in the second hour today.
[00:03:17.625 --> 00:03:27.209]  In fact, tweet for me that Michael Savage will join us for an hour live with a link to the free video audio feed page.
[00:03:28.089 --> 00:03:36.253]  And put another tweet out, a quote from Alex Jones, that Michael Savage's new book, Stop the Coming Civil War,
[00:03:38.143 --> 00:03:40.584]  May be one of the most important books ever written.
[00:03:41.324 --> 00:03:50.146]  And the reason I say that is, if we don't stop the staged civil war they're planning, you've heard me like a parrot saying this for about six, seven years, they're clearly gearing up for it.
[00:03:51.186 --> 00:03:54.667]  Homeland Security is designed to win the globalist takeover against the Republic.
[00:03:55.407 --> 00:03:57.507]  And they're going to trigger a false civil war to do it.
[00:03:58.348 --> 00:04:00.848]  We expose that, and that it's illegitimate.
[00:04:01.288 --> 00:04:03.049]  Not the people in Homeland Security on average.
[00:04:03.449 --> 00:04:04.689]  On average, they're actually good people.
[00:04:06.004 --> 00:04:12.885]  I didn't used to say that until I actually did more research and ran into more of them and found out they're really freaked out because they know how real this is.
[00:04:13.405 --> 00:04:15.606]  They know the treasonous mission they've been given.
[00:04:15.646 --> 00:04:24.507]  They signed on believing they were really going to fight Al Qaeda or something, not spy on pro-life groups and tea parties and churches and prepare for martial law and gun confiscation.
[00:04:24.787 --> 00:04:25.748]  Plus they're not stupid.
[00:04:26.248 --> 00:04:29.348]  They know the civil war won't be fun for them, I will assure you.
[00:04:29.928 --> 00:04:31.389]  And it won't be fun for us either.
[00:04:32.329 --> 00:04:33.609]  So the battle lines are drawn.
[00:04:35.109 --> 00:04:37.090]  And I'm not, I don't have any stock in this book.
[00:04:37.291 --> 00:04:40.473]  I told Weldon I want him to carry this book when I got it a few days ago.
[00:04:40.493 --> 00:04:43.615]  I don't know if we're doing that yet, but it's hitting bookstores very soon.
[00:04:44.115 --> 00:04:47.438]  But Michael Savage believes the time is now and America is at the breaking point.
[00:04:47.958 --> 00:04:49.199]  Yeah, there's no beliefs about it.
[00:04:50.080 --> 00:05:01.548]  This is prima facie and anyone who doesn't understand we're on the verge of a design collapse and civil war to fully destroy the Republic is absolutely out of their mind.
[00:05:01.608 --> 00:05:02.709]  Michael Savage will be joining us.
[00:05:02.989 --> 00:05:03.950]  The latest on Ebola.
[00:05:05.055 --> 00:05:07.753]  Confirmed Al Qaeda crossing the border and more coming up.
[00:05:10.515 --> 00:05:11.556]  DNA Force.
[00:05:11.616 --> 00:05:14.839]  When cells become toxic, they die early and aging sets in.
[00:05:14.879 --> 00:05:15.919]  DNA Force.
[00:05:16.040 --> 00:05:24.066]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:05:24.186 --> 00:05:29.250]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:05:29.270 --> 00:05:30.291]  DNA Force.
[00:05:30.331 --> 00:05:32.193]  We now have the synergistic solution.
[00:05:32.313 --> 00:05:36.656]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:05:36.676 --> 00:05:37.477]  DNA Force.
[00:05:40.717 --> 00:05:44.219]  The government's Department of Homeland Security is buying up loads of ammo.
[00:05:44.379 --> 00:05:48.341]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[00:05:48.661 --> 00:05:50.102]  Can you put two and two together?
[00:05:50.422 --> 00:05:58.026]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[00:05:58.286 --> 00:05:59.147]  But for how long?
[00:05:59.427 --> 00:06:05.690]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[00:06:06.070 --> 00:06:08.892]  Infidel Body Armor just won't quit.
[00:06:10.430 --> 00:06:11.651]  Another major health threat.
[00:06:11.691 --> 00:06:16.573]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[00:06:16.653 --> 00:06:19.295]  Ohio's governor declaring a state of emergency.
[00:06:19.335 --> 00:06:26.118]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[00:06:26.378 --> 00:06:29.240]  If there's a water emergency, will you be prepared?
[00:06:29.260 --> 00:06:32.301]  Panicked residents forming long lines throughout the day.
[00:06:32.321 --> 00:06:34.322]  We're here at a supermarket in Toledo.
[00:06:34.342 --> 00:06:37.184]  You can see the shelves empty where water once was.
[00:06:37.264 --> 00:06:42.765]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[00:06:42.985 --> 00:06:46.486]  Water which will not be available at your local grocery store.
[00:06:46.506 --> 00:06:49.487]  There's a mad dash on right now to stock up on supplies.
[00:06:49.587 --> 00:06:56.688]  The ProPure ProOne G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[00:06:56.908 --> 00:06:59.949]  Protect your family's safety during an emergency.
[00:07:00.109 --> 00:07:06.390]  Go to infowarsstore.com today to purchase your ProPure ProOne G2.0 Water Filtration System.
[00:07:06.530 --> 00:07:08.432]  Or call 1-888-253-3139.
[00:07:10.153 --> 00:07:17.220]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[00:07:17.320 --> 00:07:19.482]  But it's not just the air outside that's toxic.
[00:07:19.662 --> 00:07:24.766]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[00:07:24.946 --> 00:07:29.891]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[00:07:30.111 --> 00:07:33.172]  There are more than 42 million smokers in the United States.
[00:07:33.432 --> 00:07:37.274]  Well over a thousand types of mold and mildew linked to numerous conditions.
[00:07:37.494 --> 00:07:41.736]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[00:07:41.816 --> 00:07:51.840]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[00:07:52.060 --> 00:07:54.561]  Made with organic and wild cultivated herbs,
[00:07:55.622 --> 00:08:02.812]  The new InfoWars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[00:08:02.972 --> 00:08:06.937]  Now available exclusively at InfoWarsLife.com or by calling toll free 888-253-3139.
[00:08:14.867 --> 00:08:18.369]  Resistance to tyrants is obedience to God.
[00:08:18.950 --> 00:08:20.771]  It's Alex Jones.
[00:08:24.974 --> 00:08:31.858]  Most syndicated radio talk show hosts do not have other syndicated radio talk show hosts on.
[00:08:32.039 --> 00:08:42.786]  I have anybody on the broadcast that wants to try to save this country, wants to preserve the right of private property, the right to practice your religion, the right to self-defense, the right to be a parent.
[00:08:44.141 --> 00:08:45.302]  The right to not be a slave.
[00:08:46.262 --> 00:08:51.566]  But I tell you, I agree with about 97% of what Michael Savage talks about and breaks down.
[00:08:52.907 --> 00:08:55.028]  And I'm always honored to have him on the show.
[00:08:55.229 --> 00:08:56.429]  I've been on his show a few times.
[00:08:56.469 --> 00:08:58.971]  He has our reporters on, on a routine basis.
[00:09:00.232 --> 00:09:02.734]  And no one understands what's going on in the world.
[00:09:03.780 --> 00:09:04.000]  I don't
[00:09:24.221 --> 00:09:42.286]  I could make it in about a month now because I've just got all this bombshell material that all ties together, but I've been so busy with the TV end of things and covering Ebola and deaths in my family and illnesses in the family, that's why I wasn't here yesterday, and just all hell breaking loose, quite frankly, that I never got it out.
[00:09:42.966 --> 00:09:44.446]  Then I always have to restart the film.
[00:09:46.707 --> 00:09:50.988]  I intend to get with Rob Jacobson and some of the other crew and just take what we've got and just put it out.
[00:09:52.148 --> 00:09:58.713]  Because the last working title, I don't want to give out the exact title, was The Obama Deception.
[00:10:01.355 --> 00:10:03.577]  The Second American Civil War, basically.
[00:10:05.318 --> 00:10:10.842]  Well, what Savage's new book called, and since I started reading it, I can't put it down, Stop the Coming Civil War.
