[00:00:03.671 --> 00:00:05.653]  Waging war on corruption.
[00:00:06.073 --> 00:00:08.775]  Alex Jones on the GCN Radio Network.
[00:00:17.101 --> 00:00:24.526]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:00:25.846 --> 00:00:28.008]  Rallying patriots worldwide.
[00:00:32.196 --> 00:00:35.297]  You're listening to the Alex Jones Show!
[00:00:44.361 --> 00:00:47.882]  I think Senator Mike Rogers said it best in the clips coming up.
[00:00:48.442 --> 00:00:57.806]  Vladimir Putin, or Pooty Poot, as George W. Bush used to call him, is playing chess, and the people running the United States are playing marbles.
[00:00:59.157 --> 00:01:02.290]  Schoolyard gangster Chicago thug types.
[00:01:03.069 --> 00:01:05.551]  I'm not romanticizing, as I say, Vladimir Putin.
[00:01:06.271 --> 00:01:12.516]  The point is, is that we've had a lot of guests on who don't think this is a very big crisis in the Ukraine, bordering Russia.
[00:01:13.116 --> 00:01:17.300]  I do think it's a big crisis, but there's a lot of weird stuff going on in the background.
[00:01:17.780 --> 00:01:20.662]  We reported four days ago Russian troops were coming into Crimea.
[00:01:21.162 --> 00:01:22.623]  People said, oh, that's fear-mongering.
[00:01:23.104 --> 00:01:24.665]  It's in Reuters, it's in AP.
[00:01:24.825 --> 00:01:26.606]  Russia confirms military action.
[00:01:26.987 --> 00:01:28.027]  Has been authorized.
[00:01:28.348 --> 00:01:30.109]  They've marched in the Orthodox priest.
[00:01:30.489 --> 00:01:31.210]  They're ready for war.
[00:01:32.731 --> 00:01:38.276]  Now they're just trying to have a buffer zone in case the West takes 95% basically of Ukraine.
[00:01:38.756 --> 00:01:43.260]  They want that border zone, like in Georgia, like South Ossetia or Abkhazia.
[00:01:44.661 --> 00:01:48.784]  That's the interest, and to keep some of those ports that are in that area.
[00:01:49.365 --> 00:01:52.287]  And that is 75% Russian in that area.
[00:01:52.847 --> 00:01:54.289]  So that's what's going on.
[00:01:54.329 --> 00:01:56.150]  But NATO's threatening military action.
[00:01:56.550 --> 00:01:58.172]  This is a big, big deal.
[00:01:58.192 --> 00:02:00.253]  We're going to be breaking that down coming up, obviously.
[00:02:00.614 --> 00:02:01.775]  Here's the headline out of Reuters.
[00:02:03.179 --> 00:02:10.705]  So, you know, the fake media out there, like RawStory and people, you know, don't put out an article saying that we made this up.
[00:02:11.206 --> 00:02:14.308]  Ukraine mobilizes after Putin's declaration of war.
[00:02:15.329 --> 00:02:19.633]  By the way, I don't attack sites like RawStory that were much bigger than out of hand.
[00:02:19.673 --> 00:02:27.559]  I just saw an article this morning saying internet only radio host and Tucker Carlson say Democrats connected to Ku Klux Klan.
[00:02:29.388 --> 00:02:43.577]  I mean, it's well known I'm on over 160 stations, in the top 25 talkers magazine, trade publications, 3 million listeners a day, one of the biggest news sites out there, 500-600 million views on YouTube.
[00:02:44.517 --> 00:02:45.898]  But I am proud, though.
[00:02:47.259 --> 00:02:51.842]  I am proud, and that's what the White House Media Matters says, basically, internet-only as well.
[00:02:53.482 --> 00:03:02.087]  That we did dominate first internet, and then I did come from nowhere on my own druthers, with the help of our great listeners and supporters.
[00:03:02.808 --> 00:03:03.628]  That we're organic.
[00:03:03.668 --> 00:03:05.229]  I mean, I'm more proud.
[00:03:06.270 --> 00:03:09.472]  I wasn't installed at Fox News or CNN or MSNBC.
[00:03:10.313 --> 00:03:15.436]  I didn't come from the mainstream media, into the alternative media, to then dominate media.
[00:03:15.936 --> 00:03:20.299]  I came from nowhere, access television, to dominate media.
[00:03:21.315 --> 00:03:22.337]  Who else can you say that about?
[00:03:23.119 --> 00:03:25.223]  There's only one name I can think of.
[00:03:25.504 --> 00:03:26.686]  Just one name.
[00:03:27.628 --> 00:03:28.129]  Matt Drudge.
[00:03:30.514 --> 00:03:31.676]  Who else is there in news?
[00:03:34.535 --> 00:03:42.041]  And that paradigm shifting where the hot movies come from YouTube now, and then people get big shows on Netflix out of his directors.
[00:03:43.082 --> 00:03:46.344]  Now the tables are turned where it really is more of a level playing field to a certain extent.
[00:03:46.624 --> 00:03:48.225]  It's still stilted, but more and more level.
[00:03:48.866 --> 00:03:55.030]  And then they sit there from their dying dinosaur position and go, Internet-only radio host.
[00:03:55.331 --> 00:03:56.451]  Oh my gosh.
[00:03:57.072 --> 00:03:59.634]  He's not like Piers Morgan with 380,000 viewers.
[00:03:59.654 --> 00:04:00.194]  He has 3 million a day.
[00:04:03.997 --> 00:04:10.103]  I don't know, 600,000 podcasts and millions of YouTube views and all the rest of it.
[00:04:10.483 --> 00:04:12.805]  I don't know how many views, I mean conservative 3 million.
[00:04:13.846 --> 00:04:24.936]  That's in Arbitron stuff that's come out years ago off of, you know, just the stations that buy the ratings, by that you have to subscribe to even be able to have access to them.
[00:04:26.497 --> 00:04:34.684]  And you've gotta, just off the stations we have the Get Arbitron, it was like 400 and something thousand for 15 minutes last time we checked with an ad agency.
[00:04:35.264 --> 00:04:36.765]  It's over 3 million over the show.
[00:04:36.985 --> 00:04:43.511]  I mean, you know, and you people sit there saying we're not legitimate because we came from nowhere?
[00:04:43.871 --> 00:04:46.093]  That makes me more legitimate, dumbass!
[00:04:48.339 --> 00:04:52.423]  Let me tell you, if it didn't global freeze my ass off, I don't know what it is.
[00:04:52.743 --> 00:04:55.506]  And the answer is, pay more taxes to Al Gore, I know.
[00:04:56.207 --> 00:04:57.588]  You people don't control reality.
[00:04:57.868 --> 00:05:04.034]  Global warming by humans is pure BS, your BS, and you're in free fall, all of you.
[00:05:04.154 --> 00:05:07.678]  And so thank God, thanks for the lie actually saying I'm not associated with...
[00:05:08.178 --> 00:05:09.199]  The facts are in.
[00:05:09.380 --> 00:05:10.501]  The studies are legion.
[00:05:10.781 --> 00:05:18.109]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[00:05:18.289 --> 00:05:21.773]  So why are the social engineers adding it to the water?
[00:05:22.133 --> 00:05:22.534]  Simple.
[00:05:22.694 --> 00:05:27.079]  Dumb down the host population that the parasitic technocracy is feeding on.
[00:05:27.399 --> 00:05:32.864]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[00:05:33.124 --> 00:05:49.137]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield Formulation, fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[00:05:49.437 --> 00:05:53.699]  Let's take a stand against the globalists by blocking their poisons with Fluoride Shield.
[00:05:54.019 --> 00:05:55.880]  I use Fluoride Shield every day.
[00:05:56.180 --> 00:06:01.483]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[00:06:01.723 --> 00:06:05.986]  Let's start cleansing our bodies now and support the InfoWar at the same time.
[00:06:06.126 --> 00:06:07.987]  That's InfoWarsLife.com.
[00:06:14.650 --> 00:06:18.352]  When you're driving fast with your friends,
[00:06:20.503 --> 00:06:27.969]  KFL in Los Angeles.
[00:06:28.089 --> 00:06:29.090]  Clone Radio.
[00:06:29.330 --> 00:06:33.173]  We play the songs that sound more like everyone else than anyone else.
[00:06:33.394 --> 00:06:34.234]  Clone.
[00:06:36.676 --> 00:06:37.637]  Hitler took the guns.
[00:06:37.917 --> 00:06:38.938]  Stalin took the guns.
[00:06:39.238 --> 00:06:40.099]  Mao took the guns.
[00:06:40.279 --> 00:06:41.620]  Fidel Castro took the guns.
[00:06:41.860 --> 00:06:45.703]  Hugo Chavez took the guns.
[00:06:45.723 --> 00:06:49.066]  1776 will commence again if you try to take our firearms.
[00:06:51.408 --> 00:06:54.170]  The public will rise again when you attempt to take our guns.
[00:06:56.271 --> 00:07:04.897]  I am sworn upon the altar of God, eternal hostility against every form of tyranny over the mind of man.
[00:07:04.917 --> 00:07:06.198]  The answer to 1984 is 1776.
[00:07:06.238 --> 00:07:08.480]  You're listening to the Alex Jones Show.
