[00:00:19.491 --> 00:00:21.313]  Welcome to the InfoWars Nightly News.
[00:00:21.393 --> 00:00:25.137]  It's Tuesday, March 18, 2014, and I'm Leigh Ann McAdoo.
[00:00:25.237 --> 00:00:26.258]  Here's what's coming up tonight.
[00:00:28.761 --> 00:00:32.965]  Tonight, new reports of the NSA recording 100% of telephone calls.
[00:00:36.261 --> 00:00:40.584]  Then, a professor calls for climate change skeptics to be put in jail.
[00:00:41.765 --> 00:00:45.287]  And what would you do if your child was strip-searched at school?
[00:00:45.927 --> 00:00:49.189]  That's next, on the Info Wars Nightly News.
[00:00:50.450 --> 00:00:54.473]  You're not gonna ride around in a bunch of black war wagons and have your way with our wives!
[00:00:55.133 --> 00:00:57.655]  When you start this, we're gonna stomp your ass into the ground!
[00:00:58.601 --> 00:01:02.525]  Well, remember when the NSA said they were just collecting that metadata?
[00:01:02.865 --> 00:01:04.107]  Well, they lied.
[00:01:04.487 --> 00:01:10.093]  They've been collecting 100% of an entire country's phone conversations.
[00:01:10.713 --> 00:01:13.817]  This is according to some leaked documents by Edward Snowden.
[00:01:14.197 --> 00:01:20.764]  The NSA's Mystic program has been recording 100% of a country's phone calls, although the Washington Post
[00:01:21.264 --> 00:01:22.064]  We're good to go.
[00:01:51.371 --> 00:01:57.495]  Because retro is uniquely valuable when an analyst first uncovers a new name or a telephone number of interest.
[00:01:57.956 --> 00:02:01.998]  It'll give them up to 30 days of recorded conversations in hand.
[00:02:02.419 --> 00:02:07.842]  The NSA can pull an instant history of the subject's movements, associates, and plans.
[00:02:08.443 --> 00:02:11.125]  And also, curiously, other U.S.
[00:02:11.165 --> 00:02:14.227]  intelligence agencies also have access to
[00:02:14.947 --> 00:02:15.467]  Retro!
[00:02:15.847 --> 00:02:29.891]  Now of course this retro program includes sweeping up the phone conversations of Americans as well and this is why these Snowden leaks just seem so fishy to me because it's just this slow drip of information and
[00:02:32.012 --> 00:02:37.295]  It's just sort of desensitizing us to the fact that we are under mass surveillance at all times.
[00:02:37.715 --> 00:02:49.602]  First we learned it was just a small metadata collection and now as this progresses we are learning that it's actually quite overreaching and it's going to be now extending to other countries.
[00:02:49.702 --> 00:02:51.583]  It's collecting up, vacuuming up
[00:02:52.143 --> 00:02:52.583]  I think so.
[00:03:16.869 --> 00:03:23.670]  Now, another place where your rights, apparently, I had no idea, where your constitutional rights do not apply, private schools.
