[00:00:06.478 --> 00:00:07.119]  Big Brother.
[00:00:07.799 --> 00:00:08.819]  Mainstream media.
[00:00:09.560 --> 00:00:10.680]  Government cover-ups.
[00:00:11.321 --> 00:00:12.121]  You want answers?
[00:00:12.401 --> 00:00:13.142]  It's Thursday, folks.
[00:00:13.262 --> 00:00:13.822]  So does he.
[00:00:14.482 --> 00:00:18.084]  He's Alex Jones on the GCN Radio Network.
[00:00:18.625 --> 00:00:22.667]  And now, live from Austin, Texas, Alex Jones.
[00:00:22.707 --> 00:00:23.447]  Strap yourselves in.
[00:00:36.395 --> 00:00:41.380]  I feel like this all the time, trying to politically awaken people that they're being lied to, that there's an agenda.
[00:00:41.920 --> 00:00:42.901]  It's not left or right.
[00:00:42.941 --> 00:00:45.123]  It's, hey, there's mind control going on.
[00:00:45.404 --> 00:00:48.627]  The signal's broadcast 24 hours a day through all this media.
[00:00:48.927 --> 00:00:51.670]  Just become aware of it, and they'll say, there's nothing going on.
[00:00:51.910 --> 00:00:56.014]  And I want to say, put on these glasses or start chewing concrete!
[00:01:01.440 --> 00:01:05.984]  They have taken the hearts and minds of our leaders.
[00:01:07.004 --> 00:01:09.266]  They have recruited the rich and the powerful!
[00:01:09.727 --> 00:01:12.068]  And they have blinded us to the truth!
[00:01:12.429 --> 00:01:15.391]  The question is, do we all work for central bankers?
[00:01:15.431 --> 00:01:17.653]  That's what I want to address to our guest tonight.
[00:01:17.673 --> 00:01:21.296]  Our impulses are being redirected.
[00:01:21.316 --> 00:01:26.540]  We are living in an artificially induced state of consciousness that resembles sleep.
[00:01:26.940 --> 00:01:33.123]  An estimated 50 to 70 million Americans suffer from a sleep disorder or sleep deprivation.
[00:01:33.543 --> 00:01:43.147]  Outside the limit of our sight, feeding off us, pinched on top of us, from birth to death, are our owners!
[00:01:43.667 --> 00:01:50.550]  Latest census numbers prove the United States has the biggest gap between rich and poor compared to all westernized countries today.
[00:01:51.050 --> 00:02:01.116]  Our projections show that by the year 2025, not only America, but the entire planet will be under the protection and the dominion of this power alliance.
[00:02:01.777 --> 00:02:08.861]  The gains have been substantial, both for ourselves and for you, the human power elite.
[00:02:08.941 --> 00:02:17.066]  And for the first time in all of human history,
[00:02:19.560 --> 00:02:21.642]  Mankind is politically awakened.
[00:02:22.162 --> 00:02:23.183]  That's a total new reality.
[00:02:24.824 --> 00:02:26.746]  I've got one that can see.
[00:02:27.687 --> 00:02:29.108]  We can't be the only ones who can see.
[00:02:30.189 --> 00:02:39.997]  Unfortunately, you've grown up hearing voices that incessantly warn of government as nothing more than some separate sinister entity that's got at the root of all our problems.
