[00:00:19.673 --> 00:00:21.195]  Welcome to the Infowars Nightly News.
[00:00:21.275 --> 00:00:21.856]  I'm David Knight.
[00:00:21.916 --> 00:00:25.741]  It's Thursday, November 13th, 2014, and here are our top stories.
[00:00:27.824 --> 00:00:28.284]  Tonight.
[00:00:30.467 --> 00:00:30.948]  Report.
[00:00:31.508 --> 00:00:36.034]  Obama could announce executive immigration action as early as next week.
[00:00:36.857 --> 00:00:42.244]  Then, a survivor of the USS Ronald Reagan speaks on his Fukushima experience.
[00:00:42.865 --> 00:00:45.648]  And what ISIS trading in gold means for you.
[00:00:46.169 --> 00:00:49.794]  That's next on the Info Wars Nightly News.
[00:00:56.971 --> 00:00:58.672]  Well, whatever happened to the rule of law?
[00:00:59.213 --> 00:01:01.515]  Whatever happened to equal protection under the law?
[00:01:02.215 --> 00:01:10.562]  We see that next week we're going to have immigration amnesty granted by executive fiat by President Obama, but he's not the only one doing this.
[00:01:10.582 --> 00:01:13.844]  We're going to look at several cases of it, but let's first look at what Obama's going to do.
[00:01:13.884 --> 00:01:21.991]  A source from Fox News is reporting that Obama is going to announce a 10-point immigration plan via executive action as early as next week.
[00:01:22.631 --> 00:01:26.893]  They say that it's going to suspend deportations for millions of people.
[00:01:27.413 --> 00:01:32.014]  Now the plan calls for expanding deferred action for illegal immigrants.
[00:01:32.074 --> 00:01:35.996]  Now there's nothing really deferred about it because they're not planning on taking any action ever.
[00:01:36.556 --> 00:01:42.898]  But it's going to expand deferred action for children as well as extend it to their relatives who are here.
[00:01:43.038 --> 00:01:44.159]  The Anchor Baby issue.
[00:01:44.659 --> 00:01:53.610]  They also report that DHS is planning to promote a new naturalization process, giving a 50% discount on the first 10,000 applicants who come forward.
[00:01:53.650 --> 00:01:54.051]  That's right.
[00:01:54.591 --> 00:02:00.959]  Now, notice that they're not going to give that exemption, that discount, to people who have income levels above 200% of the poverty line.
[00:02:02.461 --> 00:02:16.132]  That's because in America, unlike every other country, unlike Mexico, unlike even Belize, we don't want people becoming citizens here to have a means of income or a means of support, have savings or income that they can rely on.
[00:02:16.512 --> 00:02:20.175]  We want to bring in the poorest of the people so that we can put them on the welfare rolls.
[00:02:20.235 --> 00:02:22.076]  That's called Cloward and Piven.
[00:02:22.096 --> 00:02:23.818]  That's the strategy that's behind this.
[00:02:24.158 --> 00:02:30.563]  But of course, it's also about rewarding those that he believes he can benefit from, those undocumented Democrats.
[00:02:30.683 --> 00:02:32.064]  Bring in about 5 million people.
[00:02:32.104 --> 00:02:34.105]  That should help them win the next election, of course.
[00:02:34.465 --> 00:02:45.712]  And they also report that they're going to extend technology jobs through an immigrant visa program that would offer another half million immigrants a path to citizenship, including their spouses.
[00:02:45.792 --> 00:02:46.232]  That's right.
[00:02:46.292 --> 00:02:49.414]  We don't need to worry about providing jobs to Americans.
[00:02:49.794 --> 00:02:54.057]  We need to bring in engineers and technical positions from outside of the country.
[00:02:54.577 --> 00:02:58.641]  And then finally, there's a lot of people who are begging the president to go big.
[00:02:58.661 --> 00:03:01.404]  That's a quote from Juan Vargas, a Democrat from California.
[00:03:02.281 --> 00:03:06.304]  It looks like we no longer have to worry about a lame duck president.
[00:03:06.684 --> 00:03:09.726]  He's going to have a lot to do with executive orders.
[00:03:09.786 --> 00:03:14.830]  That lame duck issue was when we still had a legislature that wasn't a useless appendage.
[00:03:15.310 --> 00:03:16.752]  But it's not just the president, of course.
[00:03:17.172 --> 00:03:23.056]  We see privilege being extended by the Arkansas governor, who is going to pardon his son on drug charges.
[00:03:23.396 --> 00:03:29.301]  That's right, his son was arrested and charged with felony drug charges more than a decade ago.
[00:03:29.901 --> 00:03:32.762]  They then put him on supervised probation.
[00:03:33.342 --> 00:03:39.565]  They charged him with possession of a controlled substance with intent to deliver, but he got three years supervised probation.
[00:03:39.985 --> 00:03:43.226]  Now his daddy is going to give him a pardon.
[00:03:43.786 --> 00:03:52.390]  It's interesting to note that just this last summer, a signature petition effort to try to get medical marijuana on the ballot in Arkansas failed.
[00:03:53.010 --> 00:03:57.431]  So, if you want marijuana for medical purposes, they'll throw you in jail.
[00:03:57.811 --> 00:04:07.233]  I don't see the governor granting pardons to people who have been put into jail for nonviolent use of medical marijuana, but if you're connected, you can get a pardon.
[00:04:07.273 --> 00:04:12.314]  Just like if you've got a political connection to Obama, you can get a pardon if you're here illegally.
[00:04:12.734 --> 00:04:15.715]  We also see in New York, we've got the cannibal cop.
[00:04:16.115 --> 00:04:19.197]  Who is now looks like he's going to be sentenced to time served.
[00:04:19.217 --> 00:04:21.538]  They're going to change it over to a misdemeanor charge.
[00:04:21.798 --> 00:04:34.824]  This is someone, if you're not familiar with the case, a former New York City police officer whose bizarre online exchanges about kidnapping and eating women landed him behind bars and earned him tabloid infamy as the cannibal cop.
[00:04:35.225 --> 00:04:37.386]  Now he faced a possible life term.
[00:04:38.106 --> 00:04:39.787]  For kidnapping conspiracy.
[00:04:40.108 --> 00:04:51.878]  This is someone who essentially used his position as a police officer to look up information about women and then troll them and threaten them that he was going to essentially torture, kill them, and eat them.
[00:04:52.574 --> 00:05:08.444]  Now, if this was somebody doing this as part of an FBI scam, where the FBI went to someone and cooked up some kind of a terrorist scam so they could look good, and then turned them in, broke up the false flag that they had essentially started, those people would be looking at a very stiff jail sentence.
[00:05:08.724 --> 00:05:12.706]  But this guy basically says, well, I really wasn't going to do anything about it.
[00:05:13.327 --> 00:05:13.587]  Really?
[00:05:14.187 --> 00:05:15.828]  It's still a conspiracy.
[00:05:15.888 --> 00:05:17.069]  He was still conspiring to do it.
[00:05:17.109 --> 00:05:18.330]  He still got the information.
[00:05:18.610 --> 00:05:19.411]  He still followed them.
[00:05:20.071 --> 00:05:22.052]  He gets a free pass because he's connected.
[00:05:22.112 --> 00:05:32.336]  Just as we saw the story yesterday that Jakari Jackson covered on the Nightly News last night, the Afghanistan opium harvest at record high as NATO withdraws, it has nothing to do with NATO withdrawing.
[00:05:32.676 --> 00:05:35.117]  It has everything to do with NATO being there.
[00:05:35.597 --> 00:05:39.959]  They're going to come after those who aren't their drug partners, but those who are, they're going to assist them.
[00:05:39.979 --> 00:05:42.820]  Remember that in Afghanistan, before we went there,
[00:05:43.260 --> 00:05:50.123]  They only had 10% of the world's supply after we were there for a few years, 90%, and every year is a record crop.
[00:05:50.143 --> 00:05:52.063]  It has nothing to do with NATO leaving.
[00:05:52.664 --> 00:06:09.950]  Now, later in the program, we're going to be joined with Ted Anderson of Midas Resources, and we're going to talk to him about gold, because as you might remember, a few days ago, we had a clip surface from Alan Greenspan, former Federal Reserve Chairman, talking to the Council on Foreign Relations about how important he thought gold was.
[00:06:10.330 --> 00:06:12.171]  Now, today we have this story from Kurt Nemo.
[00:06:12.551 --> 00:06:13.652]  How to demonize gold?
[00:06:13.712 --> 00:06:16.173]  Make it the preferred ISIS method of exchange.
[00:06:16.474 --> 00:06:20.936]  He points out the fiat money system hates gold, except in private, as we'll see.
[00:06:21.376 --> 00:06:29.541]  Banksters love the faith and fraud-based ability of paper, and never tire of dis-incurrencies based on physical commodities, such as gold or silver.
[00:06:29.941 --> 00:06:36.186]  Now we see that ISIS is saying that that's what they're going to base their currency on, not a paper currency.
[00:06:36.206 --> 00:06:40.549]  They're not going to get tied into the West's banking system, but they're going to be independent of it with gold.
[00:06:41.189 --> 00:06:43.291]  Exactly what Alan Greenspan is saying.
[00:06:43.311 --> 00:06:46.853]  So we're going to have his comments analyzed by Ted Anderson of Midas Resources.
[00:06:46.873 --> 00:06:50.195]  We're also going to look at the movement in about 17 days.
[00:06:50.235 --> 00:06:54.959]  The Swiss are going to be voting on whether or not they want to go back to having gold back the Swiss franc.
[00:06:55.359 --> 00:06:58.322]  And there's also some interesting developments in Oklahoma.
[00:06:58.362 --> 00:06:59.703]  So stay with us right after the break.
[00:06:59.923 --> 00:07:02.165]  We're going to have that interview as well as some more reports.
[00:07:02.305 --> 00:07:02.926]  We'll be right back.
[00:07:04.972 --> 00:07:10.933]  Introducing the first proprietary oxygen-based intestinal cleanser, Oxy-Powder.
[00:07:11.594 --> 00:07:15.815]  Backed by FDA approved Phase 1, 2, and 3 clinical trials.
[00:07:16.295 --> 00:07:22.596]  All the toxins from the air, the food, the water, ultimately ends up in the gut or affects the gut.
[00:07:22.696 --> 00:07:27.857]  Take your health into your own hands and start cleansing your body today with Oxy-Powder.
[00:07:28.398 --> 00:07:32.158]  Secure your Oxy-Powder today at InfoWarsLife.com.
[00:07:32.278 --> 00:07:34.079]  That's InfoWarsLife.com.
[00:07:34.841 --> 00:07:38.063]  Globalist social engineers are not just targeting us with propaganda.
[00:07:38.183 --> 00:07:40.425]  They are manipulating our genetics.
[00:07:40.585 --> 00:07:48.890]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:07:49.191 --> 00:08:04.521]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula sourced from powerful organic herbs and then concentrated for maximum
[00:08:04.761 --> 00:08:05.281]  I'm good.
[00:08:35.759 --> 00:08:36.279]  Welcome back.
[00:08:36.899 --> 00:08:42.542]  Now, it's been three and a half years since Fukushima, and of course, we're told there's nothing to worry about.
[00:08:42.602 --> 00:08:44.083]  Move along, there's nothing to see here.
[00:08:44.143 --> 00:08:45.743]  It's not going to affect anybody's health.
[00:08:46.204 --> 00:08:48.745]  Well, joining us today is Steve Simmons.
[00:08:48.785 --> 00:08:50.545]  He was a retired lieutenant.
[00:08:50.646 --> 00:08:51.586]  He served with the U.S.
[00:08:51.626 --> 00:09:01.450]  Navy for 17 years, and he and a lot of other soldiers who were in the area as that happened are living proof that there is something to be concerned about at Fukushima.
[00:09:01.470 --> 00:09:02.991]  Thank you so much for joining us today, Steve.
[00:09:03.271 --> 00:09:04.073]  Thank you.
[00:09:04.454 --> 00:09:07.019]  Let's talk first about what your mission was there.
[00:09:07.059 --> 00:09:10.206]  Now, you were on the USS Reagan, but there were a lot of other ships that were there.
[00:09:10.326 --> 00:09:12.471]  I think it's about 25 in total, is that correct?
[00:09:13.349 --> 00:09:17.271]  I honestly don't know the accurate numbers of what ships were there in the area.
[00:09:17.912 --> 00:09:26.056]  Now what were you guys supposed to do as this nuclear reactor is having problems and suffering coolant issues?
[00:09:26.397 --> 00:09:27.657]  What were you supposed to do there?
[00:09:28.418 --> 00:09:34.101]  The Reagans, actually everybody's responsibility as far as the Navy was concerned was solely humanitarian.
[00:09:36.343 --> 00:09:50.597]  We were already on a scheduled deployment, so we were further south getting ready to participate in an exercise when we got the word of the earthquake and tsunami on the 11th of March that damaged the Fukushima plant.
[00:09:51.718 --> 00:10:01.307]  And on the 12th of March, we arrived on station off the coast of Japan to start providing humanitarian assistance to all the displaced citizens of Japan.
[00:10:02.051 --> 00:10:06.094]  Okay, so you were there primarily not to do something about the nuclear reactor.
[00:10:06.134 --> 00:10:06.514]  No, not at all.
[00:10:06.534 --> 00:10:12.139]  You were there to help people as a result of the storm and the, well the earthquake actually that happened.
[00:10:12.179 --> 00:10:12.999]  Absolutely.
[00:10:13.019 --> 00:10:13.600]  Yeah, okay.
[00:10:14.000 --> 00:10:24.688]  Alright, so you're there deployed to help people in Japan and yet nobody is advising the military about the problems that are going on at Fukushima.
[00:10:24.708 --> 00:10:25.128]  Is that correct?
[00:10:26.449 --> 00:10:27.850]  I'm sure the information was getting out.
[00:10:28.591 --> 00:10:30.332]  I just don't think that it was accurate information.
[00:10:32.358 --> 00:10:39.143]  The location that we were operating in, at one point we had actually sat in a nuclear plume for over five hours.
[00:10:40.143 --> 00:10:42.345]  And we had to secure the ventilation.
[00:10:42.625 --> 00:10:48.229]  We had to secure the water because contaminants had gotten sucked up into the water system.
[00:10:48.249 --> 00:10:51.111]  And what does that mean?
[00:10:51.151 --> 00:10:57.015]  When you get the water, when it gets sucked up into the water system, how does that affect the sailors that are on the ships?
[00:10:59.201 --> 00:11:03.724]  Everything that happens on the carrier that involves water is straight seawater.
[00:11:06.106 --> 00:11:11.089]  I should rephrase, not everything is straight seawater, but everything is seawater in the aspect of that's where it starts.
[00:11:12.150 --> 00:11:14.151]  Some of it gets filtered, the stuff that's
[00:11:15.502 --> 00:11:15.902]  I don't think so.
[00:11:37.390 --> 00:11:41.172]  Then you're going to be susceptible to ingestion of that.
[00:11:41.632 --> 00:11:42.292]  Okay, alright.
[00:11:42.713 --> 00:11:47.675]  So you've got water that's being used that's drawn up out of the sea that's contaminated.
[00:11:48.395 --> 00:11:51.437]  You're also getting contamination from the air.
[00:11:52.937 --> 00:11:54.058]  And how long did this go on?
[00:11:54.098 --> 00:11:54.678]  How long were you there?
[00:11:55.718 --> 00:11:59.260]  The Reagan was on station for just about 30 days.
[00:11:59.880 --> 00:12:00.561]  Wow, okay.
[00:12:01.001 --> 00:12:05.383]  Alright, so when did you come back and when did you start to notice symptoms?
[00:12:07.344 --> 00:12:09.745]  The Reagan finished up deployment in September of 2011.
[00:12:10.905 --> 00:12:11.625]  About six months?
[00:12:12.225 --> 00:12:14.366]  We were on a seven-month deployment.
[00:12:14.726 --> 00:12:15.526]  We left in February.
[00:12:16.546 --> 00:12:21.707]  So we arrived back in the States the beginning of September, and that's when I actually transferred from the ship.
[00:12:22.928 --> 00:12:24.228]  I transferred out to D.C.
[00:12:25.268 --> 00:12:34.391]  I was starting a new job working there in Arlington, and it was the latter part of November is when I started feeling symptoms.
[00:12:35.051 --> 00:12:36.171]  I wasn't sure what was going on.
[00:12:37.406 --> 00:12:40.168]  The first thing that happened, I was driving to work.
[00:12:41.129 --> 00:12:44.572]  Anybody who's familiar with the Arlington area, I was driving down Route 50 heading into work.
[00:12:45.573 --> 00:12:49.776]  And I had just passed their stoplight, and the next thing I know I'm driving my truck up on a curb.
[00:12:50.437 --> 00:12:52.239]  So I briefly blacked out.
[00:12:53.440 --> 00:12:54.480]  I wasn't sure what was going on.
[00:12:55.621 --> 00:13:01.867]  I started to feel, honestly I thought it was kind of a flu, maybe a flu virus or stomach bugs or something going on.
[00:13:02.904 --> 00:13:04.625]  Figured a few days it would be gone.
[00:13:06.126 --> 00:13:10.769]  After I finally got to work, I called my wife and explained to her what happened.
[00:13:10.950 --> 00:13:16.734]  She called my doctor there in Fairfax and scheduled me an appointment.
[00:13:17.154 --> 00:13:23.758]  They ran a bunch of labs, some minor abnormalities, but nothing that could lead them in any direction.
[00:13:24.759 --> 00:13:30.163]  So eventually they sent me off to the Infectious Disease Clinic up at Walter Reed.
[00:13:31.056 --> 00:13:32.237]  And kind of the same thing there.
[00:13:32.697 --> 00:13:35.279]  Bunch of labs, really nothing coming back.
[00:13:36.220 --> 00:13:38.662]  That would give them an indication of what was going on.
[00:13:38.982 --> 00:13:42.544]  Did you tell any of these people that you had been at Fukushima?
[00:13:42.885 --> 00:13:43.185]  I did.
[00:13:43.705 --> 00:13:46.427]  In fact, it was by January.
[00:13:46.447 --> 00:13:50.030]  So this was November, end of November, end of December.
[00:13:50.130 --> 00:13:54.953]  And then by January, I was actually admitted for the first time into Walter Reed.
[00:13:56.154 --> 00:13:58.656]  I was having uncontrollable fevers, severe night sweats.
[00:13:59.782 --> 00:14:03.705]  I had dropped initially between 20 to 25 pounds.
[00:14:04.906 --> 00:14:09.910]  Some of that I managed to get back, but I still struggle with that today to keep it.
[00:14:11.931 --> 00:14:24.141]  And so during my first hospitalization, I told the intern about the deployment and about being on station and sitting in a nuclear plume for over five hours.
[00:14:25.478 --> 00:14:26.119]  That's great!
[00:14:42.819 --> 00:14:49.601]  Doing trail runs in Hawaii, hiking Diamond Head, the following day hiking Stairway to Heaven, which is a strenuous hike in itself.
[00:14:50.781 --> 00:14:57.623]  And even during the deployment, I was doing P90X and Insanity workouts, and sometimes I would do a hybrid between the two workouts.
[00:14:59.024 --> 00:15:03.805]  So I wasn't wanting to shy away from strenuous activity or anything like that.
[00:15:04.725 --> 00:15:07.186]  And then, of course, I tried to get on a golf course as much as possible.
[00:15:09.088 --> 00:15:15.213]  So when I finally brought it up in January to the intern, the first thing he said to me, he blew it off right away.
[00:15:15.993 --> 00:15:21.378]  He immediately said, well, if this was radiation, you should have seen symptoms long before this.
[00:15:22.338 --> 00:15:23.479]  This is less than one year.
[00:15:23.499 --> 00:15:24.160]  Yeah.
[00:15:24.620 --> 00:15:25.621]  After the incident occurred.
[00:15:25.901 --> 00:15:26.101]  Yeah.
[00:15:27.502 --> 00:15:30.284]  And I'd already been frustrated at that point.
[00:15:30.785 --> 00:15:37.390]  So my initial response back to this intern was, I'm not a doctor, but you should go back to med school because you obviously know nothing about radiation.
[00:15:39.508 --> 00:15:40.349]  You know, look at history.
[00:15:40.469 --> 00:15:41.710]  Look at what happened with Chernobyl.
[00:15:42.250 --> 00:15:48.095]  Look at all the individuals and patients who had developed cancer 20, 30 years after Chernobyl happened.
[00:15:48.636 --> 00:15:53.920]  And you're going to sit here and tell me that I should have seen symptoms long before one year.
[00:15:54.421 --> 00:15:57.063]  And the timing is going to be dose dependent, of course.
[00:15:57.343 --> 00:15:57.703]  Absolutely.
[00:15:57.723 --> 00:15:59.985]  And it's also going to be dependent on the individual's genome.
[00:16:00.426 --> 00:16:04.789]  You know, everybody's going to react differently to the radiation exposure.
[00:16:05.490 --> 00:16:06.771]  Some people may never see a symptom.
[00:16:09.295 --> 00:16:11.076]  God bless them if they don't.
[00:16:11.157 --> 00:16:14.919]  Some people may see symptoms 20 years from now or 30 years from now.
[00:16:15.920 --> 00:16:23.406]  Unfortunately, we've already had a sailor from the Reagan who was assigned to one of the squadrons in the air wing who passed away this past April.
[00:16:24.487 --> 00:16:33.334]  He was in his 30s and he developed a rare form of cancer that is very seldom seen in anybody below the age of 60.
[00:16:34.546 --> 00:16:36.507]  And he left behind his young daughter.
[00:16:38.888 --> 00:16:45.591]  And, you know, at this point everybody still fights to get acknowledgement that radiation was the catalyst.
[00:16:45.671 --> 00:16:49.313]  As it stands right now, you're not really getting any acknowledgement from the VA.
[00:16:49.373 --> 00:16:52.234]  They're not going to tie this to your time there.
[00:16:52.254 --> 00:16:57.477]  They're treating the symptoms, but they're not going to talk about it being tied in any way to radiation exposure.
[00:16:58.012 --> 00:16:59.673]  At this point, nobody is making the connection.
[00:17:00.434 --> 00:17:17.565]  Whether they don't want to, whether they're afraid, whether they're reserved to make that connection because of potential backlash from the beginning, the statement has been the same since the beginning.
[00:17:19.186 --> 00:17:20.707]  Now, we were talking just before the interview
[00:17:21.443 --> 00:17:32.628]  And you said that when you went to one doctor, he made it very clear to you that he was not going to go towards any kind of diagnosis about it being nuclear.
[00:17:32.668 --> 00:17:33.108]  Is that correct?
[00:17:33.148 --> 00:17:37.110]  And you had other indications that there's an awareness.
[00:17:37.190 --> 00:17:40.692]  They certainly know what the situation is and they just don't want to even talk about it.
[00:17:40.712 --> 00:17:41.372]  Is that correct?
[00:17:41.592 --> 00:17:44.373]  There's plenty of awareness out there about this.
[00:17:45.274 --> 00:17:47.695]  When I first got to the VA, one of the doctors I had seen
[00:17:49.847 --> 00:17:58.780]  Aside from getting past the introduction of who we were, one of the first things that was said to me was, I can't tie this to radiation, so don't bother to ask.
[00:17:59.261 --> 00:18:00.202]  Because mine's already made up.
[00:18:00.623 --> 00:18:00.903]  Correct.
[00:18:00.943 --> 00:18:01.644]  Yeah, exactly.
[00:18:01.724 --> 00:18:02.806]  He's gotten a memo.
[00:18:03.944 --> 00:18:06.946]  I feel like that's the case.
[00:18:07.026 --> 00:18:19.372]  I feel like there's something circulating, whether a memo, whether it's... Isn't it interesting that you go to a doctor and he would tell you right off the bat, okay, I can look at you, but I'm telling you right now, I can't go in this direction, I can't tie it to a particular thing.
[00:18:19.392 --> 00:18:24.815]  They've already got a preconceived notion about where they're going to be allowed to go and where they're not going to be allowed to go.
[00:18:24.875 --> 00:18:30.338]  Correct, and one of the other doctors I had seen during the course of the last three years,
[00:18:31.178 --> 00:18:33.779]  Diagnostics and trying to figure out exactly what's been going on.
[00:18:33.799 --> 00:18:45.382]  I had brought up, again, the radiation and I've brought up the fact that there's one condition that just about all of my symptoms fit into, which is chronic radiation syndrome.
[00:18:46.482 --> 00:18:53.604]  And the doctor responded with, we don't want to go that way because we want to look for something that we can treat.
[00:18:55.385 --> 00:18:56.245]  I understand that.
[00:18:56.485 --> 00:18:59.066]  You know, I understand that doctors want to find something that they can treat.
[00:19:00.034 --> 00:19:02.776]  But at the same time, everybody else needs closure.
[00:19:03.036 --> 00:19:29.011]  Everybody else needs to know what we're dealing with, why we're, you know, why our... Well, I guess the thing that concerns all of us is that so many times we see this, whether it is your particular incident or just the general health effects of Fukushima as it works its, you know, the radiation works its way through the environment, the fact that they want to downplay the health risks of that, the fact that they want to downplay the health risks of vaccines or of fluoride, things that
[00:19:29.551 --> 00:19:31.272]  Certainly, something could be done about it.
[00:19:31.312 --> 00:19:39.395]  They continue to put those, and of course, you know, with the radiation, to inform people of what the risks are and let people take their own precautions.
[00:19:39.495 --> 00:19:41.956]  And yet, they want to pretend that it doesn't exist.
[00:19:42.036 --> 00:19:48.458]  And they would rather just treat the symptoms, treat the cancer, rather than addressing the root cause of the cancer, where it could help somebody.
[00:19:48.818 --> 00:19:50.279]  That's what we see over and over again.
[00:19:50.879 --> 00:19:51.339]  Correct.
[00:19:51.379 --> 00:19:52.360]  And it's rather frustrating.
[00:19:52.380 --> 00:19:54.560]  You know, it's frustrating to myself.
[00:19:54.620 --> 00:19:57.722]  It's frustrating to everybody else who's now suffering.
[00:20:00.483 --> 00:20:10.107]  There are individuals out there who are in very similar situations to myself, where they just start having this progressive muscle weakness that starts in their legs and starts to ascend.
[00:20:10.647 --> 00:20:25.995]  There's individuals out there who have developed different forms of cancer, leukemia, children of service members now born with birth defects because of their service over there, and
[00:20:27.054 --> 00:20:32.176]  I guess my frustration with it is my situation is different than theirs.
[00:20:33.197 --> 00:20:38.119]  And when I say it's different than theirs, I did just about 17 years in the Navy.
[00:20:39.119 --> 00:20:43.241]  I had the honor to do that with pride.
[00:20:43.661 --> 00:20:49.744]  And I also had the honor to be able to retire, though medically, not the way I wanted to go out the door.
[00:20:50.364 --> 00:20:53.125]  I wanted to be able to do 30 plus years in the service.
[00:20:54.566 --> 00:20:56.267]  A lot of these other individuals who are suffering
[00:20:57.130 --> 00:20:58.292]  They didn't have that privilege.
[00:20:58.693 --> 00:21:02.020]  They didn't have that time to do.
[00:21:03.723 --> 00:21:08.612]  They did, some of them, three years, four, five, or six, and they didn't get the
[00:21:09.338 --> 00:21:12.519]  The honor and privilege to get a medical retirement.
[00:21:13.039 --> 00:21:14.980]  They've gone out the door with nothing.
[00:21:16.000 --> 00:21:19.141]  No medical retirement, no benefits, so no health insurance.
[00:21:20.782 --> 00:21:24.383]  Some of them trying to fight the system to get recognition that there's something wrong.
[00:21:24.403 --> 00:21:35.427]  And all too often we've, each and every one of us, have run into doctors at some point who try to play it off as there's nothing physically wrong with any of us and that it's all psychological.
[00:21:37.057 --> 00:21:37.618]  I went through it.
[00:21:38.518 --> 00:21:39.939]  A friend of mine is going through it now.
[00:21:40.859 --> 00:21:48.982]  A friend of mine has even been escorted out of a clinic by security because they told him he was faking.
[00:21:49.703 --> 00:21:49.943]  Wow.
[00:21:50.663 --> 00:21:54.065]  And that is not how you treat a patient.
[00:21:54.165 --> 00:21:54.705]  That is not.
[00:21:54.925 --> 00:21:56.145]  And he is well... Is that a VA clinic?
[00:21:56.506 --> 00:21:57.426]  No.
[00:21:57.546 --> 00:22:00.147]  That is actually a military facility.
[00:22:02.008 --> 00:22:03.789]  In fact, he had one doctor who told him
[00:22:05.623 --> 00:22:07.705]  Because his situation is very similar to mine.
[00:22:09.146 --> 00:22:16.170]  And he got to the point where he was trying to ambulate using forearm crutches, but it was just taking its toll on him.
[00:22:16.911 --> 00:22:25.076]  And so he had a doctor who recommended that it's time for him to move to a wheelchair, and preferably a power chair to save his joints, save his shoulders.
[00:22:26.197 --> 00:22:34.783]  And when he went to get fitted for a chair, there was another physician in that clinic who didn't see eye to eye on things.
[00:22:36.002 --> 00:22:44.967]  And she made it a point, this doctor made it a point to say, you don't need a chair, you're faking and you need to leave.
[00:22:45.527 --> 00:22:47.728]  And then called security and had him escorted out of there.
[00:22:48.129 --> 00:22:48.389]  Wow.
[00:22:49.589 --> 00:22:51.310]  I don't know what's going on.
[00:22:51.530 --> 00:22:52.831]  I don't care who the doctor is.
[00:22:53.171 --> 00:22:53.391]  Yeah.
[00:22:53.651 --> 00:22:56.353]  But at what point can there be something
[00:22:57.219 --> 00:23:04.205]  Said or done, that would make a doctor go against a Hippocratic Oath that they took, not to cause further harm to a patient.
[00:23:04.446 --> 00:23:05.447]  Yeah, that's amazing.
[00:23:05.487 --> 00:23:07.148]  And it happens every day.
[00:23:09.070 --> 00:23:19.499]  My friend has also had other doctors who have told him that they've made a conscience decision not to align themselves with the doctors who are trying to convince everybody that it's all psychological.
[00:23:23.092 --> 00:23:44.088]  I'm smart enough to read between those lines, and everybody else is smart enough to read between the lines that says there has been something said at some point by somebody that either A, we need to just make this go away, or B, we need to keep this out of the press, keep this out of the limelight.
[00:23:45.407 --> 00:23:46.488]  Well, we see that all the time.
[00:23:46.688 --> 00:23:54.793]  We just have these revelations that just came out this week of Gruber, who worked on Obamacare, talking about how they portrayed it as this, portrayed it as that.
[00:23:54.853 --> 00:23:57.955]  They didn't want to have any transparency because they wanted to fool the American people.
[00:23:58.315 --> 00:24:08.402]  It's gotten to the point where every time we interact as a media organization, or we see people like you interacting with the government, no matter where it is, there's always this
[00:24:09.102 --> 00:24:09.583]  I don't know.
[00:24:31.544 --> 00:24:45.469]  You know, and the frustrating piece about it is, you know, at no point has anybody ever come out, myself included, or anybody else that I know that's suffering, you know, we've never come out and said, this is the fault of the U.S.
[00:24:45.489 --> 00:24:47.489]  Navy or this is the fault of the U.S.
[00:24:47.509 --> 00:24:47.969]  government.
[00:24:48.670 --> 00:24:49.350]  We've never done that.
