[00:00:06.614 --> 00:00:07.255]  Big Brother.
[00:00:07.915 --> 00:00:08.956]  Mainstream media.
[00:00:09.696 --> 00:00:10.797]  Government cover-ups.
[00:00:11.458 --> 00:00:12.258]  You want answers?
[00:00:13.039 --> 00:00:13.960]  Well, so does he.
[00:00:14.580 --> 00:00:18.243]  He's Alex Jones on the GCN Radio Network.
[00:00:18.783 --> 00:00:22.826]  And now, live from Austin, Texas, Alex Jones.
[00:00:41.258 --> 00:00:46.383]  Ladies and gentlemen, thank you so much for joining us on this 27th day of May 2014.
[00:00:46.924 --> 00:00:53.750]  I am your host, Alex Jones, and we're going to be live here for the next three hours.
[00:00:55.496 --> 00:01:03.123]  And as usual, there is ultra-massive amounts of news and information that we are going to be covering in great detail today.
[00:01:04.504 --> 00:01:07.406]  And as usual, I don't even know where to start.
[00:01:08.067 --> 00:01:09.088]  There is so much of it.
[00:01:09.468 --> 00:01:20.497]  But Daniel Estillan, Bilderberg Hunter, will be joining us coming up in the third hour with a lot of inside intel on the top globalist Confab's agenda.
[00:01:21.550 --> 00:01:31.075]  Paul Watson wrote an article last week detailing a lot of key information.
[00:01:31.095 --> 00:01:32.596]  In fact, we're going to reprint that article.
[00:01:33.736 --> 00:01:37.338]  With Bilderberg Group member admits that it's the most powerful organization in the world.
[00:01:37.358 --> 00:01:39.979]  Paul Watson has a new article out today.
[00:01:40.039 --> 00:01:44.922]  Bilderberg agenda revealed elite desperate to rescue unipolar world.
[00:01:46.093 --> 00:01:53.521]  And the globalists basically admit in public statements, but also from our sources, that their world government is in deep trouble.
[00:01:55.063 --> 00:01:57.245]  So we're going to be breaking all of that down today.
[00:01:57.745 --> 00:02:00.268]  We would already have reporters on the ground in Switzerland.
[00:02:00.288 --> 00:02:03.952]  In fact, Paul Watson, not in Switzerland, in Copenhagen, Denmark.
[00:02:04.593 --> 00:02:07.416]  Paul Watson went to Switzerland before that a few years ago.
[00:02:07.436 --> 00:02:09.097]  Hence the slip.
[00:02:09.980 --> 00:02:11.421]  Paul Watson is already in Denmark.
[00:02:11.441 --> 00:02:13.801]  We're going to get him to pop in later in the transmission as well.
[00:02:15.162 --> 00:02:26.726]  David Knight and Josh Owens were delayed because of ultra-massive storms all over Texas yesterday that cancelled all flights in Houston, where they were about to get on a plane and get over to Europe.
[00:02:27.826 --> 00:02:29.387]  But they should be over there.
[00:02:29.407 --> 00:02:31.508]  They should be getting on a plane in a few minutes.
[00:02:32.208 --> 00:02:37.050]  And be over there as well to give us live video feeds and more from Bilderberg 2014.
[00:02:38.971 --> 00:02:41.192]  Also, you may notice my voice is hoarse.
[00:02:41.392 --> 00:02:42.632]  I don't even really have a sore throat.
[00:02:42.652 --> 00:02:52.817]  I don't know what's in the air or what's going on, but this is what my larynx sounds like, so... I'm here, but it will sound even more frog-like than normal.
[00:02:52.837 --> 00:02:56.478]  I didn't realize until I got on air just how hoarse I am.
[00:02:56.498 --> 00:03:00.220]  So I'm going to try some Lung Cleanse from ForrestLife.com, see how it does.
[00:03:05.768 --> 00:03:06.609]  Maybe some olive oil.
[00:03:06.889 --> 00:03:08.710]  That helps a little bit, but it's pretty bad.
[00:03:10.351 --> 00:03:10.751]  Pretty bad.
[00:03:10.972 --> 00:03:15.014]  I got some swelling in one of my lymph nodes right here.
[00:03:15.034 --> 00:03:15.755]  I don't know what that is.
[00:03:18.496 --> 00:03:21.878]  But, ah, it certainly helped though, you can hear it.
[00:03:21.898 --> 00:03:23.759]  Essential oils in it are vital.
[00:03:24.179 --> 00:03:30.502]  Normally if my throat is a little tired or whatever, that just knocks it right out, but it's bad enough where it's only cut to 20-30%.
[00:03:30.722 --> 00:03:37.225]  So I'll continue to use the, I'm not trying to product place here, we obviously fund the operation, selling products at InfoWarsLive.com.
[00:03:37.245 --> 00:03:39.987]  I just literally forgot to take it, so that's what I was doing right now.
[00:03:42.082 --> 00:03:43.222]  It's like my throat doesn't even hurt.
[00:03:43.362 --> 00:03:44.803]  It's like tiring to talk.
