[00:00:19.329 --> 00:00:20.810]  Welcome to the InfoWars Nightly News.
[00:00:20.850 --> 00:00:24.511]  It's Thursday, February the 6th, 2014, and here are our top stories.
[00:00:26.812 --> 00:00:32.294]  Tonight, power-tripping police handcuff a life-saving firefighter.
[00:00:33.335 --> 00:00:38.477]  Then, alternative media forces Subway to remove harmful chemicals from their food.
[00:00:39.777 --> 00:00:42.758]  And snipers dismantle a California power station.
[00:00:43.379 --> 00:00:46.360]  That's next on the InfoWars Nightly News.
[00:00:48.394 --> 00:00:52.459]  I can almost hear it now.
[00:00:52.659 --> 00:00:53.580]  Oh my gosh, I'm sick with it.
[00:00:56.584 --> 00:01:05.871]  Well, in a story that underscores the fragility and the vulnerability of our power grid, we learned today that in just 19 minutes, snipers destroyed 17 Transformers.
[00:01:05.891 --> 00:01:08.593]  This is a story from Michael Snyder that appeared on InfoWars today.
[00:01:09.053 --> 00:01:10.955]  Now, Wall Street Journal also reported on this.
[00:01:10.975 --> 00:01:13.397]  They said the attack began just before 1 a.m.
[00:01:13.757 --> 00:01:18.761]  on April the 16th last year, 2013, when someone slipped into an underground vault
[00:01:19.261 --> 00:01:28.747]  Not far from a busy freeway and cut fiber optic telephone cables, the attack was the most significant incident of domestic terrorism involving the grid that has ever occurred.
[00:01:29.148 --> 00:01:34.911]  That was a quote from John Wellinghoff, who was chairman of the Federal Energy Regulatory Commission at the time.
[00:01:35.252 --> 00:01:37.033]  Now, he's the one who released the information.
[00:01:37.353 --> 00:01:43.097]  He was concerned that it's been nearly a year, there's been no apprehension of anyone, and there's been no mention of this anywhere.
[00:01:43.557 --> 00:01:45.959]  This is a very, very sophisticated attack.
[00:01:46.519 --> 00:01:59.323]  The article goes on to say that evidence found at the scene included more than 100 fingerprint-free shell casings and little piles of rocks that appear to have been left by an advanced scout to tell the attackers where to get the best shots.
[00:01:59.943 --> 00:02:06.384]  This was out of commission, this electrical facility was out of commission for 27 days.
[00:02:06.424 --> 00:02:07.765]  It took a long time to repair this.
[00:02:08.245 --> 00:02:10.126]  This was not some vandalism.
[00:02:10.166 --> 00:02:11.006]  This was not hunters.
[00:02:11.946 --> 00:02:13.887]  Taking some wild shots at something.
[00:02:13.947 --> 00:02:17.588]  This was a very professional, very precisely timed operation.
[00:02:17.648 --> 00:02:20.709]  These guys left one minute before the police got there.
[00:02:20.849 --> 00:02:25.951]  So, whether this was our government or another government, these were highly trained individuals.
[00:02:26.091 --> 00:02:27.652]  It looked like a dry run for something.
[00:02:27.692 --> 00:02:31.613]  Whether it was a false flag attack or an attack from another country, we don't know.
[00:02:31.673 --> 00:02:32.874]  We'll wait to see what happens.
[00:02:33.914 --> 00:02:39.320]  Corporate media is telling us that Al-Qaeda, Syrian terrorists, are now threatening the U.S.
[00:02:39.380 --> 00:02:45.145]  and the U.K., but Kurt Nembo points out that there are some reasons to question whether that's really the truth or not.
[00:02:45.185 --> 00:02:52.292]  The group that is backed by NATO against Syria went to Facebook later in the day and stated that it had no intention of targeting Britain.
[00:02:52.413 --> 00:02:53.554]  They're based out of Britain.
[00:02:54.114 --> 00:03:05.999]  Now, these are our own CIA-grown terrorists, and even though they continue to threaten the U.S., according to the corporate media, what they said on Facebook later in the day, this group is called Riyadh Al-Taheed, if I'm pronouncing it correctly.
[00:03:06.479 --> 00:03:12.182]  They said they disavowed the threat on Facebook and said the group has no intention of attacking targets in Britain.
[00:03:12.302 --> 00:03:16.604]  And these pictures show the White House, but this is a British-based group.
[00:03:17.364 --> 00:03:20.325]  Now, we do know that spy agencies in the U.S.
[00:03:20.425 --> 00:03:23.826]  have been engaged in false flag cyber attacks.
[00:03:24.046 --> 00:03:25.186]  This is common knowledge.
[00:03:25.206 --> 00:03:27.967]  We know about the Stutznet virus.
[00:03:28.087 --> 00:03:41.010]  We also know from Aaron Schwartz, before he was suicided, as he was fighting CISPA, he said they're using cyber threats as an excuse to try to enact CISPA, which was going to be total control of the Internet.
[00:03:41.710 --> 00:03:48.095]  And he said, most of the cyber threats have been funded as well as originated from the U.S.
[00:03:48.556 --> 00:03:49.096]  NSA.
[00:03:49.957 --> 00:03:59.545]  Washington's blog points out that we've warned since 2009 that the government could be launching cyber false flag attacks in order to justify a crackdown on the internet and discredit web activists.
[00:03:59.565 --> 00:04:01.346]  That's exactly what Aaron Schwartz had said.
[00:04:01.847 --> 00:04:09.413]  In another document taken from the NSA by Snowden and obtained by NBC News, an official said the unit's mission included computer network attacks.
[00:04:09.953 --> 00:04:21.437]  And he mentioned that among the methods listed in the document were jamming phones, computers, and email accounts, and this is the key point, masquerading as an enemy in a false flag operation.
[00:04:22.237 --> 00:04:23.518]  Yes, they still do that.
[00:04:24.078 --> 00:04:28.599]  They didn't stop doing that in 1962 when they planned Operation Northwoods.
[00:04:28.639 --> 00:04:36.642]  That was when they were going to fly remote control passenger airliners into buildings and blame it on terrorists so that they could attack Cuba.
[00:04:37.142 --> 00:04:38.743]  Not Iraq, not Afghanistan.
[00:04:39.284 --> 00:04:41.325]  The tactics remain the same.
[00:04:41.365 --> 00:04:43.426]  They're still engaged in false flag attacks.
[00:04:44.227 --> 00:04:47.249]  Now look at this story from Politico that was on the Drudge Report today.
[00:04:47.629 --> 00:04:52.693]  They're pointing out that technology's biggest players are now hiring their first NSA lobbyists.
[00:04:52.793 --> 00:05:04.201]  This is Apple, Google, Facebook and five other technology giants have banded together in their calls for surveillance reform and they've now officially registered a Washington lobbyist on Thursday.
[00:05:04.241 --> 00:05:05.082]  That would be today.
[00:05:05.956 --> 00:05:19.926]  Now, of course, they're trying to pull back and save face because people all over the world, not just in America, but especially in Europe, are concerned that corporate information is being turned over to the NSA and to American corporations.
[00:05:19.946 --> 00:05:25.470]  They're concerned that the NSA is engaged not just in political spying, but in corporate spying.
[00:05:25.570 --> 00:05:31.094]  And, of course, nobody wants all of their information read by the NSA, especially in other countries.
[00:05:31.354 --> 00:05:32.575]  So they're trying to save face.
[00:05:32.935 --> 00:05:34.497]  They're creating this lobbying group
[00:05:35.157 --> 00:05:36.118]  But does it really matter?
[00:05:36.658 --> 00:05:40.221]  If Congress passes these laws, is the NSA going to pay any attention to it?
[00:05:40.761 --> 00:05:43.743]  The Congress is not informed by the NSA of what they're doing.
[00:05:44.003 --> 00:05:45.845]  The NSA doesn't pay any attention to the laws.
[00:05:45.985 --> 00:05:49.667]  If they do talk to Congress, they just lie to them, as James Clapper did.
[00:05:50.088 --> 00:06:01.716]  So maybe what these tech giants ought to do is just go directly to the NSA and start bribing them, because apparently Congress and the laws and the Constitution are totally irrelevant to the NSA.
[00:06:02.881 --> 00:06:09.508]  Now, in other internet news, Facebook is deploying robots to save Blu-ray from extinction.
[00:06:09.548 --> 00:06:11.010]  This is according to Wired Magazine.
[00:06:11.350 --> 00:06:21.922]  But it's not so much, they talk about the technical issues and how Blu-ray is falling out of popularity and now it's going to be made popular again because they're going to use it to use long-term data storage.
[00:06:22.282 --> 00:06:24.725]  But there's something else that's very interesting in this article.
[00:06:25.245 --> 00:06:48.165]  They point out, and here's a quote from the article, those 1 billion users of Facebook generate increasingly enormous amounts of data, an endless stream of status posts, likes, comments, photos, and videos, and a team of engineers working under Facebook are always looking for ways to more efficiently store all this digital information, and it will use Blu-ray discs to store rarely used data that it's legally required to keep.
[00:06:48.826 --> 00:06:51.710]  With the legal stuff, you don't care about retrieval time, they said.
[00:06:52.150 --> 00:06:55.615]  You just want to have it there when someone asks for it.
[00:06:56.176 --> 00:06:56.616]  That's right.
[00:06:56.877 --> 00:06:58.419]  They're going to store everything.
[00:06:58.479 --> 00:07:04.487]  When they talk about all the data, that's your photos, your posts, everything they're going to save there for law enforcement.
[00:07:04.807 --> 00:07:08.270]  Because the only thing that goes down the memory hole is the government's information.
[00:07:08.710 --> 00:07:10.852]  Your information, they want to keep forever.
[00:07:10.892 --> 00:07:17.518]  And if they don't store it at their Utah data center, they're going to require Facebook and other companies to keep it there indefinitely.
[00:07:17.578 --> 00:07:21.961]  That's why they're taking it off of their servers and putting it on disks for indefinite retention.
[00:07:22.932 --> 00:07:24.234]  Now we are having some victories.
[00:07:24.274 --> 00:07:25.575]  We had a major one this week.
[00:07:26.056 --> 00:07:35.928]  Earlier in the week, we had a food activist come onto the Alex Jones Show and introduce a petition that she had to remove a harmful additive from Subway's bread.
[00:07:36.569 --> 00:07:38.251]  And she got a record response from it.
[00:07:38.291 --> 00:07:39.353]  Here's what she said today.
[00:07:41.707 --> 00:07:43.128]  Well, thank you so much, Alex.
[00:07:43.169 --> 00:07:58.224]  You know, what was so critical, you know, I launched the petition right about noon on Tuesday, and I was on this program, I think within the next hour or two, and it was really fascinating to see all of your supporters and everyone coming over.
[00:07:58.564 --> 00:08:07.114]  To join the petition and I can't tell you how many personal emails that I got from the InfoWars folks to say, you know, they heard me on this program.
