[00:00:19.384 --> 00:00:21.345]  Welcome to the Info Wars Nightly News.
[00:00:21.426 --> 00:00:22.746]  I'm your host, Jakari Jackson.
[00:00:23.027 --> 00:00:27.069]  It's February 26, 2014, and here are our top stories.
[00:00:30.452 --> 00:00:33.094]  Tonight, surrender your firearms.
[00:00:33.614 --> 00:00:44.021]  The state of Connecticut is now demanding that gun owners across the state turn in all unregistered firearms and magazines or face felony arrest.
[00:00:44.441 --> 00:00:46.363]  Mr. and Mrs. America, turn them all in.
[00:00:46.783 --> 00:00:50.706]  It's positive that gun registration leads to confiscation.
[00:00:51.146 --> 00:00:59.693]  Then, a new report reveals that the FBI had direct contact with Osama Bin Laden as far back as 1993.
[00:01:00.593 --> 00:01:06.878]  A revelation missing from the official investigation into the September 11th attacks.
[00:01:07.459 --> 00:01:11.822]  And the IRS is preparing to enforce Obamacare
[00:01:12.062 --> 00:01:14.203]  With hefty fines and fees.
[00:01:14.723 --> 00:01:19.124]  All that and more up next on the Info Wars Nightly News.
[00:01:20.044 --> 00:01:20.725]  And welcome back.
[00:01:20.785 --> 00:01:21.905]  Our top story headline.
[00:01:22.325 --> 00:01:26.046]  Surrender your firearms, Connecticut tells unregistered gun owners.
[00:01:26.666 --> 00:01:37.790]  The law bans the sale of magazines holding over 10 rounds and quote assault rifles manufactured after 1994 and requires that residents who possessed either before the ban to register them with the state.
[00:01:38.410 --> 00:01:49.015]  The letter breaks down the gun owners quote options including surrendering their firearms and magazines to the police, selling them to a gun dealer, removing them from the state or rendering them inoperable.
[00:01:49.415 --> 00:01:58.880]  So this is what gun control looks like because these people have learned from the mistakes they did during Hurricane Katrina, going door-to-door, kicking in doors and knocking old ladies down who have little rusty
[00:01:59.520 --> 00:02:00.742]  A little rusty revolvers.
[00:02:00.762 --> 00:02:03.526]  They say, no, we're going to make you destroy your own property.
[00:02:03.546 --> 00:02:04.747]  We're not going to break it and steal it.
[00:02:04.988 --> 00:02:07.351]  We're going to make you destroy it or sell it or give it away.
[00:02:07.651 --> 00:02:09.414]  And some of these people, you may have an antique gun.
[00:02:09.434 --> 00:02:12.017]  Maybe your granddad used it to fight in a war or something.
[00:02:12.038 --> 00:02:13.019]  You don't want to get rid of that.
[00:02:13.299 --> 00:02:14.100]  You don't want to sell that.
[00:02:14.140 --> 00:02:15.022]  You don't want to destroy that.
[00:02:15.362 --> 00:02:17.182]  So this is how they're going to take your guns.
[00:02:17.222 --> 00:02:20.103]  Their ways, their methods have gotten more sophisticated.
[00:02:20.343 --> 00:02:28.264]  They really don't want to go door to door because the police and military are smart enough to realize that they're going to meet some opposition, so they're going to force you to register your things.
[00:02:28.324 --> 00:02:34.925]  And if you think registration doesn't equal confiscation or disarmament more accurately, this is proof positive right here.
[00:02:35.505 --> 00:02:41.266]  And another proof positive source, FBI had a source in contact with Bin Laden as far back as 1993.
[00:02:41.306 --> 00:02:42.547]  So let's look more into this.
[00:02:45.285 --> 00:03:06.821]  In a revelation missing from the official investigation of September 11, 2001 terrorist attacks, the FBI placed a human source in direct contact with Osama bin Laden in 1993 and ascertained that the Al Qaeda leader was looking to finance terrorist attacks in the United States according to a court testimony in a little notice employment dispute case.
[00:03:07.501 --> 00:03:20.959]  I think it raises a lot of questions about why that information didn't become public and why the 9-11 Commission or the Congressional Intelligence Committee weren't told about it, said former Representative Peter Hoekstra, a Michigan Republican.
[00:03:22.541 --> 00:03:36.344]  Regardless if you believe the full story of 9-11, I have many questions myself, such as a big jumbo jet back in 2001 pulled off a maneuver that would be difficult for most modern fighter jets to hit, flying down to the Pentagon.
[00:03:36.644 --> 00:03:39.004]  And then you have all the missing footage of the Pentagon attack.
[00:03:39.044 --> 00:03:41.285]  You have one camera with still images.
[00:03:41.305 --> 00:03:45.565]  So I have a question about how that was possible and what happened to all this other missing footage.
[00:03:45.925 --> 00:03:48.626]  Another question I have, the Bin Laden family, if
[00:03:49.306 --> 00:03:51.947]  You know, you weren't sure it was Osama Bin Laden from the get-go.
[00:03:51.987 --> 00:03:57.128]  Why was the Bin Laden family allowed to get on a plane and leave the country before he was even officially a suspect?
[00:03:57.528 --> 00:04:11.111]  So this says right here the FBI had their eyes on him as far back as 1993, which in my mind means that they could have did a little bit more to stop these attacks like they could have stopped the World Trade Center bombing back in 1993 when the FBI had their patches.
[00:04:11.131 --> 00:04:14.151]  He cooked the bomb that blew up parts of the World Trade Center.
[00:04:14.171 --> 00:04:16.832]  If you haven't heard that, you can go read that in the New York Times.
[00:04:17.452 --> 00:04:21.454]  Now, as far as things that, you know, went boom, let's take a look at this.
[00:04:21.494 --> 00:04:23.534]  Your rights are going boom in the state of California.
[00:04:23.835 --> 00:04:27.436]  California's smartphone kill switch proposed nationwide.
[00:04:27.836 --> 00:04:28.856]  So, this is a story.
[00:04:29.297 --> 00:04:37.520]  A lawmaker in Illinois has introduced a bill that would mandate a kill switch in all smartphones, potentially allowing authorities to shut them off at will.
[00:04:38.140 --> 00:04:47.149]  The legislation is a replica of a bill recently introduced in California aimed, according to lawmakers, at discouraging thefts of phones in black market trading.
[00:04:47.610 --> 00:04:52.755]  So they're saying this is because of Apple picking, you know, when they steal your iPhone or steal your smartphone data.
[00:04:52.775 --> 00:04:55.358]  We'll just have a kill switch so nobody can use your phone.
[00:04:55.698 --> 00:04:59.320]  Okay, so let's say you're out and, you know, maybe this will become routine in a traffic stop.
