[00:00:03.752 --> 00:00:05.673]  Waging war on corruption.
[00:00:06.154 --> 00:00:08.916]  Alex Jones on the GCN Radio Network.
[00:00:18.643 --> 00:00:22.747]  Leading a frontal assault on the lies of the New World Order.
[00:00:23.147 --> 00:00:26.930]  It's Alex Jones on the GCN Radio Network.
[00:00:28.590 --> 00:00:29.890]  Welcome to the Alex Jones Show.
[00:00:29.950 --> 00:00:31.031]  It's Sunday, April 6, 2014.
[00:00:32.611 --> 00:00:33.171]  I'm David Knight.
[00:00:33.191 --> 00:00:38.472]  I'll be your host today, but Alex is going to be joining us with a special report in the next segment.
[00:00:39.012 --> 00:00:42.153]  He's also going to have an interview that we had earlier this week.
[00:00:42.893 --> 00:00:45.414]  Highlights from his interview with Ron Paul.
[00:00:45.434 --> 00:00:47.514]  It's one of the best interviews I've ever heard with Ron Paul.
[00:00:48.075 --> 00:00:51.095]  He's going to be talking about, of course, geopolitics, Ukraine.
[00:00:51.135 --> 00:00:52.616]  What's going to happen to the people of Ukraine?
[00:00:52.676 --> 00:00:53.576]  How does that fit?
[00:00:54.116 --> 00:01:03.414]  Into a reasonable foreign policy, as well as the future of Rand Paul, a whole variety of issues that Alex Jones discusses with Ron Paul again.
[00:01:03.434 --> 00:01:05.037]  That's going to be in the second hour of the show.
[00:01:05.936 --> 00:01:07.077]  And we've got a lot of news today.
[00:01:07.097 --> 00:01:08.598]  We're going to be taking your calls.
[00:01:09.379 --> 00:01:11.620]  Some amazing news just broke the last couple of days.
[00:01:11.640 --> 00:01:16.884]  It turns out that the State Department, under Hillary Clinton, misplaced $6 billion.
[00:01:18.025 --> 00:01:19.466]  Gee, who'd have thought?
[00:01:19.706 --> 00:01:23.909]  That's billion with a B. She now wants to run for President.
[00:01:23.949 --> 00:01:25.130]  I guess that qualifies you.
[00:01:25.150 --> 00:01:28.713]  I mean, if you're that... Is it dishonesty or is it incompetence?
[00:01:28.753 --> 00:01:29.153]  I don't know.
[00:01:30.114 --> 00:01:34.000]  Apparently, neither one would disqualify her from running.
[00:01:34.761 --> 00:01:37.986]  She's the Democrats' frontrunner, but it's not just the Democrats.
[00:01:38.207 --> 00:01:42.974]  We see the GOP pouring itself out for sale to Sheldon Adelson.
[00:01:43.792 --> 00:02:01.127]  It's not just the little Sheldon Addison caucus that happened about a week and a half ago where you had Jeb Bush and Chris Christie and a couple of other governors went out and sucked up to Sheldon in Las Vegas, but now he's pretty much demanding that the GOP hold their convention there.
[00:02:02.006 --> 00:02:02.946]  And he's got a lot of clout.
[00:02:02.986 --> 00:02:09.548]  He gave $100 million to the GOP in the 2012 presidential elections, just for his presidential elections.
[00:02:10.168 --> 00:02:11.329]  What does that kind of stuff buy you?
[00:02:11.889 --> 00:02:16.050]  Well, it buys you bans against your competitors.
[00:02:16.770 --> 00:02:24.392]  Sheldon Adelson is trying to get online gaming canceled, and he's got a lot of help, not just from Republicans, of course, but from Democrats, too.
[00:02:24.412 --> 00:02:31.354]  Remember, Harry Reid is from Nevada, and it was a bipartisan bill that was introduced in, I think, both houses already.
[00:02:32.318 --> 00:02:32.558]  to try
[00:03:03.158 --> 00:03:03.538]  That's right.
[00:03:03.579 --> 00:03:08.160]  If you want to brew beer in Florida, you're going to have to run that through a distributor first.
[00:03:08.180 --> 00:03:19.925]  So if you've got a small restaurant that's brewing beer, you're going to need to sell that to a distributor, then buy it back from that distributor to sell it in your restaurant because that's what the big guys want.
[00:03:20.385 --> 00:03:29.112]  Similar to what's going on in New Jersey, of course, where you see the Automobile Dealers Association trying to shut out Tesla because they don't use automobile dealers, they sell directly.
[00:03:29.152 --> 00:03:38.179]  So we see over and over again, this is a pattern, whatever industry it is, the big guys come in and they control it because they want something out of government.
[00:03:38.219 --> 00:03:39.540]  So we're going to be talking about that.
[00:03:39.560 --> 00:03:41.882]  We're also going to be talking about Captain America.
[00:03:41.982 --> 00:03:42.763]  I saw it yesterday.
[00:03:43.363 --> 00:03:44.223]  It's amazing.
[00:03:44.623 --> 00:03:45.224]  It's great.
[00:03:45.284 --> 00:03:46.364]  You need to see this.
[00:03:46.764 --> 00:03:55.086]  Whether you're looking at it for the politics or whether you're looking at it as filmmaking or just looking at it as entertainment, it's a fantastic movie on all three fronts.
[00:03:55.166 --> 00:03:55.766]  No spoilers.
[00:03:55.826 --> 00:03:57.347]  I'm not going to give anything away.
[00:03:57.367 --> 00:04:05.549]  We'll talk a little bit about the article that was up on Drudge about what the director said, what his intentions were, and how he incorporated
[00:04:06.514 --> 00:04:15.564]  All of the civil liberties issues that are on the front burner get incorporated into this movie and folks, that's really a powerful thing when you see these issues.
[00:04:15.584 --> 00:04:17.106]  We talk about it on the news all the time.
[00:04:18.260 --> 00:04:27.247]  And we will cover it in documentaries, show what happens to people, but when you see it in a dramatic narrative, that really can wake people up.
[00:04:27.427 --> 00:04:29.068]  A very, very powerful film.
[00:04:29.709 --> 00:04:30.850]  I hope that you go see it.
[00:04:30.990 --> 00:04:37.835]  I hope you take some friends who maybe don't really appreciate where the police state, where the surveillance state is leading us and the danger of that.
[00:04:37.895 --> 00:04:39.056]  That's a great film.
[00:04:39.076 --> 00:04:40.377]  And we'll talk a little bit about that.
[00:04:40.437 --> 00:04:43.779]  Also, we're going to have a clip of some creepy, predictive
[00:04:44.820 --> 00:05:05.289]  Things about technology and the police state from 2007 Brian Williams and NBC ran this piece back in 2007 talking about what life was gonna be like in 2017 and all the things that you and I don't like if you don't like the police state as much as I don't like it are there so we're gonna be having that we're gonna that's something that's kind of in the background but stay tuned we're gonna be right back
[00:05:09.096 --> 00:05:16.264]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[00:05:16.364 --> 00:05:18.546]  But it's not just the air outside that's toxic.
[00:05:18.727 --> 00:05:23.932]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[00:05:24.092 --> 00:05:29.178]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[00:05:29.318 --> 00:05:32.420]  There are more than 42 million smokers in the United States.
[00:05:32.700 --> 00:05:36.623]  Well over a thousand types of mold and mildew linked to numerous conditions.
[00:05:36.843 --> 00:05:41.146]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[00:05:41.226 --> 00:05:51.373]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[00:05:51.593 --> 00:05:54.135]  Made with organic and wild cultivated herbs,
[00:05:54.335 --> 00:05:55.916]  And manufactured in the USA.
[00:05:56.056 --> 00:06:02.479]  The new InfoWars Live Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[00:06:02.659 --> 00:06:06.661]  Now available exclusively at InfoWarsLive.com or by calling toll free 888-253-3139.
[00:06:35.324 --> 00:06:36.605]  There is a war.
[00:06:37.026 --> 00:06:38.026]  It's happening now.
[00:06:38.827 --> 00:06:40.689]  It will decide the fate of humanity.
[00:06:41.249 --> 00:06:43.051]  The time to choose sides has come.
[00:06:43.831 --> 00:06:45.333]  We are the resistance.
[00:06:45.753 --> 00:06:47.354]  We are the Infowar.
[00:06:50.540 --> 00:06:51.900]  Welcome back to the Alex Jones Show.
[00:06:51.980 --> 00:06:53.361]  I'm David Knight on this Sunday, April 6, 2014.
[00:06:55.181 --> 00:06:58.982]  Now this week we had a tragic shooting again at Fort Hood.
[00:06:59.702 --> 00:07:03.123]  About 20 people were shot in a period of only about 10 minutes.
[00:07:03.163 --> 00:07:07.804]  And of course we had a couple of reporters go up there, Kit Daniels and Jakari Jackson, to the press conference.
[00:07:08.284 --> 00:07:13.745]  They asked the general who was giving the press conference, they asked him how long it took for people to respond, because that's one of the issues.
[00:07:14.065 --> 00:07:15.265]  Should people be armed there?
[00:07:15.665 --> 00:07:18.806]  But the other big issue that nobody else was asking either was
[00:07:19.406 --> 00:07:21.307]  Was he on an SSRI drug?
[00:07:21.607 --> 00:07:26.130]  Because this has been the common link in all of the mass shootings.
[00:07:26.610 --> 00:07:27.871]  And the answer was, yes.
[00:07:28.271 --> 00:07:30.832]  And Alex Jones has more information on that right now.
[00:07:32.193 --> 00:07:37.696]  An active shooting scene in Texas, a shooting at the Fort Hood Army Base and the Texas Department of Public Safety.
[00:07:37.996 --> 00:07:41.978]  Four people are dead, including the shooter, and the number of injured has jumped to 16.
[00:07:42.158 --> 00:07:46.961]  At 505 this evening, we were notified by officials from Fort Hood
[00:07:47.581 --> 00:07:50.384]  That there had been a shooting incident over there.
[00:07:50.864 --> 00:07:56.850]  This past Wednesday evening we saw yet another tragic mass shooting at a U.S.
[00:07:57.010 --> 00:07:57.791]  military base.
[00:07:58.551 --> 00:08:08.600]  Of course, just last year we saw the Naval Yard shooting and sure enough it turned out that that individual was on multiple psychotropic drugs.
[00:08:09.441 --> 00:08:31.778]  And within hours of the latest shooting at Fort Hood that claimed the lives of four people and injured 16, including the shooter who died, we learned that he was on a quote, cocktail of drugs, starting with Ambien, which it's only insert admits can put you into a zombie-like trance state
[00:08:32.518 --> 00:08:35.423]  Where you can go out and engage in violent acts.
[00:08:35.963 --> 00:08:37.546]  Literal psychotic breaks.
[00:08:37.946 --> 00:08:44.716]  The inserts for the drug admit that it is a hypnotic, anti-psychotic,
[00:08:45.965 --> 00:08:51.411]  That is extremely powerful and can cause someone to not even know what planet they're on.
[00:08:51.931 --> 00:08:57.297]  But this is something given to millions of Americans and dubbed a sleeping pill.
[00:08:58.158 --> 00:09:01.862]  No, ladies and gentlemen, Ambien is not a sleeping pill.
[00:09:02.543 --> 00:09:07.168]  And the larger issue here is, when are we going to wake up to the fact
[00:09:08.047 --> 00:09:20.915]  That in almost every mass shooting, and almost every military mass shooting, the soldiers and the general citizens are on different types of psychotropic drugs.
[00:09:21.356 --> 00:09:23.177]  Whether it be Luvox,
[00:09:23.777 --> 00:09:42.590]  Whether it be other drugs in the Prozac family or Ambien, all of these drugs, own inserts, admit it increases suicide, causes megalomania, causes people to go on psychotic rampages, causes people to black out and not know who they are.
[00:09:44.019 --> 00:09:56.216]  And the bigger issue here is it's getting worse because we have a record number of 22 servicemen and women committing suicide every single day in this country.
[00:09:57.037 --> 00:10:00.882]  Suicide deaths outnumber combat deaths now for four years running.
[00:10:01.826 --> 00:10:09.793]  The number of suicides that we're now seeing in the military are seven plus fold the previous record at the end of the Vietnam War in 1975.
[00:10:10.353 --> 00:10:12.415]  This is an epidemic.
[00:10:12.935 --> 00:10:22.924]  And the system's answer is to throw more pills at the troops whose own inserts say causes you to have increased suicide.
[00:10:23.544 --> 00:10:25.746]  It's just like I told Piers Morgan last year.
[00:10:26.087 --> 00:10:27.128]  You've got all these
[00:10:28.331 --> 00:10:43.790]  Serotonin reuptake inhibitor antidepressant ads on, and you're here blaming gun owners for what happened at Sandy Hook when the reported shooter, it turned out, was on multiple, you guessed it, psychotropic SSRIs yet again.
[00:10:44.210 --> 00:10:45.051]  How about Prozac?
[00:10:45.291 --> 00:10:47.292]  You know the number one- Oh, that's the big sponsor, isn't it?
[00:10:47.572 --> 00:10:48.613]  Or that whole class of drugs.
[00:10:48.633 --> 00:10:49.373]  Let me ask you a question.
[00:10:49.413 --> 00:10:50.994]  Oh, whoa, gotta cut that off, don't ya?
[00:10:51.014 --> 00:10:52.976]  Don't wanna talk about the U.S.
[00:10:53.016 --> 00:10:58.599]  number one cause of death is suicide now because they give people suicide mass murder pills.
[00:10:58.739 --> 00:10:59.079]  Calm down.
[00:10:59.119 --> 00:11:04.383]  Your answer is get more money of a psychiatrist and psychologist and put more crazy people on drugs that make them kill people, period.
[00:11:05.103 --> 00:11:12.765]  You take some video game head, obsessed with shoot-em-up games, you put them on drugs that put them in a trance state, what do you think's going to happen?
[00:11:13.045 --> 00:11:14.065]  Same thing with soldiers.
[00:11:14.525 --> 00:11:18.306]  You take people who are serving, on average, four tours now.
[00:11:18.546 --> 00:11:19.546]  That's never been done before.
[00:11:19.946 --> 00:11:24.787]  Some of them as many as ten tours in heavy combat.
[00:11:25.047 --> 00:11:26.947]  The most was two in Vietnam or World War II.
[00:11:27.508 --> 00:11:34.689]  And then you put them, when they're upset and depressed, on hard-core drugs that whack them out of their minds.
[00:11:35.189 --> 00:11:37.770]  What do you expect is going to happen?
[00:11:38.710 --> 00:11:47.912]  Separately, our reporters, Jakari Jackson and Kit Daniels, drove to Fort Hood from Austin and sat there through the press conference as softball questions were thrown out.
[00:11:48.292 --> 00:11:58.755]  The only reason it came out that the reported shooter, Ivan Lopez, was on drugs was because our reporters, the reporters from Infowars.com, asked the question.
[00:11:59.395 --> 00:12:09.683]  And they went on to point out that if it was a 15-minute response time for the military police to get there, why wouldn't we then allow concealed carry on the base?
[00:12:09.924 --> 00:12:13.066]  And the General said, oh no, I want the professionals to be able to have guns.
[00:12:13.346 --> 00:12:18.991]  You know, we don't want to have our military, who supposedly fights for our Second Amendment, to have the right to defend themselves.
[00:12:19.451 --> 00:12:27.778]  Here are some excerpts from that press conference where the Lieutenant General, the commander of the base, responds to questions from InfoWars reporters.
[00:12:28.433 --> 00:12:30.075]  Was he on any sort of medications?
[00:12:30.455 --> 00:12:32.017]  He was on medications, that's correct.
[00:12:32.097 --> 00:12:35.241]  Like SSRIs or antidepressants, anything of that nature?
[00:12:35.681 --> 00:12:35.962]  Yes.
[00:12:36.002 --> 00:12:39.886]  What are your thoughts on carrying the pill?
[00:12:39.906 --> 00:12:41.488]  You're not allowed to carry the pill.
[00:12:41.508 --> 00:12:44.071]  Do you think that you should carry one?
[00:12:45.190 --> 00:12:46.490]  No, I don't think so.
[00:12:46.530 --> 00:12:47.991]  We should have concealed weapons on both lines.
[00:12:48.051 --> 00:12:49.831]  We have law enforcement agents.
[00:12:49.891 --> 00:12:55.872]  We're trained professionals and I don't endorse carrying... How long did it take for the law enforcement to reach the scene?
