[00:00:01.892 --> 00:00:03.054]  Coast to coast.
[00:00:03.435 --> 00:00:04.797]  Direct from Austin.
[00:00:05.498 --> 00:00:08.703]  You're listening to the Alex Jones Broadcasting Network.
[00:00:15.103 --> 00:00:19.267]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:19.928 --> 00:00:20.728]  You want answers?
[00:00:21.509 --> 00:00:22.390]  Well, so does he.
[00:00:23.051 --> 00:00:26.714]  He's Alex Jones on the GCN Radio Network.
[00:00:27.255 --> 00:00:31.318]  And now, live from Austin, Texas, Alex Jones.
[00:00:45.677 --> 00:01:02.394]  While the world's been purposely distracted by the mind-controlled technocrats with the missing Malaysian plane and the latest pop culture fluff, Ukraine military has recaptured an eastern airport held by pro-Russian forces.
[00:01:03.215 --> 00:01:07.239]  Russia says Ukraine close to civil war as Kiev begins offensive.
[00:01:08.874 --> 00:01:11.337]  Reportedly directed by the Central Intelligence Agency.
[00:01:11.397 --> 00:01:12.378]  That's in Reuters.
[00:01:13.178 --> 00:01:15.180]  Ukraine begins offensive.
[00:01:15.220 --> 00:01:17.022]  Did you hear that?
[00:01:17.703 --> 00:01:22.848]  Into the areas that have voted 90 plus percent to be part of Russia and have historically been part of Russia.
[00:01:23.268 --> 00:01:32.638]  I've told you that's where the clash comes with areas on their own seceding over to Russia and then will Russia defend those that are voting to leave.
[00:01:34.984 --> 00:01:45.860]  And generally the way this would go is Russia would end up taking part of the country all the way to the river, the entire east, all the way to Kiev, and then stopping, similar to Germany being split into east and west.
[00:01:46.521 --> 00:01:49.204]  But in this case, the globalists are even worse than Russia.
[00:01:50.472 --> 00:01:53.374]  Clearly the Russians, I would say, were the bad guys in the Cold War.
[00:01:54.034 --> 00:02:04.741]  But the globalists used them as the bad guys to make us the bad guys and build a police state here as well in the name of countering their police state.
[00:02:05.581 --> 00:02:07.983]  This is just a huge, huge development.
[00:02:08.403 --> 00:02:10.604]  Two wounded and skirmishers in eastern Ukraine.
[00:02:11.085 --> 00:02:15.107]  Gunfire at eastern Ukraine airport as troops move in, retaking it from pro-Russia forces.
[00:02:15.828 --> 00:02:19.070]  Ukraine falters in drive-to-curb unrest in the east.
[00:02:19.960 --> 00:02:21.421]  Fragile Europe weakens U.S.
[00:02:21.441 --> 00:02:23.242]  push for Russia sanctions.
[00:02:24.102 --> 00:02:25.883]  Mainly because Germany's not going along with all of it.
[00:02:26.284 --> 00:02:28.385]  Russian jets passes near U.S.
[00:02:28.425 --> 00:02:29.385]  ship in Black Sea.
[00:02:29.726 --> 00:02:31.146]  Provocative, the Pentagon says.
[00:02:31.187 --> 00:02:31.747]  Yeah, it is.
[00:02:33.188 --> 00:02:34.568]  What the West is doing is provocative.
[00:02:35.289 --> 00:02:36.490]  Russia tests multi-
[00:02:38.137 --> 00:02:41.218]  Warhead ICBM or a Merv ICBM.
[00:02:41.918 --> 00:02:42.738]  Very provocative.
[00:02:42.758 --> 00:02:43.999]  This is the type of news.
[00:02:44.039 --> 00:02:44.439]  Don't worry.
[00:02:44.799 --> 00:02:46.420]  Obama has had a phone conversation.
[00:02:47.760 --> 00:02:50.421]  Obama has had a phone conversation with Putin.
[00:02:50.461 --> 00:02:51.721]  So he's on it.
[00:02:51.781 --> 00:02:52.361]  Everything's fine.
[00:02:52.681 --> 00:02:59.183]  And again, the issue is Ukraine voted four months ago, three months ago, not to join the EU.
[00:03:00.284 --> 00:03:04.545]  And the George Soros, NATO, globalists activated.
[00:03:05.766 --> 00:03:07.106]  The NGOs activated.
[00:03:08.938 --> 00:03:13.779]  And they spent five billion dollars there the last few years, that's not debated, and they overthrew the country.
[00:03:14.855 --> 00:03:26.620]  But there's going to be Russians that don't want to be basically culturally cleansed in the East by the predominantly more, you could say, historically more German-affiliated Ukrainians.
[00:03:26.680 --> 00:03:28.160]  In fact, a bunch of them really are just Germans.
[00:03:29.521 --> 00:03:35.443]  And of course, Hitler went in there and took over to quote, get the, you know, Germanic or Aryan Ukrainians.
[00:03:35.483 --> 00:03:36.704]  I mean, this just goes over and over.
[00:03:37.164 --> 00:03:38.865]  The Nazis have done war crimes there.
[00:03:38.885 --> 00:03:41.166]  The Russians have done huge war crimes there.
[00:03:41.846 --> 00:03:44.327]  Some of the greatest crimes ever have been committed against the Ukrainian people.
[00:03:44.647 --> 00:03:47.387]  I get why a lot of Ukrainians are anti-Russian.
[00:03:48.288 --> 00:03:51.208]  But it doesn't matter, Russia's been part of Ukraine off and on forever.
[00:03:52.028 --> 00:03:54.469]  And so it's just, it's like black versus white.
[00:03:55.389 --> 00:03:58.950]  And these people basically, you know, share a lot of culture, pretty much look the same.
[00:03:59.570 --> 00:04:05.352]  But they're divided by a river, they're divided by Catholic and Orthodox, and it's just the same story over and over again.
[00:04:05.752 --> 00:04:06.832]  Kill, kill, kill.
[00:04:07.492 --> 00:04:11.253]  Let's be divided and conquered by the globalists, who are going to come in and enslave everybody.
[00:04:12.708 --> 00:04:18.253]  The new threat is the synthetic, anti-human, dehumanization, technocratic New World Order.
[00:04:18.754 --> 00:04:19.915]  It's the big enchilada.
[00:04:20.496 --> 00:04:23.298]  It's the big end of days system if it wins.
[00:04:23.398 --> 00:04:30.665]  It's the end of humans as we know it, the rise of the robots, and humans better get that through their heads and decide whether we want to
[00:04:31.326 --> 00:04:58.925]  Align ourselves along ideas of freedom, liberty, private property, shared wish for humans to uplift ourselves, or whether we're going to continue to be divided and conquered along all these ethnic, religious, racial lines, which can be real differences at the end of the day, but the issue is the globalists are synthetically manipulating those differences and playing them off against each other instead of using those differences to truly
[00:04:59.626 --> 00:05:01.291]  Enrich the global culture.
[00:05:02.294 --> 00:05:04.681]  And the globalists wage war against any strong culture.
[00:05:04.962 --> 00:05:05.905]  That's its ultimate sin.
[00:05:10.253 --> 00:05:17.420]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[00:05:17.520 --> 00:05:19.702]  But it's not just the air outside that's toxic.
