[00:00:05.083 --> 00:00:05.723]  Big Brother.
[00:00:06.383 --> 00:00:07.404]  Mainstream media.
[00:00:08.144 --> 00:00:09.244]  Government cover-ups.
[00:00:09.904 --> 00:00:10.705]  You want answers?
[00:00:11.485 --> 00:00:12.385]  Well, so does he.
[00:00:13.045 --> 00:00:16.666]  He's Alex Jones on the GCN Radio Network.
[00:00:17.226 --> 00:00:21.287]  And now, live from Austin, Texas, Alex Jones.
[00:00:36.776 --> 00:00:39.700]  Ladies and gentlemen, thank you so much for joining us.
[00:00:40.380 --> 00:00:50.191]  Already Monday, the 19th day of May 2014, and we're going to be live here for the next three hours.
[00:00:51.052 --> 00:00:54.476]  If you go up to DrugsReport.com, I still believe it's there, correct?
[00:00:55.237 --> 00:01:10.228]  If you go to DrudgeReport.com, right in the middle column is a story that went up Friday night that I thought was so important that I continued to keep it up on the front page of InfoWars.com until last night.
[00:01:10.888 --> 00:01:20.435]  And I'm going to ask, and I rarely do that, I'm going to ask the writers to repost that, red-linked, to the front page of InfoWars.com right now.
[00:01:21.155 --> 00:01:28.700]  But right now you can find it at DrudgeReport.com in the middle of the middle column.
[00:01:28.780 --> 00:01:32.522]  Police now armed for war against returning veterans.
[00:01:32.722 --> 00:01:42.788]  And this five minute video clip from Fox News in Morgan County, Indiana illustrates everything we've been talking about.
[00:01:43.649 --> 00:01:48.812]  And of course it's been said that one man dies, it's a tragedy, 10,000 dies is a statistic to quote Joe Stalin.
[00:01:50.509 --> 00:02:00.596]  We can have all the army documents in the world that are admitted to be declassified and real with the military training to confiscate our guns and arrest libertarians, conservatives, veterans, gun owners.
[00:02:01.257 --> 00:02:15.908]  But when you actually have them on the news rolling it out like it's a good thing, saying the next war won't be with the Muslim radicals, it won't be with Russia, it will be with the veterans.
[00:02:17.333 --> 00:02:19.194]  And they sell it like it's a good thing.
[00:02:19.695 --> 00:02:22.117]  This is something directly out of The Running Man.
[00:02:24.418 --> 00:02:26.500]  And then you see the dramas, the sitcoms, the movies.
[00:02:26.800 --> 00:02:35.686]  The cultural rollout is, who are patriots that like George Washington, private property, the Second Amendment, family values, men are men, women are women?
[00:02:36.387 --> 00:02:37.107]  Terrorists.
[00:02:37.468 --> 00:02:40.430]  Terroristas, I believe is the Spanish way of saying it.
[00:02:40.470 --> 00:02:44.493]  So, Mom and Apple Pie will get you in Gitmo.
[00:02:46.491 --> 00:02:51.634]  Being for standard prosperity, standard what works, proven, is evil.
[00:02:52.295 --> 00:02:53.516]  Being good is evil.
[00:02:55.495 --> 00:02:57.457]  So they're making the segue.
[00:02:57.777 --> 00:03:00.239]  I was the first to tell you about how they'd roll out white Al Qaeda.
[00:03:00.879 --> 00:03:04.002]  I was the first to tell you they were going to mesh it with the military veterans.
[00:03:04.382 --> 00:03:05.843]  I was the first to give you the documents.
[00:03:06.123 --> 00:03:06.984]  People couldn't believe it.
[00:03:07.424 --> 00:03:08.905]  Folks, I know the enemy.
[00:03:09.185 --> 00:03:09.966]  I'm not bragging.
[00:03:10.026 --> 00:03:12.768]  I'm saying you need to listen to me.
[00:03:13.148 --> 00:03:16.671]  This is a real foreign collaborator occupation.
[00:03:16.991 --> 00:03:18.092]  Those are not words.
[00:03:18.813 --> 00:03:20.094]  That is not rhetoric.
[00:03:20.514 --> 00:03:21.275]  That is real.
[00:03:22.423 --> 00:03:27.425]  So obviously, we're going to talk about this because the story broke after I got off the air Friday.
[00:03:27.805 --> 00:03:29.285]  Kind of got buried over the weekend.
[00:03:29.346 --> 00:03:36.448]  Drudge wisely, at TheMightyDrudgeReport.com, waited until Sunday night into Monday morning to put it up, knowing it's important and needs to get attention.
[00:03:38.789 --> 00:03:39.929]  This story is big.
[00:03:40.349 --> 00:03:44.351]  And it's not that long of a story, but it gives some background and it ties into everything.
[00:03:44.411 --> 00:03:45.751]  So, we're going to cover that.
[00:03:46.512 --> 00:03:47.232]  Because here's the deal.
[00:03:49.111 --> 00:04:05.809]  If we cause a public debate about this, if we force a discussion about how the veterans are quietly being demonized, and that a civil war is being prepared, like Emperor Palpatine wanting to wipe out the Jedi in Episode 3, I mean that's literally what's being prepared.
[00:04:07.557 --> 00:04:12.463]  They used the military to set up the world government, believing that they're fighting tyranny worldwide.
[00:04:12.483 --> 00:04:13.464]  They set up the world government.
[00:04:13.844 --> 00:04:16.227]  Now they know the military won't go along with the final tyranny.
[00:04:16.607 --> 00:04:19.891]  They've got to have Order 66 executed on them.
[00:04:20.712 --> 00:04:22.514]  Execute Order Number 66.
[00:04:23.715 --> 00:04:24.256]  Literally.
[00:04:24.576 --> 00:04:25.177]  And by the way,
[00:04:26.539 --> 00:04:44.721]  George Lucas said, and I'm using a popular cheesy movie as a way to illustrate this, he said at Cannes Film Festival, and that came out in 99 or 2000, whatever it was, he said, it was 2001, that's when episode 3 came out, that's right, he said, this is how the world really works, I wrote this to reflect what's currently happening.
[00:04:45.771 --> 00:04:50.881]  9-11 had just happened, so I guess 99, 2001, 2003 is when it came out.
[00:04:51.583 --> 00:04:52.284]  We'll check the date.
[00:04:52.304 --> 00:04:57.234]  The point is, that's basically what's going on, and they're getting ready to have a civil war against the military.
[00:04:57.274 --> 00:04:57.614]  Stay with us.
[00:05:00.914 --> 00:05:08.759]  The globalists have controlled the mainstream media for a long time, but now they're expanding, making the weaponization even more vicious and deceptive.
[00:05:09.040 --> 00:05:11.121]  All the major networks are state-run.
[00:05:11.261 --> 00:05:13.903]  We are partnering this year with the NFL.
[00:05:13.963 --> 00:05:18.086]  The NFL has become a political weapon against the Second Amendment, and pushes Obamacare.
[00:05:18.326 --> 00:05:21.548]  MSNBC tells us that our children belong to the state.
[00:05:21.568 --> 00:05:28.833]  We have to break through our kind of private idea that kids belong to their parents, or kids belong to their families, and recognize that kids belong to whole communities.
[00:05:29.013 --> 00:05:33.136]  It is more important than ever to realize that we are not the alternative media.
[00:05:33.317 --> 00:05:35.018]  We are the true media.
[00:05:35.138 --> 00:05:37.720]  The establishment dinosaur press is dying.
[00:05:37.820 --> 00:05:41.463]  We are in an information war and we are losing that war.
[00:05:41.583 --> 00:05:45.707]  Join us at InfoWarsNews.com and PrisonPlanet.tv.
[00:05:45.927 --> 00:05:48.789]  Members can share their memberships with up to 11 people.
[00:05:48.889 --> 00:05:53.253]  By subscribing, you will literally be buying war bonds in the Info War
[00:05:53.533 --> 00:05:56.455]  To expand our operation in the face of the tyrants.
[00:05:56.755 --> 00:05:59.217]  Join us at PrisonPlanet.tv.
[00:06:00.618 --> 00:06:07.203]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine.
[00:06:07.503 --> 00:06:11.006]  A practice now banned in nations around the world.
[00:06:11.306 --> 00:06:13.167]  Guess what else is in the halogen family?
[00:06:13.367 --> 00:06:14.048]  Fluoride!
[00:06:14.248 --> 00:06:15.829]  Ladies and gentlemen, Alex Jones here.
[00:06:16.169 --> 00:06:22.494]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[00:06:22.734 --> 00:06:27.518]  It's the good halogen on the periodic table, and the results are on record.
[00:06:27.658 --> 00:06:33.743]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[00:06:33.983 --> 00:06:36.145]  Bottom line, iodine is important.
[00:06:36.405 --> 00:06:39.027]  Unbound, clean, in a glycerin base.
[00:06:39.327 --> 00:06:42.710]  Nascent iodine was the answer for myself and my family.
[00:06:42.850 --> 00:06:47.433]  You will find survival shield Nascent Iodine exclusively at Infowarslife.com.
[00:06:48.254 --> 00:06:53.057]  InfoWars Life Survival Shield Nascent Iodine isn't just for emergencies.
[00:06:53.357 --> 00:06:54.397]  I take it every day.
[00:06:54.557 --> 00:06:59.680]  That's InfoWarsLife.com or call toll-free 888-253-3139.
[00:07:00.500 --> 00:07:05.083]  Why does the United States spend the largest percentage of GDP in the world on health care?
[00:07:05.223 --> 00:07:05.623]  Why do we
[00:07:05.623 --> 00:07:13.545]  We have the highest cancer rates on the planet, the highest rates of diabetes, autism, and every other major disease.
[00:07:13.885 --> 00:07:15.525]  It all comes down to one thing.
[00:07:15.805 --> 00:07:17.125]  We are what we eat.
[00:07:17.445 --> 00:07:21.786]  Our food is devoid of nutrition and processed with poisons and additives.
[00:07:22.126 --> 00:07:26.087]  Our water is filled with toxic poisons and big pharma runoff.
[00:07:26.347 --> 00:07:28.668]  All of this has been engineered by design.
[00:07:28.888 --> 00:07:34.789]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[00:07:35.109 --> 00:07:37.852]  To learn more, visit InfoWarsHealth.com.
[00:07:38.092 --> 00:07:44.998]  The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[00:07:45.158 --> 00:07:52.945]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese when you visit InfoWarsHealth.com.
[00:07:53.085 --> 00:07:57.148]  Be sure and check out the catalog with nearly 400 life-changing products.
[00:07:57.389 --> 00:07:59.871]  And get free shipping when you sign up for AutoShip.
[00:08:03.631 --> 00:08:24.262]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:08:27.463 --> 00:08:29.184]  The Alex Jones Show.
[00:08:29.564 --> 00:08:32.206]  Because there is a war on for your mind.
[00:08:40.836 --> 00:08:56.505]  The globalists know that the people of the planet are waking up big time to how the corporate tyranny operates, how it wages war against the free market and true capitalism while masquerading as capitalism to discredit it.
[00:08:58.867 --> 00:09:01.088]  And they are making their move to fully gut the U.S.
[00:09:01.128 --> 00:09:08.493]  borders entirely and complete our journey into slavery with a giant voting block that is a lapdog to the establishment.
[00:09:09.711 --> 00:09:13.255]  Boehner's big reform decision is now upon us.
[00:09:13.275 --> 00:09:15.217]  We're going to be breaking that down.
[00:09:15.258 --> 00:09:20.383]  Republican and Democratic advocates see one final long-shot chance to pass immigration reform this summer.
[00:09:21.491 --> 00:09:29.720]  And it's fate rests with Speaker stuck between his party's resistance and his search for a career-defining legacy.
[00:09:30.281 --> 00:09:33.104]  That's what The Hill says, and that story's up at DrudgeReport.com.
[00:09:33.504 --> 00:09:34.745]  That's how they sell this.
[00:09:35.406 --> 00:09:36.567]  Boehner is a globalist.
[00:09:36.647 --> 00:09:37.949]  Boehner won't get rid of Obamacare.
[00:09:40.970 --> 00:09:43.554]  He says he'll try to tweak some of the bad parts of it.
[00:09:43.754 --> 00:09:45.176]  The whole thing is a monstrosity.
[00:09:45.837 --> 00:09:47.419]  Boehner plays golf with Obama.
[00:09:47.880 --> 00:09:50.603]  Boehner is bankrolled by the very same special interests.
[00:09:50.663 --> 00:09:51.485]  I know you know that.
[00:09:54.729 --> 00:09:57.934]  And it's blue-blood Republicans like him that have helped destroy this country.
[00:09:58.956 --> 00:10:00.477]  And again, I know I'm stating the obvious.
[00:10:01.238 --> 00:10:06.461]  It's just that no other country in the world can you go there and have a baby and have it paid for by the state.
[00:10:06.882 --> 00:10:11.665]  Nowhere in the world can you be a foreigner and come to the country and get free tuition or in-state tuition.
