[00:00:02.152 --> 00:00:03.314]  Coast to coast.
[00:00:03.695 --> 00:00:05.017]  Direct from Austin.
[00:00:05.758 --> 00:00:08.962]  You're listening to the Alex Jones Broadcasting Network.
[00:00:16.297 --> 00:00:16.918]  Big Brother.
[00:00:17.598 --> 00:00:18.619]  Mainstream media.
[00:00:19.359 --> 00:00:20.460]  Government cover-ups.
[00:00:21.121 --> 00:00:21.941]  You want answers?
[00:00:22.722 --> 00:00:23.583]  Well, so does he.
[00:00:24.263 --> 00:00:27.866]  He's Alex Jones on the GCN Radio Network.
[00:00:28.446 --> 00:00:32.509]  And now, live from Austin, Texas, Alex Jones.
[00:00:43.394 --> 00:00:46.316]  It's October 13th and it's the Alex Jones Show live.
[00:00:46.596 --> 00:00:49.558]  I'm Paul Joseph Watson filling in for Alex Jones today.
[00:00:49.578 --> 00:00:51.479]  Again, huge show lined up.
[00:00:51.499 --> 00:00:58.564]  We've got Wayne Madsen coming up in the next hour to talk about the NSA, ISIS and the Ukraine-Russia situation.
[00:00:59.384 --> 00:01:04.249]  David Knight in studio is going to pop in on a couple of occasions with the latest breaking news.
[00:01:04.709 --> 00:01:08.673]  We've also got Anthony Gucciardi on his experience this weekend.
[00:01:09.193 --> 00:01:16.320]  He went to an Alice Cooper concert in Houston and basically was faced with TSA style grope down procedures.
[00:01:16.340 --> 00:01:20.123]  We're going to get into that and a lot more as well as your calls.
[00:01:20.504 --> 00:01:22.385]  Top story on Drudge Report right now.
[00:01:23.486 --> 00:01:28.231]  WHO says Ebola is most severe acute health emergency in modern times.
[00:01:28.791 --> 00:01:30.913]  This has just been posted up on the Drudge Report.
[00:01:31.694 --> 00:01:34.957]  The Ebola outbreak is the most severe acute modern health emergency.
[00:01:35.477 --> 00:01:46.187]  The World Health Organization has warned the agency's Director General Margaret Chan said the epidemic has proved the world is ill-prepared to respond to any severe sustained and threatening public health emergency.
[00:01:46.727 --> 00:01:55.269]  She added that new cases of Ebola are now rising exponentially in the three hardest hit countries, Guinea, Liberia and Sierra Leone.
[00:01:55.329 --> 00:02:12.893]  So, the WHO again, which has treated this outbreak with the seriousness it deserves, in contrast to the CDC, is sounding the alarm bells, but that doesn't seem to be much of a concern for NBC chief medical correspondent Nancy Snyderman.
