[00:00:19.477 --> 00:00:21.057]  Welcome to the Infowars Nightly News.
[00:00:21.137 --> 00:00:21.797]  I'm David Knight.
[00:00:21.877 --> 00:00:24.598]  It's Thursday, January the 23rd, 2014.
[00:00:25.098 --> 00:00:37.160]  Now our top story tonight is a reminder from the Syrian Electronic Army that CNN has been serving as nothing more than a propaganda arm for the Obama administration in this build-up for war in Syria.
[00:00:37.680 --> 00:00:41.161]  They took over their Twitter feed and they put out some interesting tweets.
[00:00:41.181 --> 00:00:47.162]  It said, Obama Bin Laden, the Lord of Terror, is brewing lies that the Syrian state controls Al-Qaeda.
[00:00:47.742 --> 00:00:52.805]  He says, don't forget, Al-Qaeda is Al-Cieda, funded, armed and controlled.
[00:00:53.525 --> 00:01:00.429]  And of course, that's exactly what Paul Joseph Watson was talking about in his article on Infowars today, that Al-Qaeda is the best enemy that money can buy.
[00:01:00.449 --> 00:01:06.952]  He points out that recent reports that Al-Qaeda militants have taken over parts of Iraq serve as a stark reminder that the U.S.
[00:01:06.992 --> 00:01:08.113]  has for decades
[00:01:08.493 --> 00:01:20.302]  played a crucial role, both directly and indirectly, aiding the spread of terrorists around the Middle East and North Africa as a Machiavellian tool of neo-colonialism, creating enemies as we need them.
[00:01:20.762 --> 00:01:24.145]  He says the re-emergence of Al Qaeda in Iraq emphasizes how the U.S.'
[00:01:24.105 --> 00:01:30.609]  's near nine-year occupation of the country, during which hundreds of thousands of Iraqis, along with thousands of U.S.
[00:01:30.629 --> 00:01:33.692]  troops were killed, was a colossal failure.
[00:01:34.392 --> 00:01:41.855]  We've had Congressman, we've had Ted Cruz, as well as Dennis Kucinich talk about how we don't want to be Al-Qaeda's air force.
[00:01:42.355 --> 00:01:57.780]  It's not a secret, even though the people who are reporting this CNN hack of their, the hack of their CNN Twitter feed, even though they're scoffing at people calling Al-Qaeda Obama's army and talking about how he's a lord of terror, that's exactly what has been happening.
[00:01:57.980 --> 00:01:58.780]  And it's no secret.
[00:01:59.020 --> 00:02:01.241]  Both Democrats and Republicans have been saying this.
[00:02:01.321 --> 00:02:03.462]  It's no longer anything that they're even trying to hide.
[00:02:03.982 --> 00:02:06.063]  And he points out here, this goes all the way back to 9-11.
[00:02:06.443 --> 00:02:15.648]  He points out at the bottom of the article, he says, barely weeks before 9-11, former members of Al Qaeda, who subsequently joined the Kosovo Liberation Army, were airlifted out of Macedonia by U.S.
[00:02:15.708 --> 00:02:20.570]  paratroopers and, as FBI translator Seibel Edmonds had revealed, the U.S.
[00:02:20.630 --> 00:02:25.892]  maintained intimate relations with bin Laden all the way until the day of September 11th.
[00:02:27.333 --> 00:02:30.834]  Now, it's not just war in the Middle East that we're concerned about and that we're tracking here.
[00:02:30.874 --> 00:02:33.535]  There's also a buildup of war in the Far East.
[00:02:33.976 --> 00:02:37.317]  We see a Harvard professor speaking in China.
[00:02:37.417 --> 00:02:38.357]  He's an expert on China.
[00:02:38.737 --> 00:02:42.979]  And he said that he's warning of a devastating China-Japan war.
[00:02:43.059 --> 00:02:50.442]  On the radio show today, Alex Jones talked to historian Margaret MacMillan about current parallels to events that led up to World War I.
[00:02:52.964 --> 00:03:00.530]  Thank you so much for coming on, Professor, and I want to get into the report I saw at a London Independent.
