[00:00:19.577 --> 00:00:20.357]  Good evening, everyone.
[00:00:20.397 --> 00:00:22.598]  Welcome to the InfoWars Nightly News.
[00:00:22.738 --> 00:00:23.658]  I'm Darren McBreen.
[00:00:23.718 --> 00:00:25.998]  It is Thursday, June 5th, 2014.
[00:00:27.118 --> 00:00:28.519]  Here's a quick look at what's coming up.
[00:00:30.599 --> 00:00:35.900]  Tonight, InfoWars in-depth coverage of Sergeant Bergman.
[00:00:36.680 --> 00:00:40.441]  Did the Obama administration do the right thing with this negotiation?
[00:00:40.921 --> 00:00:43.921]  Staff Sergeant Joe Biggs and Darren McBreen report.
[00:00:44.461 --> 00:00:47.762]  That's next on the InfoWars Nightly News.
[00:00:48.692 --> 00:00:53.756]  Why are his comrades saying that he was more of a deserter than his Taliban victim?
[00:00:53.936 --> 00:00:57.699]  Why does his dad get all choked up when he talks about the Afghan people?
[00:00:57.799 --> 00:00:59.481]  I mean, that just sounds like a psyop to me.
[00:01:00.046 --> 00:01:10.335]  Well, tonight there is increasing evidence that the Obama administration may have traded five terrorist ringleaders for what many are now calling a traitor.
[00:01:10.936 --> 00:01:18.223]  Army Sergeant Bo Bergdahl, who was captured five years ago by the Al Qaeda-linked Taliban in Afghanistan,
[00:01:18.703 --> 00:01:32.954]  Well, he not only deserted his post in hostile territory, but he also left a note announcing that he was disgusted with the American mission in Afghanistan and he wanted to renounce his citizenship to the United States.
[00:01:33.374 --> 00:01:39.920]  The New York Times reported that Bergdahl took a backpack, some bottled water, a couple of knives, and a notebook
[00:01:40.640 --> 00:01:42.081]  It basically went AWOL.
[00:01:42.421 --> 00:01:44.202]  He didn't take any weapons with him.
[00:01:44.322 --> 00:01:50.946]  He simply walked off into the sunset in Afghanistan near the Pakistan border and disappeared.
[00:01:51.567 --> 00:02:01.433]  And well, as you know, he ultimately got captured by the Taliban, leaving behind his comrades who were undoubtedly concerned about what the hell was going on.
[00:02:01.513 --> 00:02:09.778]  In fact, they spent the next 90 days searching for him, and many of them lost their lives in the process.
[00:02:10.518 --> 00:02:17.900]  Now look, if Bergdahl was a conscientious objector and no longer wanted to participate in the Afghan war, I get it.
[00:02:18.440 --> 00:02:19.060]  I understand.
[00:02:19.481 --> 00:02:22.121]  And I'd be sympathetic towards his cause.
[00:02:22.601 --> 00:02:29.703]  However, the fact that he deserted his unit put the men he left behind at serious risk.
[00:02:30.283 --> 00:02:34.245]  And many brave soldiers lost their lives trying to save him.
[00:02:35.845 --> 00:02:36.806]  Is inexcusable.
