[00:00:19.560 --> 00:00:21.483]  Welcome to the Info Wars Nightly News.
[00:00:21.563 --> 00:00:22.825]  I'm your host, Jakari Jackson.
[00:00:23.105 --> 00:00:24.407]  It's March 12, 2014, and here are our top stories.
[00:00:29.892 --> 00:00:41.583]  Tonight, victory in Connecticut as a police officer is suspended this week after viral reports exposed his public defense of door-to-door gun confiscation.
[00:00:41.843 --> 00:00:50.752]  Meanwhile, in Austin, Texas, armed activists stand up for the Second Amendment by open and carrying in front of a live national audience.
[00:00:53.979 --> 00:00:56.542]  No need to fear, InfoWars is here.
[00:00:56.762 --> 00:01:03.790]  Plus, a prominent scientist warns that GMOs will unleash ecocide across the planet.
[00:01:04.231 --> 00:01:07.835]  That's up next on the InfoWars Nightly News.
[00:01:07.975 --> 00:01:08.576]  And welcome back.
[00:01:08.996 --> 00:01:17.560]  The crew and myself have just returned from South by Southwest, a very successful open carry march with Come and Take It Austin, a local open carry group.
[00:01:17.881 --> 00:01:23.203]  Now, we went out to South by Southwest because we wanted to show Second Amendment rights to an international community.
[00:01:23.523 --> 00:01:28.266]  People who may not have never seen a gun, never touched a gun, had a chance to dialogue with us.
[00:01:28.346 --> 00:01:31.988]  I even talked to a gentleman, had a bit of an animated conversation, so to speak.
[00:01:32.288 --> 00:01:37.651]  But I do definitely respect the gentleman, if you're out there watching, for standing your ground and at least being willing to discuss
[00:01:38.311 --> 00:02:00.855]  These issues and also the Austin Police Department gave us a escort through town and as our viewers are well aware I have various issues with APD but they were very friendly, very professional today so my hats off to you guys and the real winner here is the Second Amendment and everybody being able to experience this and you can find all this stuff on the streams on PrisonPlanet.tv if you missed the Alex Jones Day Show today.
[00:02:01.275 --> 00:02:02.495]  Now let's go into our top story.
[00:02:02.975 --> 00:02:03.395]  Victory!
[00:02:03.695 --> 00:02:07.156]  Connecticut cops suspended after calls for home gun confiscation.
[00:02:07.876 --> 00:02:20.204]  As the story went viral across social media, major public backlash ensued, resulting in Peterson's, that's the officer's, suspension and an internal investigation, as confirmed to StoryLeak by police captain Jeffrey Morgan.
