[00:00:19.608 --> 00:00:21.409]  Welcome to the InfoWars Nightly News.
[00:00:21.489 --> 00:00:25.631]  It is Tuesday, May 20th, 2014, and I'm Leanne McAdoo.
[00:00:25.731 --> 00:00:26.732]  Here's what's coming up tonight.
[00:00:28.753 --> 00:00:35.816]  Tonight, President Obama claims he just learned of the secret veteran waiting list from watching TV.
[00:00:36.657 --> 00:00:42.339]  Then, police work to dispel negative public perception of military vehicles on American streets.
[00:00:43.500 --> 00:00:46.341]  And... Satan is here, and he ain't going anywhere.
[00:00:46.382 --> 00:00:47.522]  We have your children.
[00:00:47.642 --> 00:00:49.323]  I would definitely punch him in the nuts.
[00:00:50.270 --> 00:00:52.170]  No, they'd be like, look at the Christian being aggressive.
[00:00:52.730 --> 00:00:56.471]  You're calling for people's blood and saying your children belong to us.
[00:00:56.491 --> 00:00:57.611]  I mean, I just can't handle it.
[00:00:58.311 --> 00:01:02.752]  Well, amid the fiasco at Veterans Affairs, a top official has resigned.
[00:01:03.092 --> 00:01:07.193]  But veterans rights groups are saying that really does little to fix the problem.
[00:01:07.653 --> 00:01:17.015]  Veterans rights groups are saying the resignation of Dr. Robert Petzel is disingenuous, it does little to fix the problem, and frankly, he's just a scapegoat.
[00:01:17.475 --> 00:01:21.176]  Petzl was the Undersecretary for Health in the Department of Veterans Affairs.
[00:01:21.736 --> 00:01:28.358]  A statement released by the Iraq and Afghanistan Veterans of America says, we don't need the VA to find a scapegoat.
[00:01:28.518 --> 00:01:34.060]  We need an actual plan to restore a culture of accountability throughout the VA.
[00:01:34.460 --> 00:01:37.781]  Now, Dr. Petzl, he was set to retire this year anyway.
[00:01:37.861 --> 00:01:39.301]  It's highly insulting to them.
[00:01:39.741 --> 00:01:41.662]  It doesn't really show a lot of effort
[00:01:42.282 --> 00:01:49.846]  On the part of the Obama administration to show that they're doing a lot to change the problem by firing someone who was set to retire.
[00:01:49.966 --> 00:01:52.728]  It's basically just giving him an early retirement.
[00:01:53.128 --> 00:01:58.871]  Kind of reminds me of that very insulting firing of the IRS commissioner last year.
[00:01:59.392 --> 00:02:05.475]  Obama was trying to be big and bad by firing the acting IRS commissioner Stephen Miller.
