[00:00:19.369 --> 00:00:20.130]  Good evening, everyone.
[00:00:20.170 --> 00:00:22.012]  Welcome to the Infowars Nightly News.
[00:00:22.172 --> 00:00:23.012]  I'm Darren McBreen.
[00:00:23.053 --> 00:00:25.295]  Today is Thursday, April 17th, 2014.
[00:00:25.655 --> 00:00:28.998]  Here's a quick look at what's coming up.
[00:00:31.340 --> 00:00:36.986]  Tonight, the New York Safe Act is met with mass civil disobedience from gun owners.
[00:00:38.217 --> 00:00:43.142]  And original Black Panther, Larry Pinckney, exposed the truth about Al Sharpton.
[00:00:43.782 --> 00:00:46.425]  The public is manipulated.
[00:00:46.885 --> 00:00:54.612]  And people like Al Sharpton, opportunists, blood-sucking opportunists, are the ones who do it.
[00:00:55.473 --> 00:00:57.074]  Good people are gonna crush you!
[00:00:57.635 --> 00:00:59.817]  Intellectually, it's begun and you can feel it!
[00:01:00.270 --> 00:01:11.559]  The gun control law known as the SAFE Act in New York is quickly becoming a total and utter failure as there is now massive civil disobedience opposing the law.
[00:01:11.919 --> 00:01:13.661]  Well, never saw that one coming.
[00:01:13.701 --> 00:01:23.229]  The state of New York is refusing to say just how many gun owners complied with the mandate to register their so-called assault weapons under the SAFE Act.
[00:01:23.769 --> 00:01:24.530]  Yeah, the SAFE Act.
[00:01:24.550 --> 00:01:26.391]  There's an Orwellian title for you.
[00:01:26.752 --> 00:01:46.710]  And there is a sheriff out there who says he will not enforce the measure, suggesting that just like a similar law in Connecticut, the gun control effort has been a total failure, as more and more Americans engage in mass civil disobedience against curbs on the Second Amendment.
[00:01:47.290 --> 00:01:47.930]  And good for them.
[00:01:48.411 --> 00:01:55.975]  Apparently owners of the assault-style weapons had until Tuesday to register their firearms under the new law.
[00:01:56.336 --> 00:01:57.136]  But check this out.
[00:01:57.436 --> 00:02:04.421]  Firearms advocates are saying that only around 10% of gun owners have actually complied.
[00:02:04.801 --> 00:02:05.822]  That's awesome.
[00:02:06.402 --> 00:02:08.723]  And I think it should be interesting to see how...
[00:02:10.204 --> 00:02:12.906]  Officials plan on enforcing this law.
[00:02:12.946 --> 00:02:15.047]  I think it's going to be very, very difficult.
[00:02:15.407 --> 00:02:22.290]  We'll definitely keep you posted on the progress of the so-called SAFE Act out there in New York.
[00:02:22.411 --> 00:02:34.537]  Meanwhile, former Mayor Bloomberg has just announced a brand new $50 million gun control campaign that is supposed to target what he calls illegal guns.
[00:02:35.077 --> 00:02:40.421]  As well as educate the public on just how dangerous guns are.
[00:02:40.441 --> 00:02:41.282]  Wait a minute.
[00:02:41.702 --> 00:02:43.243]  Do I hear Eric Holder?
[00:02:43.704 --> 00:02:49.468]  One thing that I think is clear with young people and with adults as well is that we just have to be repetitive about this.
[00:02:49.508 --> 00:02:54.131]  It's not enough to simply have a catchy ad on a Monday and then only do it every Monday.
[00:02:54.191 --> 00:03:01.097]  We need to do this every day of the week and just really brainwash people into thinking about guns in a vastly different way.
[00:03:03.118 --> 00:03:07.500]  And here's what Bloomberg had to say yesterday on NBC's Today Show.
[00:03:07.940 --> 00:03:09.200]  This is not a battle of dollars.
[00:03:09.520 --> 00:03:15.703]  This is a battle for the hearts and minds of America so that we can protect our children, protect innocent people.
[00:03:15.883 --> 00:03:21.405]  So the individual right to self-defense under the Second Amendment is being attacked on all fronts.
[00:03:22.045 --> 00:03:26.407]  And that includes more Gestapo-like behavior from the ATF.
[00:03:26.827 --> 00:03:32.289]  They are actually targeting gun shops for their customer purchasing records.
[00:03:32.509 --> 00:03:41.412]  If you can believe that, you may recall last month we reported that the ATF raided a California gun parts store for its customer data.
[00:03:41.813 --> 00:03:50.196]  Well now the agency is trying to force a gun owner in Maine to shut down his entire business because they had the nerve.
[00:03:50.836 --> 00:03:57.501]  The audacity to defy the ATF and reject their demand to hand over his customer records.
[00:03:57.761 --> 00:04:06.167]  They actually wanted to scan every single page of the Pack-n-Arms customer database located in Samford, Maine.
[00:04:06.727 --> 00:04:14.734]  And don't think for a moment that the ATF just walks into these gun shops and approaches these gun owners all polite-like.
[00:04:15.495 --> 00:04:27.606]  Like, sorry guys, I didn't mean to interrupt you, but if it's not too much to ask, we're wondering if we might be able to, I don't know, maybe have access and make copies of your customers' purchasing records.
[00:04:28.739 --> 00:04:30.761]  No, that's not how it goes down at all.
[00:04:30.821 --> 00:04:33.402]  They go in there like gangbusters.
[00:04:33.983 --> 00:04:35.544]  A typical raid fashion.
[00:04:35.564 --> 00:04:39.226]  They go in there with guns drawn during normal business hours.
[00:04:39.727 --> 00:04:45.110]  And this is more Gestapo-like intimidation tactics in the new America.
[00:04:45.670 --> 00:04:53.716]  And you can bet that this trend is likely to continue and escalate even though collecting customers' buying records is totally illegal.
[00:04:54.156 --> 00:04:55.437]  Well, at least for now, anyway.
[00:04:55.457 --> 00:04:58.219]  Of course, they're trying to pass laws that will
[00:04:58.879 --> 00:05:04.002]  That will change all that, but for now, they just come up with various excuses to see the data sheets.
[00:05:04.362 --> 00:05:11.445]  In this case, the owner was blamed for selling a gun to a guy who may have given it to a convicted felon.
[00:05:11.845 --> 00:05:20.289]  They call it making straw sales, and they want to revoke his gun dealer's license without a hearing, I might add.
