[00:00:19.758 --> 00:00:21.538]  Welcome to the InfoWars Nightly News.
[00:00:21.598 --> 00:00:25.259]  It is Friday, June 6, 2014, and I'm Leigh Ann McAdoo.
[00:00:25.379 --> 00:00:26.399]  Here's what's coming up tonight.
[00:00:28.640 --> 00:00:34.841]  Tonight, a snitching sheriff calls DHS on a record-requesting journalist.
[00:00:35.441 --> 00:00:40.863]  Then, a Michigan medical law mandates that doctors have private time with your children.
[00:00:41.583 --> 00:00:46.684]  And proof that the terrorists who hate us for our freedoms have nothing to hate anymore.
[00:00:48.246 --> 00:00:49.409]  You cannot take that.
[00:00:49.429 --> 00:00:49.669]  I can't.
[00:00:49.890 --> 00:00:50.491]  You cannot take it.
[00:00:50.531 --> 00:00:56.022]  It's about hiring little social worker bureaucrats who are on power trips and want to dominate you.
[00:00:58.103 --> 00:01:04.867]  Well, a new law mandates that your children have to have a private conversation with the doctor before every visit.
[00:01:05.307 --> 00:01:12.532]  That's right, the doctor can talk to your kids about sex and all kinds of things without your knowledge and without your consent.
[00:01:12.612 --> 00:01:13.752]  You can't even opt out of it.
[00:01:14.113 --> 00:01:27.581]  Now, Michigan mother Christine Duffy brought her 17-year-old daughter into her physician's office just for a minor foot injury, and she was told that a new medical access law required a nurse to have a private conversation with her child.
[00:01:28.061 --> 00:01:29.902]  Now, the mom asked, how can I opt out?
[00:01:30.263 --> 00:01:32.824]  And the receptionist told her, there is no way to opt out.
[00:01:33.184 --> 00:01:40.289]  Now, obviously, the mom lost her cool, and then the office manager pulls her aside to explain what would happen in this private conversation.
[00:01:40.689 --> 00:01:52.357]  Now, Duffy explains that she said there was a new policy that would allow a child to access his or her medical records online, and then the child would be allowed to block a parent from viewing the website.
[00:01:52.417 --> 00:01:53.698]  Now, these are kids from 12 to 17 years old.
[00:01:55.319 --> 00:02:04.991]  So the nurse would also inform my children that the doctor's office is a safe place for them to receive information about STDs, HIV, and birth control.
[00:02:05.312 --> 00:02:11.199]  And that is what the nurse would be chatting about with my children without any pesky parental oversight.
[00:02:12.219 --> 00:02:25.628]  So obviously this case just highlights the fact that the government is now trying to supersede your parental authority and let children know that it's the state that are there to protect them and that are there to teach them and sometimes there to protect them from their own parents.
[00:02:26.188 --> 00:02:33.193]  Now obviously I can understand there are certain times when a child might like privacy, like maybe if they're undergoing child abuse, right?
