[00:00:04.946 --> 00:00:06.127]  There is a war.
[00:00:06.648 --> 00:00:07.629]  It's happening now.
[00:00:08.509 --> 00:00:10.311]  It will decide the fate of humanity.
[00:00:10.892 --> 00:00:12.694]  The time to choose sides has come.
[00:00:13.454 --> 00:00:14.896]  We are the Resistance.
[00:00:15.376 --> 00:00:17.038]  We are the Infowar.
[00:00:23.180 --> 00:00:25.101]  Welcome to the Info Wars Nightly News.
[00:00:25.221 --> 00:00:26.482]  I'm your host, Jakari Jackson.
[00:00:26.822 --> 00:00:30.645]  It's September 24th, 2014, and let's get straight into our news tonight.
[00:00:31.305 --> 00:00:37.650]  Now I'm sure many of you, like us here at Info Wars, were very shocked by the information of the Sandy Hook shootings at the end of 2012.
[00:00:38.270 --> 00:00:41.152]  All the horrific things that went on that day.
[00:00:41.612 --> 00:00:48.257]  And I'm still very much waiting to see this footage of Adam Lanza entering the school with the rifle and shotgun and so forth.
[00:00:48.577 --> 00:00:52.780]  If they ever got the story straight, whether he had this gun or that gun, whether he left the building or not.
[00:00:53.300 --> 00:00:56.201]  And father people say it's disrespectful to show this footage.
[00:00:56.241 --> 00:00:59.022]  How many times have you seen the planes crash into the Twin Towers?
[00:00:59.523 --> 00:01:02.204]  How many times have you seen the footage of the Oklahoma City bombing building?
[00:01:02.664 --> 00:01:07.946]  How many times have you seen liquor store robberies, bank robberies, all these horrible things where people lose their lives?
[00:01:08.326 --> 00:01:11.067]  And I'm not saying I want to see the footage of the children being shot individually.
[00:01:11.327 --> 00:01:12.908]  I just want to see the person entering the building.
[00:01:13.348 --> 00:01:19.612]  But I say all that to say this, you know, there's a lot of questions surrounding the Sandy Hook tragedy, and I do believe people died there that day.
[00:01:20.153 --> 00:01:24.576]  But if you look at the FBI's own crime statistics, they seem to view this a little differently.
[00:01:24.916 --> 00:01:28.338]  Now, this could be something as simple as a typo, an oversight.
[00:01:28.698 --> 00:01:43.028]  But if you go to FBI.gov and you scroll down and you see many cities there in the state of Connecticut and you go all the way down to Newtown and you see the population, you see the violent crime, and then you look at the third category.
