[00:00:02.693 --> 00:00:03.855]  Coast to coast.
[00:00:04.215 --> 00:00:05.517]  Direct from Austin.
[00:00:06.279 --> 00:00:09.484]  You're listening to the Alex Jones Broadcasting Network.
[00:00:16.772 --> 00:00:20.933]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:21.613 --> 00:00:22.414]  You want answers?
[00:00:23.194 --> 00:00:24.094]  Well, so does he.
[00:00:24.734 --> 00:00:28.355]  He's Alex Jones on the GCN Radio Network.
[00:00:28.935 --> 00:00:32.976]  And now, live from Austin, Texas, Alex Jones.
[00:00:41.468 --> 00:00:43.070]  We were live here Friday.
[00:00:43.730 --> 00:00:48.134]  We're live today on this Monday edition, 29th day of September 2014.
[00:00:49.055 --> 00:01:03.909]  Before we knew any details of the beheading and attempted beheading, wounding of another woman at a factory facility up in Oklahoma and it wasn't hard to guess that it would be connected to radical Islam.
[00:01:06.394 --> 00:01:11.635]  But you see the media response since it's come out that indeed that's what happened, trying to cover it up.
[00:01:11.795 --> 00:01:15.836]  And I'm not one here calling for a Cold War with Muslims.
[00:01:15.896 --> 00:01:16.936]  I'm not an Islamophobe.
[00:01:16.996 --> 00:01:17.896]  Everybody knows that.
[00:01:18.797 --> 00:01:34.080]  But at the same time, when you have a real radical Islamic offensive that we've been talking about for a long time, four years at least, being launched worldwide and being funded by the highest levels of NATO and Western governments,
[00:01:35.623 --> 00:01:37.904]  You've got to ask, what's the end game plan here?
[00:01:40.465 --> 00:01:46.368]  Well, it's to bring in basically martial law under the name security.
[00:01:46.408 --> 00:01:48.489]  I mean, I was listening to local talk radio today.
[00:01:48.529 --> 00:01:51.170]  I was watching the news this morning, over the weekend.
[00:01:52.131 --> 00:01:56.172]  They were saying, oh, looks like those military equipment are needed to fight ISIS.
[00:01:57.353 --> 00:01:59.094]  Looks like it was the right thing to do.
[00:02:01.513 --> 00:02:24.170]  Was it military equipment, armored vehicles, checkpoints, NSA surveillance that stopped Alton Noland who tried to chop two women's heads off and successfully chopped one woman's head off before being shot by the CEO of the facility who had his concealed carry and mitigated it?
[00:02:25.631 --> 00:02:27.432]  Money on it, this guy would have probably stabbed 10-15 people.
