[00:00:19.665 --> 00:00:21.646]  Welcome to the Info Wars Nightly News.
[00:00:21.726 --> 00:00:23.047]  I'm your host, Jakari Jackson.
[00:00:23.367 --> 00:00:27.429]  It's February 5th, 2014, and let's get straight into our top story tonight.
[00:00:27.769 --> 00:00:30.390]  The United States Postal Service has bought bullets.
[00:00:30.710 --> 00:00:35.092]  This is to add to the hefty amount by DHS, which they say is just for target practice.
[00:00:35.132 --> 00:00:37.974]  It's not to be used against you, the American citizen.
[00:00:38.034 --> 00:00:48.739]  So, DHS has the bullets, the United States Postal Service has the bullets, but they say they're just going to use them to shoot the paper targets of women, pregnant women, children, old men, and so forth and so on.
[00:00:49.139 --> 00:00:55.722]  So be sure that the next time they say that all this bullet rationing, all these bullets that they're buying, is just another conspiracy theory.
[00:00:56.102 --> 00:01:01.005]  Moving on, Supreme Court Justice confirms American internment camps will happen again.
[00:01:01.345 --> 00:01:02.305]  It is reality.
[00:01:02.645 --> 00:01:03.946]  This is from Justice Scalia.
[00:01:04.246 --> 00:01:08.128]  He said, you are kidding yourself if you think the same thing will not happen again.
[00:01:08.588 --> 00:01:09.508]  That's what's going on.
[00:01:09.809 --> 00:01:14.711]  The panic about the war and the invasion of the Pacific and whatnot, that's what happens.
[00:01:15.191 --> 00:01:19.655]  It was wrong, but I would not be surprised to see it happen again in time of war.
[00:01:20.035 --> 00:01:22.377]  It's not justification, but it is the reality.
[00:01:22.797 --> 00:01:30.804]  Of course, talking about the Japanese internment camps, and not just the internment camps, but we've seen similar things with the resettlement of Native Americans and other groups as well.
[00:01:31.184 --> 00:01:32.545]  So at least he's being real about it.
[00:01:32.565 --> 00:01:35.367]  He's saying, you know, we have these big FEMA camps, big FEMA drills.
[00:01:36.088 --> 00:01:38.770]  I wouldn't be surprised to see these type of things happen again.
[00:01:39.371 --> 00:01:44.455]  Sheila Jackson Lee, writing executive orders for Obama to sign our number one agenda.
[00:01:44.995 --> 00:01:54.039]  Democratic Representative Sheila Jackson Lee said that the new Congressional Full Employment Caucus will give President Obama a number of executive orders that he can sign.
[00:01:54.439 --> 00:01:58.901]  Jackson Lee added that writing up executive orders should be our number one agenda.
[00:01:59.381 --> 00:02:01.142]  And if you recall last year, part of Ms.
[00:02:01.182 --> 00:02:06.144]  Jackson Lee's agenda was to have martial law to overcome the government shutdown.
[00:02:06.164 --> 00:02:08.985]  You know, just use martial law to do whatever you want to do.
[00:02:09.305 --> 00:02:13.467]  Not only that, we've seen President Obama saying that he will bypass Congress with
[00:02:13.767 --> 00:02:14.367]  We're good to go.
[00:02:36.619 --> 00:02:54.591]  Jason Harrington wrote a piece for Politico magazine in which he lifted the lid on the endemic corruption that pervades the TSA, revealing how TSA screeners laughed at naked images of passengers, deliberately targeted attractive women, operated dangerous full-body scanners, while being fully aware of the fact that they didn't work.
[00:02:55.071 --> 00:03:06.021]  The TSA's Assistant Administrator Luann Canopy responded on the agency's official blog website by claiming Harriton's article was a mischaracterization of TSA procedure.
[00:03:06.521 --> 00:03:11.386]  So the TSA went into damage control saying that this doesn't represent our agency accurately.
[00:03:11.406 --> 00:03:12.146]  Well, what about this?
[00:03:12.186 --> 00:03:12.527]  What about
[00:03:13.067 --> 00:03:19.430]  Filling up Alec Baldwin's little baby girl or all the kids that you touch when they travel through because they may be a potential terrorist.
[00:03:19.750 --> 00:03:25.092]  Checking out grandma's diaper, you know, grandpa who's a wounded veteran making them stand up out of his wheelchair.
[00:03:25.152 --> 00:03:30.795]  Recently when we went to the Super Bowl, TSA in the train stations, you said, oh, I thought TSA was just going to stay in the airports.
[00:03:30.835 --> 00:03:31.955]  No, it's transportation.
[00:03:32.275 --> 00:03:36.157]  Any type of transportation, whether that's a train, whether that's a car, whether that's an airplane.
[00:03:36.417 --> 00:03:40.459]  They're at the Super Bowl on the train right before you get to the Super Bowl, checking people's luggage there.
[00:03:40.879 --> 00:03:47.081]  So the TSA, not to mention the ABC report, where the TSA agent stole the iPad from ABC News.
[00:03:47.141 --> 00:03:49.541]  ABC News shows up and says, hey, we want our iPad back.
[00:03:49.561 --> 00:03:51.041]  He says, oh, I'm sorry, my wife stole it.
[00:03:51.262 --> 00:03:55.042]  Just complete lunacy, stupidity going on at that agency.
[00:03:55.102 --> 00:04:01.404]  It really needs to be shut down because last time I counted, they have not caught a single terrorist in their entire existence.
[00:04:01.864 --> 00:04:07.486]  Head of Iran Nuclear Organization entire nuclear activity of Iran is going on.
[00:04:07.866 --> 00:04:18.549]  The head of Iran's nuclear organization Ali Akbar says the entire nuclear activity of Iran is going on despite some nuclear deal reached with the United States and other Western nations.
[00:04:18.949 --> 00:04:21.470]  Akbar made the comments in an interview with Press TV.
[00:04:22.190 --> 00:04:27.033]  The United States says that it has managed to dismantle at least part of Iran's nuclear program.
[00:04:27.093 --> 00:04:31.535]  What do you say to that, was the question posed by Press TV, to which the response was given.
[00:04:31.995 --> 00:04:38.519]  Well, you can come and see whether or not our site's nuclear equipment and nuclear facilities are dismantled or not.
[00:04:39.219 --> 00:04:55.233]  We see the United States trying to tell Iran how to operate their nuclear program, and I'm definitely not here cheerleading for Iran, but I see the United States government, a country who dropped a ball in Fukushima, the Fukushima cleanup, because you know they sent the guys from the USS Ronald Reagan to go clean up the Fukushima disaster.
[00:04:55.273 --> 00:04:58.836]  The guys come back, they're sick, and the government's like, well, we don't know why these guys got sick.
[00:04:59.196 --> 00:05:05.260]  Same thing happened on the West Coast when myself and some of the other crew members went to the West Coast to document radiation levels.
[00:05:05.280 --> 00:05:10.224]  We found radiation levels in excess of 10 times of what's considered normal in Half Moon Bay, California.
[00:05:10.564 --> 00:05:16.568]  Nobody wants to talk about this and we've seen debris come in from Fukushima, well not necessarily Fukushima, but from the tsunami.
[00:05:16.848 --> 00:05:20.190]  And if we can get tsunami debris, why can't we get Fukushima debris?
[00:05:20.210 --> 00:05:21.691]  It's just baffling to me.
[00:05:21.751 --> 00:05:25.454]  So whether you like nuclear power, nuclear weapons, whatever you think about
[00:05:25.774 --> 00:05:31.838]  Fallout or cleanup, I think the United States definitely is not the best of telling people how to operate their nuclear facilities.
[00:05:32.399 --> 00:05:37.362]  Mainstream media collapsing, New York Times now irrelevant, according to its own writers.
[00:05:37.843 --> 00:05:50.032]  The New York Observer interviewed more than two dozen current and former New York Times writers, virtually all of whom were unanimous in acknowledging that the old great lady had become increasingly insignificant.
[00:05:50.712 --> 00:05:57.337]  And with the growing strength of the alternative media, with the growing strength of citizen journalists, you better start swimming or you will sink like a stone.
[00:05:57.617 --> 00:06:01.319]  Because you got guys like Dan Baddadi who can go to the press conference for the Boston bombing.
[00:06:01.580 --> 00:06:04.582]  Why were people being told to remain calm right before the bomb went off?
[00:06:04.842 --> 00:06:07.424]  You got guys like the guy who went to the Super Bowl.
[00:06:07.884 --> 00:06:10.866]  The citizen journalist jumped up on stage and said, investigate 9-11.
[00:06:10.986 --> 00:06:15.169]  And you know, that may not be the best course of action for every event, but it worked for him.
[00:06:15.489 --> 00:06:23.774]  And it got the message out there, and you know, thankfully people are bold enough to still say investigate 9-11 because not everybody believes the official story that they're trying to pull.
[00:06:24.134 --> 00:06:26.275]  And speaking of citizen journalists, we have this one.
[00:06:26.675 --> 00:06:29.897]  UK cop caught framing citizen journalist on camera.
[00:06:30.317 --> 00:06:32.258]  I'm not resisting!
[00:06:32.278 --> 00:06:32.458]  Wait.
