[00:00:01.492 --> 00:00:02.655]  Coast to Coast.
[00:00:03.036 --> 00:00:04.358]  Direct from Austin.
[00:00:05.100 --> 00:00:08.307]  You're listening to the Alex Jones Broadcasting Network.
[00:00:15.987 --> 00:00:20.152]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:20.813 --> 00:00:21.614]  You want answers?
[00:00:22.415 --> 00:00:23.276]  Well, so does he.
[00:00:23.957 --> 00:00:27.561]  He's Alex Jones on the GCN Radio Network.
[00:00:28.141 --> 00:00:32.206]  And now, live from Austin, Texas, Alex Jones.
[00:00:33.656 --> 00:00:36.359]  Welcome to the Alex Jones Show.
[00:00:36.439 --> 00:00:37.120]  I'm David Knight.
[00:00:37.260 --> 00:00:38.902]  I'll be your host for this first hour.
[00:00:38.922 --> 00:00:41.445]  Alex is going to be joining us in the second and third hour.
[00:00:41.946 --> 00:00:47.652]  He will also be joining us in this hour with a special report about some breaking news.
[00:00:47.693 --> 00:00:51.817]  He did a report with Joe Biggs last night about yet another
[00:00:52.598 --> 00:00:52.919]  U.S.
[00:00:53.059 --> 00:00:58.064]  Army base that is training for civilian unrest, but this one has a very troubling spin.
[00:00:58.845 --> 00:01:02.229]  This one they're singling out just black Americans.
[00:01:02.369 --> 00:01:06.173]  All of the people who are acting the role of the disturbers are all black.
[00:01:07.031 --> 00:01:17.099]  Now, you may not care about that because you're not black, but you need to understand that when the government comes after one group, that doesn't make you protected because you're in another group.
[00:01:17.139 --> 00:01:23.804]  I've heard many people say, you don't have to outrun the bear if you're in a crowd of people, you just have to outrun the slowest person.
[00:01:24.912 --> 00:01:29.116]  Well, the problem with that is that that bear is going to want another meal.
[00:01:29.196 --> 00:01:34.561]  You have to get in their face when they train against Tea Party people, when they train against guys in John Deere hats.
[00:01:35.081 --> 00:01:39.585]  We ought to all be concerned when they train against Christians or Libertarians.
[00:01:39.665 --> 00:01:44.710]  We should be concerned when they train against any particular demographic group because we should be concerned
[00:01:45.290 --> 00:01:51.252]  When our government is training to fight its own citizens, and they're doing it in place after place after place.
[00:01:51.792 --> 00:01:56.314]  Joe Biggs and I walked through the AP Hill asymmetric warfare center.
[00:01:56.394 --> 00:01:59.595]  There's also one in Camp Lejeune, North Carolina for the Marines.
[00:02:00.156 --> 00:02:04.157]  They're building American cities, training in those cities, training to fight Americans.
[00:02:04.217 --> 00:02:08.919]  This is yet another place, and we have a video that they analyzed that was posted.
[00:02:09.989 --> 00:02:13.151]  Up on the National Guard's own website.
[00:02:13.291 --> 00:02:16.233]  So we'll have that report in this hour.
[00:02:16.853 --> 00:02:17.814]  Some breaking news.
[00:02:18.514 --> 00:02:22.777]  Malaysian Airlines Boeing 777 has reportedly shot down over Ukraine.
[00:02:22.817 --> 00:02:25.379]  They fear that everyone on board has been lost.
[00:02:25.419 --> 00:02:28.601]  And of course this was shot down over the area where there is intense fighting in Donetsk.
[00:02:29.541 --> 00:02:33.764]  You have pro-Russian forces fighting the new Ukrainian government there.
[00:02:35.244 --> 00:02:37.986]  It's been reported by Fox News that it has been shot down.
[00:02:38.046 --> 00:02:39.667]  Other people just say that it is down.
[00:02:40.508 --> 00:02:41.888]  We'll have to see what's going on with that.
[00:02:41.908 --> 00:02:42.789]  That's developing right now.
[00:02:42.849 --> 00:02:47.452]  But everyone is in agreement as to the number of people that have died.
[00:02:47.632 --> 00:02:49.112]  All are feared lost.
[00:02:49.132 --> 00:02:51.854]  And that would be 295 people.
[00:02:52.655 --> 00:02:54.616]  That's what happens when you start wars.
[00:02:55.680 --> 00:03:01.343]  See, there is a lot of collateral damage, and it doesn't just involve the people in that area.
[00:03:01.383 --> 00:03:07.626]  We're all very concerned this is something that's going to spin out of control into a worldwide war.
[00:03:09.127 --> 00:03:12.449]  If you look at the Cold War, how that's been revived,
[00:03:13.129 --> 00:03:16.872]  If you look at all the different factors, this is something we should all be very concerned about.
[00:03:16.912 --> 00:03:25.980]  And of course, we're in a situation now that is much more dangerous than the Cold War ever was, because we have this situation being brought out in the Ukraine.
[00:03:26.020 --> 00:03:28.582]  We have fighting going on right on the Russian border.
[00:03:28.982 --> 00:03:30.764]  The Russians understand what's behind this.
[00:03:30.804 --> 00:03:32.405]  They know that the U.S.
[00:03:32.445 --> 00:03:34.247]  has openly bragged about funding this.
[00:03:34.767 --> 00:03:40.672]  You've also got wars being started by the American government in the Middle East, funding Al-Qaeda, training and funding ISIS.
[00:03:41.813 --> 00:03:46.335]  And then of course we have our own presence in multiple wars as our border is collapsing.
[00:03:46.355 --> 00:03:51.357]  There's never been a more dangerous time for America or for the world than right now.
[00:03:51.417 --> 00:03:55.238]  We are on the cusp of a very dangerous situation.
[00:03:55.698 --> 00:04:02.321]  There's also a very dangerous time if you look at, if you believe as I do, that there is a cyclical nature to human society.
[00:04:03.121 --> 00:04:07.723]  We're coming up to one of those major cycles and everything is starting to heat up.
[00:04:08.288 --> 00:04:10.610]  We also have an article that's up on the Drudge Report.
[00:04:11.030 --> 00:04:13.893]  Armed Homeland Security agents and community outreach.
[00:04:14.033 --> 00:04:18.637]  A community outreach to quote, let people know that they're in the area.
[00:04:18.677 --> 00:04:20.278]  This is a story by Paul Joseph Watson.
[00:04:20.298 --> 00:04:21.479]  It's currently up on the Drudge Report.
[00:04:22.000 --> 00:04:26.804]  This is very reminiscent of what this Dallas County judge did last week.
[00:04:27.910 --> 00:04:28.431]  I don't think so.
[00:04:38.854 --> 00:04:50.060]  Went around door to door telling the people in the neighborhood that they could demonstrate, they could use their First Amendment rights, but just remember that you better stay within the law.
[00:04:50.120 --> 00:04:53.702]  That kind of advanced intimidation, that's precisely what's going on in this article.
[00:04:53.782 --> 00:04:54.903]  It's up on Infowars.com.
[00:04:54.923 --> 00:04:56.524]  Now Homeland Security is doing the same thing.
[00:04:56.904 --> 00:05:00.026]  Just wanted to let you know that we're in the area, so watch your back.
[00:05:00.586 --> 00:05:03.768]  Stay with us, we're going to be right back with that special report about the U.S.
[00:05:03.828 --> 00:05:05.969]  Army training to fight black Americans.
[00:05:06.029 --> 00:05:06.430]  Stay with us.
[00:05:10.513 --> 00:05:14.255]  City of Austin tap water versus filtered City of Austin tap water.
[00:05:14.355 --> 00:05:15.536]  I didn't like taste dirt in it.
[00:05:15.596 --> 00:05:16.657]  God knows what's in this.
[00:05:16.917 --> 00:05:20.999]  These people just sampled City of Austin tap water straight from the faucet.
[00:05:21.159 --> 00:05:26.962]  Next, we had them try a sample of tap water filtered with a ProPure G2.0 filtration system.
[00:05:27.083 --> 00:05:28.083]  That one is better.
[00:05:28.123 --> 00:05:29.104]  Tastes like nothing.
[00:05:29.384 --> 00:05:30.825]  Yep, I know what good water tastes like.
[00:05:30.845 --> 00:05:31.325]  It's good water.
[00:05:31.445 --> 00:05:37.189]  Most tap water contains added substances, like fluoride, chlorine, glyphosate, and many others.
[00:05:37.410 --> 00:05:44.475]  Studies prove that these substances are linked to an assortment of major health issues, including tooth decay, lowered IQ, and even cancer.
[00:05:44.655 --> 00:05:47.157]  It tastes like you're drinking out of the lake when you're drinking tap water.
[00:05:47.377 --> 00:05:55.303]  The ProPure® G2.0 filtration system removes these deadly substances, leaving only fresh-tasting, deliciously clean water.
[00:05:55.443 --> 00:05:56.444]  Okay, this is very tasty.
[00:05:56.584 --> 00:05:57.465]  It's good water.
[00:05:57.645 --> 00:05:58.106]  Refreshing?
[00:05:58.126 --> 00:05:58.526]  It's good!
[00:05:58.866 --> 00:06:03.307]  Man, when I get home from work, all Betty does is watch her reality TV and then she goes to sleep.
[00:06:03.327 --> 00:06:06.108]  I can take her on romantic dates, I get her flowers, you name it.
[00:06:06.348 --> 00:06:08.168]  She's just not the woman I married.
[00:06:08.188 --> 00:06:09.288]  Oh, Ralph, that's just awful.
[00:06:22.831 --> 00:06:24.273]  Does this seem familiar?
[00:06:24.473 --> 00:06:27.516]  Are the honeymoon days of your relationship long gone?
[00:06:27.816 --> 00:06:29.138]  If so, consider this.
[00:06:29.378 --> 00:06:38.327]  The abundance of chemical additives, pesticides, BPA containers, contaminated tap water, and other toxic substances found in our environment.
[00:06:38.667 --> 00:06:44.696]  Experts know our bodies are suffering and being thrown off balance, especially when it comes to your natural systems.
[00:06:45.056 --> 00:06:46.679]  Forget synthetic chemicals.
[00:06:47.099 --> 00:06:54.750]  Super Female Vitality brings forward key herbs specifically chosen for women's biology without the use of phony additives.
[00:06:55.131 --> 00:07:02.539]  Get your bottle of Super Female Vitality today at InfoWarsLife.com, InfoWarsStore.com or call 1-888-253-3139.
[00:07:02.739 --> 00:07:03.780]  InfoWarsLife.com.
[00:07:03.841 --> 00:07:04.862]  Live Life Healthy!
[00:07:10.333 --> 00:07:16.282]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:07:16.502 --> 00:07:20.688]  Most people know that iodine deficiency has been a crisis around the world.
[00:07:21.069 --> 00:07:25.616]  Iodine is key to so many of the body's functions, especially the thyroid.
[00:07:26.036 --> 00:07:28.638]  I discovered a product being developed by Dr. Group.
[00:07:28.938 --> 00:07:34.140]  You now know it as Survival Shield True Nascent Iodine that your body can really absorb.
[00:07:34.401 --> 00:07:41.284]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[00:07:41.785 --> 00:07:45.567]  And the results that I personally have had have been life-changing.
[00:07:45.927 --> 00:07:50.709]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:07:51.029 --> 00:07:51.890]  This is innovating.
[00:07:52.170 --> 00:07:59.458]  And the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation promoting true libertarian ideas.
[00:07:59.639 --> 00:08:03.723]  For a limited time, experience the ancient power of Survival Shield X2.
[00:08:03.923 --> 00:08:09.089]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLive.com.
[00:08:20.379 --> 00:08:23.806]  Resistance to tyrants is obedience to God.
[00:08:24.468 --> 00:08:26.372]  It's Alex Jones.
[00:08:32.355 --> 00:08:33.676]  Welcome back to the Alex Jones Show.
[00:08:33.776 --> 00:08:34.476]  I'm David Knight.
[00:08:34.556 --> 00:08:36.177]  I'll be your host this first hour.
[00:08:36.217 --> 00:08:41.000]  We have a special report from Alex Jones and Joe Biggs about the U.S.
[00:08:41.060 --> 00:08:43.702]  Army training to fight black Americans.
[00:08:44.462 --> 00:08:50.346]  But before we go to that report, I want to let you know that there's some breaking news out of the Ukraine and Malaysian Airlines.
[00:08:50.546 --> 00:08:53.548]  A Boeing 777 has reportedly been shot down over the Ukraine.
[00:08:54.048 --> 00:09:00.434]  This of course happened in the Donetsk area where there is fighting going on between pro-Russian forces and the new Ukrainian government.
[00:09:00.474 --> 00:09:03.416]  They fear that all passengers on board have been lost.
[00:09:03.496 --> 00:09:10.322]  That would be 295 people who have been killed now because of this war that the globalists have started there.
[00:09:11.903 --> 00:09:13.224]  This is the saddest
[00:09:14.364 --> 00:09:19.285]  aspect of war is when it spills out, and it's going to spill out, it's going to spill out of that area.
[00:09:19.926 --> 00:09:24.447]  It's already revived the Cold War, and we have to be very concerned that it's going to spill out in the entire world.
[00:09:24.487 --> 00:09:32.089]  It's not going to be just 295 people, it's going to be a lot of people dying from this, and of course a lot of people have already died in the Ukraine area.
[00:09:33.109 --> 00:09:40.251]  Fox News is reporting that they've been shot down, other people are saying it just crashed, but it suspiciously looks like it may have very well been shot down.
[00:09:40.771 --> 00:09:42.852]  Now before we go to this report, I want to read you
[00:09:43.672 --> 00:09:47.254]  A couple of headlines that are breaking in the news today and let you put this together.
[00:09:47.294 --> 00:09:49.235]  Just think of this as a collective.
[00:09:49.555 --> 00:09:50.796]  We have this story from yesterday.
[00:09:50.816 --> 00:09:52.877]  It's up on the Drudge Report from Paul Joseph Watson.
[00:09:53.377 --> 00:10:00.340]  Armed Homeland Security agents in a, quote, community outreach to, quote, let people know they're in the area.
[00:10:00.380 --> 00:10:06.924]  Now, this is a lot of federal agents that were collecting in Greenville, North Carolina, just outside of a bankruptcy court.
[00:10:07.004 --> 00:10:07.804]  People were alarmed.
[00:10:07.864 --> 00:10:10.045]  They called the police to find out what's going on.
[00:10:10.085 --> 00:10:11.426]  Is there some kind of a terrorist attack?
[00:10:12.006 --> 00:10:16.007]  Well, they were told, no, they're just in the area to let you know that they're here.
[00:10:16.547 --> 00:10:29.031]  Just a little bit of intimidation, just like we saw from the Dallas County judge going door-to-door telling citizens, we don't want you demonstrating against the illegal aliens that we're going to be bringing into your community if you're going to break the law.
[00:10:29.051 --> 00:10:33.553]  And of course, they have a lot of laws about free speech in Dallas.
[00:10:33.593 --> 00:10:37.814]  Now, this county judge doesn't really have any authority to turn over that school.
[00:10:38.354 --> 00:10:44.398]  But because he was going around door-to-door intimidating people, he got to sit next to Obama when Obama came to Dallas.
[00:10:45.139 --> 00:10:52.163]  Rick Perry was sitting at the end of the table, but this county judge was sitting right in front of Obama, and you can see the pictures of Obama laughing.
[00:10:52.664 --> 00:10:54.805]  That's what happens when you toe the line.
[00:10:54.845 --> 00:10:57.006]  You get a seat at the table, quite literally.
[00:10:57.026 --> 00:11:04.932]  Now, later in the program, the second or third hour, we're going to have Joel Gilbert, the fellow who did the movie Dreams from My Real Father.
[00:11:05.816 --> 00:11:08.839]  He's going to be on about his new movie, No Place Like Utopia.
[00:11:08.879 --> 00:11:10.700]  We also have Peter Glidden.
[00:11:10.760 --> 00:11:13.402]  They're both going to be interviewed by Alex Jones live here on the show.
[00:11:14.103 --> 00:11:18.046]  But two other stories before we go to the special report from Alex.
[00:11:18.506 --> 00:11:21.289]  Obama has attacked the Second Amendment with an executive order.
[00:11:21.309 --> 00:11:23.551]  This is a story up by CurtinMO on InfoWars.com.
[00:11:23.591 --> 00:11:29.555]  He outlaws Russian-made AK-47s with a stroke of his unconstitutional pen.
[00:11:30.256 --> 00:11:30.616]  That's right.
[00:11:30.917 --> 00:11:35.621]  Just declare that you can't have an entire line of rifles.
[00:11:36.021 --> 00:11:45.870]  And of course in the article he points out that the administration is saying that the sanctions are based on the UN and other international mandates.
[00:11:46.351 --> 00:11:49.614]  Would that be the UN Arms Trade Treaty that hasn't been ratified?
[00:11:50.314 --> 00:11:55.516]  And are multilateral in scope, and they involve close cooperation with allied governments.
[00:11:55.536 --> 00:11:58.337]  Well, we have a Second Amendment that prohibits that sort of thing.
[00:11:58.357 --> 00:12:14.084]  I think it's interesting to note, when they get rid of the AK-47, that one of the earliest, perhaps the earliest, infringement on the Second Amendment was a Supreme Court decision that outlawed sawed-off shotguns, saying that they were not military weapons, not usable by the militia.
[00:12:14.764 --> 00:12:16.305]  And so they outlawed sawed-off shotguns.
[00:12:16.325 --> 00:12:22.547]  Well, that was a lie then because they had already used them in the Civil War, sawed-off shotguns.
[00:12:22.607 --> 00:12:30.371]  But nevertheless, the idea that it can be infringed like this or by executive order just taken down.
[00:12:30.431 --> 00:12:36.173]  So we have Homeland Security going door-to-door in a small community just to let people know they're there.
[00:12:36.733 --> 00:12:42.016]  We have Obama just with a stroke of a pen outlawing a particular type of gun.
[00:12:42.941 --> 00:12:45.403]  Nobody has ever dreamed of doing that before.
[00:12:45.783 --> 00:12:48.845]  And now he's been given the kill switch to the entire communication system.
[00:12:49.565 --> 00:12:54.228]  They're going to connect the emergency broadcast system all together from a single point.
[00:12:54.248 --> 00:12:55.209]  It's been daisy-chained.
[00:12:55.509 --> 00:12:56.770]  They're extending the control of this.
[00:12:56.850 --> 00:12:58.711]  Alex has a special report on that as well.
[00:12:59.111 --> 00:13:01.372]  But now, this next element.
[00:13:01.413 --> 00:13:06.576]  And of course, that may be because he wants to communicate to everybody very quickly after a false flag incident.
[00:13:07.438 --> 00:13:09.119]  Now look at what they're training for.
[00:13:09.239 --> 00:13:14.262]  They've been talking about how their enemy is the Tea Party, Libertarians, Conservatives, Christians.
[00:13:14.342 --> 00:13:16.743]  Now they're going after blacks.
[00:13:16.883 --> 00:13:20.365]  And this is in a doomsday Disneyland, as they call it.
[00:13:20.385 --> 00:13:21.746]  This is a training facility.
[00:13:21.786 --> 00:13:23.347]  This is run by the National Guard.
[00:13:23.907 --> 00:13:26.509]  Now, of course, we've been to the Army's training facility at Fort A.P.
[00:13:26.549 --> 00:13:26.789]  Hill.
[00:13:27.209 --> 00:13:29.170]  I walked through that with Joe Biggs.
[00:13:29.270 --> 00:13:31.612]  We took pictures of the training facility there.
[00:13:32.412 --> 00:13:34.493]  There's also a training facility in Camp Lejeune.
[00:13:34.933 --> 00:13:42.256]  The one in Camp Lejeune for the Marines looks more like a, it's targeted more towards neighborhoods, towards rural farm areas.
[00:13:42.296 --> 00:13:43.696]  The one in A.P.
[00:13:43.716 --> 00:13:46.818]  Hill is more like an urban transportation center.
[00:13:46.838 --> 00:13:49.839]  There's a lot of things like trains and subways that they're training on.
[00:13:50.802 --> 00:13:58.364]  Now there's this one in the National Guard facility and here's a report from Alex Jones and Joe Biggs as they analyze it.
[00:13:58.864 --> 00:14:08.767]  Tonight we quite frankly have some extremely shocking information and that's in a news system that is just full of
[00:14:10.177 --> 00:14:23.146]  of incredibly disturbing things and we bring you this information not to scare you but to hopefully cause a debate in this country about the serious things that are happening so we can reverse what's unfolding.
[00:14:24.387 --> 00:14:30.311]  The Department of Homeland Security is always saying that if you see something, say something.
[00:14:31.334 --> 00:14:47.780]  Well, historically, when you see government buying millions of bullets, openly saying the American people are the main terror threat, openly saying that Christians and gun owners are the number one threat, even above Al Qaeda, and buying thousands of armored vehicles, and admitting
[00:14:48.945 --> 00:14:54.352]  That they plan to put regular army on the streets of every major city and town.
[00:14:55.053 --> 00:15:03.002]  And the government sets up a Rural Affairs Commission run by NORTHCOM and the Department of Defense to keep an eye on rural communities.
[00:15:04.036 --> 00:15:10.960]  While our government is openly funding Al-Qaeda and ISIS in the Middle East, you know that treason is taking place.
[00:15:11.000 --> 00:15:14.942]  And so, we have seen something and we are saying something.
[00:15:15.102 --> 00:15:21.786]  And viewers out there, one of them will just go by CB, in places like Georgia,
[00:15:22.666 --> 00:15:28.630]  Are the HUMET, or the True Organic Human Intelligence, and our eyes and ears.
[00:15:28.950 --> 00:15:37.535]  And that's why Infowars.com every week breaks national news stories that get picked up by thousands of publications and national television.
[00:15:37.815 --> 00:15:41.177]  Because we are engaged in real journalism here.
[00:15:41.937 --> 00:15:44.258]  We go wherever the truth leads us.
[00:15:44.378 --> 00:15:49.159]  Now, we've seen a long slide towards a paramilitary police state in this country.
[00:15:49.519 --> 00:15:55.261]  I've been talking about it for a long time, made four films on the subject since the late 1990s, and we are now here.
[00:15:55.801 --> 00:15:59.282]  They've gone from denying that this is happening to admitting it.
[00:16:00.283 --> 00:16:02.543]  I struggle to put a headline on this.
[00:16:03.644 --> 00:16:07.145]  Regular Army Trains to Inter-Americans.
[00:16:08.780 --> 00:16:13.301]  Regular Army trains to take over U.S.
[00:16:13.381 --> 00:16:13.761]  cities.
[00:16:14.241 --> 00:16:16.342]  But that doesn't encompass how bad this is.
[00:16:17.362 --> 00:16:19.762]  The end of Posse Comitatus, which it is.
[00:16:20.603 --> 00:16:27.884]  The 1878 law banning regular army engaging in law enforcement operations in the states.
[00:16:27.904 --> 00:16:31.565]  That's why the governors call out the National Guard, not the quote, big army.
[00:16:32.517 --> 00:16:33.257]  This is a big deal.
[00:16:34.198 --> 00:16:40.880]  And in 2007 and 2009, in the Defense Authorization Acts, in the National Defense Authorization Acts, they basically removed it.
[00:16:41.100 --> 00:16:44.321]  And said, don't worry, we won't, you know, abuse this new power.
[00:16:44.802 --> 00:16:52.845]  As we see military at kite festivals in Austin, and we see the National Guard going under the President, not under the states.
[00:16:53.285 --> 00:17:01.408]  It's a major transference of power from the already weak states to the out-of-control central government, and there's a massive
[00:17:02.388 --> 00:17:10.777]  Ratcheting up from this training being secret when I first started reporting on it in 1996, to it now being out in the open.
[00:17:11.718 --> 00:17:24.490]  Back in 1996, 97, 98, I would go show Urban Warfare drills, they're practicing to confiscate guns, and the information was so shocking that they would have the media come out and say, no, Delta Force was not in Houston.
[00:17:25.291 --> 00:17:34.477]  Or Delta Force was not in San Antonio until I went and interviewed police chiefs and others that said, no, no, they're here and they're buying people off.
[00:17:35.198 --> 00:17:37.059]  It appears to be a covert takeover plan.
[00:17:37.539 --> 00:17:38.480]  Now, that was Clinton.
