[00:00:19.443 --> 00:00:21.545]  Welcome to the Infowars Nightly News.
[00:00:21.625 --> 00:00:22.886]  I'm your host, Jakari Jackson.
[00:00:23.286 --> 00:00:24.127]  It's April 30th, 2014.
[00:00:25.388 --> 00:00:26.749]  Let's get straight into our news tonight.
[00:00:27.049 --> 00:00:30.452]  Top story, Democratic Senator Markey's hate speech bot.
[00:00:30.772 --> 00:00:35.316]  Earlier this month, we ran a story on Senator Ed Markey's The Hate Crime Reporting Act of 2014.
[00:00:35.816 --> 00:00:42.162]  The legislation proposes updating 20-year-old report on the role of internet, radio and TV
[00:00:42.782 --> 00:00:43.082]  That's right.
[00:01:00.416 --> 00:01:06.340]  Both of which allow for action to be taken against those who threaten national security, yet another broadly defined term.
[00:01:06.721 --> 00:01:17.648]  And that's a very good point, because we see this administration doing everything they can possibly do to get into just the lives of everybody, whether it's the FCC in the newsroom, or now the hate speech on the internet.
[00:01:17.989 --> 00:01:20.310]  Oh, you don't like Obama's drone policy?
[00:01:20.611 --> 00:01:21.551]  Oh, you're a racist.
[00:01:21.791 --> 00:01:26.175]  Or you don't like Mrs. Clinton lying about Benghazi, or at least not doing everything in her power to
[00:01:26.795 --> 00:01:27.715]  Prevent the situation?
[00:01:27.815 --> 00:01:28.876]  Oh, now you're a sexist.
[00:01:29.136 --> 00:01:30.716]  And that's the same thing that we're going to see here.
[00:01:30.757 --> 00:01:33.037]  They're just going to continue to ratchet up more and more.
[00:01:33.357 --> 00:01:38.459]  So where everybody's just shook, afraid to put out anything on the internet, this is the internet censorship.
[00:01:38.499 --> 00:01:42.001]  And we'll be giving you more of these reports as they develop at InfoWars.com.
[00:01:42.921 --> 00:01:46.365]  White House email instructs officials to blame Benghazi on video.
[00:01:46.665 --> 00:01:50.889]  Now, this is that stupid Innocence of Muslim video, which there's nothing in that video.
[00:01:50.909 --> 00:01:52.932]  They haven't done on episodes of South Park.
[00:01:53.212 --> 00:02:00.880]  But they say, well, they want the White House to tell you that the reason that the Benghazi consulate was attacked was because of that stupid YouTube video.
[00:02:01.401 --> 00:02:04.324]  And now we have this document obtained by Judicial Watch.
[00:02:04.784 --> 00:02:12.936]  It says representatives were told to portray the Benghazi consulate terrorist attack as being rooted in an internet video, not a failure of policy.
[00:02:13.437 --> 00:02:16.221]  And Jay Carney got grilled about this very issue.
[00:02:16.843 --> 00:02:25.965]  Former Director Morrell just testified last month that, quote, when she talked about the video, my reaction was, that's not something the analysts have attributed this attack to.
[00:02:26.685 --> 00:02:28.025]  It did not come from the CIA.
[00:02:28.345 --> 00:02:36.027]  You stood there at the podium time after time and said that she was referring to talking points created by the CIA.
[00:02:36.387 --> 00:02:42.268]  Now we see a document that comes from the White House, not from the CIA, attributing the protests to the video.
[00:02:42.935 --> 00:02:47.019]  Russia orders urgent dispatch of military medical teams to the Ukrainian border.
[00:02:47.039 --> 00:02:48.320]  This by Paul Joseph Watson.
[00:02:48.961 --> 00:02:55.627]  The Russian Ministry of Defense has ordered brigades of military medical teams to be urgently dispatched to the Ukrainian border.
[00:02:56.187 --> 00:03:01.953]  Another sign that Moscow is preparing for war after tens of thousands of troops were sent to the border region for drills.
[00:03:02.373 --> 00:03:06.034]  Which is just another way of saying that things are getting pretty serious, pretty fast.
[00:03:06.054 --> 00:03:11.536]  We've seen a former State Department director say that we need to bomb Syria to teach Russia a lesson.
[00:03:11.556 --> 00:03:13.917]  I'm not exactly sure what type of lesson that would teach them.
[00:03:14.197 --> 00:03:16.278]  But, you know, they're ratcheting up this war rhetoric.
[00:03:16.558 --> 00:03:25.761]  And while everybody's concerned about these things that people are saying on Twitter and all this other stupid stuff that has nothing to do with anything, I'm very much concerned about a potential World War III situation.
[00:03:25.801 --> 00:03:29.822]  And that's the thing that we really need to be focused on, not all these other trivial issues.
[00:03:30.302 --> 00:03:32.605]  Man arrested for criticizing Islam.
[00:03:33.045 --> 00:03:47.943]  Now this ties into everything that we were just talking about whether it's the innocence of Muslim video or the FCC regulations and you're going to see Paul Jones watch and break this down and explain how a man who is stating a quote has now been arrested for criticizing Islam.
[00:03:50.512 --> 00:03:55.896]  What kind of country throws someone in a cage for publicly criticising the religion of Islam?
[00:03:56.376 --> 00:03:57.317]  Saudi Arabia?
[00:03:57.697 --> 00:03:58.117]  Iran?
[00:03:58.817 --> 00:04:00.499]  Afghanistan under the Taliban?
[00:04:00.899 --> 00:04:04.541]  Well now you can add the United Kingdom to that list.
[00:04:05.062 --> 00:04:18.931]  Because European Parliament candidate and leader of the Liberty GB party, Paul Weston, was arrested by police last weekend for publicly reciting a Winston Churchill quote that was critical of Islam.
[00:04:19.861 --> 00:04:23.846]  How dreadful are the curses which Islam lays on its voters.
[00:04:24.426 --> 00:04:33.216]  Besides the fanatical frenzy, which is as dangerous in a man as hydrophobia in a dog, there is this fearful, fatalistic apathy.
[00:04:33.797 --> 00:04:35.899]  The effects are apparent in many countries.
[00:04:36.740 --> 00:04:48.807]  In provident habits, slovenly systems of agriculture, sluggish methods of commerce and insecurity of property exist wherever the followers of the Prophet Muhammad rule or live.
[00:04:49.368 --> 00:04:57.693]  A degraded centralism deprives this life of its grace and refinement, and the next of its dignity and sanctity.
[00:04:58.613 --> 00:05:16.737]  The fact that in Islamic law every woman must belong to some man as his absolute property, either as a wife, a child, or a concubine, must delay the final extinction of slavery until the faith of Islam has ceased to be a great power amongst men.
[00:05:17.638 --> 00:05:27.080]  Individual Muslims may show splendid qualities, but the influence of the Islamic religion paralyzes the social development of those who follow it.
[00:05:28.522 --> 00:05:37.447]  No stronger retro-gay force exists in this world, and far from it being moribund, Islamism is a militant and proselytizing faith.
[00:05:38.248 --> 00:05:43.511]  It is already spread throughout Central Africa, raising fearless warriors at every step.
[00:05:44.071 --> 00:05:48.434]  And were it not that Christianity is sheltered in the strong arms of science,
[00:05:49.134 --> 00:05:56.622]  Now the main point of that quote is to berate Islam for its appalling treatment of women in some Muslim societies.
[00:06:07.495 --> 00:06:24.884]  Not once does it mention anything to do with race, and yet Weston was arrested for committing a racially aggravated crime under Section 4 of the Public Order Act, fingerprinted, DNA sampled, and could face up to two years in prison.
[00:06:25.644 --> 00:06:26.704]  Why was he arrested?
[00:06:27.125 --> 00:06:33.688]  Well, someone in the crowd took offence to Weston's thought crime and reported him to the authorities.
[00:06:36.277 --> 00:06:37.937]  And we go to some more White House news.
[00:06:38.277 --> 00:06:40.858]  White House wants to turn interstate into toll roads.
[00:06:41.198 --> 00:06:44.559]  Now this is something that you should be very much aware and concerned about.
[00:06:44.839 --> 00:06:57.882]  Kit Daniels writes, the White House sent a transportation plan to Congress yesterday encouraging states to turn existing interstates into toll roads, which would allow the government to easily track motorists while damaging the economy even more.
[00:06:58.442 --> 00:07:07.206]  If Congress enacts the White House's plan into law, states could implement tolls on interstates throughout America, a nightmare scenario that's already raising concerns.
[00:07:07.527 --> 00:07:12.949]  Yes, because we already see them with the carbon credits wanting to tax you by a mile, like a taxi cab would.
[00:07:13.209 --> 00:07:17.972]  And now this is just another way to track what you do and charge you more for the things that you already do.
[00:07:18.232 --> 00:07:19.352]  Do not give them this control.
[00:07:19.392 --> 00:07:20.873]  Do not give them control of your internet.
[00:07:21.093 --> 00:07:24.195]  Just tell them to get out of your life and just let you be and live
[00:07:24.835 --> 00:07:25.135]  I think so.
[00:07:41.670 --> 00:07:52.012]  But my concern about this is that even though we have an administration admitting that we have a problem at the colleges, they're not really doing anything to stop it because they still don't want you to concealed carry on campus.
[00:07:52.332 --> 00:07:55.512]  Most campuses don't even allow you to have a vehicle in your car.
[00:07:56.012 --> 00:08:02.454]  So they're saying that, yeah, we have a problem and if you go watch the video that accompanies this article, you'll see some very well-meaning women.
[00:08:02.474 --> 00:08:05.934]  I'm sure they're, you know, very nice people trying to do the best they can.
[00:08:05.994 --> 00:08:10.855]  But they say the way we can remedy this situation isn't necessarily to have firearms, but they said
[00:08:11.135 --> 00:08:15.956]  We can have teachings, we can have all the girls going to college be required to watch a video.
[00:08:16.417 --> 00:08:22.158]  And as well-intentioned as I'm sure that is, watching a video isn't going to stop a horny, drunk rapist.
[00:08:22.938 --> 00:08:29.600]  I don't know, maybe they could get some UFC guys in there to teach these girls how to fight, or just allow them to protect themselves by having a firearm.
[00:08:29.900 --> 00:08:34.682]  Most of these campuses don't even allow their students to carry tasers or knives, so you've got some
[00:08:35.222 --> 00:08:40.305]  Girls straight out of high school, you know, a buck 15, some big linebacker guy wants to take advantage of her.
[00:08:40.365 --> 00:08:41.046]  What's she going to do?
[00:08:41.366 --> 00:08:45.288]  They need to be able to defend themselves with the measures, whether it's a firearm.
[00:08:45.428 --> 00:08:46.429]  If you don't like firearms, fine.
[00:08:46.469 --> 00:08:47.310]  Let them carry tasers.
[00:08:47.330 --> 00:08:48.310]  Let them carry pepper spray.
[00:08:48.570 --> 00:08:55.275]  Let them do something to defend themselves so they don't just have to sit around calling 911 and hope somebody gets there in time to stop the assault.
[00:08:56.295 --> 00:08:58.937]  Well, 9-1-1 did arrive in time to kill a man.
[00:08:59.017 --> 00:09:01.879]  We have this report from a Don Salazar shock video.
[00:09:02.300 --> 00:09:07.103]  Long Beach cops execute unarmed fleeing suspect, claimed that they felt threatened.
[00:09:07.984 --> 00:09:15.890]  Now, the video is rather graphic, but this is a situation where a man was running around brandishing a pair of scissors.
[00:09:16.210 --> 00:09:17.571]  He gets into his vehicle to flee.
[00:09:17.611 --> 00:09:19.312]  The police track the guy down.
[00:09:19.753 --> 00:09:25.257]  Now, at this point, the man gets out of his vehicle, runs down a flight of steps away
[00:09:25.897 --> 00:09:26.598]  We're good to go.
[00:09:44.139 --> 00:09:44.619]  We're good to go.
[00:10:09.713 --> 00:10:16.538]  You're going to jail because you're going to have a very difficult time proving that an unarmed man fleeing from you was an immediate threat to your life.
[00:10:16.819 --> 00:10:20.481]  These officers need to be prosecuted and hopefully we can get some justice for this victim.
[00:10:20.962 --> 00:10:26.246]  And somebody who just will not allow justice to be served are the people in the Justice Department.
[00:10:26.626 --> 00:10:27.047]  We have this.
[00:10:27.227 --> 00:10:28.388]  Holder's latest scandal.
[00:10:28.668 --> 00:10:32.051]  DLJ now pressuring banks to refuse service to gun stores.
[00:10:32.711 --> 00:10:45.016]  And it says, for the past several months, the Department of Justice has been pressuring banks to refuse services to businesses the DOJ is targeting politically, such as gun stores, in a program entitled Operation Choke Point.
[00:10:45.796 --> 00:10:50.198]  So we have Eric Holder who purges himself about knowing about Operation Fast and Furious.
[00:10:50.438 --> 00:10:52.339]  We have Eric Holder who says,
[00:10:52.899 --> 00:10:53.219]  That's right.
[00:11:10.715 --> 00:11:14.456]  I'm for the color of justice and the color of rights and liberties.
[00:11:14.476 --> 00:11:15.536]  That's the color I'm about.
[00:11:15.916 --> 00:11:21.758]  So, Mr. Holder, you're up here cracking down on these gun stores, not even allowing them to bank.
