[00:00:09.121 --> 00:00:13.024]  Believe me, the idea of doing things on my own is very tempting.
[00:00:13.844 --> 00:00:18.628]  This notion that somehow I can just change the laws unilaterally is just not true.
[00:00:18.848 --> 00:00:21.249]  We are doing everything we can administratively.
[00:00:21.570 --> 00:00:23.491]  There are laws on the books that I have to enforce.
[00:00:23.831 --> 00:00:28.755]  There's been a great disservice done to the cause of getting
[00:00:29.687 --> 00:00:39.610]  The Dream Act passed and getting comprehensive immigration passed by perpetrating the notion that somehow, by myself, I can go and do these things.
[00:00:40.831 --> 00:00:41.511]  It's just not true.
[00:00:41.851 --> 00:00:42.812]  We live in a democracy.
[00:00:43.412 --> 00:00:48.534]  You have to pass bills through the legislature and then I can sign it.
[00:00:49.554 --> 00:00:57.997]  And if all the attention is focused away from the legislative process, then
[00:00:58.948 --> 00:01:01.370]  That is going to lead to a constant dead end.
[00:01:02.711 --> 00:01:06.414]  These last few years we've seen an unacceptable abuse of power.
[00:01:06.935 --> 00:01:10.417]  Having a president whose priority is expanding his own power.
[00:01:11.638 --> 00:01:12.939]  Any guess on who said that?
[00:01:13.119 --> 00:01:17.143]  Mr. Speaker, it was Senator Barack Obama.
[00:01:18.291 --> 00:01:19.051]  Here's another one.
[00:01:19.091 --> 00:01:24.633]  No law can give Congress a backbone if it refuses to stand up as a co-equal branch.
[00:01:25.213 --> 00:01:26.434]  The Constitution made it.
[00:01:26.834 --> 00:01:29.675]  Senator Barack Obama.
[00:01:30.835 --> 00:01:39.798]  What do we do with a president who can basically change what Congress passed by attaching a letter saying, I don't agree with this part or that part?
[00:01:41.038 --> 00:01:43.859]  Senator Barack Obama.
[00:01:44.599 --> 00:01:47.120]  What if the whole purpose of government was to negate freedom?
[00:01:48.032 --> 00:01:49.117]  What if freedom was a myth?
[00:01:50.040 --> 00:01:52.289]  What if the Constitution meant nothing to the government?
[00:01:53.032 --> 00:01:56.273]  What if everything the government has or owns or controls has been stolen?
[00:01:56.633 --> 00:02:02.276]  So wherever and whenever I can go ahead and help families like yours, I've got the legal authority to do it.
[00:02:02.636 --> 00:02:03.236]  I'm going to do it.
[00:02:03.596 --> 00:02:17.122]  On the subject of immigration, later today we'll have a press conference with some members who are urging the president to act, to use his executive authority to improve the situation.
[00:02:17.922 --> 00:02:20.903]  The president not only has the legal authority to act,
[00:02:23.467 --> 00:02:29.108]  About all the precedents of presidents before, from Eisenhower, Kennedy, Nixon.
[00:02:29.308 --> 00:02:35.849]  You know most of them before you were born, some of you, but Nixon, Ford, Carter.
[00:02:36.569 --> 00:02:39.790]  There are actions I have the legal authority to take as president.
[00:02:40.550 --> 00:02:48.671]  The same kinds of actions taken by Democratic and Republican presidents before me that will help make our immigration system more fair and more just.
[00:02:50.032 --> 00:02:52.192]  Tonight, I'm announcing those actions.
[00:02:52.560 --> 00:02:56.743]  What you're not paying attention to is the fact that I just took an action to change the law.
[00:03:14.090 --> 00:03:26.536]  Now, this is an issue not really focusing on immigration, but instead is an issue about how the President is violating the Constitution by imposing his own powers that really reside with Congress.
[00:03:26.816 --> 00:03:40.363]  So we certainly are hopeful that Congress is going to view this as a motivation, you might say, to try to take action finally on common sense, comprehensive immigration reform that'd be good for border security, that'd be good for national security.
[00:03:40.523 --> 00:03:46.784]  What I'd like to see the President do is finally acknowledge all of the people that have been killed by illegal aliens.
[00:03:47.204 --> 00:03:48.864]  This is not a story about my son.
[00:03:49.285 --> 00:03:56.886]  This is a story about over 100,000 people that have been killed since the last amnesty and are getting killed at the rate of 5,000 a year.
[00:03:57.206 --> 00:04:08.428]  Most of them, about 60%, are being killed by people that are in the country illegally but have not committed any what the administration calls serious crimes.
[00:04:08.908 --> 00:04:14.932]  These borders being wide open, it's not just the people from Mexico and South America who are coming across our borders now.
[00:04:15.192 --> 00:04:17.293]  There are bigger issues that we need to be worried about.
[00:04:18.294 --> 00:04:21.015]  And there's no time spent in jail for most of these felons.
[00:04:21.195 --> 00:04:38.526]  In 2013, they released over 36,000, not 300 or 3,000, 36,000 illegals from our jails and detention centers to go back onto our streets and commit more crimes because there is no protocol with the government of how they're handling these criminals.
[00:04:38.866 --> 00:04:44.767]  You told the world that you were going to deport these four people with ties to terrorist organizations.
[00:04:45.047 --> 00:04:46.008]  That's not what happened.
[00:04:46.788 --> 00:04:48.168]  Two of them were released.
[00:04:48.408 --> 00:04:50.149]  They're in deportation proceedings.
[00:04:51.169 --> 00:04:54.550]  An immigration judge released two of the four.
[00:04:55.770 --> 00:04:57.510]  And they fled to Canada.
[00:04:58.631 --> 00:05:00.471]  My intent is that they be deported.
[00:05:01.671 --> 00:05:03.812]  But two of them are in Canada seeking asylum.
[00:05:04.482 --> 00:05:09.186]  Where did these two, where were they anticipated going and where did they actually go?
