[00:00:02.051 --> 00:00:03.192]  Coast to coast.
[00:00:03.572 --> 00:00:04.913]  Direct from Austin.
[00:00:05.634 --> 00:00:08.837]  You're listening to the Alex Jones Broadcasting Network.
[00:00:15.325 --> 00:00:15.965]  Big Brother.
[00:00:16.626 --> 00:00:17.647]  Mainstream media.
[00:00:18.407 --> 00:00:19.488]  Government cover-ups.
[00:00:20.168 --> 00:00:20.949]  You want answers?
[00:00:21.749 --> 00:00:22.670]  Well, so does he.
[00:00:23.290 --> 00:00:26.893]  He's Alex Jones on the GCN Radio Network.
[00:00:27.473 --> 00:00:31.536]  And now, live from Austin, Texas, Alex Jones.
[00:00:44.602 --> 00:00:49.505]  The Christian Science Monitor came out and said, is Obama an imperial president?
[00:00:49.605 --> 00:00:50.826]  Is he becoming a dictator?
[00:00:52.347 --> 00:00:55.728]  And of course, that is stating the obvious in the form of a question.
[00:00:57.369 --> 00:01:02.772]  And then they go on to say, well, but the Democrats want him to push even more, so that makes it kind of okay.
[00:01:04.533 --> 00:01:05.634]  It's what he's got to do.
[00:01:05.654 --> 00:01:09.216]  A man's got to do what a man's got to do.
[00:01:10.437 --> 00:01:11.958]  And then Senator Ted Cruz
[00:01:13.561 --> 00:01:14.022]  We're good to go.
[00:01:33.772 --> 00:01:34.333]  Obama.
[00:01:34.713 --> 00:01:43.723]  And then it's Ted Cruz who's hurting the economy because he shut the government down for a couple days trying to have a debate about the fact that we're going to go completely bankrupt.
[00:01:44.044 --> 00:01:47.688]  But remember, Obama came out and said, oh no, raising the debt ceiling does not raise the debt.
[00:01:48.409 --> 00:01:49.430]  That's a quote, by the way.
[00:01:50.729 --> 00:01:53.151]  And if you have your doctor, you can keep your doctor, but it got worse.
[00:01:53.751 --> 00:02:01.577]  You wonder why no one in the controlled media will criticize Obama that is a dictator for all intents and purposes.
[00:02:02.237 --> 00:02:03.798]  On a scale of 1 to 10, he's becoming a 7.
[00:02:03.999 --> 00:02:07.961]  And they pretty much always go to a 10 from that point.
[00:02:09.002 --> 00:02:12.605]  I think that's what I'm trying to get at here is the bottom has fallen out.
[00:02:14.006 --> 00:02:16.588]  And people are about to find out what dictatorship means.
[00:02:17.611 --> 00:02:21.752]  It means special interests that run the government literally can do anything they want, and they will.
[00:02:22.152 --> 00:02:22.492]  They will.
[00:02:22.792 --> 00:02:23.273]  Historically.
[00:02:24.393 --> 00:02:26.193]  And stability will go completely out the window.
[00:02:26.533 --> 00:02:32.895]  Even if you don't care about morality or liberty or freedom, or you think the general public's dumb and doesn't deserve it, hey, it doesn't matter.
[00:02:32.915 --> 00:02:34.776]  Those checks and balances protect everybody.
[00:02:35.856 --> 00:02:39.617]  And every time you end up getting a tyranny, stuff gets real nasty, real quick.
[00:02:40.535 --> 00:02:50.342]  Even for the people that serve the system, they tend to go in and out of favor by changing styles and fads and purges become basically like holiday events.
[00:02:51.182 --> 00:02:54.625]  So Christian Science Monitor says, is Barack Obama an imperial president?
[00:02:55.566 --> 00:03:00.229]  President Obama's use of executive action to get around congressional gridlock is unparalleled.
[00:03:01.383 --> 00:03:04.406]  In modern times, some scholars say, some scholars say.
[00:03:04.466 --> 00:03:05.687]  No, it's unparalleled.
[00:03:06.487 --> 00:03:08.369]  Act like it's some academic thing they're discussing.
[00:03:08.789 --> 00:03:11.232]  But, the article continues.
[00:03:12.654 --> 00:03:26.650]  Liberal activists, they're not liberals, they're authoritarians, but members of the authoritarian criminal group taking over, that's what it should say if it was being honest, but members of the criminal group posing as liberals taking over says that the Fuhrer is not doing enough.
[00:03:27.131 --> 00:03:28.092]  That should be translated.
[00:03:28.773 --> 00:03:30.875]  But is Barack Obama an imperial president?
[00:03:31.796 --> 00:03:34.478]  Again, did Hitler have a small mustache under his nose?
[00:03:35.478 --> 00:03:39.220]  President Obama's use of executive action to get around congressional gridlock.
[00:03:39.641 --> 00:03:40.561]  See how that spins it?
[00:03:40.621 --> 00:03:42.482]  Oh, it's getting around the problems.
[00:03:43.423 --> 00:03:46.885]  Is unparalleled in modern times, some scholars say.
[00:03:47.465 --> 00:03:50.507]  But to liberal activists, he's not going far enough.
[00:03:52.848 --> 00:03:57.331]  Should read, President Obama cements the presidency as a dictatorial position.
[00:03:58.243 --> 00:04:02.784]  His use of executive actions across the board is completing America's journey into total tyranny.
[00:04:03.665 --> 00:04:07.546]  And many of his supporters want him to seize full control and arrest their political enemies.
[00:04:08.006 --> 00:04:09.286]  That should be the headline.
[00:04:09.807 --> 00:04:16.229]  And of course, that is now happening with Dinesh D'Souza, Governor McDonald, and others.
[00:04:16.269 --> 00:04:20.510]  And I saw sniveling establishment publications making fun of me over the weekend.
[00:04:21.630 --> 00:04:34.415]  That I dared point out that the stuff that Dinesh D'Souza and others are alleged to have done is the equivalent of having a crooked toenail while the judge sitting over you, Eric Holder, is chopping up children with a meat cleaver.
[00:04:35.936 --> 00:04:37.676]  I mean, these people cannot sit in judgment.
[00:04:37.836 --> 00:04:42.538]  They are frauds, clearly selectively enforcing, even if they're guilty, which it looks like they're not.
[00:04:42.898 --> 00:04:43.839]  They both pled not guilty.
[00:04:43.859 --> 00:04:45.459]  And you're going to see more of this.
[00:04:45.479 --> 00:04:48.040]  You're going to see a lot more of this.
[00:04:48.080 --> 00:04:49.541]  These people are disgusting.
[00:04:51.448 --> 00:04:52.830]  Totally disgusting.
[00:04:53.851 --> 00:04:59.299]  We're going to come back with just huge amounts of vital news and information and we're going to play you the censored clip.
[00:04:59.740 --> 00:05:02.143]  You wonder why no media will cover the dictatorship situation?
[00:05:02.884 --> 00:05:08.231]  Ted Cruz talked about it on Face the Nation and it got censored, but not before it streamed out on the web.
[00:05:10.379 --> 00:05:11.239]  The facts are in.
[00:05:11.399 --> 00:05:12.500]  The studies are legion.
