[00:00:19.565 --> 00:00:21.550]  Welcome to the InfoWars Nightly News.
[00:00:21.630 --> 00:00:22.853]  I'm your host, Jakari Jackson.
[00:00:23.133 --> 00:00:25.138]  It's February 12, 2014, and here's a look at our top stories.
[00:00:29.445 --> 00:00:34.370]  Tonight, a second possible terror attack on a power plant, this one nuclear.
[00:00:34.830 --> 00:00:38.134]  Then, what's a greater threat, terrorism or democide?
[00:00:38.514 --> 00:00:43.679]  With militarized SWAT teams and no-knock raids, cops have killed more Americans than Iraqi insurgents.
[00:00:44.420 --> 00:00:49.805]  And, an anti-drone activist is kidnapped in Pakistan as he was about to testify in Europe.
[00:00:50.106 --> 00:00:53.309]  All that and more on tonight's InfoWars Nightly News.
[00:00:59.079 --> 00:00:59.619]  Welcome back.
[00:00:59.979 --> 00:01:00.979]  Top story headline.
[00:01:01.379 --> 00:01:05.740]  Americans killed by cops now outnumber Americans killed in the Iraq War.
[00:01:06.180 --> 00:01:09.541]  Cops have killed well over 5,000 Americans since 9-11.
[00:01:09.921 --> 00:01:16.962]  Many of those killings have occurred during no-knock raids, which have risen by 4,000 percent since the 1980s.
[00:01:17.402 --> 00:01:25.284]  Iraqi insurgents, on the other hand, have killed around 3,500 Americans since Operation Iraqi Freedom first started.
[00:01:26.224 --> 00:01:28.746]  So we have an epidemic of police violence in this country.
[00:01:28.786 --> 00:01:30.348]  People say, this isn't a police state.
[00:01:30.388 --> 00:01:32.270]  If it was a police state, we would know about it.
[00:01:32.510 --> 00:01:39.957]  We have 5,000 deaths from officers recently, in recent years, and you don't think that's some type of epidemic.
[00:01:39.977 --> 00:01:44.501]  We see these no-knock raids where they burst into your homes, and many people are often frightened by this.
[00:01:44.841 --> 00:01:49.746]  Case in point, it was recently here in the state of Texas where they did a no-knock raid, burst into a man's home.
[00:01:50.106 --> 00:01:54.549]  The man shot back at police, killing one of the sheriffs who were there to look for marijuana.
[00:01:54.909 --> 00:02:00.572]  Luckily, the man was not charged with murder, but it just goes to show, police, when you're over-aggressive, you're going to get yourselves hurt.
[00:02:00.832 --> 00:02:04.014]  And I'm very thankful that that man was not charged in that particular case.
[00:02:04.054 --> 00:02:05.375]  But this is the police state.
[00:02:05.655 --> 00:02:13.780]  You not only have the no-knock raids, but you have the guys dressed up like Judge Dredd, you have the drones, you have the bullets, you have the paper targets of little children.
[00:02:13.840 --> 00:02:16.322]  It has to stop, and it's going to stop one way or the other, police.
[00:02:16.362 --> 00:02:16.842]  I hope we don't
[00:02:17.542 --> 00:02:24.625]  Uh, have more incidents where police get shot, but if you keep doing these no-knock raids, people are going to, uh, to basically defend themselves.
[00:02:24.645 --> 00:02:28.587]  They don't know if you're an officer or some guy just breaking into their home at three in the morning.
[00:02:29.048 --> 00:02:32.929]  Now let's talk about some different measures, some different guns being used in different ways.
[00:02:33.310 --> 00:02:35.491]  Second possible terror attack on U.S.
[00:02:35.511 --> 00:02:36.671]  power plant uncovered.
[00:02:36.691 --> 00:02:38.332]  This article by Paul Joseph Watson.
[00:02:38.772 --> 00:02:55.011]  Although it received little news coverage at the time, last year's assault on Pacific Gas and electric Metcalf transmission substation, during which telephone cables were cut and 100 shots were fired into the facility, has sparked fresh concerns about the safety of soft targets in the United States.
[00:02:55.512 --> 00:03:09.645]  Gateway Pundit's Jim Hoft highlights another possible attack that occurred just days later on April 21st, when a security guard at the TVA Watch Bar nuclear power plant in Spring City, Tennessee, was involved in a 2 a.m.
[00:03:09.705 --> 00:03:10.946]  shootout with a suspect.
[00:03:11.266 --> 00:03:15.630]  And you can watch those videos and Paul Joseph Watson's report for more details on this.
[00:03:15.910 --> 00:03:17.732]  But it just goes to show how vulnerable
[00:03:18.192 --> 00:03:26.117]  Our power systems are, whether these were false flag situations or real situations with real terrorists, it just shows how vulnerable these things can be.
[00:03:26.137 --> 00:03:34.942]  They can be picked off by a sniper, a decent shot sniper at a decent range can pick these things off and leave your area pretty much blacked out.
[00:03:35.282 --> 00:03:45.229]  But it brings to mind how vulnerable the power system is because here in the United States, much of our power grid is hooked into the internet, which to me, just hearing that just sounds so stupid to me.
[00:03:45.289 --> 00:03:47.510]  You open yourself up to a whole league of hackers.
[00:03:47.831 --> 00:03:52.694]  And that's one of the reasons why they're pushing these FOIA and CISPA and all these other internet security bills.
[00:03:52.714 --> 00:03:54.475]  They're saying, well, what about the power grid?
[00:03:54.495 --> 00:03:57.257]  Like, yeah, why don't you guys think about that before you hook the power grid?
[00:03:57.637 --> 00:03:57.857]  I think so.
[00:04:13.374 --> 00:04:13.594]  I'm not
[00:04:31.960 --> 00:04:33.040]  We're good to go.
[00:04:54.805 --> 00:05:04.239]  And I don't think that, you know, if you're a nickel-dime guy, it doesn't mean that you necessarily should have your voting rights revoked, although we do have a very fraudulent, corrupt system here in the United States.
[00:05:04.499 --> 00:05:06.242]  But I don't think you should lose your voting rights.
[00:05:06.282 --> 00:05:10.287]  So, Mr. Holder was addressing some states such as Florida, Alabama...
[00:05:10.888 --> 00:05:11.229]  I don't know.
[00:05:32.538 --> 00:05:34.901]  Non-corrupt ways I guess is the best way to put it.
[00:05:35.422 --> 00:05:37.904]  Now let's switch gears completely and talk about drones.
[00:05:38.445 --> 00:05:40.668]  We have drones all over the United States.
[00:05:40.708 --> 00:05:42.269]  We have drones in foreign countries.
[00:05:42.710 --> 00:05:46.014]  Drones patrolling the US, the Mexico border, US border.
[00:05:46.334 --> 00:05:51.841]  And now we have this anti-drone activist kidnapped in Pakistan before he was due to testify in Europe.
[00:05:52.361 --> 00:06:00.167]  A prominent Pakistani journalist and anti-drone activist has gone missing after nearly two dozen men stormed into his home and abducted him.
[00:06:00.528 --> 00:06:04.491]  His lawyer announced on Monday just days before he was due to testify.
[00:06:04.511 --> 00:06:09.715]  Now the article points out that they're not exactly sure who these guys were or what their intentions were.
[00:06:09.735 --> 00:06:12.277]  I'm sure their intentions were to, you know, keep the guy from testifying.
[00:06:12.598 --> 00:06:15.540]  But beyond that, nothing's really too much known about this.
[00:06:15.880 --> 00:06:18.843]  So I definitely applaud this journalist, Mr. Kareem Khan.
[00:06:19.443 --> 00:06:33.657]  For speaking out against these drone killings that were in Pakistan, I believe as of 2012, maybe 2013, the Pakistani Interior Minister said about 80% of the people killed by these drone strikes were non-combatants, not just there, but other areas of the world.
[00:06:35.339 --> 00:06:40.841]  As well, Obama said he wants to expand the language to allow more drone strikes, and I'm definitely against that.
[00:06:40.861 --> 00:06:45.123]  I'm definitely against lethal force for somebody who's not an immediate threat.
[00:06:45.143 --> 00:06:48.584]  And by immediate threat, I mean he has a gun to somebody's head, about to kill him.
[00:06:48.604 --> 00:06:52.986]  That's an immediate threat, not somebody who may do something at some later date down the road.
[00:06:53.046 --> 00:06:56.247]  So, definitely our thoughts and prayers go out to this gentleman's family.
[00:06:56.568 --> 00:06:57.188]  Mr. Khan.
[00:06:57.850 --> 00:07:04.657]  Now from a threat in the sky being a drone, now to a threat being laser pointers and other things that you can go buy off the shelf, we have this.
[00:07:05.017 --> 00:07:09.101]  Nearly 4,000 laser attacks annoyed and injured pilots last year.
[00:07:09.121 --> 00:07:19.731]  It says laser attacks on aircrafts occur about 11 times a day according to the FAA, but they still suspect that hundreds of attacks go unreported and remain uncounted.
[00:07:20.572 --> 00:07:26.036]  And I'm not exactly sure why people do this, if these are real hardcore terrorists or just people with too much free time on their hands.
[00:07:26.337 --> 00:07:31.481]  But you do understand, you know, you guys out there joking around, if you crash an airplane, they're going to come after you pretty hard.
[00:07:31.861 --> 00:07:33.382]  So I definitely advise you not to do that.
[00:07:33.742 --> 00:07:36.544]  As well as we have other distractions up in the sky, such as drones.
[00:07:36.564 --> 00:07:40.287]  You know, they say they want drones flying in the sky here in the near future, here in the U.S.
[00:07:40.307 --> 00:07:41.008]  with more drones.
[00:07:41.368 --> 00:07:42.889]  We had the report, I believe it was back in 2012.
[00:07:45.091 --> 00:07:46.552]  Another thing I'm against is global warming.
[00:08:07.088 --> 00:08:12.132]  And I understand you do have years where the planet's a little more hot, you have years where the planet's a little more cool.
[00:08:12.572 --> 00:08:20.419]  But even if you agree with global warming hook, line, and sinker, which I definitely don't because, I mean, was it global warming when fire rained down from the sky and destroyed Sodom?
[00:08:20.439 --> 00:08:22.120]  Should I pay Al Gore money for that?
[00:08:22.480 --> 00:08:23.181]  But Kurt Nemo,
[00:08:23.721 --> 00:08:27.724]  Don Salazar and Kit Daniels have a series of articles in the recent days.
[00:08:27.764 --> 00:08:31.627]  Global warming Lake Superior will freeze over this winter.
[00:08:32.127 --> 00:08:36.170]  And Curt Nemo points out here, how can you explain record cold temperatures?
[00:08:36.550 --> 00:08:39.552]  Well, global warming has paused according to warmest
[00:08:40.653 --> 00:08:41.374]  We're good to go.
[00:09:01.750 --> 00:09:02.510]  I think so.
[00:09:17.898 --> 00:09:18.158]  I think.
[00:09:39.079 --> 00:09:40.400]  I mean, is he going to stop the snow from falling?
[00:09:40.420 --> 00:09:42.342]  Is he going to stop these ice-breaking ships from getting stuck in ice?
[00:09:42.382 --> 00:09:47.467]  Is he going to stop our police chief here in Austin, Texas from sending out tweets talking about it's so cold, don't drive on the streets?
[00:09:47.527 --> 00:09:48.488]  Is he going to do any of that?
[00:09:49.169 --> 00:09:51.891]  I guess that goes completely against what he was saying.
[00:09:52.492 --> 00:09:57.657]  And another thing, speaking on this global warming issue, we have this by Kit Daniels and Adon Salazar.
[00:09:57.917 --> 00:10:01.761]  Panic shoppers fight over food ahead of the snowpocalypse.
[00:10:02.492 --> 00:10:04.758]  Now this is just more of the same that we were just talking about.
[00:10:05.219 --> 00:10:09.069]  Record snowfalls, record cold temperatures, and this is Atlanta.
[00:10:10.120 --> 00:10:13.462]  These are bare shelves that you can see on the shelves in Atlanta.
[00:10:13.742 --> 00:10:15.083]  People fighting over food.
[00:10:15.123 --> 00:10:15.903]  There's not enough.
[00:10:16.204 --> 00:10:20.046]  And this is just a pretense of what's coming to this country.
[00:10:20.406 --> 00:10:25.729]  Because if you have record snowfalls, if you have some type of civil emergency, I mean, what are you going to do?
[00:10:25.789 --> 00:10:27.970]  If you're not prepared, you need to get prepared.
[00:10:28.030 --> 00:10:33.073]  And at the very least, have some cheese crackers and a case of bottled water.
[00:10:33.093 --> 00:10:34.314]  But if you want to be more prepared,
[00:10:34.654 --> 00:10:36.696]  Next thing I hear is, I love Jesus Christ, and I hear a smash.
[00:10:58.243 --> 00:11:02.933]  I look back and it's a guy smashing the windows of the cop car that I was standing right next to.
[00:11:03.314 --> 00:11:04.136]  I saw the whole thing.
[00:11:04.496 --> 00:11:09.266]  Not that the guy dressed as Superman did anything to stop this crime in progress.
