[00:00:05.092 --> 00:00:06.413]  Big Brother.
[00:00:06.413 --> 00:00:08.174]  Mainstream media.
[00:00:08.174 --> 00:00:09.854]  Government cover-ups.
[00:00:09.854 --> 00:00:11.535]  You want answers?
[00:00:11.535 --> 00:00:13.296]  Well, so does he.
[00:00:13.296 --> 00:00:17.259]  He's Alex Jones on the GCN Radio Network.
[00:00:17.259 --> 00:00:21.381]  And now, live from Austin, Texas, Alex Jones.
[00:00:26.876 --> 00:00:38.741]  Dotting the landscape from coast to coast with wonderful AM and FM affiliates, simulcasting on the internet, and on global shortwave, and also on four powerful satellites.
[00:00:38.741 --> 00:00:43.543]  I'm Alex Jones, and we are joined by our guest, Dr. Jim Fetzer.
[00:00:43.543 --> 00:00:46.604]  The website, AssassinationScience.com.
[00:00:46.604 --> 00:00:48.805]  We have a link to it on Infowars.com.
[00:00:48.805 --> 00:00:52.146]  I know we have John, and David, and Pat, and Tom, and many others.
[00:00:52.146 --> 00:00:54.367]  Holden, we'll get to your calls early in this hour.
[00:00:54.367 --> 00:00:55.848]  I'll do a Part 2 interview with
[00:00:56.801 --> 00:01:00.925]  Dr. Fetzer is a professor from beautiful Duluth, Minnesota.
[00:01:00.925 --> 00:01:03.928]  Back on with me in the noon hour, Central Friday.
[00:01:03.928 --> 00:01:07.631]  We're also riding shotgun with us for as long as he'd like to.
[00:01:07.631 --> 00:01:12.756]  Another host here on the network, syndicated talk show host in his own right, Erskine with Erskine Overnight.
[00:01:12.756 --> 00:01:19.922]  And I haven't even gotten to a lot of the news, so then I have to throw these news items out and get responses from our guests and the listeners on that.
[00:01:20.964 --> 00:01:22.026]  As well.
[00:01:22.026 --> 00:01:28.638]  The tyranny is just hitting us from every side and it's dizzying at a certain point.
[00:01:28.638 --> 00:01:31.323]  Dr. Fetzer, good to have you on the show, sir.
[00:01:31.323 --> 00:01:33.327]  It's my great pleasure.
[00:01:34.457 --> 00:01:37.718]  We're going to talk about the Kennedy assassination and how it ties into 9-1-1.
[00:01:37.718 --> 00:01:38.639]  I've made this point.
[00:01:38.639 --> 00:01:39.399]  You've made this point.
[00:01:39.399 --> 00:01:40.500]  We'll talk about Northwood.
[00:01:40.500 --> 00:01:42.240]  We'll talk about who really killed Kennedy.
[00:01:42.240 --> 00:01:44.021]  The ridiculousness of it.
[00:01:44.021 --> 00:01:47.362]  The fact that it was the government up one side and down the other.
[00:01:47.362 --> 00:01:50.123]  And we'll tie it all together and we'll take the calls.
[00:01:50.123 --> 00:01:52.504]  Let's bring Erskine back up.
[00:01:52.504 --> 00:01:56.346]  Erskine interviewed you and it took two hours just to cover some of the information.
[00:01:56.346 --> 00:01:59.527]  Saturday night, again, we're honored to have you here.
[00:01:59.527 --> 00:02:03.509]  Erskine, where's a good place to start with Dr. Fetzer on this whole Kennedy assassination?
[00:02:04.167 --> 00:02:06.649]  Well, the thing is, it happened 40 years ago.
[00:02:06.649 --> 00:02:07.530]  This is old news.
[00:02:07.530 --> 00:02:08.411]  Who cares about it?
[00:02:08.411 --> 00:02:14.697]  Well, I'll tell you, you better care about it, because this was a coup d'etat of the United States government.
[00:02:14.697 --> 00:02:21.583]  They had an overthrow of the government, and the same people behind what happened then are now taking over today.
[00:02:21.583 --> 00:02:27.449]  The CIA was in large part behind that, and they put out so much disinformation.
