[00:00:00.000 --> 00:00:01.159]  A lot of excitement today.
[00:00:01.300 --> 00:00:05.759]  We are joined by Alex Jones, of course, the host of InfoWars.
[00:00:05.879 --> 00:00:07.559]  We've got a lot to get into today.
[00:00:08.400 --> 00:00:10.099]  Amongst other things, I want to hear his story.
[00:00:10.300 --> 00:00:13.839]  Enough people focus on his history and how he's gotten to where he is now.
[00:00:14.480 --> 00:00:16.739]  And his career has spanned decades.
[00:00:17.350 --> 00:00:21.089]  And of course, notoriety for some of his views on topics and government overreach.
[00:00:21.210 --> 00:00:27.410]  And there's actually memes out there about Alex Jones' right when he was thought to have been conspiratorial.
[00:00:27.550 --> 00:00:32.590]  Lo and behold, turned out to be right, which is so many of the things that we learn about today.
[00:00:33.130 --> 00:00:35.229]  Alex, welcome. Thanks for having me.
[00:00:35.289 --> 00:00:38.590]  It was great to have you on my show. It was great to be there.
[00:00:38.990 --> 00:00:43.729]  Listen, I wanted, if you don't mind, I want to start by talking about you, if you don't mind.
[00:00:43.869 --> 00:00:49.009]  I don't really see anybody interviewing you about your life, your career, your history.
[00:00:49.210 --> 00:00:51.909]  I'm sure they did at one time, but I don't see that very often anymore.
[00:00:52.590 --> 00:00:58.969]  And as a guy that spent 35 years on the radio myself, I'm intrigued by your radio career, how you got involved with that.
[00:00:59.009 --> 00:01:00.090]  Do you mind talking about these things?
[00:01:00.950 --> 00:01:04.859]  I'm more than happy to. Where did you grow up?
[00:01:04.939 --> 00:01:06.260]  What kind of family did you grow up in?
[00:01:06.680 --> 00:01:08.780]  Who is Alex Jones? I'm trying to figure that part out.
[00:01:08.939 --> 00:01:10.260]  It's not that easy to figure out.
[00:01:10.599 --> 00:01:13.900]  So clue us in on that and then how you got involved in radio.
[00:01:15.599 --> 00:01:32.920]  Sure. I mean, I've been incredibly demonized by the deep state, by the establishment, because I went to a lot of source documents about the permanent bureaucracy and some of the financial interests that would rather America and the world be a totalitarian, centralized technocracy in their own words.
[00:01:33.569 --> 00:01:35.069]  And so I've been on air 30 years.
[00:01:35.269 --> 00:01:37.810]  I started out on AXS TV in 1994.
[00:01:38.329 --> 00:01:45.250]  About a year later, I got a local call from a station that was flipping from rock music to talk on FM. We're doing a Saturday show.
[00:01:45.370 --> 00:01:47.129]  It got good ratings. They gave me a weeknight show.
[00:01:47.430 --> 00:01:52.590]  I found out how to syndicate it through a small syndicator a few years later.
[00:01:52.790 --> 00:01:54.750]  So I've been syndicated on radio for...
[00:01:55.609 --> 00:01:59.109]  27 years. At times, the show got extremely big.
[00:01:59.209 --> 00:02:04.989]  And then some of the things I said on air, take it out of context in the media, I would get kicked off a lot of stations.
[00:02:05.129 --> 00:02:06.989]  That happened after 9-11.
[00:02:07.370 --> 00:02:11.069]  Some of the things I said there, I was on over 200 radio stations, some of them huge then.
[00:02:11.129 --> 00:02:14.409]  And I went down to about 40 radio stations with my comments about that.
[00:02:15.110 --> 00:02:17.849]  And then built the show back up over the years.
[00:02:18.050 --> 00:02:19.729]  Always wanted to find new ways to reach people.
[00:02:20.379 --> 00:02:28.539]  I was one of the first people that was on Google Video and had some of the first document cam or webcams.
[00:02:29.280 --> 00:02:31.900]  At first, you're showing an image every 30 seconds or so.
[00:02:32.120 --> 00:02:39.120]  If I could show news articles and also make documentary films starting in the late 90s, 97 or so.
[00:02:39.500 --> 00:02:41.599]  If I could actually show listeners what I was talking about.
[00:02:42.770 --> 00:02:50.430]  Yeah, back in 1994, what motivated you to get into that search for the deep state?
[00:02:50.550 --> 00:02:54.250]  Because I think, you know, to say you were ahead of the curve would be an understatement.
[00:02:54.389 --> 00:02:58.449]  I think even the concept wasn't something that was being tossed around at the time.
[00:02:59.150 --> 00:03:03.289]  What was going on with you that you had some insight into this?
[00:03:06.159 --> 00:03:11.939]  My dad had, in high school, got recruited into UT Plan 2 because he had some of the top test scores in the country.
[00:03:12.340 --> 00:03:18.860]  And so he got out of it before he ever got into the actual programs after he graduated.
[00:03:18.979 --> 00:03:21.659]  But he got recruited into the kind of scientific...
[00:03:26.459 --> 00:03:29.639]  We're good to go.
[00:03:49.779 --> 00:03:53.060]  And I was a sports guy and everything else, but I did get into reading really early.
[00:03:53.199 --> 00:03:54.500]  I've always been a voracious reader.
[00:03:54.719 --> 00:04:01.099]  So I got out of comic books when I was about eight or nine and started reading military encyclopedias and history books.
