[00:00:00.470 --> 00:00:06.650]  Six years ago, the deep state came for Infowars and almost no one spoke up or took action.
[00:00:07.309 --> 00:00:09.130]  I warned you then that you were next.
[00:00:09.710 --> 00:00:12.730]  Now the globalists have launched a new, more vicious attack.
[00:00:12.970 --> 00:00:18.989]  The precedent is being set right now to literally steal my identity and shut down Infowars.
[00:00:19.250 --> 00:00:21.609]  Will the public rally to my support this time?
[00:00:21.789 --> 00:00:26.269]  Or sit back and be targeted themselves and picked off one by one?
[00:00:29.820 --> 00:00:37.100]  The globalist deep state just took their war on free speech and our very identities and our very freedoms to the next level.
[00:00:37.359 --> 00:00:50.759]  They have now introduced a lawsuit against me where they literally claim they own my name, my social media, and me personally in violation of the 13th Amendment that we fought the Civil War over.
[00:00:50.920 --> 00:00:55.560]  They're actually saying I'm an indentured servant, that I am a slave.
[00:00:56.140 --> 00:00:58.479]  Ladies and gentlemen, I'm always the canary in the coal mine.
[00:00:58.619 --> 00:00:59.960]  I am the test case.
[00:01:00.119 --> 00:01:02.460]  And when they get through me, they're coming after you.
[00:01:08.920 --> 00:01:18.719]  The biggest attack yet, not just on the First Amendment, but on the 13th Amendment in modern history is now taking place.
[00:01:19.459 --> 00:01:25.500]  Now, as you know, InfoWars has been under major lawfare Democrat Party deep state attack for at least seven years.
[00:01:26.079 --> 00:01:31.359]  The only other person that's been more demonized in the attack is President Trump, and of course now they're going after Elon Musk.
[00:01:31.500 --> 00:01:35.659]  But in the long run, they have been after me massively.
[00:01:35.659 --> 00:01:42.700]  They see me as a populist leader that has been absolutely critical in exposing their agenda, and they want me off the air.
[00:01:43.079 --> 00:01:46.370]  So... InfoWars is up for sale November 13th.
[00:01:46.769 --> 00:01:49.750]  If patriots are unable to buy it, it will be shut down.
[00:01:50.310 --> 00:01:53.129]  Soros funded group Media Matters says they're going to try to buy it.
[00:01:53.230 --> 00:01:54.530]  But that's a separate issue.
[00:01:54.670 --> 00:01:56.090]  That already broke the last few weeks.
[00:01:56.549 --> 00:01:58.170]  What I'm about to talk about...
[00:01:59.150 --> 00:02:02.530]  Just happened last night and again is unprecedented.
[00:02:03.129 --> 00:02:06.269]  And this affects Joe Rogan, Tucker Carlson.
[00:02:06.609 --> 00:02:08.210]  It affects Elon Musk.
[00:02:08.310 --> 00:02:09.629]  It affects President Trump.
[00:02:09.810 --> 00:02:10.930]  It affects you.
[00:02:11.030 --> 00:02:41.270]  It affects all populists or conservatives or people that just want to stop World War III. The Democrat Party law firm run by Senator Blumenthal up in Connecticut has openly come out and filed in Travis County in the Democrat-controlled It's just as bad as New York or DC with the lawfare to appoint a receiver over me that literally controls everything I do,
[00:02:41.490 --> 00:02:46.129]  controls my bank account, literally makes me property of these people.
[00:02:46.550 --> 00:02:50.469]  Now, under the 13th Amendment we'll put on screen, you're not supposed to be able to do this.
[00:02:50.710 --> 00:02:53.310]  Plus, I'm still in bankruptcy court.
[00:02:54.180 --> 00:03:03.159]  And the Texas Supreme Court, the U.S. Supreme Court, the Fifth Circuit, over and over again have ruled against these receivers and said it violates the 13th Amendment.
[00:03:03.419 --> 00:03:10.879]  But worse than that, Connecticut and Texas law say, while the fake billion and a half dollar judgments are on appeal...
[00:03:11.770 --> 00:03:17.349]  You can't execute any of these collections, but they haven't stopped trying.
[00:03:17.789 --> 00:03:21.650]  And so, to all the other great talk show hosts out there, I've defended your speech.
[00:03:21.810 --> 00:03:23.629]  I've stood up for you when you get persecuted.
[00:03:24.050 --> 00:03:27.310]  I need you to defend Infowars because this is a precedent.
[00:03:29.919 --> 00:03:37.639]  We're good to go.
[00:03:45.090 --> 00:03:48.009]  With these giant judgments that never go away because they didn't want to settle.
[00:03:48.169 --> 00:03:49.930]  They said it wasn't about money. They want me off the air.
[00:03:50.129 --> 00:03:55.310]  They said it on national TV. The Democrat lawyers said it on the courthouse steps in Texas and Connecticut.
[00:03:55.610 --> 00:03:56.789]  They want me off air.
[00:03:57.110 --> 00:04:01.330]  Take Alex Jones' platform that he talks about away.
[00:04:01.849 --> 00:04:05.370]  I ask that you make certain he can't rebuild.
[00:04:05.710 --> 00:04:12.009]  There's going to be a large set of plaintiffs who are going to be dividing up the corpse of Infowars and the bankruptcy estate.
[00:04:12.310 --> 00:04:15.830]  And over the course of that process, that could get very, very dangerous for Mr.
[00:04:15.949 --> 00:04:21.449]  Jones. I hope that we never see someone like him again.
[00:04:22.439 --> 00:04:32.720]  And if you're out there right now and you're one of Alex Jones' audience members and you're considering giving him money, I just want you to know that based on the jury's verdict today, it's not a very good bet.
[00:04:33.480 --> 00:04:43.500]  Take him out of this discourse, of this misinformation, of this peddling of lies, and make sure he can't do it again.
[00:04:44.120 --> 00:04:47.920]  So they want to chase me, they want to run me to ground, they want to try to torture me.
[00:04:48.370 --> 00:04:49.389]  I can handle all that.
[00:04:49.490 --> 00:04:51.629]  I'm a big boy. I'm taking on the deep state.
[00:04:51.750 --> 00:04:52.910]  I expect this stuff to happen.
[00:04:53.230 --> 00:04:56.149]  But what I do need to do is stay on air.
[00:04:56.829 --> 00:05:02.769]  And so regardless of what happens to Infowars, I need legal defense to be able to block what they're doing.
[00:05:03.379 --> 00:05:08.100]  And to be able to continue on with a new broadcast where I work for someone else.
[00:05:08.180 --> 00:05:10.540]  Because that's what you do. I can't own companies.
[00:05:10.759 --> 00:05:12.000]  I can't be the boss.
[00:05:12.160 --> 00:05:14.379]  But I can be the boss of what I talk about on air.
[00:05:14.540 --> 00:05:22.240]  So as long as I work for other companies or a company that doesn't violate my speech, I'll be totally happy to stay on the air that way.
[00:05:22.319 --> 00:05:27.480]  But in the interim, I've got to fight in the federal and state court where they're not just saying they own me.
[00:05:27.699 --> 00:05:33.040]  They've also filed in federal court and also in the state court saying they own the name Alex Jones.
[00:05:33.360 --> 00:05:40.699]  And that they own real Alex Jones on X. Now, the courts have all said you can't do things like that, but they're trying it.
[00:05:40.819 --> 00:05:47.759]  And if I don't aggressively battle them in the state and federal court, they will get a win if I don't challenge it.
[00:05:47.879 --> 00:05:50.620]  And then they'll be able to use that tactic on you as well.
[00:05:50.860 --> 00:05:58.079]  So I'm asking everyone to research the case, to read about the filings below, to look at the news articles I'm putting up on screen.
[00:05:58.199 --> 00:06:01.100]  I know it sounds crazy to own my name and own my social media.
[00:06:01.829 --> 00:06:19.170]  That's never been done before, but they are trying it, and I'm asking you to go to therealalexjones.com, and that takes you right to the great folks, the Patriot crowdsourcing site, GiveSinGo, where you can donate $10, $100, $1,000 in this critical fight.
[00:06:19.410 --> 00:06:20.649]  The globalists hate my broadcast.
[00:06:21.110 --> 00:06:22.810]  They're obsessed with taking it off the air.
[00:06:23.579 --> 00:06:24.860]  They want to set that precedent.
[00:06:25.079 --> 00:06:46.339]  And when you support me staying on the air in the face of this tyranny, it is so important to the future of America and of the entire world as we expose the human trafficking, as all the CIA pedophile sex rings come out, as Kamala and Mayorkas trafficking 325,000 children into slavery and physical slavery and sex slavery,
[00:06:46.339 --> 00:07:02.899]  as we try to stop World War III, as we expose the private Federal Reserve, as When populism and the public awaken to the New World Order, in my 30-plus years on air, this is the most important time ever because now Infowars has so much credibility.
