[00:00:05.840 --> 00:00:06.480]  Big Brother.
[00:00:07.160 --> 00:00:08.240]  Mainstream media.
[00:00:08.921 --> 00:00:10.041]  Government cover-ups.
[00:00:10.681 --> 00:00:11.502]  You want answers?
[00:00:12.242 --> 00:00:13.182]  Well, so does he.
[00:00:13.823 --> 00:00:17.644]  He's Alex Jones on the GCN Radio Network.
[00:00:18.004 --> 00:00:22.126]  And now, live from Austin, Texas, Alex Jones.
[00:00:25.627 --> 00:00:30.289]  Deep behind enemy lines, Austin, Texas, InfoWars Studio.
[00:00:31.405 --> 00:00:33.007]  Welcome to the Alex Jones Show.
[00:00:33.147 --> 00:00:35.871]  I am Jack Blood, sitting in for Alex Jones today.
[00:00:36.672 --> 00:00:40.216]  So glad you could join us this 24th day of January 2006.
[00:00:42.639 --> 00:00:45.643]  Eric Huffschmidt, whose perennial book on 9-11
[00:00:47.285 --> 00:00:50.746]  Entitled, Painful Questions and Analysis of the September 11th Attack.
[00:00:50.786 --> 00:00:54.287]  We'll be joining us in the second hour of today's program.
[00:00:54.607 --> 00:00:58.108]  We are going to take your calls and go over a lot of news.
[00:00:58.168 --> 00:01:05.250]  I had a ton of news left over from yesterday, so we're gonna bang out some of that and bang out some of the new headlines today at InfoWars.com.
[00:01:07.242 --> 00:01:10.104]  And, well, this is the beauty of doing a radio program.
[00:01:10.144 --> 00:01:16.629]  Such as this, there is no lack of news, and unfortunately, a lot of it is bad or bizarre.
[00:01:16.649 --> 00:01:26.877]  Although we always encourage you to take a positive attitude, and very simply put, and it might be a little trite and cliche, but the truth does set you free.
[00:01:27.777 --> 00:01:29.899]  If you've been watching the mainstream media,
[00:01:30.706 --> 00:01:46.873]  Cable and network news you have seen and you will hear in this recent State of the Union by George W. Bush the bragging of catching another number two, number three, number four Al-Qaeda guy almost had Hariri or almost had Zahawiri.
[00:01:47.885 --> 00:01:55.690]  In this recent bombing in Pakistan, and I meant to get to this yesterday, but it's very important because I know a lot of people get their news through this radio program.
[00:01:55.710 --> 00:02:06.417]  It's very important that we punctuate this particular attack in Pakistan where we captured and killed and had a great victory for Oceania.
[00:02:06.938 --> 00:02:09.099]  Yes, that's right, I said Oceania.
[00:02:09.479 --> 00:02:16.144]  And this is the story that peeled out yesterday that was circulating around the web and also broadcast on CNN.
[00:02:16.984 --> 00:02:28.013]  A Pakistan PM, Prime Minister, CIA attack reports bizarre, no evidence that top Al-Qaeda leaders weren't at the target, he says.
[00:02:28.413 --> 00:02:34.999]  Pakistani Prime Minister Sharif Aziz, on Sunday, ridiculed as bizarre a U.S.
[00:02:35.059 --> 00:02:42.465]  report that senior Al-Qaeda leaders were killed in a CIA attack on a home along the Pakistan-Afghanistan border.
[00:02:42.985 --> 00:02:50.973]  He says, quote, there is no evidence, as of a half hour ago, that there were any people there, as he said on CNN's late edition with Wolf Blitzer.
[00:02:52.014 --> 00:03:01.082]  The area does see movement of people from across the border, but we have not found one body or one shred of evidence that these people were there.
[00:03:01.142 --> 00:03:08.409]  Meanwhile, the Bush administration and their minions, and of course all those reading the talking points on the Sunday news shows,
[00:03:08.729 --> 00:03:19.196]  Went into great detail to talk about how they had Zawahiri and various number two, number three Al-Syieda minions at this particular house.
[00:03:19.216 --> 00:03:32.624]  The initial reports, of course, as you remember, came out that we simply and accidentally, of course, killed a lot of innocent people in a supposed decapitation move on the number two Al-Qaeda man.
[00:03:32.885 --> 00:03:36.407]  But again, here we have the Pakistani Prime Minister, Aziz, saying
[00:03:36.967 --> 00:03:39.590]  This is bizarre, because there's no evidence.
[00:03:39.631 --> 00:03:41.693]  No one's told them there was no evidence.
[00:03:41.733 --> 00:03:44.356]  They've seen nothing to indicate that that is the truth.
[00:03:44.436 --> 00:03:48.401]  Again, folks, I hate to have to be the one to tell you this, but your government is lying to you.
[00:03:49.034 --> 00:03:49.194]  U.S.
[00:03:49.234 --> 00:04:03.162]  counter-terrorism officials have said they believe the January 13th, that's right folks, it was on the 13th, the January 13th attack killed 4 to 8 Al-Qaeda affiliated quote-unquote foreigners attending a dinner meeting.
[00:04:03.742 --> 00:04:08.745]  Knowledgeable sources have said that their bodies were removed from the scene by comrades and buried elsewhere.
[00:04:09.285 --> 00:04:10.366]  Well, isn't that convenient?
[00:04:11.221 --> 00:04:20.883]  Tens of thousands of Pakistanis have taken to the streets and cities nationwide to express outrage about the attack which killed more than a dozen civilians, including women and children.
[00:04:22.083 --> 00:04:28.725]  Pakistani officials originally put the death toll at 18 civilians as these cited 13 deaths.
[00:04:29.565 --> 00:04:31.365]  13 deaths on January 13th.
[00:04:33.346 --> 00:04:34.766]  Har for the course, isn't it folks?
[00:04:35.446 --> 00:04:40.047]  We have a lot of news to cover, including Pentagon spied on Houston anti-Halliburton activists.
[00:04:40.965 --> 00:04:44.106]  Patriot Act renewals include creation of a federal police force.
[00:04:44.646 --> 00:04:50.447]  Officer docked pay for torturing an Iraqi to death 11 people indicted for domestic terror activities in the US.
