[00:00:05.553 --> 00:00:06.193]  Big Brother.
[00:00:06.853 --> 00:00:07.934]  Mainstream media.
[00:00:08.634 --> 00:00:09.795]  Government cover-ups.
[00:00:10.395 --> 00:00:11.215]  You want answers?
[00:00:11.955 --> 00:00:12.876]  Well, so does he.
[00:00:13.516 --> 00:00:17.358]  He's Alex Jones on the GCN Radio Network.
[00:00:17.718 --> 00:00:21.799]  And now, live from Austin, Texas, Alex Jones.
[00:00:33.643 --> 00:00:36.224]  Well, once again, we take you out.
[00:00:36.304 --> 00:00:39.126]  It's not Alex Jones for the second day in a row.
[00:00:39.186 --> 00:00:40.326]  This is Bob Dacey.
[00:00:41.187 --> 00:00:43.988]  Substituting for Alex Jones while he's off doing something else.
[00:00:44.088 --> 00:00:45.268]  I have no idea what he's doing.
[00:00:46.169 --> 00:00:48.150]  Again, my name is Bob Dacey.
[00:00:48.710 --> 00:00:50.911]  I am the host of a local cable TV
[00:00:52.321 --> 00:00:56.122]  Show, an access show, it's a news and political talk show called The Simple Truth.
[00:00:57.123 --> 00:00:59.264]  I've been on the air as the host of that show.
[00:00:59.504 --> 00:01:00.784]  I'm in my eighth season.
[00:01:01.484 --> 00:01:10.108]  I've known Alex ever since about 1998 when he was primarily responsible for waking me up to what was really going on in the world.
[00:01:10.988 --> 00:01:15.410]  And I've been dedicated to fighting the New World Order ever since.
[00:01:16.250 --> 00:01:21.772]  And the show that I do, in case you just happen to be in the Austin area and you have Austin Time Warner Cable,
[00:01:22.864 --> 00:01:25.386]  Which of course is going to be a very small fraction of the people that are listening.
[00:01:26.207 --> 00:01:33.152]  It's on Tuesday nights at 8 o'clock on Channel 10 on Austin Time Warner Cable.
[00:01:34.593 --> 00:01:35.894]  Access Channel 10.
[00:01:35.934 --> 00:01:39.216]  So, you know, if you're able to watch the simple truth, go right ahead.
[00:01:39.336 --> 00:01:44.320]  That's what I've been doing again for, I mean, my eighth year now of doing that.
