[00:00:05.942 --> 00:00:06.603]  Big Brother.
[00:00:07.244 --> 00:00:08.324]  Mainstream media.
[00:00:09.005 --> 00:00:10.166]  Government cover-ups.
[00:00:10.786 --> 00:00:11.607]  You want answers?
[00:00:12.348 --> 00:00:13.368]  Well, so does he.
[00:00:13.909 --> 00:00:17.872]  He's Alex Jones on the GCN Radio Network.
[00:00:18.092 --> 00:00:22.216]  And now, live from Austin, Texas, Alex Jones.
[00:00:38.266 --> 00:00:39.807]  Back in the saddle again.
[00:00:40.127 --> 00:00:44.330]  Massive broadcast lined up for you today.
[00:00:45.291 --> 00:00:54.017]  Already the third day into this month, and it is, of course, April 3rd, 2006.
[00:00:55.458 --> 00:01:06.286]  Coming up in 20 minutes, we'll be talking to Forrest M. Mims III, Chairman of the Environmental Science Section of the Texas Academy of Science and the Editor of the Citizen Scientist.
[00:01:07.182 --> 00:01:16.169]  And he also publishes and is the editor of several other online scientific publications and is an esteemed scientist in his own right.
[00:01:16.509 --> 00:01:26.918]  And he and others have lodged formal complaints with several universities and also with the Texas Academy of Sciences.
[00:01:28.303 --> 00:01:42.894]  Because about a month ago, there was a semi-secret conference, that is, no recording was allowed, where the open death, murder, killing, whatever you want to call it, of 90% of the public was brought forward.
[00:01:44.455 --> 00:01:53.699]  And of course, I've talked a lot about actually being at cocktail parties over the years, and I haven't been to very many of these academic functions.
[00:01:53.719 --> 00:02:02.723]  I mean, I'll go cover some lecture, and then go to the reception afterwards, and all they talk about is how they're going to kill all of us.
[00:02:04.125 --> 00:02:14.110]  And so last night I was on the Drudge Report, or yesterday afternoon, and the headline was, uh, Dr. Doom says 90% need to die.
[00:02:14.930 --> 00:02:17.271]  And finally it hit mainstream news.
[00:02:17.351 --> 00:02:24.655]  I mean, when I get up on air and I say their plan is to kill 85 to 95% of us, I'm not joking.
[00:02:25.315 --> 00:02:28.637]  That is the official government plan of the U.S.
[00:02:28.737 --> 00:02:29.317]  government
[00:02:30.203 --> 00:02:33.425]  It is the official government plan of the European Union.
[00:02:34.146 --> 00:02:44.653]  It is the official government plan, as soon as they get you locked down in the cities under the War on Terror, to release bio-weapons on you and kill you and your entire family.
[00:02:45.774 --> 00:02:47.335]  Now, you know I don't make stuff up.
[00:02:48.216 --> 00:02:49.617]  People can't deal with this.
