[00:00:05.617 --> 00:00:06.277]  Big Brother.
[00:00:06.938 --> 00:00:08.018]  Mainstream media.
[00:00:08.698 --> 00:00:09.798]  Government cover-ups.
[00:00:10.458 --> 00:00:11.278]  You want answers?
[00:00:12.039 --> 00:00:12.939]  Well, so does he.
[00:00:13.599 --> 00:00:17.540]  He's Alex Jones on the GCN Radio Network.
[00:00:17.780 --> 00:00:21.861]  And now, live from Austin, Texas, Alex Jones.
[00:00:32.637 --> 00:00:34.238]  Welcome, ladies and gentlemen.
[00:00:35.859 --> 00:00:40.102]  It is Tuesday, the 23rd day of May, 2006.
[00:00:42.984 --> 00:00:52.550]  We're now 30 days out from the big 9-11 meeting that we're going to have, the big symposium out in Southern California on the 24th and 25th, or to be technical, 31 days out.
[00:00:56.218 --> 00:00:58.279]  We have a pastor joining us.
[00:00:58.299 --> 00:00:59.899]  We're not going to use his real name.
[00:00:59.959 --> 00:01:01.079]  We have the documents.
[00:01:01.660 --> 00:01:03.460]  We have confirmed the validity of this.
[00:01:03.580 --> 00:01:08.982]  We have several mainstream news articles that confirm large portions of what he's discussing.
[00:01:10.022 --> 00:01:14.183]  But all over the United States, preachers, pastors, priests,
[00:01:14.884 --> 00:01:29.976]  Rabbis, clerics, religious leaders are being recruited and swearing oaths to FEMA and being trained to pacify populations for gun confiscation, forced drugging, forced relocation.
[00:01:31.677 --> 00:01:34.259]  This is coming up in the next hour.
[00:01:36.501 --> 00:01:40.344]  Then we have Janice Matthews joining us from 911truth.org.
[00:01:40.424 --> 00:01:43.887]  They're putting on the big 9-11 symposium in Chicago that I'll be attending.
[00:01:44.858 --> 00:01:52.353]  Coming up in what, just 10 days on the 3rd, 4th, and 5th, or I guess 2nd, 3rd, and 4th
[00:01:54.352 --> 00:01:55.874]  That is coming up as well.
[00:01:55.914 --> 00:01:57.836]  They put out a big Zogby poll.
[00:01:57.876 --> 00:01:59.698]  They commissioned another Zogby poll.
[00:02:00.139 --> 00:02:01.460]  Remember what?
[00:02:01.721 --> 00:02:04.684]  68% of New Yorkers wanted a new investigation.
[00:02:04.704 --> 00:02:08.148]  49% believe the government's covering up and could be involved.
[00:02:08.188 --> 00:02:09.910]  That was a poll two years ago.
[00:02:10.350 --> 00:02:13.594]  They had other CNN polls, but this one's scientific, where we've had 90%, 80,
[00:02:16.317 --> 00:02:22.061]  4% coming out believing that the government is involved in covering up what really happened on 9-11.
[00:02:22.541 --> 00:02:23.922]  A new Zogby poll.
[00:02:24.023 --> 00:02:29.527]  Over 70 million American adults support new 9-11 investigations.
[00:02:29.547 --> 00:02:33.109]  Zogby, one of the more respected polling agencies out there.
[00:02:33.129 --> 00:02:36.452]  We'll be getting into that with her in the third hour and more.
[00:02:38.095 --> 00:02:41.217]  I've been having a lot of guests on lately, so I've been having to speed through your calls.
[00:02:41.257 --> 00:02:47.802]  I'm always frustrated because the callers have so many great points and important issues or comments or questions that they want to raise.
[00:02:48.402 --> 00:02:50.664]  So we're going to open the phones up in this first hour.
[00:02:50.704 --> 00:02:51.945]  I'm going to take a lot of your calls.
[00:02:51.965 --> 00:02:53.105]  I'm going to move through you quickly.
[00:02:53.125 --> 00:02:57.448]  I'm going to move on to the next caller so everybody gets a chance to be on air.
[00:02:57.548 --> 00:03:01.511]  So if you're listening on this live Tuesday edition, the toll-free number is 1-800-259-9231.
[00:03:07.092 --> 00:03:07.332]  1-800-259-9231.
[00:03:10.274 --> 00:03:32.911]  Even the conservative Human Events, the big national conservative weekly publication, admits from President Bush's own statements, the CFR's own documents, and official North American legislation, that's right, there is such a thing, that America is being subdivided, shut down, destroyed, right now.
[00:03:33.772 --> 00:03:35.793]  When we get back from break, I want to get into this first.
[00:03:35.833 --> 00:03:46.417]  Now we talked a lot about this about eight, nine months ago when the Council on Foreign Relations first went public and admitted that yes, they'd been involved in a secret program to bring down U.S.
[00:03:46.457 --> 00:03:47.317]  borders completely.
[00:03:48.898 --> 00:03:52.819]  Actually, we were talking about this five years ago, but Lou Dobbs picked up on it.
[00:03:52.839 --> 00:03:54.140]  The CFR went public.
[00:03:54.819 --> 00:03:57.144]  And now it's mainstream news, but it's been forgotten.
[00:03:57.264 --> 00:04:03.776]  That's what's behind Rob Allen & Co., the PR firm, Vicente Fox, the outgoing Mexican President Bush, the demonstrations.
[00:04:03.837 --> 00:04:05.400]  That's what's behind all of this.
[00:04:06.357 --> 00:04:09.960]  North American Union to replace USA as the human events headline.
[00:04:10.400 --> 00:04:11.421]  This came out yesterday.
[00:04:11.461 --> 00:04:12.762]  We'll be going over it today.
[00:04:12.842 --> 00:04:19.706]  President Bush is pursuing a globalist agenda to create a North American Union, effectively erasing our borders, both with Mexico and Canada.
[00:04:19.726 --> 00:04:23.569]  This was the hidden agenda behind the Bush administration's true open borders policy.
[00:04:23.589 --> 00:04:28.753]  Now, this is the ultimate neocon publication, throwing it in your face.
[00:04:30.074 --> 00:04:31.134]  So I don't want to hear it.
[00:04:32.615 --> 00:04:32.996]  Also,
[00:04:34.008 --> 00:04:37.611]  I've been listening to even Patriot Talk Shows, Truth Movement Talk Shows.
[00:04:38.312 --> 00:04:40.914]  They're still wondering why the gas prices are so high.
[00:04:40.934 --> 00:04:43.897]  We're going to recap why that is when we get back.
[00:04:44.617 --> 00:04:46.479]  There's a bunch of other police state news.
[00:04:47.640 --> 00:04:50.502]  Moves to tax and regulate and shut down the internet news.
[00:04:51.303 --> 00:04:54.426]  It's all coming up and we're going to open the phones up for any issue you want to talk about.
[00:04:54.446 --> 00:04:55.266]  1-800-259-9231.
[00:04:55.286 --> 00:04:57.588]  Websites are prisonplanet.tv and nippleawards.com.
[00:05:01.423 --> 00:05:08.267]  Hey folks, Alex Jones here, and I'm very excited to announce the release of my bombshell documentary film, 9-1-1, The Road to Tyranny, on DVD.
[00:05:08.567 --> 00:05:09.948]  That's right folks, DVD.
[00:05:10.148 --> 00:05:12.349]  The original film was 144 minutes long.
[00:05:12.509 --> 00:05:14.590]  The DVD version is 170 minutes.
[00:05:14.870 --> 00:05:19.793]  If you want to wake up your friends and families to the truth of what happened on September 11th, this is the film for you.
[00:05:20.133 --> 00:05:24.175]  The Road to Tyranny is already sending shockwaves through Washington and across the United States.
[00:05:24.415 --> 00:05:26.196]  You absolutely must see this DVD.
[00:05:26.256 --> 00:05:36.921]  It covers the history of government-sponsored terrorism, the police state and homeland security, the nightmare UN population control programs, the cashless society control grid, satellite cracking and plentiful microchips, and much, much more.
[00:05:37.061 --> 00:05:38.962]  Bottom line, this film is waking people up.
[00:05:39.162 --> 00:05:43.024]  Order your copy on VHS or TV today, and man the guns in the Info War.
[00:05:43.124 --> 00:05:44.545]  Order right now by calling 1-888-2533139.
[00:05:44.565 --> 00:05:44.765]  That's 888-2533139.
[00:05:51.608 --> 00:05:54.891]  Or order online at Infowars.com or Infowars.net.
[00:05:54.911 --> 00:05:56.192]  I'll give them that number, 888-253-3139.
[00:06:01.127 --> 00:06:09.734]  Berkey Water Filters are the ultimate filters used worldwide for normal or hostile filtration environments to provide the most delicious, sparkling, clean water possible.
[00:06:09.954 --> 00:06:21.244]  The Berkey Light's self-sterilizing filter elements remove pathogenic bacteria, cysts, parasites, chemicals, and they reduce lead, mercury, aluminum, nitrate, salt for odors, foul tastes, and much, much more.
[00:06:21.464 --> 00:06:24.086]  Yet, they leave in the nutritional minerals that your body needs.
[00:06:24.426 --> 00:06:30.890]  The Berkey Light has ridges to deflect water if the upper chamber is overfilled and it can be used anywhere on a flat surface.
[00:06:31.050 --> 00:06:32.931]  That's because it has an elevated base.
[00:06:33.132 --> 00:06:39.155]  The entire system joins together to make the Berkey Light convenient to transport even while it's filtering water.
[00:06:39.395 --> 00:06:45.059]  It's rechargeable bright white LED lamps allow for optimum use at night or during emergency conditions.
[00:06:45.399 --> 00:06:49.540]  Get the Berkulite, the ultimate filter for only $259 by calling New Millennium at 888-803-4438.
[00:06:49.560 --> 00:06:50.181]  That's toll-free, 888-803-4438.
[00:06:50.201 --> 00:06:52.141]  Not yet available in Iowa.
[00:07:02.648 --> 00:07:05.210]  Hey folks, Alex Jones here with an important question.
[00:07:05.370 --> 00:07:07.531]  When was the last time you used pure soap?
[00:07:07.811 --> 00:07:17.898]  I mean the hard to find kind that's all natural and not full of corrosive toxins and chemicals and detergents that just dry out your skin and have been connected to very serious health problems?
[00:07:18.218 --> 00:07:20.540]  Let me tell you something about the Cal Bend Pure Soap Company.
[00:07:20.720 --> 00:07:24.822]  There's a 100% unconditional guarantee on all their wonderful products.
[00:07:25.022 --> 00:07:30.725]  They're all natural, they're triple concentrated, they're factory direct, factory owned and operated since 1947.
[00:07:31.065 --> 00:07:35.647]  Earth friendly, pure soaps for bathing, laundry and kitchen.
[00:07:35.827 --> 00:07:39.189]  Try Pure Soap once and I'll guarantee you'll never use anything else.
[00:07:39.489 --> 00:07:44.411]  Now for the first time, Calvin Pure Soap is available factory direct to you and your family.
[00:07:44.651 --> 00:07:48.313]  Save up to 85% off supermarket and retail store prices.
[00:07:48.514 --> 00:07:51.035]  Call today for a Calvin Soap catalog at 1-800-340-7091.
[00:07:51.055 --> 00:07:52.996]  That's 1-800-340-7091 or on the web at calvinpuresoap.com.
[00:07:53.016 --> 00:07:55.558]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[00:08:20.164 --> 00:08:23.186]  We've got a pastor joining us in the next hour.
[00:08:23.206 --> 00:08:24.707]  We're not going to use his real name.
[00:08:25.528 --> 00:08:28.990]  This pastor is known personally to several pastor friends of mine.
[00:08:29.470 --> 00:08:30.811]  We have seen the documents.
[00:08:31.212 --> 00:08:33.693]  We have seen the internal memorandums.
[00:08:34.214 --> 00:08:41.879]  We have to be very careful about how much information we give out because he has been basically made a leader, a Gruppenfuhrer in all of this.
[00:08:42.811 --> 00:08:56.733]  FEMA, we know, is recruiting police, school children, former military people, firemen, school teachers, doctors, nurses for forced inoculations, roundups, gun confiscations.
[00:08:56.793 --> 00:08:58.674]  That's been in the mainstream news.
[00:08:58.694 --> 00:09:02.494]  We've interviewed many of these FEMA slash Homeland Security minions.
[00:09:02.514 --> 00:09:04.135]  Some of them are head professors.
[00:09:04.555 --> 00:09:08.395]  One of them in Tennessee over an entire department at a university there.
[00:09:08.455 --> 00:09:11.776]  He admitted that they're there to fight terror and crime.
[00:09:12.677 --> 00:09:26.044]  They are training the preachers to pacify and tell their flocks to go along with the government, to go along to take medication, mass medication, if people don't like the gun confiscation and they're mentally ill and need to take drugs.
[00:09:26.644 --> 00:09:29.446]  This is right out of the East German Stasi.
[00:09:29.486 --> 00:09:31.047]  It's coming up in the next hour.
[00:09:31.789 --> 00:09:34.972]  Then we have Janice Matthews, an incredible 9-11 activist, joining us.
[00:09:35.492 --> 00:09:37.995]  911truth.org commissioned a big Zogby poll.
[00:09:38.055 --> 00:09:40.057]  The third Zogby poll we've had about 9-11.
[00:09:40.157 --> 00:09:42.879]  We'll give you the details of that in the first 30 minutes of the third hour.
[00:09:43.239 --> 00:09:46.923]  Then the last half hour of the broadcast today, I have a 20-minute clip.
[00:09:46.943 --> 00:09:48.224]  We're not going to air all of it.
[00:09:48.264 --> 00:09:49.085]  Here's the headline.
[00:09:49.205 --> 00:09:49.625]  Ex-U.S.
[00:09:49.685 --> 00:09:50.106]  soldier.
[00:09:50.626 --> 00:09:54.330]  If he didn't answer the way we liked, we would shoot his youngest kid in the head.
[00:09:55.110 --> 00:09:58.652]  This is just one more Army Ranger, one more Marine, one more officer.
[00:09:59.212 --> 00:10:04.976]  We've had Master Sergeants on, we've had Marine Captains on, talking about similar things.
[00:10:04.996 --> 00:10:06.756]  They've done this in front of reporters.
[00:10:07.357 --> 00:10:10.859]  Can you imagine blowing children's heads off?
[00:10:11.859 --> 00:10:14.741]  You answer my question or I'm going to kill your child.
[00:10:15.501 --> 00:10:16.722]  And then again, John Yoo,
[00:10:17.660 --> 00:10:37.989]  When he was one of the top White House counsels under Gonzalez, now Attorney General, of course, even at a CFR meeting earlier this year in Chicago, openly said, when he was questioned by another CFR member there, about how his dastardly memo he put out saying we can torture children in front of their parents, including sexually, ladies and gentlemen, John, you said, absolutely, we're allowed to do that.
[00:10:38.049 --> 00:10:40.770]  These people are scum of the earth.
[00:10:41.743 --> 00:10:43.144]  That is not a strong enough term.
[00:10:43.184 --> 00:10:45.424]  They are demon seed.
[00:10:46.085 --> 00:10:49.185]  They are Jeffrey Dahmer's ruling us.
[00:10:50.086 --> 00:10:51.766]  Hell hath been released.
[00:10:52.146 --> 00:10:53.827]  Pure evil is upon us.
[00:10:54.667 --> 00:11:03.250]  The Nazis, the Soviets, the greatest murderers in human history didn't openly brag about it.
[00:11:04.028 --> 00:11:07.792]  on diocese in front of thousands being recorded.
[00:11:08.173 --> 00:11:09.294]  These people do.
[00:11:09.474 --> 00:11:17.683]  They write memos, they sign their despicable, shameful, wicked names to it.
[00:11:20.026 --> 00:11:24.191]  So we're going to be getting into that coming up today.
[00:11:25.310 --> 00:11:26.871]  This is the type of news I have in front of me.
[00:11:26.911 --> 00:11:28.232]  Mexico's Fox begins U.S.
[00:11:28.312 --> 00:11:30.214]  trip to Utah to promote open borders.
[00:11:30.774 --> 00:11:32.135]  Personal data of millions of U.S.
[00:11:32.155 --> 00:11:33.596]  veterans stolen.
[00:11:33.836 --> 00:11:34.597]  26.5 million veterans.
[00:11:35.257 --> 00:11:37.379]  The Dixie Chicks refuse to take it back.
[00:11:37.399 --> 00:11:39.500]  Their comments about Bush.
[00:11:39.540 --> 00:11:40.881]  2006 hurricane forecast.
[00:11:41.342 --> 00:11:43.323]  They're talking about it being a major season.
[00:11:43.363 --> 00:11:44.844]  It could be a record season.
[00:11:46.005 --> 00:11:47.186]  That is some of what's coming up.
[00:11:47.206 --> 00:11:48.687]  We're going to have open phones today.
[00:11:48.727 --> 00:11:50.148]  Toll-free number to join us, 800-259-9231.
[00:11:50.208 --> 00:11:51.269]  But let me get into this first.
[00:11:56.798 --> 00:12:03.102]  I don't watch a lot of television, but I do listen to a lot of talk radio when I'm out doing errands or at the office or out and about.
[00:12:03.122 --> 00:12:04.482]  I listen probably a couple hours a day.
[00:12:04.722 --> 00:12:08.024]  I sample different shows, local shows, national shows.
[00:12:08.605 --> 00:12:14.268]  I can pick up dozens and dozens of talk stations from Dallas, Houston, San Antonio, Austin, Waco.
[00:12:14.688 --> 00:12:16.789]  I can pick up stations from Colorado.
[00:12:17.069 --> 00:12:21.051]  The point is I can tune into a lot of stations, Oklahoma, even Ohio.
[00:12:21.111 --> 00:12:22.072]  We can listen to them here.
[00:12:22.092 --> 00:12:25.454]  And so I get the gist of what's going on.
[00:12:25.894 --> 00:12:27.514]  And I know there's talking points.
[00:12:27.534 --> 00:12:28.335]  We've caught them before.
[00:12:28.935 --> 00:12:33.436]  But I know there's talking points because they all say the exact same thing in the exact same order.
[00:12:34.016 --> 00:12:35.637]  And it's all the greenie meanies.
[00:12:35.697 --> 00:12:36.817]  It's all the tree huggers.
[00:12:37.117 --> 00:12:38.838]  They shut down all the refineries.
[00:12:39.138 --> 00:12:40.618]  And that's why we don't have any oil.
[00:12:40.678 --> 00:12:41.418]  And it's all their fault.
[00:12:42.979 --> 00:12:46.220]  Ladies and gentlemen, the greenie meanies are actually funded by the oil companies.
[00:12:46.240 --> 00:12:47.940]  This is mainstream news if you know where to look.
[00:12:48.604 --> 00:12:55.447]  The Greenie Meanies are a bunch of useful idiots, Malthusian social Darwinists, Dr. Pianka, 90% of us have to die crowd.
[00:12:55.787 --> 00:13:05.292]  They're there to give a local face, a rent-a-mob face, to the elite's plans to put us all basically on high-tech plantation feudal slave grids.
[00:13:06.866 --> 00:13:11.551]  But they have nothing to do, except on the surface, with shutting down the refineries.
[00:13:11.631 --> 00:13:15.094]  We have the documents, Associated Press, Reuters, LA Times.
