[00:00:14.261 --> 00:00:15.021]  InfoWars.
[00:00:15.362 --> 00:00:16.982]  Tomorrow's news, today.
[00:00:20.644 --> 00:00:26.607]  Well, my friends, it's 7 o'clock Central Standard Time on this Thursday, August 13th.
[00:00:27.287 --> 00:00:30.209]  Global transmission with 81 days out from the election.
[00:00:33.755 --> 00:00:44.160]  And thanks to our amazing crew, and thanks to you, just as important as the crew, or myself, or anybody else on this planet, you are the InfoWar.
[00:00:44.200 --> 00:00:50.563]  Without you, this clock don't tick, this dog don't hunt, this crocodile don't bite!
[00:00:53.084 --> 00:00:59.487]  But because of you, we do bite, and we do hunt, and we do tick, and we do fight.
[00:01:02.009 --> 00:01:02.389]  It is
[00:01:03.601 --> 00:01:04.942]  An incredible time to be alive.
[00:01:04.982 --> 00:01:06.283]  We're seeing the best of people.
[00:01:06.304 --> 00:01:07.485]  We're seeing the worst of people.
[00:01:07.505 --> 00:01:11.188]  And we're going to cover precisely that tonight.
[00:01:11.208 --> 00:01:14.471]  We have constitutional lawyer Robert Barnes joining us in about an hour and a half.
[00:01:15.111 --> 00:01:18.334]  We have Roger Stone joining us in the start of the next hour.
[00:01:18.935 --> 00:01:20.176]  We have Owen Schroer in studio.
[00:01:20.196 --> 00:01:21.858]  And we have Laura Loomer.
[00:01:23.626 --> 00:01:26.188]  Who's going to be hosting two and a half hours with us, riding shotgun.
[00:01:26.728 --> 00:01:34.114]  Now, I was already telling you months ago that as we enter the campaign last 60, 70 days, we're going to go back live every night.
[00:01:34.434 --> 00:01:37.937]  In fact, I've been planning to have Barnes up here a lot of nights co-hosting.
[00:01:38.337 --> 00:01:43.882]  I'm lining up some other people trying to get him to town for the last 50, 60 days to be here seven days a week.
[00:01:43.902 --> 00:01:45.023]  We've been trying to hire the crew.
[00:01:45.888 --> 00:01:48.929]  And get the people in there trained on the system to be able to do that.
[00:01:48.969 --> 00:01:49.649]  We're very close.
[00:01:50.470 --> 00:01:52.050]  Because historic stuff's happening.
[00:01:52.070 --> 00:01:53.131]  So we are commercial-free.
[00:01:53.671 --> 00:01:59.773]  The Daytime Show, Owen Schroeder Show, The War Room, David Knight Show, those are terrestrial radio and TV.
[00:02:00.454 --> 00:02:02.254]  The way the clock works, you got 15-minute tags.
[00:02:05.282 --> 00:02:08.864]  We can still go on the radio and TV satellites and the streams and not have commercials.
[00:02:08.945 --> 00:02:12.107]  So you're going to have a lot of basically commercial free.
[00:02:12.127 --> 00:02:23.154]  We might run an ad here sometimes just because somebody didn't find a promo to run, but you've got my commitment to be working seven days a week with pleasure in the next 81 days.
[00:02:23.194 --> 00:02:26.457]  And you know, it's just going to get crazier whether Trump wins or loses after that.
[00:02:26.997 --> 00:02:33.762]  Trump, and set your watch by this, Trump's going to win in a gigantic landslide.
[00:02:36.169 --> 00:02:38.951]  But there's massive election fraud that could override that.
[00:02:38.991 --> 00:02:41.173]  But in reality, all the signs are there.
[00:02:41.633 --> 00:02:51.921]  Some of the top statisticians and professors that have predicted the last five, six elections with 100% accuracy have said, oh, landslide.
[00:02:52.481 --> 00:02:54.603]  And Vegas says that, and London says that.
[00:02:56.504 --> 00:02:59.867]  But those same betting outfits said Hillary was going to win four years ago.
[00:03:00.167 --> 00:03:00.628]  So I don't...
[00:03:01.519 --> 00:03:02.699]  Live my life according to them.
[00:03:02.760 --> 00:03:09.242]  I live it according to my own research, my own gut level, my own analysis, what I, what I observed.
[00:03:10.763 --> 00:03:14.624]  Tim Pool has been a big journalist for 15 years.
[00:03:14.644 --> 00:03:21.207]  I mean, I know who he was a long time ago, but now he's got Joe Rogan's tall numbers and I was just happened to be watching him.
[00:03:21.227 --> 00:03:27.249]  Um, a couple of nights ago, I guess it was Wednesday night now or they announced
[00:03:29.192 --> 00:03:29.813]  Kamala Harris.
[00:03:29.833 --> 00:03:30.693]  I guess it was last night.
[00:03:30.713 --> 00:03:31.474]  Goddamn flies.
[00:03:32.175 --> 00:03:38.501]  And he was putting on the MAGA hat, his co-host was, and saying, I am endorsing Trump because Trump's authentic.
[00:03:38.541 --> 00:03:42.565]  Doesn't mean I agree with what he's doing all the time, but he tells you what he's going to do.
