[00:00:15.504 --> 00:00:16.244]  InfoWars.
[00:00:16.625 --> 00:00:18.166]  Tomorrow's news today.
[00:00:18.186 --> 00:00:25.590]  From the front lines of the information war, it's Alex Jones.
[00:00:25.610 --> 00:00:26.270]  Mother!
[00:00:38.582 --> 00:00:48.645]  Tell your children not to walk my way Tell your children not to hear my words What they mean, what they say Mother!
[00:00:49.045 --> 00:00:49.545]  Mother!
[00:00:49.745 --> 00:00:54.906]  Can you keep them in the dark for life?
[00:00:55.127 --> 00:01:01.128]  Can you have a better wedding world?
[00:01:01.368 --> 00:01:02.789]  Oh, Mother!
[00:01:05.872 --> 00:01:08.236]  It is Sunday, February 16th.
[00:01:08.476 --> 00:01:08.997]  The year is 2020.
[00:01:09.678 --> 00:01:12.082]  I am your host Alex Jones.
[00:01:12.923 --> 00:01:17.410]  We're gonna be here live for the next two hours as we are every Sunday 4 to 6 p.m.
[00:01:19.540 --> 00:01:32.694]  Now, we're going to have Max Keiser in studio with us, coming up in about 10 minutes to talk about the waterfront and make some major Bitcoin announcements as well.
[00:01:32.714 --> 00:01:40.542]  But he's always on fire, especially when he comes through maybe once a year and is in studio with us, so they're always interesting and informative.
[00:01:41.022 --> 00:01:42.544]  Max Keiser will be in studio.
[00:01:42.564 --> 00:01:49.390]  Mike Adams is going to be joining us coming up in the second hour with just horrifying new coronavirus developments.
[00:01:49.470 --> 00:01:54.334]  We know the virus is killing people, killing them in Europe, starting to kill people in Western nations.
[00:01:54.374 --> 00:01:59.759]  We know it's spreading very, very fast and it's mutating into something even more deadly, it's now being confirmed.
[00:02:00.880 --> 00:02:08.687]  But the response, the response to it is what's really horrifying and really frightening and the Communist Chinese are definitely using it.
[00:02:09.909 --> 00:02:16.114]  To suppress and demoralize their population and to try to have a crackdown in Taiwan, which have been politically...
[00:02:17.245 --> 00:02:24.169]  Slipping away under their tyranny and all of it's being cast with the dictator for life, G.G.
[00:02:24.269 --> 00:02:26.571]  Ping, as the savior.
[00:02:27.071 --> 00:02:28.252]  So that is coming up.
[00:02:28.812 --> 00:02:30.013]  Also, we had Steve Pchenik on.
[00:02:30.073 --> 00:02:32.514]  I think he's a smart guy, but I don't always agree with him completely.
[00:02:32.954 --> 00:02:40.359]  He thinks Barr is after the president, but we've got a thousand plus former Justice Department operatives saying that they want
[00:02:40.959 --> 00:02:47.025]  Him removed and fired because they dare talk about not giving Roger Stone a sentence that's too long.
[00:02:47.485 --> 00:02:52.009]  Well, I mean, if you've done nothing wrong, any sentence is too long.
[00:02:52.449 --> 00:02:54.291]  So we're going to be looking at the angles on that.
[00:02:54.351 --> 00:02:56.273]  Of course, the really big announcement.
[00:02:58.666 --> 00:03:01.990]  We've even talked about this, and I totally believe Drudge has sources.
[00:03:02.010 --> 00:03:02.932]  In fact, I know he does.
[00:03:03.192 --> 00:03:07.117]  And Drudge doesn't put out disinfo, and he rarely breaks a big story.
[00:03:07.257 --> 00:03:08.619]  It's almost always been dead on.
[00:03:09.580 --> 00:03:14.306]  I remember speculation that Hillary would join Bloomberg months ago when he first got in.
[00:03:15.308 --> 00:03:16.730]  Or that she'd have a broker convention.
[00:03:17.665 --> 00:03:27.709]  Or if they could have impeached Trump, then Pelosi would have been the third in line if they got rid of Pence as well, and that she would then be appointed VP by Pelosi.
