[00:00:10.792 --> 00:00:11.432]  Big Brother.
[00:00:11.932 --> 00:00:13.173]  Mainstream media.
[00:00:13.733 --> 00:00:14.853]  Government cover-ups.
[00:00:15.594 --> 00:00:17.094]  You want to stop tyranny?
[00:00:17.294 --> 00:00:18.434]  Well, so does he.
[00:00:18.995 --> 00:00:23.676]  Live from the InfoWars.com studios, it's Alex Jones.
[00:00:26.181 --> 00:00:30.624]  Mainstream media is reporting that the most senior officer in the U.S.
[00:00:30.784 --> 00:00:36.307]  Armed Forces says there is no role for the military in the 2020 presidential election.
[00:00:37.762 --> 00:00:56.480]  The article reveals that General Milley, Chairman of the Joint Chiefs of Staff, was responding to questions submitted by two members of Congress, Elisa Slotkin of Michigan and Mickey Sherrill of New Jersey, who were apparently recruiting the General's support for a military coup.
[00:00:57.541 --> 00:01:05.608]  These two were amongst the first to call for the impeachment of the president last year for investigating Joe Biden's ties to the Ukraine.
[00:01:06.428 --> 00:01:16.076]  In a Washington Post op-ed, seven freshman Democrats, all former military and intelligence operatives, claimed to be a group of unified U.S.
[00:01:16.136 --> 00:01:19.599]  patriots sworn to save America from Donald Trump.
[00:01:20.820 --> 00:01:25.804]  Abigail Spanberger and Elisa Slotkin were featured in headlines three years ago.
[00:01:25.824 --> 00:01:30.548]  Ex-CIA officers running for Congress as Democrats.
[00:01:31.469 --> 00:01:39.656]  The article cited the unfounded Russia hoax as the inspiration for these so-called patriotic CIA operatives to run for office.
[00:01:40.737 --> 00:01:47.282]  NBC wrote that these CIA agents were fed up with the president and their new mission was to foil Trump.
[00:01:48.806 --> 00:01:59.819]  The move by the CIA to run agents in the 2018 elections came almost immediately after the president ordered devastating bombings of Afghanistan heroin operations.
[00:02:00.740 --> 00:02:03.543]  An operation that many believe was run by the CIA.
[00:02:05.285 --> 00:02:06.446]  This is not surprising.
[00:02:07.026 --> 00:02:19.154]  The CIA has been involved in the international opium market since their inception in 1947, when agency operatives worked with the Italian mafia and used heroin profits as CIA funding.
[00:02:20.875 --> 00:02:24.317]  Slotkin and Sherrill were not the first to request the U.S.
[00:02:24.377 --> 00:02:28.260]  military's assistance in their coup d'etat against President Trump.
