[00:00:08.815 --> 00:00:12.679]  The answer to 1984 is 1776.
[00:00:13.220 --> 00:00:17.044]  You're listening to the Alex Jones Show.
[00:00:20.348 --> 00:00:24.292]  Today I signed legislation and an executive order
[00:00:25.307 --> 00:00:30.288]  To hold China accountable for its oppressive actions against the people of Hong Kong.
[00:00:31.009 --> 00:00:36.710]  On July 14th, President Donald J. Trump signed into law H.R.
[00:00:38.231 --> 00:00:46.213]  7440, the Hong Kong Autonomy Act, and the President's Executive Order on Hong Kong Normalization.
[00:00:47.553 --> 00:00:49.414]  H.R.
[00:00:49.434 --> 00:00:59.178]  7440 imposes sanctions on foreign individuals, entities, and financial institutions that contribute to China's encroachment of Hong Kong.
[00:01:00.239 --> 00:01:01.919]  This bill gives the U.S.
[00:01:01.999 --> 00:01:04.620]  power to protect Hong Kong's autonomy.
[00:01:05.701 --> 00:01:09.963]  The executive order on Hong Kong normalization goes much further.
[00:01:11.320 --> 00:01:13.461]  Section 1 states how the U.S.
[00:01:13.661 --> 00:01:17.021]  will now treat Hong Kong the same as Communist China.
[00:01:17.862 --> 00:01:21.622]  This makes sense now that the CCP is absorbing Hong Kong.
[00:01:22.083 --> 00:01:27.424]  But it also sets a precedent for any other nations who choose to side with the Communist Chinese.
[00:01:28.884 --> 00:01:30.905]  Perhaps this is why the U.K.
[00:01:31.005 --> 00:01:36.386]  banned Huawei 5G on the same day this executive order was signed into law.
[00:01:38.288 --> 00:01:43.050]  But Section 4 best illustrates the extent of this national emergency.
[00:01:43.950 --> 00:01:47.212]  It grants extremely broad powers to the U.S.
[00:01:47.732 --> 00:02:03.339]  to go after individuals or entities involved directly or indirectly with supporting the Communist Chinese in any way, including American citizens, corporations, and financial institutions.
[00:02:04.520 --> 00:02:06.001]  This would include the U.S.
[00:02:06.061 --> 00:02:14.746]  mainstream media apparatus and Hollywood, which have been working for the CCP and parroting their propaganda for years.
[00:02:15.126 --> 00:02:21.730]  Hollywood's actors, producers, and directors pride themselves on celebrating freedom and the human spirit.
[00:02:22.671 --> 00:02:31.877]  And every year at the Academy Awards, Americans are lectured about how this country falls short of Hollywood's ideals of social justice.
[00:02:32.777 --> 00:02:39.145]  But Hollywood now regularly censors its own movies to appease the Chinese Communist Party.
[00:02:40.626 --> 00:02:45.432]  This would include tech giants like Twitter, Facebook, Google, and Apple.
[00:02:46.773 --> 00:02:49.236]  It could even include American politicians.
[00:02:50.549 --> 00:02:55.673]  The Communist Chinese have bought hundreds of thousands of acres of American farmland.
[00:02:56.473 --> 00:03:02.818]  And the language of this national emergency suggests that this could all be taken back by the U.S.
[00:03:02.878 --> 00:03:03.279]  government.
[00:03:04.259 --> 00:03:10.964]  The CCP has become as tyrannical and powerful as Nazi Germany ever was, if not more so.
[00:03:11.585 --> 00:03:17.049]  They have been seizing land from Africa, India, Australia, and the South China Sea.
[00:03:17.449 --> 00:03:25.014]  The Trump administration piled pressure on China Monday, rejecting nearly all of Beijing's territorial claims in the South China Sea.
[00:03:25.394 --> 00:03:43.266]  They have been rounding up Muslim Chinese, sending them via trains to concentration camps, shaving their heads and selling their hair to the U.S., and harvesting their organs for rich Saudi customers who require halal organs for their surgical transplants.
[00:03:44.625 --> 00:03:45.125]  The U.S.
[00:03:45.225 --> 00:03:52.606]  media, who love to paint President Trump as a new Hitler, ignore these authoritarian crimes against humanity.
