[00:00:02.619 --> 00:00:03.520]  We're good to go.
[00:00:30.030 --> 00:00:32.829]  Thank you.
[00:00:43.250 --> 00:00:44.530]  Thank you.
[00:01:05.669 --> 00:01:08.469]  Thank you.
[00:01:40.269 --> 00:01:40.930]  Thank you.
[00:01:48.439 --> 00:01:51.239]  Thank you.
[00:02:16.560 --> 00:02:16.800]  Thank you.
[00:02:49.340 --> 00:02:51.060]  The Alex Jones Network.
[00:02:51.400 --> 00:02:53.039]  Tomorrow's news today.
[00:03:20.880 --> 00:03:23.879]  This is a Saturday emergency election broadcast.
[00:03:23.939 --> 00:03:27.500]  It is November 2nd, 2024.
[00:03:28.039 --> 00:03:30.039]  I am your host, Alex Jones.
[00:03:30.599 --> 00:03:36.319]  Coming to you from the Alex Jones Network backup studios in Austin, Texas.
[00:03:36.599 --> 00:03:38.840]  We're obviously drilling and testing and getting ready.
[00:03:39.080 --> 00:03:46.159]  And the potential of just 10 days from now, the shutdown of InfoWars in Austin, Texas.
[00:03:46.900 --> 00:03:52.599]  So if you want to stay in touch during what will probably still be a contested election even then, that's where it's all pointing.
[00:03:52.599 --> 00:03:57.620]  We will be here at AJN Live on X and many other places.
[00:03:58.000 --> 00:03:59.719]  I will leave it at that.
[00:03:59.719 --> 00:04:04.819]  But if the establishment thinks we're going down without a fight, they are grievously wrong, as they've already discovered.
[00:04:05.439 --> 00:04:12.539]  Myself, Trump, Tucker Carlson, Elon Musk, and others are only fighting harder than ever, and so are you.
[00:04:13.310 --> 00:04:19.269]  All right, here is the big news in this Saturday emergency live transmission.
[00:04:19.930 --> 00:04:25.569]  First off, we'll reach millions of extra people in the Infowar that's critical to everything.
[00:04:25.569 --> 00:04:26.430]  That's the key.
[00:04:27.649 --> 00:04:39.470]  If you take the live feed you're watching right now and share it on X and say Alex Jones is breaking major election news right now and share it on your email, your text message, everywhere at AJNLive.
[00:04:39.470 --> 00:04:44.610]  We're reposting all this as well at RealAlexJones.
[00:04:46.930 --> 00:04:51.649]  Exposure of what we're about to expose is what brings down the system.
[00:04:51.649 --> 00:04:56.930]  That's why they're so hell-bent on censoring us and others like you because they're losing the info war.
[00:04:58.209 --> 00:05:01.250]  Alright, the election has been in full swing for weeks.
[00:05:01.410 --> 00:05:05.149]  More than half the public, 55% this morning, are estimated to have already voted.
[00:05:06.790 --> 00:05:14.509]  And in battleground states, Trump is doing fabulously better than he did in 2016 or 2020.
[00:05:15.529 --> 00:05:27.310]  The system has been very, very concerned, but we are seeing confirmed election fraud of all different types happening all over the country, particularly in battleground states.
[00:05:27.470 --> 00:05:30.110]  We'll go over that, but that's well known.
[00:05:30.129 --> 00:05:32.730]  We'll hit that later and give updates on the latest developments.
[00:05:33.230 --> 00:05:34.569]  The big developments...
[00:05:36.110 --> 00:05:45.410]  Are the fact that, just like in 2020, Pelosi said over and over again, it doesn't matter what election night looks like, he will not be getting back in.
[00:05:45.550 --> 00:05:48.009]  It's a Red Mirage, Bloomberg publication.
[00:05:48.009 --> 00:05:49.050]  All of them said that.
[00:05:49.310 --> 00:05:50.370]  That was the war game.
[00:05:50.470 --> 00:05:54.509]  They said, we'll have whatever mail-in ballots we need, and we will get above Trump.
[00:05:54.670 --> 00:05:55.689]  We will beat him.
[00:05:56.810 --> 00:06:01.430]  And now, all over the country, Michigan, you name it, illegal aliens are allowed to vote.
[00:06:02.740 --> 00:06:04.079]  Texas is open about it.
[00:06:04.839 --> 00:06:09.560]  They have all these extra phantom voters that aren't on the voter rolls in places like Michigan and every other major state.
[00:06:09.879 --> 00:06:13.879]  500,000 plus there that aren't on the voter rolls but are allowed to vote.
[00:06:14.160 --> 00:06:18.379]  And there's more people, again, on the voter rolls than there are registered voters.
[00:06:18.899 --> 00:06:20.779]  So that's your big sign of fraud right there.
[00:06:21.259 --> 00:06:25.100]  You've got all these states like Nevada saying we're going to keep it open for days and days and days.
[00:06:25.439 --> 00:06:28.500]  We'll let mail-in ballots or other ballots that are dropped off without postmarks.
[00:06:28.699 --> 00:06:30.139]  Don't even know if they were even mailed.
[00:06:30.360 --> 00:06:31.680]  We'll continue to...
[00:06:32.780 --> 00:06:33.579]  Count those.
[00:06:34.040 --> 00:06:50.180]  Georgia has now admitted, and it's illegal, and the Republicans have filed lawsuits over that to put out all these special Democrat Party drop boxes in Democrat Party areas, and they are saying they're going to continue to count those for weeks.
[00:06:50.279 --> 00:06:54.319]  So, like I said a few weeks ago, first it'll be a few days, then a week, then a few weeks.
[00:06:54.970 --> 00:06:58.110]  That way they just keep the whole thing in turmoil.
[00:06:58.730 --> 00:07:18.310]  That's their backup plan, just throw the whole election into question and then try to stage some false flags and say Republicans or Trump supporters did it and then try to use the power of the presidency under whoever's really running things in the deep state Obama coup after they removed Biden and appointed Harris to then have their crackdown on the name of stopping a new January 6th.
[00:07:18.810 --> 00:07:28.889]  What they really want to do is just use enough fraud to overpower Trump and win decisively on election night and maybe even flip Texas via fraud with its 40-plus electoral votes.
[00:07:28.930 --> 00:07:31.129]  Then all the other battlegrounds won't matter.
[00:07:31.230 --> 00:07:38.509]  And they've been focusing a lot on Texas and claiming they can win when all the evidence shows they can't fair and square to convince you if they steal it, they have.
[00:07:38.569 --> 00:07:40.250]  They almost stole it in Texas.
[00:07:42.470 --> 00:07:42.970]  2020.
[00:07:43.170 --> 00:07:49.170]  They came very, very close, but there wasn't enough fraudulent votes in the database to allow them to do that.
[00:07:49.310 --> 00:07:52.230]  But here's the big news, and I'll walk through it all.
[00:07:53.149 --> 00:08:03.129]  Patrick Byrne is a very respected journalist and very successful businessman, and I've known him for many years, and he's got real sources.
[00:08:04.040 --> 00:08:11.819]  And he says that the Democrats are telling their panicking machine, don't worry, she's going to win no matter what.
[00:08:11.819 --> 00:08:15.779]  And Pelosi said that again publicly back in 2020.
[00:08:15.959 --> 00:08:20.279]  Remember, over and over, you just type into a search engine, Pelosi says Trump will not be the president and will not be allowed to win.
[00:08:20.459 --> 00:08:21.500]  Don't worry, it's not going to happen.
[00:08:21.699 --> 00:08:22.560]  We'll have the votes.
[00:08:22.660 --> 00:08:24.300]  Don't worry, they'll come after election night.
[00:08:25.079 --> 00:08:27.120]  And they said that would be it, the red mirage.
[00:08:27.339 --> 00:08:28.220]  It looked like he wins.
[00:08:28.439 --> 00:08:29.680]  They've been saying similar things.
[00:08:29.800 --> 00:08:33.840]  So I don't just go off Patrick having a lot of great sources in D.C. and being accurate in the past.
[00:08:34.500 --> 00:08:35.440]  We'll play the clip in a moment.
[00:08:35.539 --> 00:08:36.379]  It's gone viral today.
[00:08:36.539 --> 00:08:37.320]  We put this morning.
[00:08:37.919 --> 00:08:47.480]  It's that you can see them doing it and Raskin and all their other technicians and strategists saying, we're going to put this whole thing into turmoil.
[00:08:47.940 --> 00:08:49.299]  We're going to have civil war conditions.
[00:08:50.100 --> 00:08:52.259]  We are not going to accept it if he does win.
[00:08:53.590 --> 00:08:59.990]  And then you've got them getting all the illegal aliens and others registered and then denying it for years and then now admitting it in all these states.
[00:09:00.210 --> 00:09:05.169]  The Supreme Court, again, three days ago, did come out and say, okay, because Virginia got their suit to them.
[00:09:05.309 --> 00:09:07.909]  The others have been filed there, but they haven't heard them yet.
[00:09:08.429 --> 00:09:12.929]  And they said, yeah, they're illegal aliens confirmed on the voter rolls in Virginia.
[00:09:15.409 --> 00:09:17.029]  Virginia, and you have to take them off.
[00:09:17.269 --> 00:09:19.830]  So they overrode the federal court below them.
[00:09:19.909 --> 00:09:22.330]  But all the other federal court rulings have said, no, the illegal aliens can vote.
[00:09:22.590 --> 00:09:28.350]  And as you know, now five weeks ago, the Secretary of State in Texas said, people can vote with non-citizen IDs.
[00:09:28.590 --> 00:09:30.289]  And if it's illegal, just let them vote.
[00:09:31.390 --> 00:09:36.470]  So, and it just goes on and on in Georgia, in Michigan, in Pennsylvania.
[00:09:38.029 --> 00:09:39.549]  It's just insane.
[00:09:39.649 --> 00:09:42.210]  And judges have ruled in favor of the Republicans and Trump.
[00:09:42.649 --> 00:09:45.529]  And places like Pennsylvania this week saying, yeah, it's voter intimidation.
[00:09:45.730 --> 00:09:52.049]  The police are kicking people out at 11 o'clock and not letting them vote, but then bringing busloads of what looks like illegals into the front of the line.
[00:09:52.210 --> 00:09:58.230]  You've got to keep it open there for the early voting in the key Republican precincts that the Democrats control.
[00:09:59.669 --> 00:10:03.190]  Machines are broken, long lines, people waiting 8, 9, 10 hours.
[00:10:04.870 --> 00:10:06.730]  I mean, it's wild.
[00:10:06.730 --> 00:10:09.570]  And they show up at Democrat precincts.
[00:10:09.610 --> 00:10:10.730]  They just walk right in.
[00:10:10.809 --> 00:10:11.470]  It's like a red carpet.
[00:10:11.730 --> 00:10:14.370]  So there's all sorts of garbage going on.
[00:10:14.370 --> 00:10:26.429]  And you've got all but one county, all the keys to the computers, all the codes, the computers being leaked out by the same Secretary of State that tried to take Trump off the ballot.
[00:10:26.429 --> 00:10:27.789]  It's a total sort of operative.
[00:10:28.850 --> 00:10:39.429]  And then you've got the Dominion machines that do almost all the voting in Michigan, flipping split ballots of certain machines, confirming it's a nationwide problem.
[00:10:40.009 --> 00:10:44.149]  And then you've got the people that aren't voters but are allowed on the rolls.
[00:10:45.529 --> 00:10:46.669]  I've covered this all week long.
[00:10:46.889 --> 00:10:48.309]  I know if you're a new viewer, you're like, that's impossible.
[00:10:48.409 --> 00:10:49.750]  Go check it in the Michigan News.
[00:10:50.129 --> 00:10:52.110]  They're like, yeah, they're just allowed to vote.
[00:10:52.289 --> 00:10:55.009]  Well, then some of those people are voting thousands of times apiece.
[00:10:55.429 --> 00:10:56.350]  You know, they're not people.
[00:10:56.549 --> 00:10:59.049]  And then they go, don't worry, we'll pull them out of the database.
[00:10:59.889 --> 00:11:12.990]  And so all these, and of course, you've got a bunch of states like Pennsylvania, where weeks ago they've caught all these fake voter registrations that are done, but the names had been put on the ballots or had been put in the database so they could vote.
[00:11:14.350 --> 00:11:29.409]  It's just total assault, and it looks to me like they're just trying to throw the whole thing into question, and then all those ballots that are in question get sent, and then an election official, and most of them are Democrats in every state, even when it's a Republican state, the Democrats care and they get in and are in control.
[00:11:30.300 --> 00:11:32.720]  And then they review it and then they decide.
[00:11:33.620 --> 00:11:35.940]  And the Supreme Court did a bad thing today.
[00:11:36.419 --> 00:11:41.840]  Refuses to stop counting of incorrectly completed ballots where the name's not on it or there's no postmark.
[00:11:42.159 --> 00:11:58.519]  So the Supreme Court is giving some wins to the Republicans, which are clear illegals shouldn't be voting, in some states but not in others, and refusing to say that ballots that aren't filled out will still be counted and the election official will decide that.
[00:11:59.629 --> 00:12:01.789]  So, the fix is in.
[00:12:01.950 --> 00:12:03.129]  You can see it everywhere.
[00:12:04.129 --> 00:12:15.009]  And if they did all the impeachments and all of the Russiagate garbage and all of the lawfare and the civil cases, the criminal cases, the fake conviction, all of it by people that ran.
[00:12:15.830 --> 00:12:20.809]  Like Fannie Willis and Letitia James, too, put Trump in prison, and then he didn't get fair trials.
[00:12:20.929 --> 00:12:22.129]  Even liberals admit that.
[00:12:22.509 --> 00:12:26.070]  I mean, even major courts, scholars, Jonathan Turley admit it.
[00:12:27.350 --> 00:12:28.129]  It's outrageous.
[00:12:28.649 --> 00:12:31.350]  And all of it, the mug shot, all of it backfired.
[00:12:32.370 --> 00:12:35.850]  So then they tried to kill him twice that we know of.
[00:12:36.409 --> 00:12:38.889]  They tried to take him out the ballot all over the place.
[00:12:40.589 --> 00:12:43.870]  When you can't do that, and the Constitution says you can't do that.
[00:12:44.129 --> 00:12:46.950]  You have to be convicted of insurrection to be pulled off a ballot.
