[00:00:14.829 --> 00:00:16.050]  We're good to go.
[00:00:38.070 --> 00:00:43.090]  Rising from the ashes of censorship, it's Alex Jones.
[00:00:43.329 --> 00:00:48.850]  All of us together are gonna lift the curse off of this country, and we're gonna send the globalists to prison!
[00:00:50.030 --> 00:00:53.109]  The government fears Alex Jones.
[00:00:53.390 --> 00:00:56.929]  First they come for Alex Jones, and then they're going to come for us.
[00:00:57.030 --> 00:01:00.549]  And they try to bankrupt Alex Jones or try to put Alex Jones in prison.
[00:01:00.729 --> 00:01:07.989]  The demonization of Alex Jones should be of profound interest to everybody all across the board, even progressives.
[00:01:08.209 --> 00:01:09.810]  Alex Jones was right.
[00:01:09.969 --> 00:01:12.950]  Alex Jones taught me about this shit 20 years ago.
[00:01:13.170 --> 00:01:13.590]  Listen.
[00:01:13.909 --> 00:01:19.930]  I don't know how long this is going to end, but if they want to fight, they better believe they've got one.
[00:01:26.079 --> 00:01:31.420]  The Alex Jones Network is tomorrow's news today.
[00:01:39.400 --> 00:01:45.579]  Broadcasting to all patriots who refuse tyranny, you're listening to Alex Jones Live.
[00:01:52.760 --> 00:01:57.579]  Coming to you from deep in the heart of Texas, an emergency Thursday transmission.
[00:01:57.579 --> 00:01:59.159]  It is 8 p.m.
[00:02:00.219 --> 00:02:02.180]  and one minute Central Standard Time.
[00:02:02.180 --> 00:02:07.500]  We are now two days into the historic victory against the deep state and the globalists.
[00:02:07.659 --> 00:02:11.680]  They are in absolute disarray and lashing out.
[00:02:12.889 --> 00:02:22.349]  At every level, whether it is the Soros-controlled prosecutors or the federal prosecutors or the private head of the Federal Reserve, they are all apoplectic right now.
[00:02:23.979 --> 00:02:29.580]  Now, ladies and gentlemen, I came in here for this emergency transmission tonight from our backup emergency studios.
[00:02:29.719 --> 00:02:33.699]  InfoWars could be shut down next Wednesday on November 13th.
[00:02:33.840 --> 00:02:40.860]  We've been forced to be sold into bankruptcy at an estate sale, even though the company's been successful and profitable.
[00:02:41.080 --> 00:02:49.939]  The Democrats that sued me and had their fake rigged judgments in kangaroo trials, where I was already found guilty before the trial, said openly they did not want money, they want us shut down.
[00:02:50.810 --> 00:02:54.150]  But regardless, we continue on here at the Alex Jones Network.
[00:02:54.150 --> 00:02:57.349]  Follow me on X at AJNLive.
[00:02:57.530 --> 00:03:00.229]  And of course, at Real Alex Jones, they tried to take that and my name.
[00:03:00.389 --> 00:03:02.550]  So far, the federal courts have said they can't take my name.
[00:03:02.550 --> 00:03:03.610]  It's a violation of the 30th Amendment.
[00:03:03.889 --> 00:03:06.349]  So they withdrew those suits but promised to bring them back.
[00:03:06.469 --> 00:03:08.250]  That's how insane these people are.
[00:03:08.330 --> 00:03:10.229]  So they do not want you to be hearing this information.
[00:03:10.719 --> 00:03:13.800]  I don't want you to be seeing this information that we're bringing you tonight.
[00:03:13.960 --> 00:03:22.460]  So remember, however you're watching us right now, take the live link and share it on your email, your text message on X. That's how we reach tens of millions of new people a day.
[00:03:22.460 --> 00:03:27.479]  And we are right now because everything I talked about for 30 years and warned you about is now out in the open.
[00:03:27.620 --> 00:03:33.159]  But I also told you that humanity has power and the globalists are pushing stuff that is completely illegal and unpopular.
[00:03:34.449 --> 00:03:44.870]  And we knew they would actually launch all this stuff and we'd have great credibility once they launched their new world order from Beta, Agenda 21, into Agenda 2030, the official global government takeover plan.
[00:03:45.550 --> 00:03:46.889]  And they have now done it.
[00:03:47.030 --> 00:03:48.969]  And so the credibility has totally exploded.
[00:03:49.150 --> 00:03:52.009]  We are now the dominant main cultural force in the world.
[00:03:52.509 --> 00:03:59.830]  All of the best people from Elon Musk, Donald Trump, Tucker Carlson, Joe Rogan, and myself and all of you, Are speaking about the globalists and saying no.
[00:04:00.009 --> 00:04:09.669]  You all know Harari, the high priest of the WEF, said three days ago that if Trump was elected, it would devastate the world government and people would not pledge allegiance to their world government.
[00:04:09.830 --> 00:04:10.449]  That is a quote.
[00:04:10.629 --> 00:04:11.449]  You look the quote up.
[00:04:11.530 --> 00:04:12.050]  It's all over the place.
[00:04:12.129 --> 00:04:12.469]  I played it.
[00:04:13.090 --> 00:04:14.409]  Three or four times the last few days.
[00:04:14.590 --> 00:04:15.490]  I may have played again tonight.
[00:04:15.770 --> 00:04:18.850]  And then, of course, Trump did get elected and overrode their massive fraud.
[00:04:18.990 --> 00:04:25.790]  He didn't win in a landslide, but they had a lot of fraud baked in, so it was only a moderate landslide, but still huge.
[00:04:25.889 --> 00:04:32.310]  The trifecta, the House, the Senate, the executive branch, and I'll even show you maps of California, not in California.
[00:04:32.750 --> 00:04:34.910]  40-plus years has it been this red.
[00:04:35.410 --> 00:04:39.709]  Despite all the fraud, it overrode it in many counties and in many cities.
[00:04:39.850 --> 00:04:41.149]  That is all coming up.
[00:04:41.629 --> 00:04:46.970]  Trump has picked his new chief of staff, the first person, the first time it's been a woman.
[00:04:47.939 --> 00:04:50.540]  And I'm told by Roger Stone and others that she is a great lady.
[00:04:50.839 --> 00:04:55.560]  And so we're going to be looking at Susie Wiles and more here tonight.
[00:04:55.800 --> 00:05:04.420]  The private head of the Federal Reserve that Trump's been critical of said that if Trump even tells him to quit, that he will refuse to resign.
[00:05:04.420 --> 00:05:09.379]  This is a big deal, and I'll explain why coming up as well.
