[00:00:00.000 --> 00:00:10.000]  [MUSIC]
[00:00:10.800 --> 00:00:15.359]   The story of how the US government is trying to buy up the food supply and
[00:00:15.359 --> 00:00:21.480]   what's happening with this coronavirus, that's the big issue that's front and center.
[00:00:20.873 --> 00:00:26.900]  So this is 70% news story, 30% selling food because it's so crazy.
[00:00:26.940 --> 00:00:28.802]  So, Keith, thanks for coming on with us.
[00:00:28.882 --> 00:00:42.194]   Again, I just straight shot the audience that Yeah, I'm selling food, but as a father, as a patriot, as an American, as somebody who's heard about China, the information you have that I called and solicited from you is what's really crazy for me.
[00:00:43.856 --> 00:00:46.738]  Glad to be on, Alex, and good to speak with you once again here.
[00:00:49.917 --> 00:00:51.258]  Travel right now is in the air.
[00:00:51.638 --> 00:00:55.001]  He has travel commitments today or else he would have been on.
[00:00:55.441 --> 00:01:12.134]  He's been visiting with our suppliers to make sure that we've got all the materials to make the meals and package the foods and get the things out to both your viewers and those in your store and your shoppers and the folks at My Patriot Supply.
[00:01:13.015 --> 00:01:13.595]  But you're right.
[00:01:14.976 --> 00:01:16.277]  This started in November.
[00:01:17.558 --> 00:01:35.499]   I started getting Emails, phone calls from different people, from the government basically, trying to get us into a system where you can get GSA contracts to work with the government on making large purchases of storable food.
[00:01:36.660 --> 00:01:38.102]  And we've always said no.
[00:01:38.802 --> 00:01:39.963]  We will never do that.
[00:01:39.983 --> 00:01:42.286]  We will not sell to the government of My Patriot Supply.
[00:01:43.055 --> 00:01:44.156]  But they keep calling, Alex.
[00:01:44.616 --> 00:01:46.077]  They keep emailing.
[00:01:46.217 --> 00:01:50.420]  As recent as yesterday, I'm getting phone calls going, would you go into the system?
[00:01:50.440 --> 00:01:54.622]  You get into the system, so that we can see, they want all the information.
[00:01:55.043 --> 00:01:56.183]  How much food can you make?
[00:01:56.544 --> 00:01:57.524]  Where are your warehouses?
[00:01:57.604 --> 00:01:58.685]  How big are the warehouses?
[00:01:58.985 --> 00:02:02.287]  How fast can you get more raw materials to make food kits?
[00:02:02.768 --> 00:02:03.968]  They want this information.
[00:02:04.148 --> 00:02:05.089]  And we just said, no.
[00:02:05.269 --> 00:02:06.350]  And they keep calling, Alex.
[00:02:08.644 --> 00:02:09.865]  Why do you think that is?
[00:02:09.945 --> 00:02:11.666]  Because I'm always selling storable food.
[00:02:11.706 --> 00:02:12.306]  I believe in it.
[00:02:12.326 --> 00:02:13.166]  You guys are great.
[00:02:14.327 --> 00:02:16.568]  But now, it's different.
[00:02:16.608 --> 00:02:18.289]  I mean, they're like really pushing hard.
[00:02:18.349 --> 00:02:20.070]  What does that signify to you?
[00:02:21.730 --> 00:02:23.551]  Well, it tells me they know something that we don't.
[00:02:23.792 --> 00:02:25.953]  And that's typical, I'm guessing.
[00:02:26.053 --> 00:02:29.895]  You know, FEMA's gonna, you know, buy a stock up for something.
[00:02:30.595 --> 00:02:34.697]  And, you know, be it, you know, the control, I guess.
[00:02:35.433 --> 00:02:37.196]  You know, we don't want to do that.
[00:02:37.938 --> 00:02:38.919]  My Patriots apply.
[00:02:39.240 --> 00:02:40.902]  We service Americans.
[00:02:41.897 --> 00:02:44.639]  We want to work direct with Americans to help them prepare.
[00:02:44.980 --> 00:02:51.184]  We don't need some go-between, in-between, that's preparing for something in the future that they know and they control.
[00:02:51.464 --> 00:02:54.826]  It does creep me out that I didn't think about this until I called you guys.
[00:02:55.127 --> 00:02:57.468]  And then the operator was like, yeah, you're glad you're calling.
[00:02:57.488 --> 00:03:00.370]  My goodness, we usually ship the next day, but it's like five days right now.
[00:03:00.610 --> 00:03:08.516]   By the time I got Matt on the phone, which took three days, you guys are like, we don't even know when to promote this because Maybe a month more.
[00:03:08.696 --> 00:03:11.538]  I mean, let's just say you've been a little bit concerned about what's going on.
[00:03:11.578 --> 00:03:12.799]  It's kind of scared you a little bit.
[00:03:13.820 --> 00:03:18.883]  Well, when we saw last week and we went into full motion saying, hey, this is going to get a little bit bigger.
[00:03:18.983 --> 00:03:23.887]  So, you know, let's make sure we've got the pipeline filled so we can serve and we can deliver like we do each and every day.
[00:03:26.303 --> 00:03:31.767]  Other points in the few minutes we've got left that you want to impart to the listeners, because I'm all about empowering people.
[00:03:32.127 --> 00:03:42.154]  I'm all about putting high-quality food in their pantry so they have a backup of their self-sufficient, but this is definitely, talking to Matt today and you today, this is a record level, isn't it?
[00:03:43.544 --> 00:03:43.864]  It is.
[00:03:44.105 --> 00:03:45.266]  It is at this point here.
[00:03:45.506 --> 00:03:50.190]  We're talking about a lot about food today here, Alex, but you know, the first thing you got to think about is water.
[00:03:50.391 --> 00:03:54.154]  You can live, you know, barely more than three days without some fresh purified water.
[00:03:54.494 --> 00:03:58.198]  That's why we've got the Alexa Pure Pro water filtration system.
[00:03:58.238 --> 00:04:01.821]  It's gravity powered, so the electricity could be off and it's going to work just fine.
[00:04:01.841 --> 00:04:03.062]  You know, start there.
[00:04:03.122 --> 00:04:04.183]  Make sure you've got that.
