[00:00:00.000 --> 00:00:07.000]  [Music]
[00:00:07.000 --> 00:00:23.000]  [Applause]
[00:00:23.000 --> 00:00:27.000]   Hollywood, the Democratic Party, the unelected EU bureaucracy,
[00:00:27.000 --> 00:00:34.000]   and the Fortune 100 corporations are almost unanimously rooting against America,
[00:00:34.000 --> 00:00:37.000]   against the American people, and against our President Donald Trump.
[00:00:37.714 --> 00:00:55.114]  They're all over the news saying the American century's over, and the Chinese dragon is taking over, and that America's quarantined, and that COVID-19 was our fault, and that the United States may not even exist in the future, and certainly isn't going to be a superpower.
[00:00:55.875 --> 00:00:59.858]  This is what the Democrats are openly saying, like Joe Biden.
[00:01:00.618 --> 00:01:08.103]  He puts out bizarre lies, like 120 million have died from COVID-19, and the media doesn't even challenge him on it.
[00:01:08.424 --> 00:01:15.709]  What people drastically underestimate is the impact on the mental health of people who now everything is complicated.
[00:01:15.809 --> 00:01:19.660]   Not only is the health care piece, but People don't have a job.
[00:01:19.720 --> 00:01:21.382]  People don't have anywhere to go.
[00:01:21.422 --> 00:01:22.763]  They don't know what they're going to do.
[00:01:23.383 --> 00:01:26.366]  And a lot of people you have unnecessarily.
[00:01:26.426 --> 00:01:29.468]  Now we have over 120 million dead from COVID.
[00:01:29.528 --> 00:01:33.011]  Now we have over 120 million dead from COVID.
[00:01:33.192 --> 00:01:35.674]  They are rooting against this country.
[00:01:36.074 --> 00:01:37.135]  And I've got to be honest with you.
[00:01:38.476 --> 00:01:55.711]   If they are successful removing President Trump one way or another with this election in 125 days, They have already said they're going to have a scorched earth policy against nationalists, against conservatives, against Christians and others, and that they're going to use racial division
[00:01:56.348 --> 00:02:07.081]  to destabilize the country further and collapse it into a deep depression and bring in the United Nations to actually manage the country after a controlled civil war.
[00:02:07.922 --> 00:02:17.354]   Now I know this sounds outrageous but the globalists have been pushing for this for decades and are now openly saying they want revolution that's Based on a race war.
[00:02:17.614 --> 00:02:21.640]  What you're watching is class war disguised as race war.
[00:02:22.241 --> 00:02:29.092]  Keep the population at one another's throats, angry, suspicious, tribal, and maybe they'll never figure out how much we're stealing.
[00:02:30.612 --> 00:02:35.053]  The biggest change to American society over the past 50 years has been the death of the middle class.
[00:02:35.653 --> 00:02:37.254]  This used to be a middle-class country.
[00:02:37.454 --> 00:02:38.494]  It is not anymore.
[00:02:39.094 --> 00:02:46.316]  Most of our population has become poorer in real terms, while a shrinking number of people control an ever-expanding percentage of our wealth.
[00:02:47.037 --> 00:02:52.718]  That means that fewer Americans overall have a meaningful stake in the society, and more are dependent.
[00:02:53.238 --> 00:02:56.459]  That makes the country much more volatile than it once was.
[00:02:57.119 --> 00:02:59.100]  These riots really shouldn't surprise you.
[00:02:59.740 --> 00:03:12.029]  If we underestimate how dangerous this is, and if we don't expose how powerful global forces are playing us off against each other, they have a good chance of actually succeeding.
[00:03:12.429 --> 00:03:17.913]  They haven't spent hundreds of billions of dollars in the last few decades building this up for no reason.
[00:03:18.354 --> 00:03:20.575]  They also admit that a collapsed U.S.
[00:03:21.096 --> 00:03:25.639]  will, quote, cut the global carbon footprint of the planet and save the Earth.
[00:03:25.899 --> 00:03:28.521]  So they're saying a global depression will save the Earth.
[00:03:29.033 --> 00:03:31.014]  They know that man-made global warming isn't real.
[00:03:31.634 --> 00:03:33.995]  They know that carbon dioxide is a trace gas.
[00:03:34.695 --> 00:03:45.379]  They're doing this because once there's a worldwide depression, the big mega-banks can buy everything up for pennies on the dollar and get the population of the world into even greater debt.
[00:03:45.419 --> 00:03:50.841]  You've seen the disruption in some of the most sophisticated supply chain countries in the world, like the United States.
