[00:00:00.000 --> 00:00:20.000]  [MUSIC]
[00:00:20.018 --> 00:00:23.840]  Ladies and gentlemen, it is Saturday, November 21st.
[00:00:23.920 --> 00:00:24.280]  The year is 2020.
[00:00:24.580 --> 00:00:28.923]  There are only 60 days left in the 79 days of hell.
[00:00:29.503 --> 00:00:35.026]  In the contested election, we warned you was coming because the Democrats said they were going to steal it.
[00:00:35.526 --> 00:00:39.868]  No matter what happened, they are not going to let President Trump become the president.
[00:00:41.087 --> 00:00:46.151]  They engaged in fraud that night, they froze the election, they brought in the fake ballots, and now they've been caught.
[00:00:46.191 --> 00:00:47.612]  We've got all the evidence here.
[00:00:48.613 --> 00:00:56.139]  This exclusive analysis is so critical to the future of not just our country, not just our beloved Republic, but the entire world.
[00:00:56.579 --> 00:00:59.842]  We're in here with this emergency Saturday evening transmission.
[00:01:00.462 --> 00:01:09.790]  I am begging you for the sake of your family, for my family, and for humanity, to tell everyone about the live show and to send the link you're watching at InfoWars.com.
[00:01:10.908 --> 00:01:14.649]  In band on video out on your email list right now on your text message.
[00:01:15.810 --> 00:01:22.872]  However, you're watching then we're going to reloop this feed all the way until my regular Sunday show 4 to 6 p.m.
[00:01:23.053 --> 00:01:23.353]  Wow.
[00:01:25.093 --> 00:01:31.256]  Let me tell you what we're going to be breaking down the first big piece of news here.
[00:01:32.596 --> 00:01:34.297]  The headline is an info wars.com.
[00:01:34.417 --> 00:01:37.738]  This is horrifying the left, but it's getting almost no coverage.
[00:01:39.122 --> 00:01:41.164]  Circuit courts reassigned.
[00:01:42.084 --> 00:01:46.107]  Conservative Supreme Court justices preside over battleground states.
[00:01:46.127 --> 00:02:01.358]  They're not going to let the leftist federal judges in Pennsylvania, Georgia, Wisconsin, Michigan, Arizona, and other key areas engage in their regular fraud that's always overturned by the Supreme Court.
[00:02:01.438 --> 00:02:06.821]   Almost every ruling against Trump That was unconstitutional like the travel ban, you name it, has been overturned.
[00:02:07.101 --> 00:02:29.970]  They are saying, put that headline back up, this is incredible that they understand the Democrats are basically stealing it and they are putting the most conservative four who have that constitutional right are swooping in and preemptively taking over those circuit courts so that they can't engage in stalling tactics and fraud.
[00:02:30.331 --> 00:02:32.745]   This is not just a signal.
[00:02:32.805 --> 00:02:36.607]  This is a giant explosion.
[00:02:36.827 --> 00:02:43.751]  This is absolutely confirmation that Trump means business and that he knows there's been fraud.
[00:02:43.811 --> 00:02:47.353]  We have the evidence of fraud and that we are not conceding.
[00:02:47.633 --> 00:02:50.695]  Do you understand the magnitude of this?
[00:02:52.816 --> 00:02:55.818]  I've been on air for 27 years.
[00:02:57.058 --> 00:02:58.759]  I've never lived in a time like this.
[00:02:58.859 --> 00:03:05.367]   I've never even I thought that it would get this crazy this fast and here we are.
[00:03:05.447 --> 00:03:09.471]  And that's just one piece of news that is so incredible.
[00:03:11.312 --> 00:03:12.574]  And that's why we've got the left.
[00:03:13.643 --> 00:03:15.304]  Going crazy with headlines like this.
[00:03:15.344 --> 00:03:19.866]  New York Times, Trump's attempts to overturn the election are unparalleled in U.S.
[00:03:20.106 --> 00:03:20.687]  history.
[00:03:21.267 --> 00:03:25.409]  Mitt Romney calls Trump's attempt to overturn Michigan election undemocratic.
[00:03:25.909 --> 00:03:30.111]  Americans are afraid, not for themselves, but for the country.
[00:03:30.171 --> 00:03:31.112]  And it goes on and on.
[00:03:33.473 --> 00:03:34.154]  Think about that.
[00:03:34.314 --> 00:03:37.295]  Why are there thousands of headlines similar to what I just told you?
[00:03:37.915 --> 00:03:38.836]  Why are they doing that?
[00:03:41.207 --> 00:03:44.829]  Al Gore didn't concede for 37 days.
[00:03:45.710 --> 00:03:48.732]  How many days has it been since the election?
[00:03:48.752 --> 00:03:48.732]  18?
[00:03:49.332 --> 00:03:52.615]  Let's say that again.
[00:03:52.835 --> 00:03:56.977]  Al Gore didn't concede in 2000 for 37 days.
[00:03:57.578 --> 00:03:58.038]  Look it up.
[00:03:59.059 --> 00:03:59.779]  I'm going from memory.
[00:03:59.799 --> 00:04:00.420]  Guys, look that up.
[00:04:00.740 --> 00:04:03.802]  How many days was the 2000 election contestant until the Supreme Court ruled?
[00:04:05.342 --> 00:04:06.883]  Okay, yes, this day in history.
[00:04:06.903 --> 00:04:10.566]  So it wasn't until December 13th they did it.
[00:04:10.927 --> 00:04:14.890]  We're in November 21st.
[00:04:15.010 --> 00:04:15.270]  All right.
[00:04:15.931 --> 00:04:17.552]  So there you go, ladies and gentlemen.
[00:04:18.252 --> 00:04:19.093]  Let's continue.
[00:04:19.213 --> 00:04:22.656]  Now, did you hear what I just said?
[00:04:23.316 --> 00:04:29.542]  That's why you need to send the video link or the audio link for the local radio station you're listening to to everyone you know.
[00:04:30.714 --> 00:04:41.657]  Because this is getting almost no coverage, but as soon as the Supreme Court ruled on this a day ago, giant bricks began to be, you know, wanted by the Democrats.
[00:04:42.657 --> 00:04:44.257]  They are now, he could do it!
[00:04:44.617 --> 00:04:46.138]  Oh, we're in trouble!
[00:04:46.178 --> 00:04:48.178]  He's a dictator, Obama said.
[00:04:48.398 --> 00:04:49.539]  He's going to overthrow things.
[00:04:49.619 --> 00:04:49.839]  No.
[00:04:52.099 --> 00:04:53.200]  They knew they were going to lose.
[00:04:53.240 --> 00:04:54.460]  They called it a red mirage.
[00:04:54.500 --> 00:04:57.801]  They said, oh, it'll take a few weeks, maybe a few months, but we're going to contest.
[00:04:58.001 --> 00:04:58.821]  We'll find the votes.
[00:05:00.677 --> 00:05:02.740]  Trump was winning by double or triple the numbers he won.
[00:05:02.880 --> 00:05:05.444]  All those battleground states already won Florida by record numbers.
[00:05:06.666 --> 00:05:09.410]  10 million plus people voted more for Trump than last time.
[00:05:11.240 --> 00:05:13.001]  All the poll numbers showed that internally.
[00:05:13.201 --> 00:05:17.343]  They were completely and absolutely panicking.
[00:05:17.683 --> 00:05:19.324]  They didn't know what to do.
