[00:00:00.000 --> 00:00:05.000]  [Music]
[00:00:05.028 --> 00:00:13.073]  There are problems in our country, yet we live in troubled times.
[00:00:13.113 --> 00:00:18.216]  There are far too many criminals, and far too many crimes.
[00:00:18.337 --> 00:00:21.979]  I'm locking every window, and I'm opening every door.
[00:00:22.039 --> 00:00:25.681]  The school I used to go to has grown even up to four.
[00:00:25.721 --> 00:00:33.286]  You can rape, you can rape, you can make your demands, and you can take my gun from my cold dead hands.
[00:00:34.780 --> 00:00:42.387]  There are global corporations, paying us billions that they pay.
[00:00:42.567 --> 00:00:48.192]  We're greedy politicians, and we make sure things go their way.
[00:00:48.252 --> 00:00:52.176]  They tax us with poverty, we live from day to day.
[00:00:52.216 --> 00:00:55.579]  Since then we're useless eaters, we don't get to have a say.
[00:00:55.599 --> 00:00:59.823]  You wanna crack this constitution, is that what's in your plan B?
[00:00:59.923 --> 00:01:03.426]  I'm gonna take my gun from my cold, dead hand.
[00:01:03.986 --> 00:01:11.292]  In every case in history, when genocide was planned, The firearms were gathered on hand, the opposition banned.
[00:01:11.392 --> 00:01:26.363]  The tyrants made this country, and the people threw away, And by the time they realized they couldn't get away, Smiling face on my duty says, We should all join hands, and let's create this peace in every little world on the planet.
[00:01:26.443 --> 00:01:29.766]  We'll downsize our defenses, give our bases all away,
[00:01:29.926 --> 00:01:30.567]  Hello, Austin, Texas.
[00:01:30.707 --> 00:01:33.869]  My name is Alex Jones, and this is another live edition of the Freedom Report.
[00:01:33.909 --> 00:01:38.789]  And you can take your global agenda and your new world order plans, and you can take my
[00:01:38.789 --> 00:01:42.829]  gun from my cold, dead hands.
[00:01:42.829 --> 00:01:47.509]  Hello, Austin, Texas.
[00:01:47.509 --> 00:01:53.229]  My name is Alex Jones, and this is another live edition of the Freedom Report.
[00:01:53.229 --> 00:01:59.269]  There's quite a bit to talk about this evening, and I just have reams of important stories.
[00:01:59.250 --> 00:02:02.231]  One of which could take up the whole day.
[00:02:03.392 --> 00:02:07.514]  It is January 25th, 1999.
[00:02:07.834 --> 00:02:18.218]  One day closer to victory for people that understand the fraud, the deceit of the out-of-control bureaucracies and their foreign controllers.
[00:02:20.880 --> 00:02:24.041]  This evening we'll talk about the front page of the Wall Street Journal.
[00:02:26.772 --> 00:02:33.836]  They are now admitting that AIDS drugs may actually suppress the immune system and admit they're highly toxic.
[00:02:34.476 --> 00:02:38.579]  Well, Dr. Lynn Horowitz, PhD, and others have documented this in depth.
[00:02:38.679 --> 00:02:42.461]  It's actually the most massive fraud, besides the federal reserve, of this century.
[00:02:42.501 --> 00:02:43.182]  We'll get into this.
[00:02:44.462 --> 00:02:52.107]  We'll also talk about Japan's trade surplus jumped another 25%.
[00:02:52.187 --> 00:02:55.849]  Every time I read the paper, every quarter, every
[00:02:57.227 --> 00:03:05.774]  In three months, we see the continuation of this against our nation.
[00:03:05.894 --> 00:03:07.435]  It's growing at a geometric rate.
[00:03:07.475 --> 00:03:08.876]  We're being de-industrialized.
