[00:00:01.460 --> 00:00:04.222]  We got it published in World Net Daily, the biggest news site in the world.
[00:00:04.262 --> 00:00:05.482]  Three and a half million hits a day.
[00:00:05.522 --> 00:00:07.724]  Well, the number one website in the world, despite all the other sites.
[00:00:07.744 --> 00:00:11.986]  I also first put it up on my website, Infowars.com.
[00:00:12.887 --> 00:00:21.111]  Now, I want to get into the aftermath of the bombing of the Chinese Embassy.
[00:00:22.332 --> 00:00:24.933]  Number one, they're saying that it was an accident.
[00:00:24.973 --> 00:00:28.956]  The CIA had mistargeted this.
[00:00:29.076 --> 00:00:30.216]  They were using old maps.
[00:00:31.619 --> 00:00:37.703]  The CIA has at least hundreds, if not thousands, of spies in Eastern Europe, especially in Serbia.
[00:00:37.723 --> 00:00:50.611]  They've had years to gear up for this phony war and steal the oil and clean running coal and gold resources that amount to five billion dollars a year from Serbia, and the very area they want is Kosovo, the area that's the most rich in these minerals.
[00:00:53.073 --> 00:00:58.316]  Number one, it's probably a five percent chance, just estimating here, guesstimating here,
[00:00:58.991 --> 00:01:00.012]  I don't think that's true.
[00:01:00.051 --> 00:01:05.572]  a mistake. If it is, we were in deeper trouble when I saw it, and I don't think that's true.
[00:01:05.572 --> 00:01:19.551]  Now, the most likely system that's being engaged in here--mechanism--is that
[00:01:19.548 --> 00:01:27.051]  Clinton's little war, this globalist war, is not going well and not going as expected, so it's another little caveat diversion.
[00:01:27.411 --> 00:01:29.172]  I had a caller the other day on my national radio show.
[00:01:29.232 --> 00:01:30.633]  I do, too, a day or local on the national.
[00:01:31.513 --> 00:01:33.734]  And he called in and talked about it, and I already knew about this.
[00:01:33.814 --> 00:01:34.815]  I never thought of the analogy.
[00:01:34.875 --> 00:01:39.937]  Why do lion trainers use a chair rather than a fake spear or even a bludgeon or a sword?
[00:01:40.217 --> 00:01:44.999]  Because a chair has four points, and it confuses a tiger on which one to focus on.
[00:01:46.000 --> 00:01:47.760]  Same thing with the American people and the world.
[00:01:48.201 --> 00:01:49.021]  All these different
[00:01:52.139 --> 00:02:08.030]  crises, all these different problems, all these different diversions and deceptions and distractions we see are meant to simply confuse the public while real things are going on.
