[00:00:00.530 --> 00:00:03.113]  COVID-19's greatest power is fear.
[00:00:03.734 --> 00:00:16.669]  It is a psychological warfare weapon that has been deployed against the people of the world to be the cover for a controlled global collapse, to consolidate power in the hands of the globalists, and to establish their new world order.
[00:00:17.350 --> 00:00:30.479]   If this power grab is ever to be defeated, We must read head-on and expose the fact that the virus was deliberately released from the Wuhan lab and that Fauci was publicly in control of the gain-of-function coronavirus project.
[00:00:30.659 --> 00:00:36.659]   This report breaks down the facts and that the information is now becoming public.
[00:00:36.659 --> 00:00:51.659]  [Music]
[00:00:51.659 --> 00:00:53.908]   InfoWars Tomorrow's News.
[00:00:54.007 --> 00:01:21.487]  today.
[00:01:21.487 --> 00:01:27.608]   Saturday, May 8th, and we are issuing this emergency special report because our country,
[00:01:27.608 --> 00:01:31.007]  our planet, our human species is in crisis.
[00:01:31.040 --> 00:01:46.333]  We are under the fourth industrial revolution that Klaus Schwab and the United Nations have talked about, where robots and computers force humans out, where human labor is made obsolete, not so we can lounge around like Greek gods, but so we can be eliminated.
[00:01:46.373 --> 00:01:48.175]  And that process has been in beta.
[00:01:49.571 --> 00:01:51.853]  It is now accelerating into operational.
[00:01:52.714 --> 00:02:03.263]  Now I'm about to take you in the studio and go over the different prongs of the attack they're going to use to collapse society while the social engineers pose as the saviors.
[00:02:04.284 --> 00:02:08.207]  But the first big thing I want to hit is some extremely good news.
[00:02:09.170 --> 00:02:18.242]  Major GOP lawmakers have announced hearings into the origin of the coronavirus or COVID-19 or the Wuhan virus.
[00:02:19.083 --> 00:02:40.201]   Now if you'll remember, going back 14-15 months ago to February of 2020, We laid out specifically the history of the virus, the fact that it was a chimera, and that Fauci and Bill Gates were studying these exact viruses, coronaviruses, with gain-of-function, mixed with bats, at Chapel Hill, North Carolina.
[00:02:40.502 --> 00:02:41.522]  It's even been in Newsweek.
[00:02:41.602 --> 00:02:43.684]  It's even been in Time Magazine.
[00:02:44.204 --> 00:02:45.064]  It's been all over the news.
[00:02:47.213 --> 00:02:55.619]  They tried to hide this when Trump was still in office, but now even the Washington Post has come out, as I predicted a week ago, and said, okay, let's be nonpartisan now.
[00:02:56.240 --> 00:03:01.344]  The whole thing has really come out that it did come out of Wuhan, but it's accidental.
[00:03:02.364 --> 00:03:03.225]  None of it's accidental.
[00:03:03.265 --> 00:03:06.027]  You had the Rockefeller Foundation lockstep.
[00:03:06.307 --> 00:03:16.455]  You had Event 201 with Gates and Fauci in the UN in late 2020 while the actual attack was happening, mirroring the release of a coronavirus out of a Chinese lab.
[00:03:17.674 --> 00:03:18.854]  You cannot make this up.
[00:03:18.914 --> 00:03:21.475]  They use that as the cover for the actual operation they've launched.
[00:03:21.515 --> 00:03:23.736]  We see this pattern over and over again.
[00:03:23.756 --> 00:03:25.457]  Then it was used to remove Trump from office.
[00:03:25.877 --> 00:03:34.040]  It was used to shut down major economies and consolidate power under a handful of big tech and other global corporations who have all doubled or tripled their profits.
[00:03:34.060 --> 00:03:38.642]  But remember, this isn't me just telling you this now in the middle of 2021.
[00:03:38.942 --> 00:03:45.845]  We told you this 14, 15 months ago in late January, early February of 2020.
[00:03:47.145 --> 00:03:50.286]  We had Dr. Francis Boyle and other top experts on laying it out.
[00:03:50.326 --> 00:03:52.427]  Now, Boyle has all the inside connections.
[00:03:52.467 --> 00:03:54.207]  He used to be the top U.N.
[00:03:54.247 --> 00:03:55.547]  war crimes prosecutor.
[00:03:55.567 --> 00:03:56.448]  He wrote the U.S.
[00:03:56.488 --> 00:03:57.368]  biological weapons law.
[00:03:57.388 --> 00:03:58.248]  He helped write the U.N.
[00:03:58.288 --> 00:03:58.768]  world law.
