# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: d8cea1bb00b5cbf4223f4b37f89baf15
[00:00:11.519 --> 00:00:12.419]  InfoWars.
[00:00:12.559 --> 00:00:14.179]  Tomorrow's news today.
[00:00:27.120 --> 00:00:29.440]  I'm your host, Harrison Smith, sitting in for Alex today.
[00:00:29.839 --> 00:00:34.560]  He's on a mission in Florida, but we will be hearing from him extensively in this first hour.
[00:00:34.719 --> 00:00:41.200]  He went on American Journal with Brianna Morella this morning and covered this.
[00:00:42.160 --> 00:00:58.000]  This, ladies and gentlemen, is a historic civil rights lawsuit filed by us today, a countersuit against all of the manipulation and underhanded activity that we've been saddled with over the Sandy Hoke lawsuit.
[00:00:58.079 --> 00:01:05.920]  So Alex Jones broke it down in full with Brandon Morello, and we'll go to that clip in just about five minutes when we come back from a short commercial break.
[00:01:06.239 --> 00:01:08.560]  Today is Friday the 13th.
[00:01:09.760 --> 00:01:12.320]  A lucky Friday the 13th, we hope for us.
[00:01:12.560 --> 00:01:21.359]  It also happens to be one week since the Epstein files were released, and still bombshell information is being discovered on a regular basis.
[00:01:21.680 --> 00:01:23.200]  And we'll bring you some updates for that.
[00:01:23.439 --> 00:01:27.920]  We've got the rumors and rumblings of war still to cover.
[00:01:28.239 --> 00:01:31.040]  U.S. is sending its largest warship to the Middle East.
[00:01:31.359 --> 00:01:44.079]  Again, the Epstein files are actually having an impact and making a difference everywhere except for America, where a top U.K. civil servant has now quit as the government aims to calm the Epstein storm.
[00:01:44.400 --> 00:01:48.640]  So again, all over the world, there are massive consequences to the Epstein files.
[00:01:48.719 --> 00:01:56.719]  It's just in America we seem incapable of dealing with it, or at least our leadership seems unwilling to confront what it contains.
[00:01:57.040 --> 00:02:07.040]  We also have allegations against Jared Kushner servicing in the bombshell complaint against Tulsi Gabbard as they attempt to oust her as they have the entire time that she's been in office because she's effective.
[00:02:07.280 --> 00:02:10.800]  And this is a pattern that we're seeing with the Trump administration.
[00:02:11.120 --> 00:02:13.280]  And at this point, it's almost complete.
[00:02:13.599 --> 00:02:18.560]  All of the good people are being expelled, or at least harassed continuously.
[00:02:18.719 --> 00:02:23.680]  Tulsi Gabbard can't get a break, but she's working behind the scenes doing a heck of a lot of good stuff.
[00:02:24.000 --> 00:02:30.719]  RFK Jr. has been racking up wins for the last year, but they're harassing him endlessly.
[00:02:30.960 --> 00:02:43.680]  Obviously, Pete Hegseth has been the victim of repeated media scandal trying to oust him from office because he refuses to put American lives at risk without a damn good reason to do so.
[00:02:43.920 --> 00:02:50.879]  We also have the firing of the top antitrust person, Gail.
[00:02:51.360 --> 00:02:52.960]  She has been ousted.
[00:02:53.120 --> 00:02:57.360]  And again, the rumors I'm hearing is that she was one of the only good people in the administration.
[00:02:57.520 --> 00:03:02.719]  Ed Martin, of course, very powerful fighter in the Trump administration, been forced out.
[00:03:02.879 --> 00:03:12.560]  So systematically, all of the good people from the Trump administration seem to be under a lot of pressure to be removed, or at least not able to do their job.
[00:03:12.719 --> 00:03:16.400]  So we're going to get into all of that and one may be behind it.
[00:03:17.039 --> 00:03:18.319]  But we have a lot more to come.
[00:03:18.560 --> 00:03:20.159]  It's also another anniversary.
[00:03:20.240 --> 00:03:24.879]  So seven days since Epstein, Friday the 13th, major civil rights lawsuit.
[00:03:25.039 --> 00:03:32.159]  It also happens to be the ninth year anniversary of myself being interviewed and hired here at InfoWars.
[00:03:32.240 --> 00:03:35.439]  This is my ninth anniversary at InfoWars.
[00:03:35.680 --> 00:03:39.439]  And what an honor it has been and continues to be.
[00:03:39.680 --> 00:03:46.560]  And of course, I got hired as a cameraman and editor, but InfoWars really is, we really do embody the libertarian spirit.
[00:03:46.879 --> 00:03:52.560]  And as long as I got what I was supposed to do done, I sort of got to do whatever else I wanted to do.
[00:03:52.719 --> 00:03:54.640]  And hey, if it works, you keep doing it.
[00:03:54.800 --> 00:03:56.400]  And if it doesn't, you have to stop.
[00:03:56.560 --> 00:03:57.680]  And that's just how InfoWars works.
[00:03:57.919 --> 00:04:00.639]  I started making content, started putting out some reports.
[00:04:00.879 --> 00:04:04.000]  Eventually, we'd start doing the 34-hour broadcast overnight.
[00:04:04.079 --> 00:04:08.719]  And they needed somebody to sit in from that two o'clock to three o'clock in the morning time slot.
[00:04:09.039 --> 00:04:10.079]  And so that would be me.
[00:04:10.159 --> 00:04:13.280]  And I got some training eventually, was able to sit here.
[00:04:13.519 --> 00:04:19.759]  But in this time, I mean, when I started, we had one studio, one show, the nightly news had just started up.
[00:04:20.079 --> 00:04:22.000]  But since then, we've built this studio.
[00:04:22.399 --> 00:04:24.000]  We built the American Journal studio.
[00:04:24.159 --> 00:04:30.639]  We've built the podcast studio and the satellite studio so that we can always continue to broadcast no matter what happens in this building.
[00:04:30.959 --> 00:04:37.680]  Every year, we have continued to grow and expand and build thanks to your help at thealxjonesstore.com.
[00:04:37.759 --> 00:04:47.039]  So when we get back on the other side, we're going to go right into a video of Alex Jones explaining the latest in the lawsuit, our countersuit, seeking to bring down the deep state that's tried to destroy us.
[00:04:47.199 --> 00:04:50.560]  We are fighting back because of your help at thealxjonesstore.com.
[00:04:50.719 --> 00:04:55.279]  Support us and we will continue to fight, continue to grow, continue to keep them on the run.
[00:04:55.920 --> 00:05:07.839]  One of the things you've been talking about on your show is your allegation that government officials are aiding in pedophilia, child trafficking, and the grooming of children.
[00:05:07.919 --> 00:05:08.159]  All right.
[00:05:08.319 --> 00:05:11.158]  You mean like what Jeffrey Epstein did with the Clintons?
[00:05:32.427 --> 00:05:34.729]  Big news happening over here at Infowars.
[00:05:34.959 --> 00:05:38.720]  Alex Jones, well, he's clapping back when it comes to his lawsuit.
[00:05:39.199 --> 00:05:42.079]  As many of you guys know, it's the Sandy Hook lawsuit that I'm referring to.
[00:05:42.399 --> 00:05:50.959]  Alex had several of his constitutional rights violated in all of this, and he's answering back by now filing a lawsuit of his own.
[00:05:51.199 --> 00:05:55.439]  It is his second amended counterclaim in the bankruptcy court right now.
[00:05:55.600 --> 00:05:59.279]  This was just filed yesterday in Houston, Texas at the federal level.
[00:05:59.600 --> 00:06:02.800]  And Alex is joining us now live to discuss.
[00:06:03.120 --> 00:06:08.159]  Alex, I'm glad you're here right now and you're going to detail for our audience exactly what this means.
[00:06:08.480 --> 00:06:14.079]  I know there were several constitutional rights that you personally had violated in all of this.
[00:06:14.399 --> 00:06:16.480]  So break down your latest filing.
[00:06:17.120 --> 00:06:27.840]  Well, most of the regular listeners know the incredible six, seven years saga of the deplatforming, the demonization, Bloomberg's gun control group being behind it.
[00:06:28.480 --> 00:06:34.799]  They raised with their Sandy Hook charities over $300 million off of my name saying I was persecuting them and I wasn't.
[00:06:35.439 --> 00:06:36.240]  They then sued me.
[00:06:36.399 --> 00:06:41.840]  They had two political judges default me saying I was guilty, didn't comply with discovery.
[00:06:42.159 --> 00:06:44.319]  In our lawsuit, we showed none of that's true.
[00:06:44.639 --> 00:06:49.279]  And then we show how the Justice Department was involved with their chief counsel in Connecticut.
[00:06:49.519 --> 00:06:54.000]  They admit going and setting up the suit, recruiting the people.
[00:06:54.639 --> 00:06:59.600]  And then all the things that happened after that, particularly with the judge in Connecticut.
[00:06:59.919 --> 00:07:03.039]  And that's the basic conspiracy against rights.
[00:07:03.120 --> 00:07:07.039]  And when people team up with the state to deprive someone of their rights.
[00:07:07.360 --> 00:07:09.680]  And we've seen this with Mike Lindell last year.
[00:07:09.840 --> 00:07:12.799]  He was defaulted by the federal judge in Minnesota.
[00:07:13.039 --> 00:07:13.840]  Anybody can type in.
[00:07:14.000 --> 00:07:17.279]  Judge finds Mike Lindell guilty in SmartMatic case.
[00:07:17.840 --> 00:07:19.840]  And the judge didn't see any evidence, nothing.
[00:07:20.000 --> 00:07:23.360]  Just said you cannot connect to a SmartMatic machine wirelessly or to the internet.
[00:07:23.600 --> 00:07:26.240]  Well, they're designed to do that, but he wouldn't see the evidence.
[00:07:26.799 --> 00:07:28.319]  Now, SmartMatic's in a lot of trouble.
[00:07:28.399 --> 00:07:30.799]  There's been indictments, same thing with Dominion.
[00:07:30.879 --> 00:07:32.399]  Now they've dropped their cases on others.
[00:07:32.480 --> 00:07:34.480]  They've tried to now settle with Lindell.
[00:07:34.720 --> 00:07:37.600]  He announced two weeks ago on my show that he said, no way.
[00:07:38.079 --> 00:07:42.560]  He's going to go ahead with the jury trial later this year in Minnesota where the judges already found him guilty.
[00:07:42.879 --> 00:07:44.879]  But good luck because now this is all going to be known.
[00:07:45.199 --> 00:07:45.600]  There it is.
[00:07:45.680 --> 00:07:52.159]  Judge rules my pillow guy, Mike Lindell, defended Smart Matic with false claims.
[00:07:52.240 --> 00:07:53.439]  So that's a default.
[00:07:53.920 --> 00:07:56.719]  That's only supposed to be if you like leave the country and don't respond at all.
[00:07:57.039 --> 00:08:02.000]  Um, as Mike Cernovich, great lawyers pointed out, he went and looked at the case years ago.
[00:08:02.159 --> 00:08:06.480]  I went to dozens of different depositions, close to about a dozen.
[00:08:06.800 --> 00:08:08.079]  I gave them everything.
[00:08:08.560 --> 00:08:11.920]  And when you actually read in our suit, they show how they defaulted me.
[00:08:12.800 --> 00:08:16.639]  They said that I would just show them the San Yahoo marketing material.
[00:08:16.800 --> 00:08:17.920]  Well, you work at InfoWars.
[00:08:18.079 --> 00:08:20.319]  There isn't marketing material for stories you cover.
[00:08:20.560 --> 00:08:22.240]  I don't even know what stories you're about to cover every day.
[00:08:22.319 --> 00:08:23.920]  You're a worthless journalist and reporter.
[00:08:24.240 --> 00:08:25.839]  So they said, no, we know you have that.
[00:08:26.000 --> 00:08:27.279]  That was one of the reasons.
[00:08:28.159 --> 00:08:29.759]  We tried to depose Hillary Clinton.
[00:08:29.839 --> 00:08:31.680]  They said that was another reason we were defaulted.
[00:08:32.240 --> 00:08:34.559]  And then they said that we wouldn't give them Google Analytics.
[00:08:34.879 --> 00:08:39.759]  Google Analytics is just an internal Google search engine of your website.
[00:08:40.080 --> 00:08:42.240]  Okay, so we barely ever even used it.
[00:08:42.480 --> 00:08:45.679]  Don Salazar, one of our writers, occasionally would see how his stories were doing.
[00:08:45.840 --> 00:08:46.480]  I never used it.
[00:08:46.639 --> 00:08:47.840]  Anybody can see that around the office.
[00:08:47.919 --> 00:08:48.879]  Everybody testified to that.
[00:08:49.200 --> 00:08:52.799]  They said, show us your San Diego Google Analytics that I talked about Sandy Hook to make money.
[00:08:52.960 --> 00:08:54.000]  I barely ever talked about it.
[00:08:54.080 --> 00:08:58.799]  But that was their basis of their suit before they got me defaulted.
[00:08:59.120 --> 00:09:03.360]  Then they used all the stuff that they twisted in the show trials they had in Texas and Connecticut.
[00:09:03.679 --> 00:09:05.200]  There was all the so-called discovery.
[00:09:05.519 --> 00:09:11.679]  And the best they had was other people's emails unopened to us saying mean things about San Diego people.
[00:09:12.000 --> 00:09:16.799]  That was all they had to show the jury was people I'd ever opened the emails talking bad about them.
[00:09:16.960 --> 00:09:17.840]  Wow, that's terrible.
[00:09:18.080 --> 00:09:21.519]  I never said the names of any of the Sandy Hook families except one guy.
[00:09:22.000 --> 00:09:22.960]  They said it's the families.
[00:09:23.440 --> 00:09:24.240]  That's 20 families.
[00:09:24.319 --> 00:09:26.319]  It was only six people, not the families.
[00:09:26.639 --> 00:09:31.440]  They set up foundations that again raised over $300 million off of my name.
[00:09:31.679 --> 00:09:42.319]  It turned out the Justice Department funded the lawsuits to the exact amounts they were being billed to them with grants each time they were going to trial.
[00:09:42.960 --> 00:09:44.639]  So this is all in this lawsuit.
