[00:00:19.904 --> 00:00:22.047]  Welcome to the InfoWars Nightly News.
[00:00:22.067 --> 00:00:23.288]  I'm your host, Jakari Jackson.
[00:00:23.368 --> 00:00:27.493]  It is February 18th, 2015, and here's a look at our top stories.
[00:00:30.970 --> 00:00:39.337]  Tonight, the Obama administration's refusal to use the term Islamic terrorism provokes widespread criticism.
[00:00:39.577 --> 00:00:47.644]  Meanwhile, the administration is preparing to equip the so-called moderate Syrian rebels with the ability to order U.S.
[00:00:47.824 --> 00:00:48.484]  airstrikes.
[00:00:48.845 --> 00:00:52.848]  And a video captures a man punching himself in the face.
[00:00:53.228 --> 00:00:56.350]  Before he accuses the police of brutality.
[00:00:56.910 --> 00:00:57.870]  Oh man, that's gotta hurt.
[00:00:58.291 --> 00:01:02.773]  All that plus much more up next on the Info Wars Nightly News.
[00:01:08.436 --> 00:01:14.559]  It seems that the Obama administration is not content to arm Al Qaeda rebels with simple AK-47s or hand grenades.
[00:01:14.859 --> 00:01:19.482]  Now we have the article, Obama to give jihadists the ability to order airstrikes.
[00:01:20.359 --> 00:01:37.049]  Members of the Free Syrian Army will be provided with radios to call in airstrikes from American B-1B bombers, as well as pickup trucks with mounted machine guns, as the President puts the final touches on plans to train as many as 3,000 rebels in Jordan and Turkey by the end of 2015.
[00:01:38.450 --> 00:01:42.492]  Negotiations have concluded, and an agreement text will be signed with the U.S.
[00:01:42.873 --> 00:01:48.056]  regarding the training of the Free Syrian Army in the coming period, said a Turkish Foreign Minister spokesman.
[00:01:48.576 --> 00:01:56.561]  The planes will reportedly use similar munitions to those seen in Afghanistan, targeting anything from small vehicles to tanks with 500- and 2,000-pound guided bombs.
[00:01:59.002 --> 00:02:05.886]  And just to be clear, these are the same Syrian rebels we've seen singing praises to people like Osama Bin Laden, celebrating the 9-11 attacks.
[00:02:05.926 --> 00:02:11.490]  These are the people that these weapons and these plane strikes, these abilities are going to go to.
[00:02:11.850 --> 00:02:13.331]  Now, are there moderate rebels?
[00:02:13.351 --> 00:02:14.431]  Yeah, there are.
[00:02:14.611 --> 00:02:16.493]  I believe the estimates that they are less than 10%.
[00:02:17.453 --> 00:02:18.214]  So how do you know
[00:02:18.894 --> 00:02:21.835]  When the shipment hits the ground, who these weapons are actually going to go to.
[00:02:22.175 --> 00:02:25.737]  We saw the video last year, the airdrop grenades in ISIS-held territory.
[00:02:25.757 --> 00:02:28.318]  It was like, oof, we didn't really mean for those guys to get it.
[00:02:28.658 --> 00:02:31.179]  Whoa, why are you arming these guys in the first place?
[00:02:31.439 --> 00:02:35.400]  And then on top of that, if you can't even guarantee that they'll actually get the shipments of the weapons.
[00:02:35.981 --> 00:02:44.224]  So going from this, let's take another look at another aspect of Obama with these Islamic extremists and why he refuses to call this Islamic terrorism.
[00:02:44.884 --> 00:02:50.713]  The Obama administration's refusal to use the term Islamic terrorism has provoked widespread condemnation.
[00:02:51.153 --> 00:03:00.787]  But it fits perfectly with the federal government's past approach on the War on Terror, which has been to elevate the importance of domestic extremism over the threat of Islamic terror.
[00:03:01.508 --> 00:03:16.713]  In planning this week's summit on combating violent extremists, the White House has consistently avoided naming Islamic extremism as its central focus, reports CNN, despite two deadly attacks carried out in the name of Islam in Paris and Copenhagen in just the last two months alone.
[00:03:17.053 --> 00:03:22.015]  Now let me be very clear when we talk about this that I always try to preface when we talk about these Islamic extremists.
[00:03:22.375 --> 00:03:27.777]  I'm talking about ISIS, Boko Haram, the Mujahideen, groups like that.
