[00:00:19.568 --> 00:00:21.269]  Welcome to the Infowars Nightly News.
[00:00:21.349 --> 00:00:21.989]  I'm David Knight.
[00:00:22.149 --> 00:00:23.290]  It's Monday, July 20th, 2015.
[00:00:24.631 --> 00:00:25.932]  Here are our top stories.
[00:00:30.114 --> 00:00:37.778]  Tonight, governors call for National Guard offices to be armed following the Chattanooga murders.
[00:00:38.739 --> 00:00:41.080]  Then, the price of gold plummets.
[00:00:41.820 --> 00:00:46.503]  Reports that the military and militia got into a firefight in Whitney, Texas.
[00:00:50.290 --> 00:00:54.193]  And Wesley Clark and crew call to lock up their political opposition.
[00:00:54.994 --> 00:01:03.680]  If these people are radicalized and they don't support the United States and they're disloyal to the United States as a matter of principle, fine, that's their right.
[00:01:03.820 --> 00:01:10.125]  It's our right and our obligation to segregate them from the normal community for the duration of the conflict.
[00:01:11.466 --> 00:01:14.809]  That's next on the Info Wars Nightly News.
[00:01:28.157 --> 00:01:40.868]  To celebrate the birth of our country and give a big thanks to all the Info Warriors out there, we are now offering free shipping on every item shipped out of the InfoWarsStore.com warehouse.
[00:01:41.248 --> 00:01:44.932]  That's free shipping on all t-shirts, books, and DVDs.
[00:01:45.472 --> 00:01:51.457]  Free shipping on Molon Lave and 1776 belt buckles, which are also 25% off while supplies last.
[00:01:53.419 --> 00:01:58.022]  Free shipping on all of our InfoWarsLife.com nutraceuticals.
[00:01:58.462 --> 00:02:05.306]  If it's in the InfoWarsStore.com warehouse, it's shipping for free, all during the month of July.
[00:02:05.807 --> 00:02:18.394]  It's our way of saying thanks to the true heart and soul of this operation, who stand beside us and support us as we wage an InfoWar for liberty and freedom for all.
[00:02:18.794 --> 00:02:22.857]  InfoWarsStore.com, free shipping for the month of July.
[00:02:26.854 --> 00:02:32.935]  Well, today we have more news on the aftermath of the economic collapse, both in the Chinese stock market as well as in Greece.
[00:02:33.515 --> 00:02:42.337]  Also, updates to what happened with the terrorism scares in Chattanooga, the way that's being spun, the way it's being used, perhaps, by our government.
[00:02:42.957 --> 00:02:45.258]  First, let's take a look at what's happening with gold.
[00:02:45.338 --> 00:02:46.818]  Gold has hit a five-year low.
