[00:00:19.482 --> 00:00:20.303]  Good evening, everyone.
[00:00:20.363 --> 00:00:22.524]  Welcome to the InfoWars Nightly News.
[00:00:22.624 --> 00:00:23.565]  I'm Darren McBreen.
[00:00:23.625 --> 00:00:26.566]  It is Thursday, April 9th, 2015.
[00:00:26.807 --> 00:00:28.167]  Here's a quick look at what's coming up.
[00:00:33.550 --> 00:00:38.114]  Rand Paul attack ads take a page out of the LBJ playbook.
[00:00:38.494 --> 00:00:41.716]  Then, what's John McCain's dirty secret?
[00:00:42.137 --> 00:00:44.218]  How does it affect POWs?
[00:00:44.839 --> 00:00:48.321]  And Afghan opium production hits a new high.
[00:00:48.802 --> 00:00:52.524]  That's next on the Info Wars Nightly News.
[00:00:53.265 --> 00:00:57.208]  So they keep all that stuff on the LD, on the low down.
[00:00:57.668 --> 00:00:59.470]  Not on the down low, it's low down.
[00:01:00.998 --> 00:01:05.682]  Well the first warning shot has been fired across the bow at Rand Paul.
[00:01:05.802 --> 00:01:10.686]  This after, well immediately after he announced that he will be running for U.S.
[00:01:10.766 --> 00:01:11.746]  President in 2016.
[00:01:14.369 --> 00:01:22.635]  An establishment Republican front group responded to the announcement by launching their anti-Rand Paul advertising campaign.
[00:01:23.396 --> 00:01:40.949]  In the first of what's expected to be a series of slanderous TV ads against Rand Paul, the elitist neocon warmongers released this television spot, which depicts Rand Paul as dangerous and claims that he stands with Barack Obama.
[00:01:42.298 --> 00:01:45.160]  The Senate is considering tough new sanctions on Iran.
[00:01:45.860 --> 00:01:49.902]  President Obama says he'll veto them, and Rand Paul is standing with him.
[00:01:50.382 --> 00:01:55.645]  Rand Paul supports Obama's negotiations with Iran, and he doesn't understand the threat.
[00:01:55.705 --> 00:02:00.208]  You know, it's ridiculous to think that they're a threat to our national security.
[00:02:00.308 --> 00:02:02.669]  Rand Paul is wrong, and dangerous.
[00:02:03.490 --> 00:02:09.233]  Tell him to stop siding with Obama, because even one Iranian bomb would be a disaster.
[00:02:12.076 --> 00:02:21.966]  So there you go, a classic example of fear-mongering, and this ad is being run by the Foundation for a Secure and Prosperous America.
[00:02:22.427 --> 00:02:26.331]  These guys are big supporters of Senator John McCain, by the way.
[00:02:26.351 --> 00:02:30.856]  And so far, it looks like it will mostly run on Fox News channels.
[00:02:31.156 --> 00:02:32.457]  No big surprise there.
[00:02:33.078 --> 00:02:42.062]  And it really reminds me of the attack ads that LBJ used against Barry Goldwater back in the 1964 presidential race.
[00:02:42.642 --> 00:02:56.668]  The Lyndon Baines-Johnson campaign, they used scare tactics to trick or scare the American people into voting for Johnson, because if they didn't, little girls were going to get nuked.
[00:02:56.688 --> 00:02:59.229]  Two.
[00:03:00.630 --> 00:03:01.270]  Three.
[00:03:02.566 --> 00:03:03.206]  Four.
[00:03:04.107 --> 00:03:04.787]  Five.
