[00:00:19.500 --> 00:00:20.301]  Good evening, everyone.
[00:00:20.361 --> 00:00:22.622]  Welcome to the InfoWars Nightly News.
[00:00:22.743 --> 00:00:23.643]  I'm Darren McBreen.
[00:00:23.743 --> 00:00:25.285]  It is Thursday, September 24, 2015.
[00:00:25.445 --> 00:00:26.886]  Here's a quick look at what's coming up.
[00:00:32.403 --> 00:00:35.486]  Tonight on the Infowars Nightly News.
[00:00:35.806 --> 00:00:39.169]  The mainstream media launches Operation Pope Kid.
[00:00:39.410 --> 00:00:48.098]  A five-year-old slips through a multi-million dollar security theater apparatus to hand the Pope a pro-illegal immigration t-shirt and letter.
[00:00:48.378 --> 00:00:55.405]  Darren McBrain will look at this and past attempts by the mainstream media propaganda machine to use psyops on the public.
[00:00:55.725 --> 00:00:57.427]  They took the babies out of incubators.
[00:01:01.246 --> 00:01:04.187]  Thank you, Bears, and let the children to die on a cold floor.
[00:01:04.607 --> 00:01:17.210]  Then, Darren McBreen interviews Matthew Stein, author of Wind Disaster Strikes and Wind Technology Fails, who will discuss key preparedness strategies for a host of crises that could harm you and your family.
[00:01:17.410 --> 00:01:21.391]  And so it is one of the least understood threats, and yet the greatest threat that we face.
[00:01:22.151 --> 00:01:26.052]  All that and more on tonight's InfoWars Nightly News.
[00:01:58.996 --> 00:02:00.137]  Knockout is back.
[00:02:00.478 --> 00:02:11.591]  If you want a product that has 10 known ingredients that naturally get your body to relax, your brain to relax, so you get deep restful sleep, Knockout's it.
[00:02:11.992 --> 00:02:13.694]  Infowarslife.com.
[00:02:14.174 --> 00:02:15.296]  You take one or two of these.
[00:02:16.517 --> 00:02:19.799]  And it just is really clean restful sleep is what the reviews are.
[00:02:20.140 --> 00:02:21.220]  It's what I've experienced.
[00:02:21.661 --> 00:02:23.962]  And it just synergistically puts everything in there.
[00:02:23.982 --> 00:02:25.523]  Visit InfoWarsLife.com.
[00:02:25.683 --> 00:02:27.645]  That's InfoWarsLife.com or call 888-253-3139.
[00:02:33.243 --> 00:02:39.450]  Her name is Sophia Cruz and her story has quickly become a national sensation.
[00:02:39.890 --> 00:02:47.698]  How this sweet little five-year-old girl with pigtails managed to deliver a pro-immigrant message to the Pope.
