[00:00:19.656 --> 00:00:21.658]  Welcome to the Info Wars Nightly News.
[00:00:21.698 --> 00:00:25.562]  It is Tuesday, December 22, 2015, and I'm Leigh-Anne McAdoo.
[00:00:25.903 --> 00:00:26.924]  Here's what's coming up tonight.
[00:00:29.787 --> 00:00:32.469]  Tonight, the best-selling single of all time.
[00:00:32.770 --> 00:00:33.851]  In excess of 100 million copies.
[00:00:38.604 --> 00:00:46.732]  But ignorant college students who don't know anything except political correctness think White Christmas is an offense to people of color.
[00:00:47.352 --> 00:00:55.420]  And, while AP has declared ISIS to be the top story of 2015, does the public really know anything about who created it?
[00:00:55.880 --> 00:00:57.662]  Who continues to fund ISIS?
[00:00:58.082 --> 00:01:03.808]  And the nation's drug czar calls the war on drugs... Failed policies and failed practices in the past.
[00:01:04.008 --> 00:01:09.232]  Are you saying that the way we have waged the war on drugs for more than 40 years has been all wrong?
[00:01:09.753 --> 00:01:10.533]  It has been all wrong.
[00:01:10.894 --> 00:01:12.075]  Yeah, who knew?
[00:01:13.196 --> 00:01:16.678]  All that and more on tonight's InfoWars Nightly News.
[00:01:30.233 --> 00:01:31.594]  Clean, pure drinking water.
[00:01:31.875 --> 00:01:33.176]  You can't survive without it.
[00:01:33.356 --> 00:01:34.277]  But where do you get it?
[00:01:34.557 --> 00:01:40.322]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:01:40.543 --> 00:01:46.268]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:01:46.468 --> 00:02:03.329]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:03.689 --> 00:02:04.009]  We're good to go.
[00:02:33.305 --> 00:02:37.409]  Well, the Islamic State conflict has been voted the top news story of 2015.
[00:02:37.509 --> 00:02:42.213]  This is according to the Associated Press' annual poll of U.S.
[00:02:42.353 --> 00:02:44.435]  editors and news directors.
[00:02:44.955 --> 00:02:46.357]  In second place was the U.S.
[00:02:46.397 --> 00:02:50.661]  Supreme Court's ruling that led to the legalization of same-sex marriage in all 50 states.
[00:02:51.121 --> 00:02:59.729]  But several of the other stories among the top 10 reflected the impact of the Islamic State and the public's growing concern with it.
[00:03:00.149 --> 00:03:07.792]  But Obama says, you know, the only reason why people are concerned with the Islamic State is because the media has saturated this story.
[00:03:08.112 --> 00:03:14.415]  It's not because terrorists are actually murdering people and threatening to attack the Western way of life.
[00:03:16.789 --> 00:03:17.470]  Thank you Leanne.
[00:03:17.891 --> 00:03:22.757]  We have a report on the site today, Obama Blames Terrorism Fears on Media Saturation.
[00:03:22.797 --> 00:03:33.853]  This is an article from Steve Watson and basically it outlines how after we've seen multiple terror attacks, not just domestically but around the world, Charlie Hebdo, the most recent Paris attack,
[00:03:34.313 --> 00:03:40.819]  Also, here domestically with the San Bernardino tragedy, many Americans are taking terrorism fears very, very seriously.
