[00:00:14.617 --> 00:00:16.739]  Waging war on corruption.
[00:00:17.240 --> 00:00:18.661]  It's Alex Jones.
[00:00:33.149 --> 00:00:37.411]  Ladies and gentlemen, welcome to another original live global transmission.
[00:00:37.652 --> 00:00:39.072]  We'll be here for the next two hours.
[00:00:39.893 --> 00:00:42.794]  It is Sunday, the 27th day of September 2015.
[00:00:43.695 --> 00:00:46.076]  I am your host, Alex Jones.
[00:00:46.156 --> 00:00:56.622]  David Knight and Jakari Jackson are both in Philadelphia, where a foreign leader of state, a religious leader, is calling for open borders.
[00:00:57.614 --> 00:01:00.978]  ...and engage in domestic political operations inside the United States.
[00:01:01.458 --> 00:01:03.861]  We're told we have separation of church and state in this country.
[00:01:03.901 --> 00:01:09.467]  That's been twisted to where the government controls and issues licenses to religion.
[00:01:10.598 --> 00:01:10.938]  I think?
[00:01:34.241 --> 00:01:45.668]  Endlessly to the public manipulating our internal politics and universally from Fox News to CNN, we're told there can be no criticism of Francis and that he's not being political.
[00:01:46.688 --> 00:01:47.429]  That's the talking point.
[00:01:47.709 --> 00:01:48.589]  He's not being political.
[00:01:48.609 --> 00:01:49.530]  He's not being political.
[00:01:49.810 --> 00:01:54.973]  He just wants carbon taxes and world government and open borders and higher taxes on the middle class.
[00:01:54.993 --> 00:01:55.934]  He's not being political.
[00:01:56.174 --> 00:01:57.054]  He's not being political.
[00:01:57.234 --> 00:01:58.835]  Did we tell you he's not being political?
[00:01:59.756 --> 00:02:00.636]  Let me tell you one more time.
[00:02:00.836 --> 00:02:01.717]  He's not being political.
[00:02:04.184 --> 00:02:10.554]  So David Knight and Jakari Jackson with their final report from the road covering the Pope and his entire U.S.
[00:02:11.896 --> 00:02:17.445]  whirlwind tour of the East Coast, D.C., New York, and now Pennsylvania.
[00:02:18.933 --> 00:02:19.894]  We're going to be breaking that down.
[00:02:20.354 --> 00:02:45.332]  And then to really look at political persecution in this country, I was thinking about it the last few days, and I think I'm going to make a mini-documentary on the subject and then investigate some of the people in these different federal agencies and really burrow into their activities and call for congressional investigations of them, like we've done Lois Lerner and others, like we called for the downing of Boehner, spearheaded that operation, we're very proud of it, with Congressman Jones and others.
[00:02:45.352 --> 00:02:46.173]  You see how that went?
[00:02:47.205 --> 00:02:55.255]  I thought that we should look at some of the political persecution with Joe Bannister, former Treasury agent, who went public exposing that the IRS is a fraud.
[00:02:55.275 --> 00:02:59.400]  They indicted him repeatedly for his free speech.
[00:03:00.801 --> 00:03:05.727]  And speaking of free speech, the UN released its plan to push for worldwide internet censorship
[00:03:06.809 --> 00:03:11.151]  They plan to have the SEC and FTC here in America in free speech.
[00:03:11.591 --> 00:03:12.832]  We'll be breaking that report down.
[00:03:12.872 --> 00:03:13.772]  This is from Breitbart.
[00:03:14.092 --> 00:03:17.754]  The UN wants to censor the entire internet to save feminist feelings.
[00:03:18.474 --> 00:03:29.199]  They actually say in congressional and UN committee hearings that cyber violence is translated towards women being criticized in any way on the internet.
[00:03:30.699 --> 00:03:33.841]  And this is the new cultural Marxism going on at university.
[00:03:35.071 --> 00:03:39.732]  I was talking to a liberal that I've known since college who was going back to college.
[00:03:39.932 --> 00:03:41.193]  He's a Hollywood film editor.
[00:03:42.493 --> 00:03:49.915]  But he got tired of that and so he wants to get a doctorate and then a PhD in psychology and he was telling me about UT.
[00:03:52.235 --> 00:03:57.557]  And just how he's like, no, no, liberalism is we hear all points of view and they're like, no!
[00:03:58.377 --> 00:04:00.837]  We bring down the patriarchy and white males, they are evil.
[00:04:00.978 --> 00:04:02.638]  You are a white male, you are inherently evil.
[00:04:04.155 --> 00:04:06.076]  Well, no, that sounds like racism to me.
[00:04:06.336 --> 00:04:06.736]  Oh, really?
[00:04:06.776 --> 00:04:09.058]  We'll just have the dean put you on academic suspension.
[00:04:10.198 --> 00:04:13.080]  Academic probation.
[00:04:13.620 --> 00:04:15.301]  This is what America is.
[00:04:15.361 --> 00:04:18.563]  Totalitarianism wrapped in political correctness.
[00:04:18.583 --> 00:04:20.744]  There's nothing politically correct or liberal about it.
[00:04:21.545 --> 00:04:25.707]  It is classical, tyrannical, mafia takeover.
[00:04:26.747 --> 00:04:34.495]  Speaking of censorship, in England, if you try to do a radio show, TV show, or blog criticizing radical Islam, you get arrested.
[00:04:35.096 --> 00:04:35.937]  Same thing in Germany.
[00:04:37.313 --> 00:04:42.336]  Anti-ISIS artwork banned from free speech event after outcry from London police.
[00:04:42.356 --> 00:04:43.296]  And what is the artwork?
[00:04:43.837 --> 00:04:45.958]  You ever go to like Michael's or Hobby Lobby?
[00:04:45.978 --> 00:04:49.120]  It's those little animals, little raccoons, little rabbits.
[00:04:50.140 --> 00:04:53.442]  They put some of them in black uniforms with an Al Qaeda flag.
[00:04:54.243 --> 00:04:55.283]  And that's just not allowed.
[00:04:55.644 --> 00:04:57.625]  So they were shut down.
[00:04:57.645 --> 00:04:58.505]  You're not allowed to have that.
[00:04:58.925 --> 00:04:59.786]  You're not allowed to have that.
[00:05:00.922 --> 00:05:08.069]  Alex Jones here, and I'm very excited to be able to bring you the hands down best deal we've ever offered on high quality storable foods.
[00:05:08.389 --> 00:05:22.022]  Infowarestore.com is now partnering with the top of the line storable food company, My Patriot Supply, to bring you the highest quality, freshest, longest lasting, most affordable storable foods at the lowest price you're going to find anywhere.
[00:05:22.182 --> 00:05:24.663]  My goal is to find the best deals and bring it to you.
[00:05:24.823 --> 00:05:32.067]  For a limited time until October 1st, they're allowing us to offer the lowest price on food they've ever given to the public.
[00:05:32.328 --> 00:05:38.491]  Now is the time, in the next week, to take action and to secure your pantry for any emergency.
[00:05:38.631 --> 00:05:45.235]  Visit InfoWarsSelect.com or InfoWarsStore.com today to check out the amazing deals for yourself.
[00:05:45.495 --> 00:05:49.357]  You've only got until October 1st to take advantage of these introductory offers.
[00:05:49.637 --> 00:05:55.241]  Secure you and your family's needs today at InfowarsStore.com with Infowars Select.
[00:05:55.401 --> 00:05:58.283]  That's InfowarsSelect.com or 888-253-3139.
[00:05:58.343 --> 00:06:07.089]  From the front lines of the information war, it's Alex Jones.
[00:06:17.466 --> 00:06:26.610]  Welcome ladies and gentlemen, welcome and thank you so much for joining us on this 27th day of September 2015.
[00:06:27.371 --> 00:06:29.332]  I'm your host Alex Jones.
[00:06:29.892 --> 00:06:35.435]  David Knight and Jakari Jackson will be joining us at the bottom of the hour as they cover Pope Francis's historic political
[00:06:36.565 --> 00:06:37.045]  All right.
[00:07:06.749 --> 00:07:16.312]  With Lois Lerner and the IRS and the internal memos coming out that they were told to target more than 10,000 conservative, Christian, libertarian, veteran, and gun groups.
[00:07:16.812 --> 00:07:25.475]  And they haven't gotten in trouble for the incredible criminal activities that dwarf thousands of times what Richard Nixon did.
[00:07:25.935 --> 00:07:33.698]  Richard had 120-something names, Nixon did, that he didn't even act on in a safe with their IRS records.
[00:07:34.457 --> 00:07:36.180]  That was criminal, he should have stepped down for it.
[00:07:36.621 --> 00:07:40.568]  They openly engage in mass criminal operations.
[00:07:41.721 --> 00:07:51.923]  They give out tens of thousands of tax exemptions to liberal socialist and communist groups, and in the last five years have given out one tax exemption to a conservative group.
[00:07:52.743 --> 00:07:54.704]  That's the way to shut down political speech.
[00:07:55.024 --> 00:08:06.946]  Then you have Pope Francis come in, endorse Obama, call for open borders, call for carbon taxes, call for global government, call for everything else you can imagine, completely political,
[00:08:08.035 --> 00:08:12.196]  Where's the IRS being sicked on the Catholic Church for that activity?
[00:08:12.976 --> 00:08:24.739]  But again, that's a fraud and then a fraud because Congress shall make no law respecting an establishment of religion or prohibiting the free exercise thereof or the press or the people's right to peacefully assemble for redress of grievances.
[00:08:25.059 --> 00:08:25.800]  That's the First Amendment.
[00:08:26.200 --> 00:08:27.700]  Congress has no jurisdiction.
[00:08:27.920 --> 00:08:31.201]  It's just come in and taken over the churches and bullied them
[00:08:33.482 --> 00:08:35.784]  If they are not socialist, if they're not communist.
[00:08:35.804 --> 00:08:45.671]  But if they are, then Reverend Wright can get up there tax-exempt and say, GD America, GD the police, GD free market, down with America.
[00:08:45.752 --> 00:08:47.413]  Oh, that's, yeah!
[00:08:47.713 --> 00:08:48.153]  Oh, yeah!
[00:08:48.494 --> 00:08:49.334]  Well, here's how it works.
[00:08:50.595 --> 00:08:54.478]  I've got my free speech, if I was a church, and Wright's got his free speech.
[00:08:55.459 --> 00:08:56.159]  That's how that works.
[00:08:56.200 --> 00:08:59.042]  See, because Congress has no jurisdiction
[00:09:00.049 --> 00:09:05.551]  But instead they just continued their jurisdiction, they just expanded it to engage in this giant power grab.
[00:09:07.112 --> 00:09:13.135]  And we have huge attacks on free speech that are simply incredible on the internet, you name it, being announced.
[00:09:13.935 --> 00:09:16.316]  But first I want to get to Hillary Clinton.
[00:09:18.677 --> 00:09:23.199]  She spent years blocking the release of her servers, then she said they all got erased.
[00:09:23.959 --> 00:09:27.521]  Just like Lois Lerner said, it turned out of course they'd ordered them erased, but there were backups.
[00:09:28.976 --> 00:09:29.756]  Up in the cloud.
[00:09:30.977 --> 00:09:38.279]  And so now they found huge caches of other emails where she's talking to Petraeus about classified things.
[00:09:38.979 --> 00:09:50.043]  And Petraeus, over some files at his home office, had to step down and had to basically plead guilty to felonies, but then time served.
[00:09:52.324 --> 00:09:55.265]  And I'm not defending Petraeus, but compared to Hillary, it's like having
[00:09:56.573 --> 00:10:01.037]  A crooked toenail and then Hillary is barbecuing children and then she doesn't get in trouble.
[00:10:01.097 --> 00:10:03.500]  I mean, it is totally two different worlds.
[00:10:04.501 --> 00:10:10.967]  And now she just can't explain why she has these other emails that she says she didn't have.
[00:10:12.108 --> 00:10:15.952]  And then she shoots her mouth off and says it's a conspiracy theory.
[00:10:17.768 --> 00:10:27.752]  I'm convinced that if robbers were walking out of your house with your jewels, your computers, your artwork, whatever, and if they just said to the average trendy, you said, hey, quit robbing my house.
[00:10:27.932 --> 00:10:28.952]  Oh, you're a conspiracy theorist.
[00:10:28.972 --> 00:10:35.655]  Well, wait, you've got a television set in your hands, a computer in your hands, you're putting them in a van, you've got masks on, it's 2 a.m.
[00:10:37.635 --> 00:10:38.676]  They just go, conspiracy theory.
[00:10:39.216 --> 00:10:40.816]  You go, whoa, you're right, it's all yours.
[00:10:41.577 --> 00:10:42.237]  Absolutely correct.
[00:10:43.550 --> 00:10:52.333]  I mean, that's the game they play, but it was the Clintons we learned from their Clinton Library lawsuits with Joseph Farah and World Net Daily.
[00:10:53.413 --> 00:10:57.494]  There they were in 93 when they first get in, going, we've got to shut down the new growing press.
[00:10:57.534 --> 00:11:00.735]  The Internet's going to allow a new independent press before drudge even existed.
[00:11:01.275 --> 00:11:04.276]  We've got to shut down things like the Western Journalism Center and Joseph Farah.
[00:11:04.296 --> 00:11:09.998]  And we've got to instruct all our operatives in the media, when anyone challenges anything we say, call it a conspiracy theory.
[00:11:10.658 --> 00:11:12.919]  Hey, everybody else wasn't making money in cattle futures.
[00:11:12.939 --> 00:11:14.720]  You invested a thousand and got hundreds of thousands.
[00:11:15.160 --> 00:11:17.000]  Hey, all these people that work for you are getting killed.
[00:11:17.401 --> 00:11:20.102]  Hey, there's all these... Shut up, conspiracy theorist!
[00:11:20.482 --> 00:11:22.262]  Hey, you gave missile secrets to Communist China.
[00:11:22.282 --> 00:11:22.843]  It's all admitted.
[00:11:23.023 --> 00:11:23.803]  Conspiracy theory!
[00:11:23.823 --> 00:11:24.423]  Conspiracy theory!
[00:11:24.523 --> 00:11:25.284]  Conspiracy theory!
[00:11:27.824 --> 00:11:29.685]  So, this is what they engage in.
[00:11:30.285 --> 00:11:31.306]  You've got Hillary taking
